"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
32,33,91.68,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Gateshead (GBR),01 JUL 1994,1268
33,34,91.59,Andreas THORKILDSEN,01 APR 1982,NOR,1,Oslo (NOR),02 JUN 2006,1266
34,35,91.56,Johannes VETTER,26 MAR 1993,GER,2,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1266
35,36,91.53,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Kuortane (FIN),26 JUN 2005,1266
36,36,91.53,Thomas RÖHLER,30 SEP 1991,GER,1,"Mestský Stadion, Ostrava (CZE)",28 JUN 2017,1266
37,38,91.5,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Lublin (POL),04 JUN 1994,1265
38,38,91.5,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Pretoria (RSA),08 APR 1996,1265
39,38,91.5,Raymond HECHT,11 NOV 1968,GER,1,Gengenbach (GER),01 SEP 1996,1265
40,38,91.5,Johannes VETTER,26 MAR 1993,GER,1,"ETSV Stadion, Offenburg (GER)",24 APR 2021,1265
41,42,91.49,Johannes VETTER,26 MAR 1993,GER,1,"Paavo Nurmen Stadion, Turku (FIN)",11 AUG 2020,1265
42,43,91.46,Steve BACKLEY,12 FEB 1969,GBR,1,Auckland (NZL),25 JAN 1992,1265
43,44,91.44,Andreas HOFMANN,16 DEC 1991,GER,1,Rehlingen (GER),20 MAY 2018,1264
44,44,91.44,Andreas HOFMANN,16 DEC 1991,GER,1,"Letzigrund, Zürich (SUI)",30 AUG 2018,1264
45,46,91.4,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Villeneuve d'Ascq (FRA),02 JUL 1993,1264
46,47,91.39,Julius YEGO,04 JAN 1989,KEN,1,"Alexander Stadium, Birmingham (GBR)",07 JUN 2015,1264
47,48,91.36,Chao-Tsun CHENG,17 OCT 1993,TPE,1,"Taipei Municipal Stadium, Taipei City (TPE)",26 AUG 2017,1263
48,49,91.34,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Cape Town (RSA),08 APR 1997,1263
49,50,91.33,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,"Stade Louis II, Monaco (MON)",10 SEP 2005,1263
50,51,91.31,Aki PARVIAINEN,26 OCT 1974,FIN,2,"Commonwealth Stadium, Edmonton (CAN)",12 AUG 2001,1262
51,52,91.3,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,"Olympiastadion, Berlin (GER)",01 SEP 1995,1262
52,53,91.29,Breaux GREER,19 OCT 1976,USA,1,"Indianapolis, IN (USA)",21 JUN 2007,1262
53,54,91.28,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Villeneuve d'Ascq (FRA),08 JUL 1994,1262
54,54,91.28,Andreas THORKILDSEN,01 APR 1982,NOR,1,"Letzigrund, Zürich (SUI)",28 AUG 2009,1262
55,54,91.28,Thomas RÖHLER,30 SEP 1991,GER,1,Turku (FIN),29 JUN 2016,1262
56,57,91.27,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,1,Madrid (ESP),26 MAY 2001,1262
57,58,91.23,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Poznan (POL),08 JUN 2001,1261
58,58,91.23,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,1,Thessaloniki (GRE),24 JUL 2002,1261
59,58,91.23,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Lapinlahti (FIN),22 JUL 2007,1261
60,61,91.22,Johannes VETTER,26 MAR 1993,GER,1,Potchefstroom (RSA),27 FEB 2018,1261
61,62,91.2,Johannes VETTER,26 MAR 1993,GER,1q1,"Olympic Stadium, London (GBR)",10 AUG 2017,1261
62,63,91.12,Johannes VETTER,26 MAR 1993,GER,1f1,"Stadion Park Mladeži, Split (CRO)",08 MAY 2021,1260
63,64,91.11,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Kuortane (FIN),24 JUN 2006,1260
64,65,91.07,Andreas HOFMANN,16 DEC 1991,GER,2,"Taipei Municipal Stadium, Taipei City (TPE)",26 AUG 2017,1259
65,66,91.06,Johannes VETTER,26 MAR 1993,GER,,Luzern (SUI),11 JUL 2017,1259
66,67,91.04,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Kuortane (FIN),22 JUN 1996,1259
67,68,90.97,Aki PARVIAINEN,26 OCT 1974,FIN,2,Kuortane (FIN),24 JUN 2000,1258
68,69,90.88,Aki PARVIAINEN,26 OCT 1974,FIN,1,Tartu (EST),11 JUN 1998,1256
69,69,90.88,Jakub VADLEJCH,10 OCT 1990,CZE,2,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1256
70,71,90.87,Sergey MAKAROV,19 MAR 1973,RUS,1,Hamburg (GER),12 JUN 2002,1256
71,72,90.86,Sergey MAKAROV,19 MAR 1973,RUS,1,Dessau (GER),29 MAY 2002,1256
72,72,90.86,Johannes VETTER,26 MAR 1993,GER,1,"Stadion Śląski, Chorzów (POL)",25 AUG 2020,1256
73,74,90.82,Kimmo KINNUNEN,31 MAR 1968,FIN,1,"National Stadium, Tokyo (JPN)",26 AUG 1991,1255
74,75,90.81,Steve BACKLEY,12 FEB 1969,GBR,1,"Crystal Palace, London (GBR)",22 JUL 2001,1255
75,76,90.8,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Bratislava (SVK),30 MAY 1995,1255
76,76,90.8,Aki PARVIAINEN,26 OCT 1974,FIN,1,Vantaa (FIN),20 JUN 2000,1255
77,78,90.76,Jan ŽELEZNÝ,16 JUN 1966,CZE,1q2,"Commonwealth Stadium, Edmonton (CAN)",10 AUG 2001,1255
78,79,90.75,Johannes VETTER,26 MAR 1993,GER,,Luzern (SUI),11 JUL 2017,1254
79,79,90.75,Thomas RÖHLER,30 SEP 1991,GER,1,Dessau (GER),08 JUN 2018,1254
80,79,90.75,Anderson PETERS,21 OCT 1997,GRN,1,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1254
81,82,90.73,Vadims VASIĻEVSKIS,05 JAN 1982,LAT,1,Tallinn (EST),22 JUL 2007,1254
82,83,90.71,Breaux GREER,19 OCT 1976,USA,1,"Carson, CA (USA)",20 MAY 2007,1254
83,83,90.71,Vadims VASIĻEVSKIS,05 JAN 1982,LAT,1,Valmiera (LAT),23 MAY 2009,1254
84,85,90.68,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Nice (FRA),21 JUL 1993,1253
85,86,90.61,Andreas THORKILDSEN,01 APR 1982,NOR,1,Byrkjelo (NOR),14 AUG 2011,1252
86,86,90.61,Magnus KIRT,10 APR 1990,EST,1,Kuortane (FIN),22 JUN 2019,1252
87,88,90.6,Seppo RÄTY,27 APR 1962,FIN,1,Nurmijärvi (FIN),20 JUL 1992,1252
88,88,90.6,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Stellenbosch (RSA),13 APR 1993,1252
89,88,90.6,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Osaka (JPN),11 MAY 1996,1252
90,91,90.59,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Pretoria (RSA),24 MAR 2000,1252
91,92,90.57,Andreas THORKILDSEN,01 APR 1982,NOR,1,"National Stadium, Beijing (CHN)",23 AUG 2008,1252
92,93,90.56,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,"Stadion Rošický, Praha (CZE)",05 JUN 2000,1252
93,93,90.56,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,"Bislett Stadion, Oslo (NOR)",28 JUL 2000,1252
94,95,90.54,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Oslo (NOR),29 JUL 2005,1251
95,95,90.54,Anderson PETERS,21 OCT 1997,GRN,1,"Hayward Field, Eugene, OR (USA)",23 JUL 2022,1251
96,97,90.5,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Bruxelles (BEL),25 AUG 1995,1251
97,98,90.44,Boris HENRY,14 DEC 1973,GER,1,Linz (AUT),09 JUL 1997,1250
98,99,90.43,Vadims VASIĻEVSKIS,05 JAN 1982,LAT,1,Riga (LAT),27 MAY 2006,1250
99,100,90.37,Andreas THORKILDSEN,01 APR 1982,NOR,1,Florø (NOR),29 MAY 2010,1249
0,101,90.34,Aki PARVIAINEN,26 OCT 1974,FIN,1,Lapinlahti (FIN),16 JUL 2000,1249
1,101,90.34,Andreas THORKILDSEN,01 APR 1982,NOR,1,"Stadio Olimpico, Roma (ITA)",14 JUL 2006,1249
2,101,90.34,Magnus KIRT,10 APR 1990,EST,1,"Mestský Stadion, Ostrava (CZE)",20 JUN 2019,1249
3,104,90.33,Sergey MAKAROV,19 MAR 1973,RUS,1,Tula (RUS),11 JUL 2005,1248
4,104,90.33,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1248
5,106,90.31,Anderson PETERS,21 OCT 1997,GRN,1,"Olympiastadion, Stockholm (SWE)",30 JUN 2022,1248
6,107,90.3,Thomas RÖHLER,30 SEP 1991,GER,1,"Estádio Olímpico, Rio de Janeiro (BRA)",20 AUG 2016,1248
7,108,90.28,Andreas THORKILDSEN,01 APR 1982,NOR,1,"Letzigrund, Zürich (SUI)",29 AUG 2008,1248
8,109,90.24,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Pietersburg (RSA),03 APR 1996,1247
9,110,90.2,Raymond HECHT,11 NOV 1968,GER,1,Monaco (MON),10 AUG 1996,1247
10,111,90.18,Jan ŽELEZNÝ,16 JUN 1966,TCH,1,Tokyo (JPN),19 SEP 1992,1246
11,111,90.18,Arshad NADEEM,02 JAN 1997,PAK,1,"Alexander Stadium, Birmingham (GBR)",07 AUG 2022,1246
12,113,90.17,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1246
13,114,90.16,Keshorn WALCOTT,02 APR 1993,TTO,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",09 JUL 2015,1246
14,115,90.13,Andreas THORKILDSEN,01 APR 1982,NOR,1,Doha (QAT),12 MAY 2006,1246
15,116,90.12,Jan ŽELEZNÝ,16 JUN 1966,CZE,1q2,"Ullevi Stadium, Göteborg (SWE)",11 AUG 1995,1245
16,117,90.11,Sergey MAKAROV,19 MAR 1973,RUS,1,Dessau (GER),30 MAY 2003,1245
17,118,90.09,Aki PARVIAINEN,26 OCT 1974,FIN,1,Kuortane (FIN),20 JUN 1998,1245
18,119,90.08,Andreas HOFMANN,16 DEC 1991,GER,3,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1245
19,120,90.06,Raymond HECHT,11 NOV 1968,GER,1,Eschenbach (GER),12 FEB 1994,1245
20,120,90.06,Raymond HECHT,11 NOV 1968,GER,2,Jena (GER),25 MAY 1996,1245
21,120,90.06,Thomas RÖHLER,30 SEP 1991,GER,1,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1245
22,123,90.03,Johannes VETTER,26 MAR 1993,GER,1,"Dinamo National Olympic Stadium, Minsk (BLR)",10 SEP 2019,1244
23,124,90.02,Jan ŽELEZNÝ,16 JUN 1966,TCH,1,Ostrava (TCH),24 JUN 1992,1244
24,125,89.98,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Auckland (NZL),29 MAR 1994,1243
25,125,89.98,Sergey MAKAROV,19 MAR 1973,RUS,1,Helsinki (FIN),13 AUG 2002,1243
26,127,89.95,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,3,"Commonwealth Stadium, Edmonton (CAN)",12 AUG 2001,1243
27,128,89.94,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",04 JUL 2001,1243
28,128,89.94,Neeraj CHOPRA,24 DEC 1997,IND,2,"Olympiastadion, Stockholm (SWE)",30 JUN 2022,1243
29,130,89.93,Sergey MAKAROV,19 MAR 1973,RUS,1,Athina (GRE),16 JUN 1999,1243
30,131,89.92,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Göteborg (SWE),24 AUG 1994,1243
31,131,89.92,Sergey MAKAROV,19 MAR 1973,RUS,1,"International Stadium, Gateshead (GBR)",16 JUL 2000,1243
32,133,89.91,Anderson PETERS,21 OCT 1997,GRN,1q2,"Hayward Field, Eugene, OR (USA)",21 JUL 2022,1242
33,134,89.9,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,St-Denis (FRA),02 JUN 1997,1242
34,135,89.89,Steve BACKLEY,12 FEB 1969,GBR,1,Gateshead (GBR),19 JUL 1998,1242
35,135,89.89,Johannes VETTER,26 MAR 1993,GER,1,"Olympic Stadium, London (GBR)",12 AUG 2017,1242
36,137,89.88,Aki PARVIAINEN,26 OCT 1974,FIN,1,Oslo (NOR),09 JUL 2000,1242
37,137,89.88,Andreas THORKILDSEN,01 APR 1982,NOR,1,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1242
38,137,89.88,Thomas RÖHLER,30 SEP 1991,GER,1,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1242
39,140,89.85,Steve BACKLEY,12 FEB 1969,GBR,2,"Olympic Stadium, Sydney (AUS)",23 SEP 2000,1242
40,140,89.85,Johannes VETTER,26 MAR 1993,GER,1,"Olympiastadion, Berlin (GER)",27 AUG 2017,1242
41,142,89.84,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Roma (ITA),27 JUN 1993,1241
42,142,89.84,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,1,"Olympiastadion, München (GER)",11 SEP 1999,1241
43,144,89.83,Oliver HELANDER,01 JAN 1997,FIN,1,"Paavo Nurmen Stadion, Turku (FIN)",14 JUN 2022,1241
44,145,89.82,Andreas HOFMANN,16 DEC 1991,GER,1,"Alexander Stadium, Birmingham (GBR)",18 AUG 2018,1241
45,146,89.78,Andreas THORKILDSEN,01 APR 1982,NOR,1,Stockholm (SWE),25 JUL 2006,1241
46,147,89.75,Magnus KIRT,10 APR 1990,EST,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1240
47,148,89.73,Jakub VADLEJCH,10 OCT 1990,CZE,2,"Olympic Stadium, London (GBR)",12 AUG 2017,1240
48,149,89.72,Steve BACKLEY,12 FEB 1969,GBR,1,"Népstadion, Budapest (HUN)",23 AUG 1998,1240
49,150,89.7,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Paris (FRA),06 JUL 2007,1239
50,151,89.68,Johannes VETTER,26 MAR 1993,GER,2,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1239
51,152,89.66,Jan ŽELEZNÝ,16 JUN 1966,TCH,1,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992,1239
52,153,89.65,Andreas HOFMANN,16 DEC 1991,GER,1,Rehlingen (GER),09 JUN 2019,1239
53,154,89.62,Aki PARVIAINEN,26 OCT 1974,FIN,1,Joensuu (FIN),14 JUL 2000,1238
54,155,89.6,Andreas THORKILDSEN,01 APR 1982,NOR,2,"Stade Louis II, Monaco (MON)",10 SEP 2005,1238
55,155,89.6,Johannes VETTER,26 MAR 1993,GER,1,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1238
56,157,89.59,Andreas THORKILDSEN,01 APR 1982,NOR,1,"Olympiastadion, Berlin (GER)",23 AUG 2009,1238
57,158,89.58,Steve BACKLEY,12 FEB 1969,GBR,1,Stockholm (SWE),02 JUL 1990,1238
58,158,89.58,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,"Ullevi Stadium, Göteborg (SWE)",13 AUG 1995,1238
59,158,89.58,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Fukuoka (JPN),13 SEP 1997,1238
60,161,89.57,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,2,Athina (GRE),16 JUN 1999,1238
61,161,89.57,Johannes VETTER,26 MAR 1993,GER,1,"Olympiastadion, Berlin (GER)",03 SEP 2016,1238
62,163,89.55,Andreas HOFMANN,16 DEC 1991,GER,1,Nürnberg (GER),22 JUL 2018,1237
63,163,89.55,Marcin KRUKOWSKI,14 JUN 1992,POL,1,"Paavo Nurmen Stadion, Turku (FIN)",08 JUN 2021,1237
64,165,89.54,Julian WEBER,29 AUG 1994,GER,2,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1237
65,166,89.53,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,1,Zürich (SUI),11 AUG 1999,1237
66,167,89.52,Aki PARVIAINEN,26 OCT 1974,FIN,1,"La Cartuja, Sevilla (ESP)",29 AUG 1999,1237
67,167,89.52,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Joensuu (FIN),11 JUN 2006,1237
68,169,89.51,Andreas THORKILDSEN,01 APR 1982,NOR,1,"Letzigrund, Zürich (SUI)",07 SEP 2007,1237
69,169,89.51,Jakub VADLEJCH,10 OCT 1990,CZE,1,"Paavo Nurmen Stadion, Turku (FIN)",13 JUN 2023,1237
70,171,89.5,Andreas THORKILDSEN,01 APR 1982,NOR,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",10 SEP 2006,1237
71,171,89.5,Johannes VETTER,26 MAR 1993,GER,,Luzern (SUI),11 JUL 2017,1237
72,173,89.49,Andreas THORKILDSEN,01 APR 1982,NOR,1,Stockholm (SWE),07 AUG 2007,1236
73,174,89.48,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,1,Pireaus (GRE),23 APR 2000,1236
74,175,89.47,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Ostrava (CZE),31 MAY 2001,1236
75,175,89.47,Thomas RÖHLER,30 SEP 1991,GER,1,"Olympiastadion, Berlin (GER)",09 AUG 2018,1236
76,177,89.46,Sergey MAKAROV,19 MAR 1973,RUS,1,Thessaloniki (GRE),23 JUN 1999,1236
77,178,89.45,Thomas RÖHLER,30 SEP 1991,GER,2,Luzern (SUI),11 JUL 2017,1236
78,179,89.43,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Lappeenranta (FIN),05 AUG 2007,1236
79,180,89.42,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Linz (AUT),21 AUG 1996,1235
80,180,89.42,Johannes VETTER,26 MAR 1993,GER,1,Bad Köstritz (GER),25 AUG 2017,1235
81,182,89.4,Andreas HOFMANN,16 DEC 1991,GER,1f1,Offenburg (GER),26 MAY 2019,1235
82,183,89.39,Jan ŽELEZNÝ,16 JUN 1966,CZE,1q2,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1235
83,184,89.38,Boris HENRY,14 DEC 1973,GER,1,Stockholm (SWE),07 JUL 1997,1235
84,185,89.35,Johannes VETTER,26 MAR 1993,GER,1,Erfurt (GER),09 JUL 2017,1234
85,185,89.35,Johannes VETTER,26 MAR 1993,GER,1q1,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1234
86,187,89.34,Raymond HECHT,11 NOV 1968,GER,1,Köln (GER),21 JUN 1996,1234
87,187,89.34,Johannes VETTER,26 MAR 1993,GER,2,"Hayward Field, Eugene, OR (USA)",25 MAY 2018,1234
88,189,89.33,Magnus KIRT,10 APR 1990,EST,1,Vantaa (FIN),25 MAY 2019,1234
89,190,89.32,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Tokyo (JPN),16 SEP 1996,1234
90,190,89.32,Boris HENRY,14 DEC 1973,GER,1,Jena (GER),25 MAY 1997,1234
91,190,89.32,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,"Olympiastadion, Berlin (GER)",04 SEP 2005,1234
92,193,89.31,Sergey MAKAROV,19 MAR 1973,RUS,1,Moskva (RUS),15 MAY 1999,1234
93,194,89.3,Jan ŽELEZNÝ,16 JUN 1966,CZE,2,Oslo (NOR),21 JUL 1995,1234
94,194,89.3,Thomas RÖHLER,30 SEP 1991,GER,1,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1234
95,194,89.3,Neeraj CHOPRA,24 DEC 1997,IND,2,"Paavo Nurmen Stadion, Turku (FIN)",14 JUN 2022,1234
96,197,89.28,Johannes VETTER,26 MAR 1993,GER,1,Bad Köstritz (GER),23 AUG 2019,1233
97,198,89.27,Thomas RÖHLER,30 SEP 1991,GER,1,Kuortane (FIN),08 AUG 2015,1233
98,199,89.26,Andreas THORKILDSEN,01 APR 1982,NOR,1,"Poljud Stadion, Split (CRO)",05 SEP 2010,1233
99,200,89.24,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,1,Tartu (EST),19 JUN 2001,1233
0,201,89.22,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,1,Bari (ITA),16 JUN 1997,1233
1,201,89.22,Steve BACKLEY,12 FEB 1969,GBR,2,Tartu (EST),11 JUN 1998,1233
2,203,89.21,Boris HENRY,14 DEC 1973,GER,1,Rehlingen (GER),01 JUN 1998,1232
3,203,89.21,Ihab ABDELRAHMAN,01 MAY 1989,EGY,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2014,1232
4,205,89.18,Konstantinos GATSIOUDIS,17 DEC 1973,GRE,2,"La Cartuja, Sevilla (ESP)",29 AUG 1999,1232
5,206,89.17,Thomas RÖHLER,30 SEP 1991,GER,1,"Stade Louis II, Monaco (MON)",21 JUL 2017,1232
6,206,89.17,Edis MATUSEVIČIUS,30 JUN 1996,LTU,1,Palanga (LTU),27 JUL 2019,1232
7,208,89.16,Tom PETRANOFF,08 APR 1958,USA,1,Potchefstroom (RSA),01 MAR 1991,1232
8,209,89.15,Qinggang ZHAO,24 JUL 1985,CHN,1,Incheon (KOR),02 OCT 2014,1232
9,210,89.13,Magnus KIRT,10 APR 1990,EST,1,"Letzigrund, Zürich (SUI)",29 AUG 2019,1231
10,211,89.12,Keshorn WALCOTT,02 APR 1993,TTO,2,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",26 JUN 2021,1231
11,212,89.11,Johannes VETTER,26 MAR 1993,GER,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,1231
12,213,89.1,Patrik BODÉN,30 JUN 1967,SWE,1,"Austin, TX (USA)",24 MAR 1990,1231
13,214,89.09,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Turku (FIN),25 JUN 2015,1231
14,215,89.08,Raymond HECHT,11 NOV 1968,GER,1,Paris-St-Denis (FRA),10 JUN 1994,1231
15,215,89.08,Julian WEBER,29 AUG 1994,GER,3,"Olympiastadion, Stockholm (SWE)",30 JUN 2022,1231
16,215,89.08,Neeraj CHOPRA,24 DEC 1997,IND,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1231
17,218,89.07,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Paris (FRA),08 JUL 2006,1230
18,218,89.07,Keshorn WALCOTT,02 APR 1993,TTO,3,"FBK Stadium, Hengelo (NED)",06 JUN 2022,1230
19,220,89.06,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,"Stade de France, Paris-St-Denis (FRA)",21 JUL 1999,1230
20,220,89.06,Jan ŽELEZNÝ,16 JUN 1966,CZE,1,Paris (FRA),04 JUL 2003,1230
21,220,89.06,Bernhard SEIFERT,15 FEB 1993,GER,2f1,Offenburg (GER),26 MAY 2019,1230
22,223,89.05,Chao-Tsun CHENG,17 OCT 1993,TPE,2,"Letzigrund, Zürich (SUI)",29 AUG 2019,1230
23,224,89.03,Tero PITKÄMÄKI,19 DEC 1982,FIN,1,Bad Köstritz (GER),25 AUG 2013,1230
24,225,89.02,Steve BACKLEY,12 FEB 1969,GBR,1,Riga (LAT),30 MAY 1997,1230
25,225,89.02,Jarrod BANNISTER,03 OCT 1984,AUS,1,Brisbane (AUS),29 FEB 2008,1230
26,225,89.02,Jakub VADLEJCH,10 OCT 1990,CZE,1,"Stadion Juliska, Praha (CZE)",04 JUN 2018,1230
27,228,89.0,Seppo RÄTY,27 APR 1962,FIN,1,Helsinki (FIN),29 AUG 1992,1229
