"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
84,84,42:42,Dionicio CERÓN,09 OCT 1965,MEX,1.0,"Portland, OR (USA)",17 JUN 1990,1149
85,84,42:42,Sammy LELEI,14 AUG 1964,KEN,1.0,"Portland, OR (USA)",28 JUN 1992,1149
86,84,42:42,Jon BROWN,27 FEB 1971,GBR,1.0,"Tampa, FL (USA)",24 FEB 1996,1149
87,84,42:42,Ismael KIRUI,20 FEB 1975,KEN,2.0,La Courneuve (FRA),03 MAY 1998,1149
88,84,42:42,Kenenisa BEKELE,13 JUN 1982,ETH,1.0,Heerenberg (NED),09 DEC 2001,1149
89,84,42:42,Micah Kemboi KOGO,30 JUN 1986,KEN,1.0,Nijmegen (NED),19 NOV 2006,1149
90,84,42:42,Ali Mabruk EL ZAIDI,13 JAN 1978,LBA,2.0,Heerenberg (NED),02 DEC 2007,1149
91,92,42:43,Ibrahim HUSSEIN,03 JUN 1958,KEN,2.0,"Portland, OR (USA)",29 JUN 1986,1148
92,92,42:43,Alphonse MUINDI,28 APR 1972,KEN,4.0,"Tampa, FL (USA)",26 FEB 1994,1148
93,92,42:43,Paul Malakwen KOSGEI,22 APR 1978,KEN,1.0,Le Puy-en-Velay (FRA),01 MAY 2001,1148
94,92,42:43,Mubarak Hassan SHAMI,02 DEC 1980,QAT,1.0,Nijmegen (NED),16 NOV 2003,1148
95,92,42:43,Nicholas Manza KAMAKYA,02 MAR 1985,KEN,1.0,Porto (POR),18 JUN 2006,1148
96,92,42:43,Abebe DINKESA,06 MAR 1984,ETH,2.0,Nijmegen (NED),19 NOV 2006,1148
97,92,42:43,Noah KIPKEMBOI,02 JUL 1993,KEN,3.0,Nijmegen (NED),19 NOV 2017,1148
98,92,42:43,Nibret MELAK,09 OCT 1999,ETH,2.0,Nijmegen (NED),20 NOV 2022,1148
99,100,42:44,Rolando VERA,27 APR 1965,ECU,3.0,"Portland, OR (USA)",18 JUN 1989,1147
0,100,42:44,Lucketz SWARTBOOI,07 FEB 1966,NAM,5.0,"Tampa, FL (USA)",26 FEB 1994,1147
1,100,42:44,Shem KORORIA,25 SEP 1972,KEN,1.0,La Courneuve (FRA),28 APR 1996,1147
2,100,42:44,Kenneth CHERUIYOT,08 FEB 1974,KEN,2.0,La Courneuve (FRA),27 APR 1997,1147
3,100,42:44,Bernard Kiprop KIPYEGO,16 JUL 1986,KEN,3.0,Nijmegen (NED),19 NOV 2006,1147
4,100,42:44,Zersenay TADESE,01 JAN 1982,ERI,4.0,Nijmegen (NED),19 NOV 2006,1147
5,100,42:44,Haile GEBRSELASSIE,18 APR 1973,ETH,1.0,Nijmegen (NED),20 NOV 2011,1147
6,100,42:44,Stanley Kurgat RONO,04 AUG 1999,KEN,6.0,Heerenberg (NED),01 DEC 2019,1147
7,108,42:45,Benjamin PAREDES,30 APR 1962,MEX,6.0,"Tampa, FL (USA)",26 FEB 1994,1146
8,108,42:45,Lazarus Oyondi NYAKERAKA,22 NOV 1975,KEN,7.0,"Tampa, FL (USA)",26 FEB 1994,1146
9,108,42:45,Shem KORORIA,25 SEP 1972,KEN,3.0,Nijmegen (NED),16 NOV 1997,1146
10,111,42:46,Shem KORORIA,25 SEP 1972,KEN,3.0,La Courneuve (FRA),27 APR 1997,1145
11,111,42:46,Kenneth CHERUIYOT,08 FEB 1974,KEN,2.0,Nijmegen (NED),24 MAY 1998,1145
12,111,42:46,Lelisa DESISA,14 JAN 1990,ETH,1.0,"Utica, NY (USA)",11 JUL 2010,1145
13,114,42:47,Robert DE CASTELLA,27 FEB 1957,AUS,1.0,"Tampa, FL (USA)",05 FEB 1983,1144
14,114,42:47,John TREACY,04 JUN 1957,IRL,1.0,"Portland, OR (USA)",26 JUN 1988,1144
15,114,42:47,Shem KORORIA,25 SEP 1972,KEN,1.0,La Courneuve (FRA),30 APR 1995,1144
16,114,42:47,Wilfred Kipkosgei MURGOR,12 DEC 1988,KEN,2.0,Heerenberg (NED),06 DEC 2009,1144
17,118,42:48,Michael MUSYOKI,28 MAY 1956,KEN,1.0,"Portland, OR (USA)",30 JUN 1985,1143
18,118,42:48,Godfrey KIPROTICH,23 NOV 1964,KEN,2.0,"Portland, OR (USA)",28 JUN 1992,1143
19,118,42:48,Deriba Merga EJIGU,26 OCT 1980,ETH,1.0,Heerenberg (NED),03 DEC 2006,1143
20,118,42:48,Peter Cheruiyot KIRUI,02 JAN 1988,KEN,2.0,"Utica, NY (USA)",11 JUL 2010,1143
21,122,42:49,Juan Armando QUINTANILLA,19 APR 1968,MEX,2.0,"Tampa, FL (USA)",24 FEB 1996,1142
22,122,42:49,Mebrahtom KEFLEZIGHI,05 MAY 1975,USA,1.0,"Jacksonville, FL (USA)",09 MAR 2002,1142
23,122,42:49,Emmanuel BOR,25 DEC 1993,KEN,3.0,Valencia (ESP),18 SEP 2021,1142
24,125,42:50,Keith BRANTLY,23 MAY 1962,USA,1.0,"Tampa, FL (USA)",11 FEB 1989,1141
25,125,42:50,Joseph KAMAU,17 JUN 1969,KEN,1.0,"Tulsa, OK (USA)",26 OCT 1996,1141
26,125,42:50,Josphat Kiprono MENJO,20 AUG 1979,KEN,1.0,Massamagrell (ESP),25 APR 2009,1141
27,125,42:50,Ayele ABSHERO,28 DEC 1990,ETH,3.0,Heerenberg (NED),06 DEC 2009,1141
28,125,42:50,Shadrack KOSGEI,24 NOV 1984,KEN,3.0,"Utica, NY (USA)",11 JUL 2010,1141
29,125,42:50,Jorum OKOMBO,10 DEC 1997,KEN,2.0,Le Puy-en-Velay (FRA),01 MAY 2017,1141
30,125,42:50,Shadrack Kimutai KOECH,28 DEC 1999,KEN,6.0,Nijmegen (NED),17 NOV 2019,1141
31,132,42:51,Delmir ALVES DOS SANTOS,12 JAN 1966,BRA,2.0,"Tampa, FL (USA)",27 FEB 1993,1140
32,132,42:51,Juan José CASTILLO,13 MAR 1968,PER,8.0,"Tampa, FL (USA)",26 FEB 1994,1140
33,132,42:51,Sileshi SIHINE,29 JAN 1983,ETH,2.0,Heerenberg (NED),09 DEC 2001,1140
34,132,42:51,Wilson KIPROP,14 APR 1987,KEN,2.0,Massamagrell (ESP),25 APR 2009,1140
35,132,42:51,Adam DRACZYŃSKI,03 JAN 1976,POL,1.0,Strzelce Opolskie (POL),19 DEC 2009,1140
36,132,42:51,Simon CHEPROT,18 FEB 1990,KEN,3.0,Le Puy-en-Velay (FRA),01 MAY 2017,1140
37,138,42:52,Stephenson NYAMU,20 NOV 1971,KEN,1.0,"Tulsa, OK (USA)",29 OCT 1994,1139
38,138,42:52,Willem VAN HOOF,18 FEB 1979,BEL,1.0,Hasselt (BEL),15 OCT 2006,1139
39,138,42:52,Titus Kwemoi MASAI,09 OCT 1989,KEN,3.0,Massamagrell (ESP),25 APR 2009,1139
40,138,42:52,Ambrose BORE,08 AUG 1995,KEN,4.0,Le Puy-en-Velay (FRA),01 MAY 2017,1139
41,142,42:53,Arturo BARRIOS,12 DEC 1963,MEX,3.0,"Tampa, FL (USA)",27 FEB 1993,1138
42,142,42:53,Felix LIMO,22 AUG 1980,KEN,1.0,Nijmegen (NED),19 NOV 2000,1138
43,142,42:53,Getu FELEKE,28 NOV 1986,ETH,3.0,Heerenberg (NED),02 DEC 2012,1138
44,142,42:53,Emmanuel KIPRONO,13 JUN 1993,KEN,3.0,Le Puy-en-Velay (FRA),01 MAY 2018,1138
45,146,42:54,Joseph KIMANI,21 SEP 1972,KEN,1.0,"Utica, NY (USA)",13 JUL 1997,1137
46,146,42:54,Abraham CHEROBEN,11 OCT 1992,BRN,1.0,Heerenberg (NED),06 DEC 2015,1137
47,146,42:54,Geoffrey YEGON,28 AUG 1988,KEN,2.0,Heerenberg (NED),06 DEC 2015,1137
48,149,42:55,Mike MCLEOD,25 JAN 1952,GBR,1.0,"Tampa, FL (USA)",11 FEB 1984,1136
49,149,42:55,Gidamis SHAHANGA,04 SEP 1957,TAN,1.0,"Jacksonville, FL (USA)",17 MAR 1984,1136
50,149,42:55,Mbarak HUSSEIN,04 APR 1965,KEN,2.0,"Tulsa, OK (USA)",29 OCT 1994,1136
51,149,42:55,Hailu MEKONNEN,04 APR 1980,ETH,2.0,Heerenberg (NED),04 DEC 2011,1136
52,149,42:55,Muktar EDRIS,14 JAN 1994,ETH,3.0,Nijmegen (NED),18 NOV 2018,1136
53,154,42:56,Mauricio GONZÁLEZ,16 OCT 1960,MEX,2.0,"Tampa, FL (USA)",13 FEB 1988,1135
54,154,42:56,Josphat Machuka KIPRONO,12 DEC 1973,KEN,9.0,"Tampa, FL (USA)",26 FEB 1994,1135
55,154,42:56,Larbi ZEROUAL,10 JAN 1971,MAR,4.0,La Courneuve (FRA),27 APR 1997,1135
56,154,42:56,Salim KIPSANG,22 DEC 1979,KEN,2.0,Nijmegen (NED),19 NOV 2000,1135
57,158,42:57,Michael MUSYOKI,28 MAY 1956,KEN,2.0,"Tampa, FL (USA)",11 FEB 1984,1134
58,158,42:57,John TREACY,04 JUN 1957,IRL,3.0,"Tampa, FL (USA)",11 FEB 1984,1134
59,158,42:57,Benson MASYA,14 MAY 1970,KEN,1.0,"Utica, NY (USA)",10 JUL 1994,1134
60,158,42:57,Philemon HANNECK,12 MAY 1971,ZIM,3.0,"Tampa, FL (USA)",24 FEB 1996,1134
61,158,42:57,Khalid KHANNOUCHI,22 DEC 1971,MAR,1.0,"Utica, NY (USA)",12 JUL 1998,1134
62,158,42:57,John Cheruiyot KORIR,15 DEC 1975,KEN,1.0,"Utica, NY (USA)",08 JUL 2001,1134
63,164,42:58,Joseph NZAU,14 APR 1950,KEN,4.0,"Tampa, FL (USA)",11 FEB 1984,1133
64,164,42:58,Meshack MOGOTSI,28 SEP 1968,RSA,1.0,Cape Town (RSA),02 NOV 1991,1133
65,164,42:58,Juan José CASTILLO,13 MAR 1968,PER,4.0,"Tampa, FL (USA)",27 FEB 1993,1133
66,164,42:58,Godfrey KIPROTICH,23 NOV 1964,KEN,3.0,"Tulsa, OK (USA)",29 OCT 1994,1133
67,164,42:58,Shadrack HOFF,19 MAY 1973,RSA,2.0,"Utica, NY (USA)",08 JUL 2001,1133
68,164,42:58,Charles Bett KOECH,27 JUL 1983,QAT,5.0,Nijmegen (NED),19 NOV 2006,1133
69,164,42:58,Mohamed TRAFEH,01 MAY 1985,USA,1.0,"Jacksonville, FL (USA)",13 MAR 2010,1133
70,164,42:58,Mohamed TRAFEH,01 MAY 1985,USA,1.0,"Jacksonville, FL (USA)",12 MAR 2011,1133
71,164,42:58,Abel Boniface SIKOWO,27 FEB 1999,UGA,3.0,Nijmegen (NED),20 NOV 2022,1133
72,173,42:59,John TREACY,04 JUN 1957,IRL,1.0,"Tampa, FL (USA)",08 FEB 1986,1132
73,173,42:59,Ricardo VERA REBELLO,16 SEP 1962,URU,1.0,"Portland, OR (USA)",28 JUN 1987,1132
74,173,42:59,Matthews TEMANE,14 DEC 1960,RSA,2.0,Cape Town (RSA),02 NOV 1991,1132
75,173,42:59,Tadesse FEYISSA,1981,ETH,3.0,Nijmegen (NED),21 NOV 2004,1132
76,173,42:59,Geoffrey KORIR,01 DEC 1996,KEN,3.0,Valencia (ESP),02 JUN 2018,1132
77,173,42:59,Henry RONO,12 DEC 1996,KEN,3.0,Valencia (ESP),08 JUN 2019,1132
78,173,42:59,Kibiwott KANDIE,20 JUN 1996,KEN,1.0,São Paulo (BRA),31 DEC 2019,1132
79,173,42:59,Simon DEBOGNIES,16 JUL 1996,BEL,4.0,Nijmegen (NED),20 NOV 2022,1132
80,181,43:00,Sosthenes BITOK,23 MAR 1957,KEN,5.0,"Tampa, FL (USA)",11 FEB 1984,1131
81,181,43:00,Arturo BARRIOS,12 DEC 1963,MEX,1.0,"Jacksonville, FL (USA)",14 MAR 1987,1131
82,181,43:00,Haile GEBRSELASSIE,18 APR 1973,ETH,1.0,Nijmegen (NED),20 NOV 1994,1131
83,181,43:00,Khalid KHANNOUCHI,22 DEC 1971,MAR,2.0,"Tulsa, OK (USA)",26 OCT 1996,1131
84,181,43:00,John Morimbori GWAKO,04 SEP 1978,KEN,5.0,La Courneuve (FRA),27 APR 1997,1131
85,181,43:00,Ondoro OSORO,03 DEC 1967,KEN,2.0,"Utica, NY (USA)",12 JUL 1998,1131
86,181,43:00,John Cheruiyot KORIR,15 DEC 1975,KEN,1.0,"Utica, NY (USA)",11 JUL 1999,1131
87,181,43:00,Patrick Mutuku IVUTI,30 JUL 1978,KEN,2.0,Le Puy-en-Velay (FRA),01 MAY 2001,1131
88,181,43:00,Jacob KIPLIMO,14 NOV 2000,UGA,2.0,São Paulo (BRA),31 DEC 2019,1131
