"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
31,32,71.13,Kristjan ČEH,17 FEB 1999,SLO,1,"Hayward Field, Eugene, OR (USA)",19 JUL 2022,1265
32,33,71.12,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Zürich (SUI),11 AUG 2000,1265
33,34,71.08,Ben PLUCKNETT,13 APR 1954,USA,,"Eugene, OR (USA)",04 JUN 1983,1264
34,34,71.08,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Rethymno (GRE),21 JUL 2006,1264
35,36,71.06,Luis Mariano DELIS,06 DEC 1957,CUB,1,La Habana (CUB),21 MAY 1983,1264
36,36,71.06,Lars RIEDEL,28 JUN 1967,GER,1,Zürich (SUI),14 AUG 1996,1264
37,38,71.0,Rickard BRUCH,02 JUL 1946,SWE,1,Malmö (SWE),14 OCT 1984,1263
38,38,71.0,Mykolas ALEKNA,28 SEP 2002,LTU,1,"Edwards Stadium, Berkeley, CA (USA)",29 APR 2023,1263
39,40,70.99,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Stellenbosch (RSA),30 MAR 2001,1263
40,41,70.98,Mac WILKINS,15 NOV 1950,USA,1,Helsinki (FIN),09 JUL 1980,1263
41,41,70.98,Art BURNS,19 JUL 1954,USA,1,"Eugene, OR (USA)",21 JUL 1984,1263
42,43,70.97,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Rethymno (GRE),23 JUN 2004,1262
43,44,70.93,Gerd KANTER,06 MAY 1979,EST,1,Helsingborg (SWE),28 JUN 2007,1262
44,44,70.93,Daniel STÅHL,27 AUG 1992,SWE,1f1,"Sollentunavallen, Sollentuna (SWE)",11 JUN 2023,1262
45,46,70.92,Wolfgang SCHMIDT,16 JAN 1954,FRG,1,Norden (GER),09 SEP 1989,1261
46,46,70.92,Gerd KANTER,06 MAY 1979,EST,2,Kaunas (LTU),25 JUL 2007,1261
47,48,70.89,Daniel STÅHL,27 AUG 1992,SWE,1,Varberg (SWE),15 JUL 2019,1261
48,48,70.89,Kristjan ČEH,17 FEB 1999,SLO,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1261
49,50,70.86,Mac WILKINS,15 NOV 1950,USA,1,San José (USA),01 MAY 1976,1260
50,50,70.86,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Rethymno (GRE),14 JUL 2008,1260
51,52,70.84,Gerd KANTER,06 MAY 1979,EST,1,"Chula Vista, CA (USA)",28 APR 2009,1260
52,53,70.83,Róbert FAZEKAS,18 AUG 1975,HUN,2,Rethymno (GRE),23 JUN 2004,1260
53,54,70.82,Ben PLUCKNETT,13 APR 1954,USA,1,"Salinas, CA (USA)",01 JUN 1983,1260
54,54,70.82,Aleksander TAMMERT,02 FEB 1973,EST,1,"Denton, TX (USA)",15 APR 2006,1260
55,56,70.78,Róbert FAZEKAS,18 AUG 1975,HUN,1,Budapest (HUN),10 MAY 2003,1259
56,56,70.78,Fedrick DACRES,28 FEB 1994,JAM,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1259
57,58,70.72,Imrich BUGÁR,14 APR 1955,TCH,1,Schwechat (AUT),18 JUN 1983,1258
58,58,70.72,Kristjan ČEH,17 FEB 1999,SLO,1,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1258
59,60,70.68,Lukas WEIßHAIDINGER,20 FEB 1992,AUT,1,"Rudolf Tonn Stadion, Schwechat (AUT)",19 MAY 2023,1257
60,61,70.67,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Madrid (ESP),16 JUL 2005,1257
61,62,70.66,Mac WILKINS,15 NOV 1950,USA,1,"Walnut, CA (USA)",16 JUN 1979,1257
62,62,70.66,Robert HARTING,18 OCT 1984,GER,1,Turnov (CZE),22 MAY 2012,1257
63,64,70.62,Daniel STÅHL,27 AUG 1992,SWE,1,"Paavo Nurmen Stadion, Turku (FIN)",14 JUN 2022,1256
64,65,70.61,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Tallinn (EST),16 SEP 2005,1256
65,66,70.6,Lars RIEDEL,28 JUN 1967,GER,1,Berlin (GER),30 AUG 1996,1256
66,67,70.58,Luis Mariano DELIS,06 DEC 1957,CUB,1,"Salinas, CA (USA)",19 MAY 1982,1255
67,67,70.58,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Rethymno (GRE),10 JUL 2005,1255
68,69,70.56,Daniel STÅHL,27 AUG 1992,SWE,1,"Khalifa International Stadium, Doha (QAT)",03 MAY 2019,1255
69,70,70.55,Daniel STÅHL,27 AUG 1992,SWE,1,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",26 JUN 2021,1255
70,71,70.54,Dmitriy SHEVCHENKO,13 MAY 1968,RUS,1,Krasnodar (RUS),07 MAY 2002,1254
71,72,70.53,Virgilijus ALEKNA,13 FEB 1972,LTU,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1254
72,73,70.51,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Oslo (NOR),15 JUN 2007,1254
73,74,70.48,Mac WILKINS,15 NOV 1950,USA,1,San José (USA),29 APR 1978,1253
74,74,70.48,Mac WILKINS,15 NOV 1950,USA,1,"Eugene, OR (USA)",31 MAY 1978,1253
75,74,70.48,Rickard BRUCH,02 JUL 1946,SWE,1,Malmö (SWE),12 SEP 1984,1253
76,77,70.46,Jürgen SCHULT,11 MAY 1960,GDR,1,Berlin (GER),13 SEP 1988,1253
77,78,70.44,Mac WILKINS,15 NOV 1950,USA,2,San José (USA),09 JUN 1984,1253
78,79,70.43,Virgilijus ALEKNA,13 FEB 1972,LTU,1,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1252
79,80,70.42,Simon PETTERSSON,03 JAN 1994,SWE,1,"Norrköpings Friidrottsarena, Norrköping (SWE)",06 AUG 2022,1252
80,81,70.4,Mykolas ALEKNA,28 SEP 2002,LTU,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",14 MAY 2023,1252
81,82,70.39,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Tartu (EST),11 JUN 2000,1252
82,82,70.39,Alex ROSE,17 NOV 1991,SAM,1,"Millican Field at Throw Town, Ramona, OK (USA)",16 APR 2023,1252
83,84,70.38,Jay SILVESTER,27 AUG 1937,USA,1,"Lancaster, CA (USA)",16 MAY 1971,1251
84,84,70.38,Gerd KANTER,06 MAY 1979,EST,1,"Chula Vista, CA (USA)",02 MAY 2008,1251
85,84,70.38,Daniel STÅHL,27 AUG 1992,SWE,1,"Paavo Nurmen Stadion, Turku (FIN)",13 JUN 2023,1251
86,87,70.36,Mac WILKINS,15 NOV 1950,USA,1,"Modesto, CA (USA)",14 MAY 1983,1251
87,87,70.36,Gerd KANTER,06 MAY 1979,EST,1,Kopvogur (ISL),08 JUL 2007,1251
88,89,70.35,Kristjan ČEH,17 FEB 1999,SLO,2,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",26 JUN 2021,1251
89,90,70.32,Frantz KRUGER,22 MAY 1975,RSA,1,Salon-de-Provence (FRA),26 MAY 2002,1250
90,90,70.32,Gerd KANTER,06 MAY 1979,EST,1,Helsingborg (SWE),06 SEP 2008,1250
91,90,70.32,Kristjan ČEH,17 FEB 1999,SLO,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1250
92,93,70.31,Robert HARTING,18 OCT 1984,GER,1f1,Halle (GER),19 MAY 2012,1250
93,94,70.3,Yuriy DUMCHEV,05 AUG 1958,URS,1,Bryansk (URS),31 JUL 1988,1250
94,95,70.29,Mauricio ORTEGA,04 AUG 1994,COL,1,Lovelhe (POR),22 JUL 2020,1250
95,95,70.29,Daniel STÅHL,27 AUG 1992,SWE,2,"Norrköpings Friidrottsarena, Norrköping (SWE)",06 AUG 2022,1250
96,97,70.28,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Klaipėda (LTU),23 JUN 2012,1250
97,98,70.26,Imrich BUGÁR,14 APR 1955,TCH,1,Cagliari (ITA),08 SEP 1984,1249
98,99,70.25,Daniel STÅHL,27 AUG 1992,SWE,1,"Hedens IP, Helsingborg (SWE)",21 JUN 2020,1249
99,100,70.24,Mac WILKINS,15 NOV 1950,USA,,San José (USA),01 MAY 1976,1249
0,100,70.24,Wolfgang SCHMIDT,16 JAN 1954,GDR,1,Potsdam (GDR),18 AUG 1978,1249
1,100,70.24,Imrich BUGÁR,14 APR 1955,TCH,1,Nitra (TCH),26 AUG 1984,1249
2,103,70.21,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Paris (FRA),23 JUL 2004,1248
3,104,70.2,Luis Mariano DELIS,06 DEC 1957,CUB,1,La Habana (CUB),08 AUG 1982,1248
4,105,70.17,Virgilijus ALEKNA,13 FEB 1972,LTU,1,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1248
5,106,70.16,Gerd KANTER,06 MAY 1979,EST,1,Helsingborg (SWE),11 AUG 2007,1247
6,107,70.12,Gerd KANTER,06 MAY 1979,EST,1,Valga (EST),05 JUN 2007,1247
7,108,70.1,Mac WILKINS,15 NOV 1950,USA,1,"Westwood, CA (USA)",11 JUN 1976,1246
8,108,70.1,Gerd KANTER,06 MAY 1979,EST,1,"Chula Vista, CA (USA)",27 APR 2005,1246
9,108,70.1,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Tallinn (EST),22 SEP 2006,1246
10,111,70.06,Imrich BUGÁR,14 APR 1955,TCH,1,Zaragoza (ESP),22 MAY 1983,1246
11,111,70.06,Romas UBARTAS,26 MAY 1960,URS,1,Smalininkai (URS),08 MAY 1988,1246
12,113,70.04,Jay SILVESTER,27 AUG 1937,USA,1,Ystad (SWE),10 JUN 1971,1245
13,114,70.02,Mac WILKINS,15 NOV 1950,USA,1,Reykjavík (ISL),17 AUG 1978,1245
14,114,70.02,Kristjan ČEH,17 FEB 1999,SLO,1,"Olympiastadion, Stockholm (SWE)",30 JUN 2022,1245
15,116,70.01,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Vilnius (LTU),18 APR 2007,1245
16,117,70.0,Mac WILKINS,15 NOV 1950,USA,1,Nice (FRA),16 AUG 1976,1244
17,117,70.0,Juan MARTINEZ BRITO,17 MAY 1958,CUB,2,La Habana (CUB),21 MAY 1983,1244
18,117,70.0,Luis Mariano DELIS,06 DEC 1957,CUB,1,La Habana (CUB),31 MAR 1985,1244
19,117,70.0,Róbert FAZEKAS,18 AUG 1975,HUN,1,Rethymno (GRE),06 JUL 2003,1244
20,121,69.99,Gerd KANTER,06 MAY 1979,EST,1,Helsingborg (SWE),06 SEP 2009,1244
21,122,69.98,John POWELL,25 JUN 1947,USA,2,"Modesto, CA (USA)",16 MAY 1981,1244
22,123,69.97,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Halle (GER),19 MAY 2007,1244
23,123,69.97,Frantz KRUGER,22 MAY 1975,FIN,1,Helsingborg (SWE),15 SEP 2007,1244
24,125,69.96,Art BURNS,19 JUL 1954,USA,1,"Hayward, CA (USA)",26 JUN 1982,1244
25,125,69.96,Frantz KRUGER,22 MAY 1975,RSA,2,Stellenbosch (RSA),30 MAR 2001,1244
26,127,69.95,Virgilijus ALEKNA,13 FEB 1972,LTU,1,"Letzigrund, Zürich (SUI)",17 AUG 2001,1244
27,127,69.95,Zoltán KŐVÁGÓ,10 APR 1979,HUN,1,Salon-de-Provence (FRA),25 MAY 2006,1244
28,127,69.95,Gerd KANTER,06 MAY 1979,EST,1,Helsingborg (SWE),30 JUL 2008,1244
29,130,69.94,Imrich BUGÁR,14 APR 1955,TCH,1,Bruxelles (BEL),24 AUG 1984,1243
30,130,69.94,Daniel STÅHL,27 AUG 1992,SWE,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1243
31,130,69.94,Kristjan ČEH,17 FEB 1999,SLO,1f1,"Stadion Śląski, Chorzów (POL)",21 JUN 2023,1243
32,133,69.92,Imrich BUGÁR,14 APR 1955,TCH,1,Brno (TCH),22 AUG 1983,1243
33,134,69.91,John GODINA,31 MAY 1972,USA,1,"Salinas, CA (USA)",19 MAY 1998,1243
34,134,69.91,Gerd KANTER,06 MAY 1979,EST,1,Tallinn (EST),31 AUG 2008,1243
35,134,69.91,Robert HARTING,18 OCT 1984,GER,2,"FBK Stadium, Hengelo (NED)",08 JUN 2013,1243
36,134,69.91,Kristjan ČEH,17 FEB 1999,SLO,1,"Stadion ""Ob jezeru"", Velenje (SLO)",25 JUN 2022,1243
37,138,69.9,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Klaipėda (LTU),13 JUL 2007,1243
38,138,69.9,Jason YOUNG,27 MAY 1981,USA,1,"Lubbock, TX (USA)",26 MAR 2010,1243
39,140,69.89,Virgilijus ALEKNA,13 FEB 1972,LTU,1,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1242
40,140,69.89,Daniel STÅHL,27 AUG 1992,SWE,1,Malmö (SWE),26 JUN 2019,1242
41,142,69.88,Art BURNS,19 JUL 1954,USA,2,"Salinas, CA (USA)",01 JUN 1983,1242
42,142,69.88,Imrich BUGÁR,14 APR 1955,TCH,1,Praha (TCH),08 AUG 1984,1242
43,144,69.86,Rickard BRUCH,02 JUL 1946,SWE,1,Ystad (SWE),27 OCT 1984,1242
44,144,69.86,Gerd KANTER,06 MAY 1979,EST,1,"Chula Vista, CA (USA)",05 MAY 2009,1242
45,146,69.84,Lars RIEDEL,28 JUN 1967,GER,1,Bellinzona (SUI),12 JUN 1996,1242
46,147,69.83,Gerd KANTER,06 MAY 1979,EST,1f1,"Chula Vista, CA (USA)",06 MAY 2010,1241
47,147,69.83,Piotr MAŁACHOWSKI,07 JUN 1983,POL,1,"International Stadium, Gateshead (GBR)",10 JUL 2010,1241
48,149,69.81,Mykolas ALEKNA,28 SEP 2002,LTU,2,"Olympiastadion, Stockholm (SWE)",30 JUN 2022,1241
49,150,69.8,Mac WILKINS,15 NOV 1950,USA,,San José (USA),01 MAY 1976,1241
50,150,69.8,Luis Mariano DELIS,06 DEC 1957,CUB,1,Rhede (GER),05 JUL 1985,1241
51,152,69.79,Anthony WASHINGTON,16 JAN 1966,USA,1,"La Jolla, CA (USA)",06 JUN 1998,1241
52,153,69.78,Mykolas ALEKNA,28 SEP 2002,LTU,1,"Olympiastadion, München (GER)",19 AUG 2022,1240
53,154,69.77,Róbert FAZEKAS,18 AUG 1975,HUN,1,Zürich (SUI),06 AUG 2004,1240
54,155,69.75,Frantz KRUGER,22 MAY 1975,RSA,1,Bloemfontein (RSA),15 SEP 2000,1240
55,155,69.75,Robert HARTING,18 OCT 1984,GER,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1240
56,157,69.74,Mac WILKINS,15 NOV 1950,USA,1,"Modesto, CA (USA)",17 MAY 1980,1240
57,157,69.74,Luis Mariano DELIS,06 DEC 1957,CUB,1,La Habana (CUB),19 MAY 1984,1240
58,157,69.74,Jürgen SCHULT,11 MAY 1960,GDR,1,Berlin (GDR),22 SEP 1985,1240
59,157,69.74,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Chemnitz (GER),22 JUL 2000,1240
60,161,69.73,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Vilnius (LTU),11 JUN 2006,1239
61,162,69.72,Lars RIEDEL,28 JUN 1967,GER,1,"Olympiastadion, Berlin (GER)",01 SEP 2000,1239
62,162,69.72,Lars RIEDEL,28 JUN 1967,GER,1,"Commonwealth Stadium, Edmonton (CAN)",08 AUG 2001,1239
63,162,69.72,Daniel STÅHL,27 AUG 1992,SWE,1,Eskilstuna (SWE),26 AUG 2018,1239
64,165,69.71,Róbert FAZEKAS,18 AUG 1975,HUN,1,Budapest (HUN),04 MAY 2002,1239
65,165,69.71,Daniel STÅHL,27 AUG 1992,SWE,1,"Hedens IP, Helsingborg (SWE)",22 MAY 2021,1239
66,167,69.7,Gejza VALENT,03 OCT 1953,TCH,2,Nitra (TCH),26 AUG 1984,1239
67,167,69.7,Virgilijus ALEKNA,13 FEB 1972,LTU,2,"Olympiastadion, Berlin (GER)",01 SEP 2000,1239
68,167,69.7,Gerd KANTER,06 MAY 1979,EST,1f1,Los Realejos (ESP),15 MAR 2009,1239
69,170,69.69,Virgilijus ALEKNA,13 FEB 1972,LTU,1,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1239
70,170,69.69,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Jurbarkas (LTU),30 SEP 2006,1239
71,170,69.69,Zoltán KŐVÁGÓ,10 APR 1979,HUN,1,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1239
72,170,69.69,Robert HARTING,18 OCT 1984,GER,1,Neubrandenburg (GER),28 AUG 2010,1239
73,174,69.68,Rickard BRUCH,02 JUL 1946,SWE,1,Ystad (SWE),21 OCT 1984,1239
74,174,69.68,Kristjan ČEH,17 FEB 1999,SLO,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1239
75,176,69.67,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Rethymno (GRE),18 JUL 2007,1238
76,176,69.67,Fedrick DACRES,28 FEB 1994,JAM,1,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1238
77,176,69.67,Fedrick DACRES,28 FEB 1994,JAM,1,"Excelsior High School, Kingston (JAM)",08 FEB 2020,1238
78,179,69.66,Virgilijus ALEKNA,13 FEB 1972,LTU,1,"SGJ, Johannesburg (RSA)",12 SEP 1998,1238
79,180,69.62,Knut HJELTNES,08 DEC 1951,NOR,2,San José (USA),25 MAY 1985,1237
80,180,69.62,Timo TOMPURI,09 JUN 1969,FIN,1,Helsingborg (SWE),08 JUL 2001,1237
81,180,69.62,Róbert FAZEKAS,18 AUG 1975,HUN,1,Sevilla (ESP),07 JUN 2003,1237
82,180,69.62,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Halle (GER),20 MAY 2006,1237
83,180,69.62,Gerd KANTER,06 MAY 1979,EST,2,Turnov (CZE),20 MAY 2008,1237
84,185,69.6,Wolfgang SCHMIDT,16 JAN 1954,GDR,1,Dresden (GER),13 JUN 1981,1237
85,185,69.6,Imrich BUGÁR,14 APR 1955,TCH,1,Znojmo (TCH),15 SEP 1984,1237
86,185,69.6,Juan CAICEDO,27 JUL 1992,ECU,2,Lovelhe (POR),22 JUL 2020,1237
87,188,69.59,Gerd KANTER,06 MAY 1979,EST,1,Tallinn (EST),30 AUG 2006,1237
88,188,69.59,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Jurbarkas (LTU),09 AUG 2009,1237
89,188,69.59,Andrius GUDŽIUS,14 FEB 1991,LTU,2,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1237
90,191,69.58,Luis Mariano DELIS,06 DEC 1957,CUB,1,"Modesto, CA (USA)",15 MAY 1982,1237
91,191,69.58,Luis Mariano DELIS,06 DEC 1957,CUB,1,Rhede (GER),01 SEP 1982,1237
92,191,69.58,Gerd KANTER,06 MAY 1979,EST,1,Tallinn (EST),21 JUL 2006,1237
93,194,69.57,Virgilijus ALEKNA,13 FEB 1972,LTU,1,"FBK Stadium, Hengelo (NED)",29 MAY 2005,1237
94,194,69.57,Daniel STÅHL,27 AUG 1992,SWE,1,"Olympiastadion, Stockholm (SWE)",30 MAY 2019,1237
95,196,69.56,Luis Mariano DELIS,06 DEC 1957,CUB,1,La Habana (CUB),19 MAR 1985,1236
96,197,69.54,Wolfgang SCHMIDT,16 JAN 1954,GDR,1,Warszawa (POL),13 AUG 1978,1236
97,197,69.54,Lars RIEDEL,28 JUN 1967,GER,1,Duisburg (GER),12 JUN 1996,1236
98,199,69.53,Róbert FAZEKAS,18 AUG 1975,HUN,1,Nitra (SVK),24 AUG 2002,1236
99,199,69.53,Gerd KANTER,06 MAY 1979,EST,1,Valga (EST),15 JUN 2008,1236
0,201,69.52,Jürgen SCHULT,11 MAY 1960,GDR,1,Neubrandenburg (GDR),11 JUN 1987,1236
1,201,69.52,Kristjan ČEH,17 FEB 1999,SLO,1,"Mestni stadion, Ptuj (SLO)",27 MAY 2021,1236
2,203,69.5,Knut HJELTNES,08 DEC 1951,NOR,1,"Modesto, CA (USA)",12 MAY 1979,1235
3,203,69.5,Ben PLUCKNETT,13 APR 1954,USA,,"Eugene, OR (USA)",04 JUN 1983,1235
4,203,69.5,Lars RIEDEL,28 JUN 1967,GER,1,Halle (GER),24 MAY 2003,1235
5,203,69.5,Mario PESTANO,08 APR 1978,ESP,1,Santa Cruz de Tenerife (ESP),27 JUL 2008,1235
6,203,69.5,Zoltán KŐVÁGÓ,10 APR 1979,HUN,1,"Puskás Ferenc Stadion, Budapest (HUN)",30 JUL 2011,1235
7,208,69.48,Lars RIEDEL,28 JUN 1967,GER,1,Frankfurt (GER),29 JUN 1997,1235
8,208,69.48,Simon PETTERSSON,03 JAN 1994,SWE,1,"Arenastadens Kastplan, Växjö (SWE)",29 MAY 2021,1235
9,210,69.47,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Doha (QAT),12 MAY 2006,1235
10,210,69.47,Gerd KANTER,06 MAY 1979,EST,1,"La Jolla, CA (USA)",12 MAY 2009,1235
11,212,69.46,Mac WILKINS,15 NOV 1950,USA,1,"Westwood, CA (USA)",07 MAY 1978,1235
12,212,69.46,Al OERTER,19 SEP 1936,USA,1,"Wichita, KS (USA)",31 MAY 1980,1235
13,212,69.46,Mac WILKINS,15 NOV 1950,USA,1,Stockholm (SWE),07 JUL 1980,1235
14,212,69.46,Ben PLUCKNETT,13 APR 1954,USA,,"Salinas, CA (USA)",01 JUN 1983,1235
15,212,69.46,Luis Mariano DELIS,06 DEC 1957,CUB,1,Edmonton (CAN),08 JUL 1983,1235
16,217,69.44,Mac WILKINS,15 NOV 1950,USA,1,Reykjavík (ISL),18 AUG 1978,1234
17,217,69.44,Georgiy KOLNOOTCHENKO,07 MAY 1959,URS,1,"Indianapolis, IN (USA)",03 JUL 1982,1234
18,217,69.44,Ben PLUCKNETT,13 APR 1954,USA,,"Salinas, CA (USA)",01 JUN 1983,1234
19,220,69.43,Virgilijus ALEKNA,13 FEB 1972,LTU,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",10 JUN 2007,1234
20,220,69.43,Robert HARTING,18 OCT 1984,GER,1,"Olympiastadion, Berlin (GER)",19 AUG 2009,1234
21,222,69.42,Mac WILKINS,15 NOV 1950,USA,2,"Eugene, OR (USA)",21 JUL 1984,1234
22,222,69.42,Luis Mariano DELIS,06 DEC 1957,CUB,1,La Habana (CUB),14 MAR 1985,1234
23,222,69.42,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Rüdlingen (SUI),19 AUG 2001,1234
24,222,69.42,Daniel STÅHL,27 AUG 1992,SWE,1,"Olympiastadion, Stockholm (SWE)",25 AUG 2019,1234
25,226,69.41,Virgilijus ALEKNA,13 FEB 1972,LTU,1,Nürnberg (GER),25 JUN 2000,1234
26,226,69.41,Alex ROSE,17 NOV 1991,SAM,1,"Millican Field at Throw Town, Ramona, OK (USA)",15 APR 2023,1234
27,228,69.4,Art SWARTS,14 FEB 1945,USA,1,"Scotch Plains, NJ (USA)",08 DEC 1979,1233
28,228,69.4,Lars RIEDEL,28 JUN 1967,GER,1,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1233
29,228,69.4,Virgilijus ALEKNA,13 FEB 1972,LTU,2,"Commonwealth Stadium, Edmonton (CAN)",08 AUG 2001,1233
30,231,69.39,Róbert FAZEKAS,18 AUG 1975,HUN,1,Salon-de-Provence (FRA),29 MAY 2003,1233
31,231,69.39,Andrius GUDŽIUS,14 FEB 1991,LTU,1,"S. Darius & S. Girėnas Stadium, Kaunas (LTU)",17 MAY 2022,1233
32,233,69.38,Rickard BRUCH,02 JUL 1946,SWE,1,Malmö (SWE),07 OCT 1984,1233
33,233,69.38,Lars RIEDEL,28 JUN 1967,GER,1,Wiesbaden (GER),13 MAY 2006,1233
34,235,69.36,Luis Mariano DELIS,06 DEC 1957,CUB,1,"Soquel, CA (USA)",22 MAY 1982,1233
