"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
80,81,47.45,Edwin MOSES,31 AUG 1955,USA,1,"Westwood, CA (USA)",11 JUN 1977,1260
81,82,47.46,Edwin MOSES,31 AUG 1955,USA,1,"Stadio Olimpico, Roma (ITA)",01 SEP 1987,1260
82,83,47.47,Abderrahman SAMBA,05 SEP 1995,QAT,2sf2,"National Stadium, Tokyo (JPN)",01 AUG 2021,1259
83,83,47.47,Trevor BASSITT,26 FEB 1998,USA,2,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1259
84,85,47.48,Harald SCHMID,29 SEP 1957,FRG,1,"Olympic Stadium, Athina (GRE)",08 SEP 1982,1259
85,85,47.48,Danny HARRIS,07 SEP 1965,USA,2,"Stadio Olimpico, Roma (ITA)",01 SEP 1987,1259
86,85,47.48,Harald SCHMID,29 SEP 1957,FRG,3,"Stadio Olimpico, Roma (ITA)",01 SEP 1987,1259
87,85,47.48,Bershawn JACKSON,08 MAY 1983,USA,2,"Indianapolis, IN (USA)",24 JUN 2006,1259
88,85,47.48,Abderrahman SAMBA,05 SEP 1995,QAT,1,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1259
89,90,47.49,Danny HARRIS,07 SEP 1965,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",12 JUL 1990,1258
90,90,47.49,Félix SÁNCHEZ,30 AUG 1977,DOM,1,"Commonwealth Stadium, Edmonton (CAN)",10 AUG 2001,1258
91,90,47.49,Rai BENJAMIN,27 JUL 1997,USA,2,"Suhaim bin Hamad Stadium, Doha (QAT)",13 MAY 2022,1258
92,93,47.5,Edwin MOSES,31 AUG 1955,USA,1,"Olympiastadion, Helsinki (FIN)",09 AUG 1983,1257
93,93,47.5,Angelo TAYLOR,29 DEC 1978,USA,1,"Olympic Stadium, Sydney (AUS)",27 SEP 2000,1257
94,93,47.5,Kyron MCMASTER,03 JAN 1997,IVB,2,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1257
95,96,47.51,André PHILLIPS,05 SEP 1959,USA,1,Bruxelles (BEL),05 SEP 1986,1257
96,96,47.51,Abderrahman SAMBA,05 SEP 1995,QAT,1,Doha (QAT),22 APR 2019,1257
97,96,47.51,Alison DOS SANTOS,03 JUN 2000,BRA,2,"Stade Louis II, Monaco (MON)",09 JUL 2021,1257
98,99,47.52,Samuel MATETE,27 JUL 1968,ZAM,1,Bruxelles (BEL),25 AUG 1995,1256
99,100,47.53,Edwin MOSES,31 AUG 1955,USA,1,"Olympic Stadium, Montréal (CAN)",24 AUG 1979,1256
0,100,47.53,Edwin MOSES,31 AUG 1955,USA,1,Berlin (GER),15 AUG 1986,1256
1,100,47.53,Hadi Soua'an AL SOMAILY,30 DEC 1976,KSA,2,"Olympic Stadium, Sydney (AUS)",27 SEP 2000,1256
2,103,47.54,Derrick ADKINS,02 JUL 1970,USA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 1995,1255
3,103,47.54,Derrick ADKINS,02 JUL 1970,USA,1,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996,1255
4,103,47.54,Fabrizio MORI,28 JUN 1969,ITA,2,"Commonwealth Stadium, Edmonton (CAN)",10 AUG 2001,1255
5,103,47.54,Kyron MCMASTER,03 JAN 1997,IVB,2,"Stade Charléty, Paris (FRA)",30 JUN 2018,1255
6,103,47.54,Alison DOS SANTOS,03 JUN 2000,BRA,1,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1255
7,108,47.56,Danny HARRIS,07 SEP 1965,USA,1,Madrid (ESP),04 JUN 1987,1254
8,108,47.56,Edwin MOSES,31 AUG 1955,USA,3,"Olympic Stadium, Jamsil, Seoul (KOR)",25 SEP 1988,1254
9,108,47.56,Danny HARRIS,07 SEP 1965,USA,2,Bruxelles (BEL),25 AUG 1995,1254
10,108,47.56,Kerron CLEMENT,31 OCT 1985,USA,1,"Sacramento, CA (USA)",11 JUN 2005,1254
11,112,47.57,James CARTER,07 MAY 1978,USA,2f1,Zürich (SUI),16 AUG 2002,1254
12,112,47.57,Abderrahman SAMBA,05 SEP 1995,QAT,1,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1254
13,112,47.57,Alison DOS SANTOS,03 JUN 2000,BRA,2,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1254
14,115,47.58,Edwin MOSES,31 AUG 1955,USA,1,"Rheinstadion, Düsseldorf (GER)",02 SEP 1977,1253
15,115,47.58,Edwin MOSES,31 AUG 1955,USA,1sf1,"Los Angeles, CA (USA)",17 JUN 1984,1253
16,115,47.58,André PHILLIPS,05 SEP 1959,USA,2,"Indianapolis, IN (USA)",17 JUL 1988,1253
17,115,47.58,Stéphane DIAGANA,23 JUL 1969,FRA,1,"Olympiastadion, München (GER)",09 AUG 2002,1253
18,115,47.58,Rai BENJAMIN,27 JUL 1997,USA,1,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1253
19,115,47.58,CJ ALLEN,14 FEB 1995,USA,2,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1253
20,121,47.59,Edwin MOSES,31 AUG 1955,USA,1,"Sacramento, CA (USA)",21 JUN 1981,1253
21,121,47.59,Khallifah ROSSER,13 JUL 1995,USA,2,"Grand Bahama Sports Complex, Freeport (BAH)",21 AUG 2022,1253
22,123,47.6,Harald SCHMID,29 SEP 1957,FRG,1,Köln (GER),16 AUG 1987,1252
23,123,47.6,Kevin YOUNG,16 SEP 1966,USA,1,"Stade Louis II, Monaco (MON)",11 AUG 1992,1252
24,123,47.6,Wintrop GRAHAM,17 NOV 1965,JAM,1,Zürich (SUI),04 AUG 1993,1252
25,123,47.6,Samuel MATETE,27 JUL 1968,ZAM,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,1252
26,123,47.6,Bershawn JACKSON,08 MAY 1983,USA,1,Osaka (JPN),06 MAY 2006,1252
27,123,47.6,Abderrahman SAMBA,05 SEP 1995,QAT,1,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1252
28,123,47.6,Kyron MCMASTER,03 JAN 1997,IVB,1,Barranquilla (COL),31 JUL 2018,1252
29,130,47.61,Kerron CLEMENT,31 OCT 1985,USA,1,"Yanmar Stadium Nagai, Osaka (JPN)",28 AUG 2007,1252
30,130,47.61,Alison DOS SANTOS,03 JUN 2000,BRA,1f1,"Stadio Comunale, Bellinzona (SUI)",12 SEP 2022,1252
31,132,47.62,Danny HARRIS,07 SEP 1965,USA,1,Sevilla (ESP),30 MAY 1990,1251
32,132,47.62,Danny HARRIS,07 SEP 1965,USA,1,"New York, NY (USA)",15 JUN 1991,1251
33,132,47.62,Wintrop GRAHAM,17 NOV 1965,JAM,1sf2,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,1251
34,132,47.62,Wintrop GRAHAM,17 NOV 1965,JAM,3,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,1251
35,132,47.62,Angelo TAYLOR,29 DEC 1978,USA,1,"Sacramento, CA (USA)",22 JUL 2000,1251
36,132,47.62,Félix SÁNCHEZ,30 AUG 1977,DOM,1,"Stade Charléty, Paris (FRA)",14 SEP 2002,1251
37,132,47.62,Bershawn JACKSON,08 MAY 1983,USA,1,"Carson, CA (USA)",22 MAY 2005,1251
38,132,47.62,Bershawn JACKSON,08 MAY 1983,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1251
39,132,47.62,Karsten WARHOLM,28 FEB 1996,NOR,1,"Mestský Stadion, Ostrava (CZE)",08 SEP 2020,1251
40,141,47.63,Danny HARRIS,07 SEP 1965,USA,1,"Letzigrund, Zürich (SUI)",21 AUG 1985,1251
41,141,47.63,Kevin YOUNG,16 SEP 1966,USA,2sf2,"Estadio Olímpico, Barcelona (ESP)",05 AUG 1992,1251
42,141,47.63,Danny HARRIS,07 SEP 1965,USA,1,Köln (GER),18 AUG 1995,1251
43,141,47.63,Félix SÁNCHEZ,30 AUG 1977,DOM,1,"Olympic Stadium, Athina (GRE)",26 AUG 2004,1251
44,141,47.63,Johnny DUTCH,20 JAN 1989,USA,2,"Drake Stadium, Des Moines, IA (USA)",26 JUN 2010,1251
45,141,47.63,Félix SÁNCHEZ,30 AUG 1977,DOM,1,"Olympic Stadium, London (GBR)",06 AUG 2012,1251
46,147,47.64,Edwin MOSES,31 AUG 1955,USA,1,"Olympic Stadium, Montréal (CAN)",25 JUL 1976,1250
47,147,47.64,Edwin MOSES,31 AUG 1955,USA,1,Zürich (SUI),19 AUG 1981,1250
48,147,47.64,Danny HARRIS,07 SEP 1965,USA,2f1,"Letzigrund, Zürich (SUI)",07 AUG 1991,1250
49,147,47.64,Samuel MATETE,27 JUL 1968,ZAM,1,"National Stadium, Tokyo (JPN)",27 AUG 1991,1250
50,147,47.64,Stéphane DIAGANA,23 JUL 1969,FRA,4,"Gottlieb-Daimler Stadion, Stuttgart (GER)",19 AUG 1993,1250
51,147,47.64,Bryan BRONSON,09 SEP 1972,USA,1,"Stade Louis II, Monaco (MON)",16 AUG 1997,1250
52,147,47.64,Karsten WARHOLM,28 FEB 1996,NOR,1,"Olympiastadion, Berlin (GER)",09 AUG 2018,1250
53,154,47.65,Derrick ADKINS,02 JUL 1970,USA,1,Zürich (SUI),16 AUG 1995,1250
54,154,47.65,Bershawn JACKSON,08 MAY 1983,USA,1,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1250
55,154,47.65,Karsten WARHOLM,28 FEB 1996,NOR,1,"Olympic Stadium, London (GBR)",21 JUL 2018,1250
56,154,47.65,Khallifah ROSSER,13 JUL 1995,USA,3,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1250
57,158,47.66,Edwin MOSES,31 AUG 1955,USA,1,Paris (FRA),22 JUL 1986,1249
58,158,47.66,Wintrop GRAHAM,17 NOV 1965,JAM,2,"Estadio Olímpico, Barcelona (ESP)",06 AUG 1992,1249
59,158,47.66,LJ VAN ZYL,20 JUL 1985,RSA,1,Pretoria (RSA),25 FEB 2011,1249
60,158,47.66,LJ VAN ZYL,20 JUL 1985,RSA,1,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011,1249
61,158,47.66,Abderrahman SAMBA,05 SEP 1995,QAT,1,Jakarta (INA),27 AUG 2018,1249
62,158,47.66,Rai BENJAMIN,27 JUL 1997,USA,2,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1249
63,164,47.67,Edwin MOSES,31 AUG 1955,USA,1,Oslo (NOR),17 JUL 1979,1249
64,164,47.67,André PHILLIPS,05 SEP 1959,USA,1,"Indianapolis, IN (USA)",16 JUN 1985,1249
65,164,47.67,Kevin YOUNG,16 SEP 1966,USA,1,Sheffield (GBR),14 AUG 1992,1249
66,164,47.67,Samuel MATETE,27 JUL 1968,ZAM,2,Zürich (SUI),16 AUG 1995,1249
67,164,47.67,Bennie BRAZELL,02 JUN 1982,USA,2,"Sacramento, CA (USA)",11 JUN 2005,1249
68,169,47.68,Derrick ADKINS,02 JUL 1970,USA,1,Luzern (SUI),27 JUN 1995,1248
69,169,47.68,James CARTER,07 MAY 1978,USA,1,"Sacramento, CA (USA)",11 JUL 2004,1248
70,169,47.68,Alison DOS SANTOS,03 JUN 2000,BRA,3,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1248
71,169,47.68,Khallifah ROSSER,13 JUL 1995,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1248
72,173,47.69,Edwin MOSES,31 AUG 1955,USA,1,"Durham, NC (USA)",19 MAY 1979,1248
73,173,47.69,Harald SCHMID,29 SEP 1957,FRG,1,Lausanne (SUI),10 JUL 1984,1248
74,173,47.69,André PHILLIPS,05 SEP 1959,USA,1,"Letzigrund, Zürich (SUI)",13 AUG 1986,1248
75,173,47.69,Edwin MOSES,31 AUG 1955,USA,2,Madrid (ESP),04 JUN 1987,1248
76,173,47.69,Kevin YOUNG,16 SEP 1966,USA,1,"Eugene, OR (USA)",18 JUN 1993,1248
77,173,47.69,Jehue GORDON,15 DEC 1991,TTO,1,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1248
78,179,47.7,Kevin YOUNG,16 SEP 1966,USA,1,Bruxelles (BEL),28 AUG 1992,1247
79,179,47.7,Derrick ADKINS,02 JUL 1970,USA,1,Linz (AUT),04 JUL 1994,1247
80,179,47.7,Derrick ADKINS,02 JUL 1970,USA,1,Paris (FRA),28 JUN 1996,1247
81,179,47.7,Derrick ADKINS,02 JUL 1970,USA,1f1,Zürich (SUI),14 AUG 1996,1247
82,179,47.7,Stéphane DIAGANA,23 JUL 1969,FRA,1,"Olympic Stadium, Athina (GRE)",04 AUG 1997,1247
83,179,47.7,Michael TINSLEY,21 APR 1984,USA,2,"Luzhniki Stadion, Moskva (RUS)",15 AUG 2013,1247
84,185,47.72,Kevin YOUNG,16 SEP 1966,USA,3,"Indianapolis, IN (USA)",17 JUL 1988,1246
85,185,47.72,Fabrizio MORI,28 JUN 1969,ITA,1,"La Cartuja, Sevilla (ESP)",27 AUG 1999,1246
86,185,47.72,James CARTER,07 MAY 1978,USA,1,"Indianapolis, IN (USA)",23 JUN 2007,1246
87,185,47.72,Javier CULSON,25 JUL 1984,PUR,1,Ponce (PUR),08 MAY 2010,1246
88,189,47.73,Danny HARRIS,07 SEP 1965,USA,1,Barcelona (ESP),16 JUL 1990,1245
89,189,47.73,Kevin YOUNG,16 SEP 1966,USA,1,Villeneuve d'Ascq (FRA),02 JUL 1993,1245
90,189,47.73,Félix SÁNCHEZ,30 AUG 1977,DOM,1,"Stadio Olimpico, Roma (ITA)",12 JUL 2002,1245
91,189,47.73,LJ VAN ZYL,20 JUL 1985,RSA,1,Durban (RSA),10 APR 2011,1245
92,189,47.73,Kerron CLEMENT,31 OCT 1985,USA,1,"Estádio Olímpico, Rio de Janeiro (BRA)",18 AUG 2016,1245
93,194,47.74,Danny HARRIS,07 SEP 1965,USA,1f1,"Letzigrund, Zürich (SUI)",17 AUG 1988,1245
94,194,47.74,Kevin YOUNG,16 SEP 1966,USA,1f1,"Letzigrund, Zürich (SUI)",17 AUG 1988,1245
95,194,47.74,Wintrop GRAHAM,17 NOV 1965,JAM,2,"National Stadium, Tokyo (JPN)",27 AUG 1991,1245
96,194,47.74,Derrick ADKINS,02 JUL 1970,USA,1,"Crystal Palace, London (GBR)",07 JUL 1995,1245
97,194,47.74,Rai BENJAMIN,27 JUL 1997,USA,1f2,"Hilmer Lodge Stadium, Walnut, CA (USA)",15 APR 2023,1245
98,199,47.75,Edwin MOSES,31 AUG 1955,USA,1,"Memorial Coliseum, Los Angeles, CA (USA)",05 AUG 1984,1244
99,199,47.75,David PATRICK,12 JUN 1960,USA,4,"Indianapolis, IN (USA)",17 JUL 1988,1244
0,199,47.75,Kevin YOUNG,16 SEP 1966,USA,1,Köln (GER),01 AUG 1993,1244
1,202,47.76,Edwin MOSES,31 AUG 1955,USA,1,"Los Angeles, CA (USA)",18 JUN 1984,1244
2,202,47.76,Edwin MOSES,31 AUG 1955,USA,1f1,Budapest (HUN),11 AUG 1986,1244
3,202,47.76,Danny HARRIS,07 SEP 1965,USA,5,"Indianapolis, IN (USA)",17 JUL 1988,1244
4,202,47.76,Derrick ADKINS,02 JUL 1970,USA,1sf1,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1244
5,202,47.76,Félix SÁNCHEZ,30 AUG 1977,DOM,1sf1,"Olympic Stadium, London (GBR)",04 AUG 2012,1244
6,202,47.76,Khallifah ROSSER,13 JUL 1995,USA,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,1244
7,208,47.77,Danny HARRIS,07 SEP 1965,USA,1,Madrid (ESP),09 JUN 1990,1243
8,208,47.77,Bryan BRONSON,09 SEP 1972,USA,1,Villeneuve d'Ascq (FRA),29 JUN 1997,1243
9,208,47.77,Bryan BRONSON,09 SEP 1972,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1997,1243
10,208,47.77,Stéphane DIAGANA,23 JUL 1969,FRA,2,"Stade Louis II, Monaco (MON)",16 AUG 1997,1243
11,208,47.77,Bershawn JACKSON,08 MAY 1983,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1243
12,213,47.78,André PHILLIPS,05 SEP 1959,USA,2,Köln (GER),28 AUG 1983,1243
13,213,47.78,Derrick ADKINS,02 JUL 1970,USA,3,Bruxelles (BEL),25 AUG 1995,1243
14,213,47.78,Samuel MATETE,27 JUL 1968,ZAM,2,"Olympic Stadium, Atlanta, GA (USA)",01 AUG 1996,1243
15,213,47.78,James CARTER,07 MAY 1978,USA,1sf,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1243
16,213,47.78,Bershawn JACKSON,08 MAY 1983,USA,1,"Stade Louis II, Monaco (MON)",22 JUL 2010,1243
17,213,47.78,Javier CULSON,25 JUL 1984,PUR,1,Paris (FRA),06 JUL 2012,1243
18,213,47.78,Javier CULSON,25 JUL 1984,PUR,1,"Crystal Palace, London (GBR)",13 JUL 2012,1243
19,213,47.78,Bonface MUCHERU,02 MAY 1992,KEN,2,"Estádio Olímpico, Rio de Janeiro (BRA)",18 AUG 2016,1243
20,213,47.78,Rai BENJAMIN,27 JUL 1997,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1243
21,222,47.79,Derrick ADKINS,02 JUL 1970,USA,1,"Stade Louis II, Monaco (MON)",25 JUL 1995,1242
