"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
24,25,8:10.98,Khalid BOULAMI,07 AUG 1969,MAR,1,Hechtel (BEL),06 JUL 1996,1203
25,26,8:11.04,Berihu AREGAWI,28 FEB 2001,ETH,5,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1203
26,27,8:11.09,Grant FISHER,22 APR 1997,USA,6,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1203
27,28,8:11.16,Craig MOTTRAM,18 JUN 1980,AUS,1,"Crystal Palace, London (GBR)",03 AUG 2007,1202
28,29,8:11.27,Craig MOTTRAM,18 JUN 1980,AUS,1,Sheffield (GBR),21 AUG 2005,1202
29,30,8:11.48,Alan WEBB,13 JAN 1983,USA,2,"Eugene, OR (USA)",04 JUN 2005,1200
30,31,8:11.55,Joe KLECKER,16 NOV 1996,USA,7,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1200
31,32,8:11.59,Bob KENNEDY,18 AUG 1970,USA,2,Hechtel (BEL),19 JUL 1997,1200
32,33,8:11.62,Boaz CHEBOIYWO,02 AUG 1978,KEN,3,"Eugene, OR (USA)",04 JUN 2005,1200
33,34,8:11.73,Smail SGHIR,,MAR,2,Hechtel (BEL),06 JUL 1996,1199
34,35,8:11.74,Dathan RITZENHEIN,30 DEC 1982,USA,4,"Eugene, OR (USA)",10 JUN 2007,1199
35,36,8:12.17,Khalid SKAH,29 JAN 1967,MAR,1,Hechtel (BEL),31 JUL 1993,1196
36,37,8:12.29,Eliud KIPCHOGE,05 NOV 1984,KEN,2,"Eugene, OR (USA)",28 MAY 2006,1196
37,38,8:12.45,Bernard LAGAT,12 DEC 1974,USA,1,"Eugene, OR (USA)",08 JUN 2008,1195
38,39,8:12.73,Adam GOUCHER,18 FEB 1975,USA,3,"Eugene, OR (USA)",28 MAY 2006,1193
39,40,8:12.74,Marc DAVIS,17 DEC 1969,USA,1,Göteborg (SWE),24 AUG 1994,1193
40,41,8:12.86,Boniface Kiprotich SONGOK,25 DEC 1980,KEN,2,Sheffield (GBR),21 AUG 2005,1192
41,42,8:12.92,Khalid SKAH,29 JAN 1967,MAR,2,Göteborg (SWE),24 AUG 1994,1192
42,43,8:13.15,Justin KIPKOECH,18 SEP 1998,KEN,4,"Stade Charléty, Paris (FRA)",09 JUN 2023,1191
43,44,8:13.16,Rashid RAMZI,17 JUL 1980,BRN,2,"Eugene, OR (USA)",08 JUN 2008,1191
44,45,8:13.31,Paul Kipsiele KOECH,10 NOV 1981,KEN,3,"Eugene, OR (USA)",08 JUN 2008,1190
45,46,8:13.40,Moses KIPTANUI,01 OCT 1970,KEN,1,Rieti (ITA),05 SEP 1995,1189
46,47,8:13.45,Saïd AOUITA,02 NOV 1959,MAR,1,Torino (ITA),28 MAY 1987,1189
47,48,8:13.47,Richard LIMO,18 NOV 1980,KEN,2,"FBK Stadium, Hengelo (NED)",30 MAY 1999,1189
48,49,8:13.51,Steve OVETT,09 OCT 1955,GBR,1,London (GBR),15 SEP 1978,1189
49,49,8:13.51,Kenenisa BEKELE,13 JUN 1982,ETH,1,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1189
50,51,8:13.62,Bernard LAGAT,12 DEC 1974,USA,1,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1188
51,52,8:13.68,Brendan FOSTER,12 JAN 1948,GBR,1,London (GBR),27 JUL 1973,1188
52,53,8:13.70,Daniel LINCOLN,22 OCT 1980,USA,4,"Eugene, OR (USA)",28 MAY 2006,1188
53,54,8:14.0h,Lasse VIRÉN,22 JUL 1949,FIN,1,Stockholm (SWE),14 AUG 1972,1186
54,55,8:14.05,Saïd AOUITA,02 NOV 1959,MAR,1,Casablanca (MAR),11 JUN 1988,1186
55,56,8:14.10,Edwin Cheruiyot SOI,03 MAR 1986,KEN,2,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1185
56,57,8:14.16,Isiah Kiplangat KOECH,19 DEC 1993,KEN,3,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1185
57,58,8:14.32,Rod DIXON,13 JUL 1950,NZL,1,Stockholm (SWE),18 JUL 1974,1184
58,59,8:14.45,Philip MOSIMA,02 JAN 1977,KEN,2,"FBK Stadium, Hengelo (NED)",31 MAY 1997,1183
59,60,8:14.53,Bob KENNEDY,18 AUG 1970,USA,1,"Eugene, OR (USA)",04 JUN 1995,1183
60,61,8:14.58,Todd WILLIAMS,07 MAR 1969,USA,2,"Eugene, OR (USA)",04 JUN 1995,1183
61,62,8:14.66,Henry RONO,12 FEB 1952,KEN,2,London (GBR),15 SEP 1978,1182
62,63,8:14.81,Saïd AOUITA,02 NOV 1959,MAR,1,London (GBR),12 SEP 1986,1181
63,64,8:14.88,Mohammed MOURHIT,10 OCT 1970,MAR,3,"FBK Stadium, Hengelo (NED)",31 MAY 1997,1181
64,65,8:14.93,Steve CRAM,14 OCT 1960,GBR,1,London (GBR),29 AUG 1983,1180
65,66,8:15.18,Rod DIXON,13 JUL 1950,NZL,1,Oslo (NOR),17 JUL 1979,1179
66,67,8:15.40,Tariku BEKELE,28 FEB 1987,ETH,4,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1178
67,68,8:15.53,Tim HUTCHINGS,04 DEC 1958,GBR,2,London (GBR),12 SEP 1986,1177
68,69,8:15.54,Mark Owon LOMUKET,10 JAN 1999,KEN,8,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1177
69,70,8:15.69,Paul CHELIMO,27 OCT 1990,USA,5,"Stade Charléty, Paris (FRA)",09 JUN 2023,1176
70,71,8:15.76,Mohammed AHMED,05 JAN 1991,CAN,4,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1176
71,72,8:15.77,Chris SOLINSKY,05 DEC 1984,USA,4,"Eugene, OR (USA)",08 JUN 2008,1176
72,73,8:15.88,Matt TEGENKAMP,19 JAN 1982,USA,5,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1175
73,74,8:15.90,Benjamin LIMO,23 AUG 1974,KEN,5,"Eugene, OR (USA)",10 JUN 2007,1175
74,75,8:15.98,Geoff TURNBULL,15 APR 1961,GBR,3,London (GBR),12 SEP 1986,1174
75,76,8:16.02,Shadrack KOSGEI,24 NOV 1984,KEN,4,"Eugene, OR (USA)",04 JUN 2005,1174
76,76,8:16.02,Davis KIPLANGAT,10 JUL 1998,KEN,5,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1174
77,78,8:16.07,Abraham CHERKOS,23 SEP 1989,ETH,5,"Eugene, OR (USA)",28 MAY 2006,1174
78,79,8:16.11,Brahim LAHLAFI,15 APR 1968,MAR,3,Göteborg (SWE),24 AUG 1994,1174
79,80,8:16.28,Stewart MCSWEYN,01 JUN 1995,AUS,6,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1173
80,81,8:16.31,Emiel PUTTEMANS,08 OCT 1947,BEL,1,Stockholm (SWE),25 JUL 1973,1173
81,82,8:16.38,Benjamin JIPCHO,01 MAR 1943,KEN,2,Stockholm (SWE),25 JUL 1973,1172
82,83,8:16.44,Paul BITOK,26 JUN 1970,KEN,2,"Crystal Palace, London (GBR)",07 AUG 1999,1172
83,84,8:16.50,Matt TEGENKAMP,19 JAN 1982,USA,6,"Eugene, OR (USA)",28 MAY 2006,1171
84,85,8:16.55,Emiel PUTTEMANS,08 OCT 1947,BEL,2,Stockholm (SWE),18 JUL 1974,1171
85,86,8:16.74,Eliud KIPCHOGE,05 NOV 1984,KEN,6,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1170
86,87,8:16.75,David MOORCROFT,10 APR 1953,GBR,1,London (GBR),20 AUG 1982,1170
87,87,8:16.75,Nibret MELAK,09 OCT 1999,ETH,9,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1170
88,89,8:16.77,Jonas CHERUIYOT,11 JAN 1984,KEN,6,"Eugene, OR (USA)",10 JUN 2007,1170
89,90,8:16.78,Rod DIXON,13 JUL 1950,NZL,1,Stockholm (SWE),19 AUG 1975,1170
90,90,8:16.78,James Kimutai KOSKEI,23 NOV 1968,KEN,3,"Crystal Palace, London (GBR)",07 AUG 1999,1170
91,92,8:16.84,Fita BAYISSA,15 DEC 1972,ETH,4,"FBK Stadium, Hengelo (NED)",31 MAY 1997,1170
92,93,8:16.94,Brendan FOSTER,12 JAN 1948,GBR,2,Oslo (NOR),17 JUL 1979,1169
93,94,8:16.98,Edwin Cheruiyot SOI,03 MAR 1986,KEN,2,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1169
94,95,8:17.01,Paul KOECH,25 JUN 1969,KEN,4,"Crystal Palace, London (GBR)",07 AUG 1999,1169
95,96,8:17.05,Peter KOECH,18 FEB 1958,KEN,2,London (GBR),20 AUG 1982,1168
96,97,8:17.08,Dick QUAX,1948,NZL,1,"Philadelphia, PA (USA)",04 AUG 1976,1168
97,98,8:17.12,Marty LIQUORI,11 SEP 1949,USA,1,Stockholm (SWE),17 JUL 1975,1168
98,98,8:17.12,Jack BUCKNER,22 SEP 1961,GBR,4,London (GBR),12 SEP 1986,1168
99,100,8:17.2h,Emiel PUTTEMANS,08 OCT 1947,BEL,2,Stockholm (SWE),14 AUG 1972,1167
0,101,8:17.30,Rod DIXON,13 JUL 1950,NZL,3,Stockholm (SWE),25 JUL 1973,1167
1,102,8:17.39,El Hassan LAHSSINI,01 JAN 1975,MAR,5,"Crystal Palace, London (GBR)",07 AUG 1999,1166
2,103,8:17.53,Luke KIPKOSGEI,27 NOV 1975,KEN,2,Sydney (AUS),28 FEB 1998,1166
3,104,8:17.56,Vénuste NIYONGABO,09 DEC 1973,BDI,1,Trapani (ITA),27 SEP 1995,1165
4,105,8:17.6h,Rod DIXON,13 JUL 1950,NZL,1,Berlin (GER),21 AUG 1974,1165
5,106,8:17.78,Frank O'MARA,17 JUL 1960,IRL,1,Gateshead (GBR),16 JUL 1988,1164
6,107,8:17.79,Steve CRAM,14 OCT 1960,GBR,2,Gateshead (GBR),16 JUL 1988,1164
7,108,8:17.8h,Emiel PUTTEMANS,08 OCT 1947,BEL,1,Edinburgh (GBR),21 AUG 1971,1164
8,108,8:17.8h,Bronisław MALINOWSKI,04 JUN 1951,POL,2,Berlin (GER),21 AUG 1974,1164
9,110,8:17.91,Collis BIRMINGHAM,27 DEC 1984,AUS,7,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1163
10,111,8:18.01,Michael KIBET,03 SEP 1999,KEN,10,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1163
11,112,8:18.02,Jonas CHERUIYOT,11 JAN 1984,KEN,3,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1163
12,113,8:18.06,Abraham CHEBII,23 DEC 1979,KEN,7,"Eugene, OR (USA)",28 MAY 2006,1163
13,114,8:18.09,Richard YATOR,04 JUN 1998,KEN,7,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1162
14,115,8:18.19,Craig MOTTRAM,18 JUN 1980,AUS,5,"Eugene, OR (USA)",08 JUN 2008,1162
15,116,8:18.29,Steve PREFONTAINE,25 JAN 1951,USA,3,Stockholm (SWE),18 JUL 1974,1161
16,117,8:18.33,Joseph EBUYA,20 JUN 1987,KEN,4,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1161
17,118,8:18.43,Bronisław MALINOWSKI,04 JUN 1951,POL,3,London (GBR),15 SEP 1978,1160
18,119,8:18.57,David MOORCROFT,10 APR 1953,GBR,1,London (GBR),27 JUN 1980,1160
19,120,8:18.70,Remmy Limo NDIWA,03 FEB 1988,KEN,5,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1159
20,121,8:18.72,David Kiprotich BETT,18 OCT 1992,KEN,8,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1159
21,122,8:18.80,Stephen CHERONO,15 OCT 1982,KEN,6,"Crystal Palace, London (GBR)",07 AUG 1999,1158
22,123,8:18.88,Getaneh MOLLA,10 JAN 1994,ETH,8,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1158
23,124,8:18.96,Josphat Kiprono MENJO,20 AUG 1979,KEN,6,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1157
24,125,8:18.98,Eamonn MARTIN,09 OCT 1958,GBR,3,Gateshead (GBR),16 JUL 1988,1157
25,126,8:19.02,Brendan FOSTER,12 JAN 1948,GBR,1,Zürich (SUI),09 JUL 1976,1157
26,127,8:19.11,Will LEER,15 APR 1985,USA,9,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1157
27,128,8:19.33,Ali MAATAOUI,11 DEC 1980,MAR,7,"FBK Stadium, Hengelo (NED)",26 MAY 2007,1155
28,129,8:19.34,Zersenay TADESE,01 JAN 1982,ERI,7,"Eugene, OR (USA)",10 JUN 2007,1155
29,130,8:19.37,Nathaniel MUIR,12 MAR 1958,GBR,2,London (GBR),27 JUN 1980,1155
30,131,8:19.4h,Steve PREFONTAINE,25 JAN 1951,USA,1,München (GER),24 AUG 1972,1155
31,131,8:19.4h,Rod DIXON,13 JUL 1950,NZL,1,London (GBR),15 SEP 1972,1155
32,133,8:19.44,Boaz CHEBOIYWO,02 AUG 1978,KEN,8,"Eugene, OR (USA)",28 MAY 2006,1155
33,134,8:19.45,Filbert BAYI,23 JUN 1953,TAN,3,London (GBR),27 JUN 1980,1155
34,134,8:19.45,John DOHERTY,22 JUL 1961,IRL,4,Gateshead (GBR),16 JUL 1988,1155
35,136,8:19.46,Tim HUTCHINGS,04 DEC 1958,GBR,1,London (GBR),07 SEP 1984,1155
36,137,8:19.53,Shadrack KORIR,14 DEC 1978,KEN,3,Sheffield (GBR),21 AUG 2005,1154
37,138,8:19.58,El Hassan LAHSSINI,01 JAN 1975,MAR,3,"FBK Stadium, Hengelo (NED)",30 MAY 1999,1154
38,139,8:19.6h,Ron CLARKE,21 FEB 1937,AUS,1,London (GBR),24 AUG 1968,1154
39,140,8:19.61,Markos GENETI,07 JUN 1984,ETH,1,"Carson, CA (USA)",21 MAY 2006,1154
40,141,8:19.63,Jack BUCKNER,22 SEP 1961,GBR,2,London (GBR),07 SEP 1984,1154
41,142,8:19.67,Daniel Simiu EBENYO,18 SEP 1995,KEN,11,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1153
42,143,8:19.75,Justyn KNIGHT,19 JUL 1996,CAN,9,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1153
43,144,8:19.8h,Ron CLARKE,21 FEB 1937,AUS,1,Västerås (SWE),27 JUN 1967,1153
44,145,8:19.81,Mulugeta WENDIMU,07 JAN 1985,ETH,5,"Eugene, OR (USA)",04 JUN 2005,1153
45,146,8:19.85,Duncan MACDONALD,15 JAN 1949,USA,2,"Philadelphia, PA (USA)",04 AUG 1976,1152
