"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
40,41,2:14.99,William CHIRCHIR,06 FEB 1979,KEN,4,Nice (FRA),17 JUL 1999,1180
41,41,2:14.99,Mehdi BAALA,17 AUG 1978,FRA,1,Villeneuve d'Ascq (FRA),09 JUN 2006,1180
42,43,2:15.00,Benjamin KIPKURUI,28 DEC 1980,KEN,5,Nice (FRA),17 JUL 1999,1179
43,44,2:15.05,Marko KOERS,03 NOV 1972,NED,3,Nice (FRA),16 JUL 1997,1178
44,45,2:15.08,Ilham Tanui ÖZBILEN,05 MAR 1990,TUR,1,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1178
45,46,2:15.09,Steve CRAM,14 OCT 1960,GBR,1,Edinburgh (GBR),23 JUL 1985,1177
46,46,2:15.09,Elkanah Onkware ANGWENYI,05 FEB 1983,KEN,2,Villeneuve d'Ascq (FRA),09 JUN 2006,1177
47,48,2:15.11,Joaquim CRUZ,12 MAR 1963,BRA,1,Bern (SUI),16 AUG 1985,1177
48,49,2:15.12,Steve CRAM,14 OCT 1960,GBR,1,London (GBR),17 SEP 1982,1177
49,50,2:15.16,Saïd AOUITA,02 NOV 1959,MAR,1,London (GBR),28 AUG 1988,1176
50,51,2:15.17,El-Mahjoub HAIDA,01 JUL 1970,MAR,1,Stockholm (SWE),05 AUG 1998,1175
51,51,2:15.17,Mehdi BAALA,17 AUG 1978,FRA,1,Nancy (FRA),17 SEP 2002,1175
52,53,2:15.21,Mehdi BAALA,17 AUG 1978,FRA,1,"Stade Raymond Petit, Tomblaine (FRA)",05 SEP 2006,1175
53,54,2:15.23,Rob DRUPPERS,29 APR 1962,NED,1,Utrecht (NED),17 AUG 1985,1174
54,54,2:15.23,Belal Mansoor ALI,17 OCT 1988,BRN,1,Stockholm (SWE),07 AUG 2007,1174
55,56,2:15.25,Andreas BUSSE,06 MAY 1959,GDR,1,Berlin (GER),31 JUL 1983,1174
56,57,2:15.26,Driss MAAZOUZI,15 OCT 1969,FRA,6,Nice (FRA),17 JUL 1999,1173
57,58,2:15.28,Joaquim CRUZ,12 MAR 1963,BRA,1,Bern (SUI),29 JUL 1983,1173
58,59,2:15.3h,Mike BOIT,06 JAN 1949,KEN,1,Wattenscheid (GER),23 SEP 1977,1172
59,60,2:15.31,Amine LAALOU,13 MAY 1982,MAR,1,Rabat (MAR),05 JUN 2011,1172
60,60,2:15.31,Pierre-Ambroise BOSSE,11 MAY 1992,FRA,2,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1172
61,62,2:15.33,Rob DRUPPERS,29 APR 1962,NED,2,Bruxelles (BEL),30 AUG 1985,1172
62,63,2:15.39,Laban ROTICH,20 JAN 1969,KEN,2,Stockholm (SWE),05 AUG 1998,1170
63,64,2:15.45,Japheth KIMUTAI,20 DEC 1978,KEN,1,Stockholm (SWE),30 JUL 1999,1169
64,64,2:15.45,Mehdi BAALA,17 AUG 1978,FRA,2,Nice (FRA),08 JUL 2000,1169
65,66,2:15.47,Japheth KIMUTAI,20 DEC 1978,KEN,3,Stockholm (SWE),05 AUG 1998,1169
66,66,2:15.47,Mehdi BAALA,17 AUG 1978,FRA,1,Longeville (FRA),02 JUL 2006,1169
67,68,2:15.48,Arthémon HATUNGIMANA,21 JAN 1974,BDI,3,Nice (FRA),12 JUL 1995,1168
68,69,2:15.5h,Ivo VAN DAMME,21 FEB 1954,BEL,1,Namur (BEL),14 JUL 1976,1168
69,69,2:15.50,Yuriy BORZAKOVSKIY,12 APR 1981,RUS,3,Stockholm (SWE),22 JUL 2008,1168
70,71,2:15.51,Nadir BOSCH,16 MAY 1973,FRA,7,Nice (FRA),17 JUL 1999,1168
71,72,2:15.53,Noah NGENY,02 NOV 1978,KEN,1,Athina (GRE),28 JUN 2000,1167
72,73,2:15.55,Noureddine MORCELI,28 FEB 1970,ALG,1,Villeneuve d'Ascq (FRA),17 JUN 1995,1167
73,74,2:15.57,James MCILROY,30 DEC 1976,IRL,4,Rieti (ITA),05 SEP 1999,1166
74,75,2:15.63,Vénuste NIYONGABO,09 DEC 1973,BDI,1,"Helmántico, Salamanca (ESP)",18 JUL 1995,1165
75,75,2:15.63,André BUCHER,19 OCT 1976,SUI,1,Langenthal (SUI),24 MAY 2001,1165
76,77,2:15.66,André BUCHER,19 OCT 1976,SUI,1,Langenthal (SUI),13 MAY 1999,1164
77,78,2:15.67,Benjamin KIPKURUI,28 DEC 1980,KEN,2,Stockholm (SWE),30 JUL 1999,1164
78,79,2:15.72,William CHIRCHIR,06 FEB 1979,KEN,3,Stockholm (SWE),30 JUL 1999,1163
79,79,2:15.72,Adam KSZCZOT,02 SEP 1989,POL,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1163
80,81,2:15.73,André BUCHER,19 OCT 1976,SUI,1,Langenthal (SUI),02 JUN 2000,1163
81,81,2:15.73,Clayton MURPHY,26 FEB 1995,USA,3,"Stade Louis II, Monaco (MON)",10 AUG 2022,1163
82,83,2:15.75,Saïd AOUITA,02 NOV 1959,MAR,1,Grosseto (ITA),18 AUG 1983,1162
83,83,2:15.75,Mohammed AMAN,10 JAN 1994,ETH,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1162
84,85,2:15.76,Andrea BENVENUTI,13 DEC 1969,ITA,1,Nuoro (ITA),12 SEP 1992,1162
85,85,2:15.76,Marcin LEWANDOWSKI,13 JUN 1987,POL,2,Rabat (MAR),05 JUN 2011,1162
86,87,2:15.77,Steve CRAM,14 OCT 1960,GBR,1,London (GBR),11 JUL 1986,1162
87,87,2:15.77,Noah NGENY,02 NOV 1978,KEN,4,Stockholm (SWE),05 AUG 1998,1162
88,87,2:15.77,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,Sollentuna (SWE),05 AUG 2013,1162
89,90,2:15.78,Jonathan KITILIT,24 APR 1994,KEN,2,"Stade Raymond Petit, Tomblaine (FRA)",01 JUL 2015,1161
90,90,2:15.78,Wyclife KINYAMAL,02 JUL 1997,KEN,4,"Stade Louis II, Monaco (MON)",10 AUG 2022,1161
91,92,2:15.79,Marcin LEWANDOWSKI,13 JUN 1987,POL,3,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1161
92,93,2:15.81,Agberto Conceiço GUIMARĂES,18 AUG 1957,BRA,2,Bern (SUI),29 JUL 1983,1161
93,93,2:15.81,Robert FARKEN,20 SEP 1997,GER,1,"Nordanlage, Leipzig (GER)",21 JUL 2021,1161
94,95,2:15.83,William TANUI,22 FEB 1964,KEN,1,Auckland (NZL),20 JAN 1990,1160
95,95,2:15.83,Andrea LONGO,26 JUN 1975,ITA,4,Nice (FRA),16 JUL 1997,1160
96,97,2:15.84,Steve CRAM,14 OCT 1960,GBR,1,London (GBR),07 AUG 1982,1160
97,98,2:15.86,Steve CRAM,14 OCT 1960,GBR,1,Birmingham (GBR),19 AUG 1986,1160
98,98,2:15.86,Mbulaeni MULAUDZI,08 SEP 1980,RSA,2,Stockholm (SWE),07 AUG 2007,1160
99,100,2:15.87,Giuseppe D'URSO,15 SEP 1969,ITA,8,Nice (FRA),17 JUL 1999,1159
0,100,2:15.87,Mehdi BAALA,17 AUG 1978,FRA,1,Metz (FRA),19 JUN 2000,1159
1,102,2:15.89,Juma N'DIWA,28 NOV 1960,KEN,3,Bruxelles (BEL),30 AUG 1985,1159
2,102,2:15.89,Abdi BILE,28 DEC 1962,SOM,1,Edinburgh (GBR),06 JUL 1990,1159
3,102,2:15.89,Vincent MALAKWEN,19 JUL 1974,KEN,1,Sarajevo (BIH),09 SEP 1996,1159
4,102,2:15.89,Driss MAAZOUZI,15 OCT 1969,FRA,5,Stockholm (SWE),05 AUG 1998,1159
5,106,2:15.91,Steve OVETT,09 OCT 1955,GBR,1,Koblenz (GER),06 SEP 1979,1158
6,106,2:15.91,Vénuste NIYONGABO,09 DEC 1973,BDI,1,Madrid (ESP),06 SEP 1994,1158
7,106,2:15.91,Patrick KONCHELLAH,20 APR 1968,KEN,2,Athina (GRE),28 JUN 2000,1158
8,106,2:15.91,William CHIRCHIR,06 FEB 1979,KEN,4,Stockholm (SWE),01 AUG 2000,1158
9,110,2:15.97,David KRUMMENACKER,24 MAY 1975,USA,1,"Portland, OR (USA)",18 MAY 2002,1157
10,110,2:15.97,Geoffrey Kipkoech RONO,21 APR 1987,KEN,4,Stockholm (SWE),22 JUL 2008,1157
11,112,2:15.98,Mike BOIT,06 JAN 1949,KEN,1,Nice (FRA),20 AUG 1978,1157
12,112,2:15.98,Steve CRAM,14 OCT 1960,GBR,1,Loughborough (GBR),17 JUN 1984,1157
13,114,2:15.99,Jesús GÓMEZ,24 APR 1991,ESP,1,"Estadio Enrique Lopez Cuenca, Nerja (ESP)",12 MAY 2021,1157
14,114,2:15.99,Bryce HOPPEL,05 SEP 1997,USA,5,"Stade Louis II, Monaco (MON)",10 AUG 2022,1157
15,116,2:16.0h,Danie MALAN,26 JUN 1950,RSA,1,München (GER),24 JUN 1973,1156
16,116,2:16.0h,Vladimir MALOZYEMLIN,26 JAN 1956,URS,1,Kiev (URS),10 JUN 1981,1156
17,116,2:16.0h,Vladimir MALOZYEMLIN,26 JAN 1956,URS,1,Kiev (URS),27 JUN 1981,1156
18,116,2:16.0h,Joaquim CRUZ,12 MAR 1963,BRA,1,Paris (FRA),13 JUL 1985,1156
19,120,2:16.01,Andrea LONGO,26 JUN 1975,ITA,4,Stockholm (SWE),30 JUL 1999,1156
20,121,2:16.03,Mike BOIT,06 JAN 1949,KEN,1,Nice (FRA),23 AUG 1981,1156
21,122,2:16.08,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1155
22,123,2:16.09,Jeffrey RISELEY,11 NOV 1986,AUS,3,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1154
23,124,2:16.1h,Tom BYERS,12 MAY 1955,USA,1,København (DEN),06 AUG 1981,1154
24,125,2:16.13,Fermín CACHO,16 FEB 1969,ESP,1,Andújar (ESP),06 SEP 1993,1153
25,125,2:16.13,Tarek BOUKENSA,19 NOV 1981,ALG,3,Villeneuve d'Ascq (FRA),09 JUN 2006,1153
26,127,2:16.14,Mike BOIT,06 JAN 1949,KEN,2,Koblenz (GER),06 SEP 1979,1153
27,127,2:16.14,Japheth KIMUTAI,20 DEC 1978,KEN,2,"Portland, OR (USA)",18 MAY 2002,1153
28,129,2:16.17,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1153
29,130,2:16.18,Bernard LAGAT,12 DEC 1974,USA,1,"International Stadium, Gateshead (GBR)",31 AUG 2008,1152
30,131,2:16.19,Giuseppe D'URSO,15 SEP 1969,ITA,2,Villeneuve d'Ascq (FRA),02 JUL 1993,1152
31,131,2:16.19,Timothy KIPTANUI,05 JAN 1980,KEN,1,Rethymno (GRE),06 JUL 2003,1152
32,133,2:16.2h,Jürgen MAY,18 JUN 1942,GDR,1,Erfurt (GER),20 JUL 1965,1152
33,133,2:16.2h,Franz-Josef KEMPER,30 SEP 1945,FRG,1,Hannover (GER),21 SEP 1966,1152
34,133,2:16.20,Steve CRAM,14 OCT 1960,GBR,1,Stockholm (SWE),30 JUN 1987,1152
35,133,2:16.20,Vincent MALAKWEN,19 JUL 1974,KEN,4,Nice (FRA),12 JUL 1995,1152
36,137,2:16.24,William CHIRCHIR,06 FEB 1979,KEN,3,"Portland, OR (USA)",18 MAY 2002,1151
37,138,2:16.25,James MAINA BOI,04 APR 1954,KEN,3,Koblenz (GER),06 SEP 1979,1151
38,138,2:16.25,Bernard LAGAT,12 DEC 1974,USA,3,Stockholm (SWE),07 AUG 2007,1151
39,140,2:16.26,William TANUI,22 FEB 1964,KEN,5,Nice (FRA),12 JUL 1995,1151
40,141,2:16.27,Yassine BENSGHIR,03 JAN 1983,MAR,4,Stockholm (SWE),07 AUG 2007,1150
41,141,2:16.27,Jake WIGHTMAN,11 JUL 1994,GBR,2,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1150
42,141,2:16.27,Jonathan KITILIT,24 APR 1994,KEN,3,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1150
43,144,2:16.28,Kennedy KIMWETICH,1973,KEN,5,Stockholm (SWE),01 AUG 2000,1150
44,145,2:16.29,Wilson KIPKETER,12 DEC 1972,DEN,1,København (DEN),23 AUG 1995,1150
45,146,2:16.3h,Mike BOIT,06 JAN 1949,KEN,1,København (DEN),14 AUG 1974,1150
46,146,2:16.3h,Willi WÜLBECK,18 DEC 1954,FRG,2,Wattenscheid (GER),23 SEP 1977,1150
47,146,2:16.3h,James ROBINSON,27 AUG 1954,USA,2,København (DEN),06 AUG 1981,1150
48,146,2:16.3h,Andreas HAUCK,19 JUN 1960,GDR,1,Potsdam (GDR),12 JUL 1984,1150
49,146,2:16.3h,Andreas BUSSE,06 MAY 1959,GDR,2,Potsdam (GDR),12 JUL 1984,1150
50,146,2:16.30,Peter ELLIOTT,09 OCT 1962,GBR,1,Hamilton (NZL),17 JAN 1990,1150
51,146,2:16.30,Rui SILVA,03 AUG 1977,POR,9,Nice (FRA),17 JUL 1999,1150
52,146,2:16.30,Mehdi BAALA,17 AUG 1978,FRA,1,Strasbourg (FRA),02 JUL 2008,1150
53,154,2:16.32,Samuel TIROP,13 JAN 1959,KEN,2,Auckland (NZL),20 JAN 1990,1149
54,155,2:16.33,Mohammed AMAN,10 JAN 1994,ETH,4,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1149
55,156,2:16.34,Matthew YATES,04 FEB 1969,GBR,2,Edinburgh (GBR),06 JUL 1990,1149
56,157,2:16.35,Nick SYMMONDS,30 DEC 1983,USA,3,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1148
57,158,2:16.36,Arthémon HATUNGIMANA,21 JAN 1974,BDI,5,Nice (FRA),16 JUL 1997,1148
58,159,2:16.38,Joshua THOMPSON,09 MAY 1993,USA,6,"Stade Louis II, Monaco (MON)",10 AUG 2022,1148
59,160,2:16.39,Benson SEUREI,27 MAR 1984,KEN,1,Linz (AUT),20 AUG 2012,1148
60,161,2:16.4h,Mike BOIT,06 JAN 1949,KEN,2,München (GER),24 JUN 1973,1147
61,161,2:16.4h,Thomas WESSINGHAGE,22 FEB 1952,FRG,3,Wattenscheid (GER),23 SEP 1977,1147
62,161,2:16.4h,Nikolay SHIROKOV,1955,URS,2,Kiev (URS),10 JUN 1981,1147
63,161,2:16.4h,Nikolay SHIROKOV,1955,URS,2,Kiev (URS),11 JUN 1981,1147
64,161,2:16.40,Steve SCOTT,05 MAY 1956,USA,2,Nice (FRA),23 AUG 1981,1147
65,161,2:16.40,Luke MCCANN,12 MAR 1998,IRL,7,"Stade Louis II, Monaco (MON)",10 AUG 2022,1147
66,167,2:16.42,André BUCHER,19 OCT 1976,SUI,1,Willisau (SUI),12 MAY 2001,1147
67,168,2:16.43,David LELEI,10 MAY 1971,KEN,1,"Palo Alto, CA (USA)",07 JUN 2003,1147
68,169,2:16.44,Saïd AOUITA,02 NOV 1959,MAR,1,Padova (ITA),13 SEP 1987,1146
69,169,2:16.44,Benson SEUREI,27 MAR 1984,BRN,1,Dillingen (GER),21 JUL 2013,1146
70,171,2:16.45,Steve SCOTT,05 MAY 1956,USA,1,Byrkjelo (NOR),03 JUL 1983,1146
71,171,2:16.45,Nixon KIPROTICH,04 DEC 1962,KEN,2,"Crystal Palace, London (GBR)",14 JUL 1989,1146
72,171,2:16.45,Laban ROTICH,20 JAN 1969,KEN,3,Nice (FRA),08 JUL 2000,1146
73,174,2:16.46,Filip INGEBRIGTSEN,20 APR 1993,NOR,1,"Bislett Stadion, Oslo (NOR)",11 JUN 2020,1146
74,174,2:16.46,Hobbs KESSLER,15 MAR 2003,USA,8,"Stade Louis II, Monaco (MON)",10 AUG 2022,1146
75,176,2:16.47,Peter ELLIOTT,09 OCT 1962,GBR,1,Belfast (GBR),27 JUN 1988,1146
76,176,2:16.47,Andrea LONGO,26 JUN 1975,ITA,1,Avezzano (ITA),12 SEP 1999,1146
77,176,2:16.47,Hezekiel SEPENG,30 JUN 1974,RSA,6,Stockholm (SWE),01 AUG 2000,1146
78,179,2:16.5h,Bodo TÜMMLER,08 DEC 1943,FRG,2,Hannover (GER),21 SEP 1966,1145
79,180,2:16.51,Ayanleh SOULEIMAN,03 DEC 1992,DJI,1,Šamorín (SVK),15 JUN 2019,1145
80,181,2:16.52,Jens-Peter HEROLD,02 JUN 1965,GER,3,Villeneuve d'Ascq (FRA),02 JUL 1993,1145
81,181,2:16.52,Nathan BRANNEN,08 SEP 1982,CAN,2,Linz (AUT),20 AUG 2012,1145
82,181,2:16.52,Sammy KIRONGO,04 FEB 1994,KEN,1,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1145
83,184,2:16.53,William YIAMPOY,17 MAY 1974,KEN,1,Nice (FRA),09 JUL 2001,1144
84,185,2:16.54,Jim SPIVEY,07 MAR 1960,USA,2,"Eugene, OR (USA)",21 JUL 1984,1144
85,186,2:16.55,Belal Mansoor ALI,17 OCT 1988,BRN,1,Stockholm (SWE),31 JUL 2009,1144
86,187,2:16.56,William WUYCKE,21 MAY 1958,VEN,3,Bern (SUI),29 JUL 1983,1144
87,187,2:16.56,Lukáš VYDRA,23 AUG 1973,CZE,6,Stockholm (SWE),05 AUG 1998,1144
88,189,2:16.57,John WALKER,12 JAN 1952,NZL,3,Oslo (NOR),01 JUL 1980,1143
89,189,2:16.57,Hezekiel SEPENG,30 JUN 1974,RSA,4,"Portland, OR (USA)",18 MAY 2002,1143
90,191,2:16.58,Sammy KOSKEI,14 MAY 1961,KEN,2,Byrkjelo (NOR),03 JUL 1983,1143
91,191,2:16.58,Omar KHALIFA,18 DEC 1956,SUD,2,Padova (ITA),13 SEP 1987,1143
92,191,2:16.58,Nick WILLIS,25 APR 1983,NZL,3,Linz (AUT),20 AUG 2012,1143
93,191,2:16.58,Adam KSZCZOT,02 SEP 1989,POL,3,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1143
94,195,2:16.59,Yassine HETHAT,30 AUG 1991,ALG,4,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1143
95,196,2:16.6h,Peter SNELL,17 DEC 1938,NZL,1,Auckland (NZL),12 NOV 1964,1143
96,196,2:16.6h,Thomas WESSINGHAGE,22 FEB 1952,FRG,1,Koblenz (GER),06 AUG 1975,1143
97,196,2:16.6h,Ivo VAN DAMME,21 FEB 1954,BEL,1,Bruxelles (BEL),14 SEP 1976,1143
98,196,2:16.6h,Philippe COLLARD,26 FEB 1960,FRA,1,Parilly (FRA),18 JUL 1986,1143
99,196,2:16.6h,Philippe COLLARD,26 FEB 1960,FRA,3,Padova (ITA),13 SEP 1987,1143
0,201,2:16.61,Grant CREMER,09 JUN 1978,AUS,7,Stockholm (SWE),01 AUG 2000,1143
1,202,2:16.63,David KRUMMENACKER,24 MAY 1975,USA,5,Stockholm (SWE),30 JUL 1999,1142
2,202,2:16.63,Jeffrey RISELEY,11 NOV 1986,AUS,4,Linz (AUT),20 AUG 2012,1142
3,204,2:16.64,Antonio PAEZ,05 SEP 1956,ESP,4,Oslo (NOR),01 JUL 1980,1142
4,205,2:16.65,Vénuste NIYONGABO,09 DEC 1973,BDI,1,Parma (ITA),12 JUN 1994,1142
5,206,2:16.67,Matthew CENTROWITZ,18 OCT 1989,USA,6,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1141
6,207,2:16.68,Steve HOLMAN,02 MAR 1970,USA,5,Rieti (ITA),05 SEP 1999,1141
7,207,2:16.68,Nicholas Kiplangat KIPKOECH,22 OCT 1992,KEN,7,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1141
8,209,2:16.7h,Siegfried VALENTIN,23 FEB 1936,GDR,1,Potsdam (GDR),19 JUL 1960,1141
9,209,2:16.7h,Mike BOIT,06 JAN 1949,KEN,2,Oslo (NOR),30 JUL 1974,1141
10,209,2:16.7h,Danie MALAN,26 JUN 1950,RSA,2,Namur (BEL),14 JUL 1976,1141
11,209,2:16.7h,Detlef WAGENKNECHT,03 JAN 1959,GDR,1,Berlin (GER),26 MAY 1982,1141
12,209,2:16.7h,John MARSHALL,05 NOV 1963,USA,2,Paris (FRA),13 JUL 1985,1141
13,214,2:16.71,Billy KONCHELLAH,20 OCT 1961,KEN,4,Bruxelles (BEL),30 AUG 1985,1140
14,214,2:16.71,Ali HAKIMI,24 APR 1976,TUN,6,Stockholm (SWE),30 JUL 1999,1140
15,216,2:16.73,Japheth KIMUTAI,20 DEC 1978,KEN,1,Florø (NOR),23 MAY 1998,1140
16,217,2:16.75,Jeffrey RISELEY,11 NOV 1986,AUS,1,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011,1139
17,218,2:16.76,Yassine HETHAT,30 AUG 1991,ALG,2,"Stade Raymond Petit, Tomblaine (FRA)",27 JUN 2014,1139
18,219,2:16.78,Jens-Peter HEROLD,02 JUN 1965,GDR,1,Berlin (GER),30 JUL 1989,1139
19,219,2:16.78,Vebjørn RODAL,16 SEP 1972,NOR,1,London (GBR),11 AUG 1996,1139
20,221,2:16.79,Jakub HOLUŠA,20 FEB 1988,CZE,5,"Mestský Stadion, Ostrava (CZE)",17 JUN 2014,1139
21,221,2:16.79,Jackson Mumbwa KIVUVA,11 AUG 1989,KEN,5,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1139
22,223,2:16.8h,José MARAJO,10 AUG 1954,FRA,1,Paris (FRA),17 JUL 1980,1138
23,223,2:16.8h,Vitaliy TISHCHENKO,28 JUL 1957,URS,3,Kiev (URS),11 JUN 1981,1138
24,223,2:16.80,Robert KIBET,15 DEC 1965,KEN,3,Sarajevo (BIH),09 SEP 1996,1138
25,226,2:16.82,Graham WILLIAMSON,15 JUN 1960,GBR,1,Edinburgh (GBR),17 JUL 1984,1138
26,226,2:16.82,Geoffrey Kipkoech RONO,21 APR 1987,KEN,2,Stockholm (SWE),31 JUL 2009,1138
27,228,2:16.83,Japheth KIMUTAI,20 DEC 1978,KEN,2,Rethymno (GRE),06 JUL 2003,1138
28,229,2:16.84,Nixon KIPROTICH,04 DEC 1962,KEN,3,Edinburgh (GBR),06 JUL 1990,1137
29,229,2:16.84,Ali HAKIMI,24 APR 1976,TUN,1,Lindau (GER),28 JUL 1995,1137
30,231,2:16.85,Hicham EL GUERROUJ,14 SEP 1974,MAR,6,Nice (FRA),12 JUL 1995,1137
31,231,2:16.85,Antoine GAKEME,24 DEC 1991,BDI,4,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1137
32,233,2:16.86,Graham WILLIAMSON,15 JUN 1960,GBR,2,Nice (FRA),20 AUG 1984,1137
