"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
74,75,8:01.62,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1251
75,76,8:01.65,Stephen CHERONO,15 OCT 1982,KEN,3,Stockholm (SWE),16 JUL 2002,1250
76,77,8:01.67,Abel Kiprop MUTAI,02 OCT 1988,KEN,2,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1250
77,78,8:01.69,Kipkurui MISOI,23 OCT 1978,KEN,4,Bruxelles (BEL),24 AUG 2001,1250
78,79,8:01.71,Ezekiel KEMBOI,25 MAY 1982,KEN,1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1250
79,80,8:01.72,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,Doha (QAT),08 MAY 2009,1250
80,81,8:01.73,Wilson Boit KIPKETER,06 OCT 1973,KEN,1,"Stade Louis II, Monaco (MON)",20 JUL 2001,1250
81,81,8:01.73,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,2,Paris (FRA),06 JUL 2012,1250
82,83,8:01.74,Ezekiel KEMBOI,25 MAY 1982,KEN,1,"Letzigrund, Zürich (SUI)",19 AUG 2010,1250
83,84,8:01.80,Moses KIPTANUI,01 OCT 1970,KEN,1,Stockholm (SWE),07 JUL 1997,1250
84,85,8:01.83,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Bislett Stadion, Oslo (NOR)",09 JUN 2011,1250
85,85,8:01.83,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,2,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1250
86,87,8:01.85,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Icahn Stadium, New York, NY (USA)",31 MAY 2008,1249
87,88,8:01.97,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,Herakleion (GRE),04 JUL 2004,1249
88,89,8:01.98,Bernard BARMASAI,06 MAY 1974,KEN,1,Zürich (SUI),12 AUG 1998,1249
89,90,8:02.07,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1248
90,90,8:02.07,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1248
91,92,8:02.08,Moses KIPTANUI,01 OCT 1970,KEN,1,Zürich (SUI),19 AUG 1992,1248
92,93,8:02.09,Mahiedine MEKHISSI,15 MAR 1985,FRA,1,Paris (FRA),08 JUL 2011,1248
93,94,8:02.18,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Olympiastadion, Stockholm (SWE)",06 AUG 2010,1248
94,95,8:02.19,Bouabdellah TAHRI,20 DEC 1978,FRA,1,Metz (FRA),03 JUL 2009,1248
95,96,8:02.28,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011,1247
96,97,8:02.37,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,1,"Bislett Stadion, Oslo (NOR)",11 JUN 2014,1247
97,98,8:02.42,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Shanghai Stadium, Shanghai (CHN)",15 MAY 2011,1247
98,99,8:02.45,Moses KIPTANUI,01 OCT 1970,KEN,1,"Stade Louis II, Monaco (MON)",09 SEP 1995,1247
99,99,8:02.45,Soufiane EL BAKKALI,07 JAN 1996,MAR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1247
0,101,8:02.48,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,Zürich (SUI),15 AUG 2003,1247
1,102,8:02.49,Ezekiel KEMBOI,25 MAY 1982,KEN,2,Zürich (SUI),15 AUG 2003,1246
2,103,8:02.52,Mahiedine MEKHISSI,15 MAR 1985,FRA,1,"Boudewijnstadion, Bruxelles (BEL)",27 AUG 2010,1246
3,104,8:02.55,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Mestský Stadion, Ostrava (CZE)",31 MAY 2011,1246
4,105,8:02.63,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2013,1246
5,106,8:02.66,Brahim BOULAMI,20 APR 1972,MAR,3,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2004,1246
6,107,8:02.69,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,Zürich (SUI),19 AUG 2005,1246
7,108,8:02.76,Bernard BARMASAI,06 MAY 1974,KEN,1,"Stade Louis II, Monaco (MON)",18 AUG 2000,1245
8,109,8:02.77,Wilson Boit KIPKETER,06 OCT 1973,KEN,2,Stockholm (SWE),07 JUL 1997,1245
9,109,8:02.77,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1245
10,111,8:02.81,Bernard BARMASAI,06 MAY 1974,KEN,1,Paris (FRA),29 JUL 1998,1245
11,112,8:02.85,Moses KIPTANUI,01 OCT 1970,KEN,1,"Stade Louis II, Monaco (MON)",16 AUG 1997,1245
12,113,8:02.89,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",14 SEP 2007,1245
13,114,8:02.90,Brahim BOULAMI,20 APR 1972,MAR,2,"Stade Louis II, Monaco (MON)",18 AUG 2000,1245
14,115,8:02.94,Bernard BARMASAI,06 MAY 1974,KEN,2,"Stade Louis II, Monaco (MON)",16 AUG 1997,1244
15,116,8:02.98,Ezekiel KEMBOI,25 MAY 1982,KEN,2,"Stade Louis II, Monaco (MON)",19 SEP 2004,1244
16,117,8:03.08,Bernard BARMASAI,06 MAY 1974,KEN,1,Bruxelles (BEL),03 SEP 1999,1244
17,118,8:03.10,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,Stockholm (SWE),27 JUL 2004,1244
18,119,8:03.11,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1244
19,120,8:03.15,Abel Kiprop MUTAI,02 OCT 1988,KEN,3,Paris (FRA),06 JUL 2012,1243
20,121,8:03.17,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,1,"Olympic Stadium, Athina (GRE)",13 JUL 2009,1243
21,122,8:03.21,Paul Kipsiele KOECH,10 NOV 1981,KEN,3,"Stade Louis II, Monaco (MON)",19 SEP 2004,1243
22,123,8:03.22,Reuben KOSGEI,12 AUG 1979,KEN,2,"Letzigrund, Zürich (SUI)",17 AUG 2001,1243
23,124,8:03.23,Mahiedine MEKHISSI,15 MAR 1985,FRA,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1243
24,125,8:03.28,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1243
25,126,8:03.30,Bernard BARMASAI,06 MAY 1974,KEN,1,"Stadio Olimpico, Roma (ITA)",07 JUL 1999,1243
26,126,8:03.30,Brahim BOULAMI,20 APR 1972,MAR,1,Nice (FRA),08 JUL 2000,1243
27,128,8:03.33,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,1,"Stade Louis II, Monaco (MON)",18 JUL 2014,1243
28,129,8:03.34,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",03 JUL 2014,1243
29,130,8:03.36,Moses KIPTANUI,01 OCT 1970,KEN,1,Oslo (NOR),21 JUL 1995,1242
30,131,8:03.41,Patrick SANG,11 APR 1964,KEN,3,Köln (GER),24 AUG 1997,1242
31,132,8:03.43,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,4,Paris (FRA),06 JUL 2012,1242
32,133,8:03.49,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Stade Louis II, Monaco (MON)",20 JUL 2012,1242
33,134,8:03.51,Bernard BARMASAI,06 MAY 1974,KEN,3,Stockholm (SWE),07 JUL 1997,1242
34,135,8:03.57,Ali EZZINE,03 SEP 1978,MAR,1,Paris (FRA),23 JUN 2000,1241
35,135,8:03.57,Hillary Kipsang YEGO,02 APR 1992,KEN,3,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2013,1241
36,137,8:03.59,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1241
37,138,8:03.70,Conseslus KIPRUTO,08 DEC 1994,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1241
38,139,8:03.72,Bouabdellah TAHRI,20 DEC 1978,FRA,1,Metz (FRA),29 JUN 2010,1241
39,140,8:03.74,Raymond Kipkorir YATOR,07 APR 1981,KEN,3,"Stade Louis II, Monaco (MON)",18 AUG 2000,1241
40,140,8:03.74,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,1241
41,142,8:03.76,Soufiane EL BAKKALI,07 JAN 1996,MAR,3,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1241
42,143,8:03.79,Ezekiel KEMBOI,25 MAY 1982,KEN,3,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1240
43,144,8:03.81,Benjamin KIPLAGAT,04 MAR 1989,UGA,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1240
44,145,8:03.82,Brahim BOULAMI,20 APR 1972,MAR,1,"Stadio Olimpico, Roma (ITA)",30 JUN 2000,1240
45,146,8:03.89,John KOSGEI,15 JUL 1973,KEN,3,"Stade Louis II, Monaco (MON)",16 AUG 1997,1240
46,147,8:03.90,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,"Stade Louis II, Monaco (MON)",20 JUL 2012,1240
47,147,8:03.90,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",22 MAY 2016,1240
48,149,8:03.92,Reuben KOSGEI,12 AUG 1979,KEN,2,Paris (FRA),23 JUN 2000,1240
49,150,8:04.01,Paul Kipsiele KOECH,10 NOV 1981,KEN,3,"Boudewijnstadion, Bruxelles (BEL)",07 SEP 2012,1239
50,150,8:04.01,Evan JAGER,08 MAR 1989,USA,2,"Boudewijnstadion, Bruxelles (BEL)",09 SEP 2016,1239
51,152,8:04.05,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",04 SEP 2009,1239
52,153,8:04.06,Ali EZZINE,03 SEP 1978,MAR,2,Nice (FRA),08 JUL 2000,1239
53,154,8:04.12,Ezekiel KEMBOI,25 MAY 1982,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1239
54,155,8:04.16,Moses KIPTANUI,01 OCT 1970,KEN,1,"Ullevi Stadium, Göteborg (SWE)",11 AUG 1995,1239
55,156,8:04.22,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,3,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1238
56,157,8:04.26,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Letzigrund, Zürich (SUI)",29 AUG 2008,1238
57,158,8:04.27,Bernard BARMASAI,06 MAY 1974,KEN,3,Paris (FRA),23 JUN 2000,1238
58,159,8:04.28,Evan JAGER,08 MAR 1989,USA,2,"Estádio Olímpico, Rio de Janeiro (BRA)",17 AUG 2016,1238
59,160,8:04.32,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,"Boudewijnstadion, Bruxelles (BEL)",25 AUG 2006,1238
60,161,8:04.38,Ezekiel KEMBOI,25 MAY 1982,KEN,1,Thessaloniki (GRE),13 SEP 2009,1238
61,162,8:04.39,Saif Saaeed SHAHEEN,15 OCT 1982,QAT,1,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1238
62,163,8:04.44,Ezekiel KEMBOI,25 MAY 1982,KEN,1,"Letzigrund, Zürich (SUI)",28 AUG 2009,1237
63,164,8:04.47,Kipkurui MISOI,23 OCT 1978,KEN,3,"Letzigrund, Zürich (SUI)",17 AUG 2001,1237
64,165,8:04.48,Wilson Boit KIPKETER,06 OCT 1973,KEN,1,Villeneuve (FRA),16 JUN 2002,1237
65,165,8:04.48,Benjamin KIPLAGAT,04 MAR 1989,UGA,4,"Stade de France, Paris-St-Denis (FRA)",16 JUL 2010,1237
66,165,8:04.48,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Olympiastadion, Berlin (GER)",11 SEP 2011,1237
67,165,8:04.48,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Bislett Stadion, Oslo (NOR)",13 JUN 2013,1237
68,169,8:04.51,Brahim BOULAMI,20 APR 1972,MAR,1,"Portland, OR (USA)",18 MAY 2002,1237
69,170,8:04.63,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1237
70,171,8:04.64,Brimin Kiprop KIPRUTO,31 JUL 1985,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",09 MAY 2014,1237
71,172,8:04.71,Evan JAGER,08 MAR 1989,USA,3,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1236
72,173,8:04.73,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1236
73,174,8:04.75,Stephen CHERONO,15 OCT 1982,KEN,1,Stockholm (SWE),05 AUG 2003,1236
74,175,8:04.82,Soufiane EL BAKKALI,07 JAN 1996,MAR,1,"Stade Louis II, Monaco (MON)",12 JUL 2019,1236
75,176,8:04.83,Soufiane EL BAKKALI,07 JAN 1996,MAR,2,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1236
76,177,8:04.92,Brahim BOULAMI,20 APR 1972,MAR,4,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1235
77,178,8:04.95,Simon VROEMEN,11 MAY 1969,NED,2,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1235
78,179,8:04.96,Moses KIPTANUI,01 OCT 1970,KEN,1,"Stadio Olimpico, Roma (ITA)",14 JUL 1998,1235
79,180,8:04.97,Wilson Boit KIPKETER,06 OCT 1973,KEN,2,"Stade Louis II, Monaco (MON)",08 AUG 1998,1235
80,181,8:04.99,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2008,1235
81,182,8:05.00,Bernard BARMASAI,06 MAY 1974,KEN,4,"Letzigrund, Zürich (SUI)",17 AUG 2001,1235
82,183,8:05.01,Eliud BARNGETUNY,20 MAY 1973,KEN,1,"Stade Louis II, Monaco (MON)",25 JUL 1995,1235
83,184,8:05.11,Ezekiel KEMBOI,25 MAY 1982,KEN,2,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1234
84,185,8:05.12,Soufiane EL BAKKALI,07 JAN 1996,MAR,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUL 2017,1234
85,185,8:05.12,Benjamin KIGEN,05 JUL 1993,KEN,2,"Stade Louis II, Monaco (MON)",12 JUL 2019,1234
86,187,8:05.13,Conseslus KIPRUTO,08 DEC 1994,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,1234
87,188,8:05.14,Stephen CHERONO,15 OCT 1982,KEN,1,Zürich (SUI),16 AUG 2002,1234
88,188,8:05.14,Ezekiel KEMBOI,25 MAY 1982,KEN,2,"Olympic Stadium, Athina (GRE)",13 JUL 2009,1234
89,190,8:05.15,Getnet WALE,16 JUL 2000,ETH,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1234
90,191,8:05.16,Bernard BARMASAI,06 MAY 1974,KEN,1,Zürich (SUI),11 AUG 1999,1234
91,192,8:05.17,Soufiane EL BAKKALI,07 JAN 1996,MAR,2,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1234
92,193,8:05.20,Conseslus KIPRUTO,08 DEC 1994,KEN,3,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1234
93,194,8:05.21,Getnet WALE,16 JUL 2000,ETH,4,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1234
94,195,8:05.23,Djilali BEDRANI,01 OCT 1993,FRA,5,"Khalifa International Stadium, Doha (QAT)",04 OCT 2019,1234
95,196,8:05.25,Moses KIPTANUI,01 OCT 1970,KEN,1,Rieti (ITA),06 SEP 1992,1234
96,197,8:05.28,Paul Kipsiele KOECH,10 NOV 1981,KEN,2,Stockholm (SWE),05 AUG 2003,1234
97,197,8:05.28,Evan JAGER,08 MAR 1989,USA,4,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1234
98,199,8:05.29,Bouabdellah TAHRI,20 DEC 1978,FRA,2,"Letzigrund, Zürich (SUI)",28 AUG 2009,1234
99,200,8:05.31,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,Sevilla (ESP),05 JUN 2004,1233
0,201,8:05.35,Peter KOECH,18 FEB 1958,KEN,1,Stockholm (SWE),03 JUL 1989,1233
1,201,8:05.35,Moses KIPTANUI,01 OCT 1970,KEN,1,Bruxelles (BEL),22 AUG 1997,1233
2,201,8:05.35,Paul Kipsiele KOECH,10 NOV 1981,KEN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 SEP 2008,1233
3,204,8:05.36,Jairus Kipchoge BIRECH,14 DEC 1992,KEN,1,"Shanghai Stadium, Shanghai (CHN)",17 MAY 2015,1233
4,205,8:05.37,Philip BARKUTWO,06 OCT 1966,KEN,2,Rieti (ITA),06 SEP 1992,1233
5,206,8:05.4h,Henry RONO,12 FEB 1952,KEN,1,"Seattle, WA (USA)",13 MAY 1978,1233
