"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
40,41,17.86,1.3,Charles SIMPKINS,19 OCT 1963,USA,1.0,Kobe (JPN),02 SEP 1985,1257
41,41,17.86,0.3,Mike CONLEY,05 OCT 1962,USA,1.0,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993,1257
42,41,17.86,0.7,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Manchester (GBR),28 JUL 2002,1257
43,41,17.86,0.7,Christian TAYLOR,18 JUN 1990,USA,1.0,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,1257
44,45,17.85,0.9,Yoelbi QUESADA,04 AUG 1973,CUB,1.0,"Olympic Stadium, Athina (GRE)",08 AUG 1997,1256
45,46,17.84,0.7,Mike CONLEY,05 OCT 1962,USA,1.0,Bad Cannstatt (GER),04 JUL 1993,1254
46,47,17.82,1.6,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Helsinki (FIN),25 JUN 1996,1252
47,47,17.82,1.7,Will CLAYE,13 JUN 1991,USA,,"Hayward Field, Eugene, OR (USA)",27 MAY 2017,1252
48,47,17.82,0.2,Christian TAYLOR,18 JUN 1990,USA,1.0,"Stade Louis II, Monaco (MON)",12 JUL 2019,1252
49,47,17.82,0.2,Christian TAYLOR,18 JUN 1990,USA,2.0,"Stade Charléty, Paris (FRA)",24 AUG 2019,1252
50,47,17.82,0.2,Hugues Fabrice ZANGO,25 JUN 1993,BUR,2.0,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1252
51,52,17.81,2.0,Khristo MARKOV,27 JAN 1965,BUL,1.0,Sofia (BUL),31 MAY 1987,1251
52,52,17.81,1.0,Marian OPREA,06 JUN 1982,ROU,1.0,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1251
53,52,17.81,0.1,Phillips IDOWU,30 DEC 1978,GBR,1.0,"Estadio Olímpico, Barcelona (ESP)",29 JUL 2010,1251
54,52,17.81,0.6,Christian TAYLOR,18 JUN 1990,USA,1.0,"Olympic Stadium, London (GBR)",09 AUG 2012,1251
55,52,17.81,0.6,Christian TAYLOR,18 JUN 1990,USA,2.0,"Suhaim bin Hamad Stadium, Doha (QAT)",04 MAY 2018,1251
56,52,17.81,1.5,Hugues Fabrice ZANGO,25 JUN 1993,BUR,2.0,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1251
57,58,17.8,0.6,Khristo MARKOV,27 JAN 1965,BUL,1.0,Budapest (HUN),11 AUG 1986,1250
58,58,17.8,0.1,Christian TAYLOR,18 JUN 1990,USA,1.0,"Letzigrund, Zürich (SUI)",01 SEP 2016,1250
59,60,17.79,-0.8,Kenny HARRISON,13 FEB 1965,USA,1.0,Berlin (GER),04 JUL 1990,1253
60,60,17.79,-0.7,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Zürich (SUI),14 AUG 1996,1253
61,60,17.79,1.4,Christian OLSSON,25 JAN 1980,SWE,1.0,"Olympic Stadium, Athina (GRE)",22 AUG 2004,1249
62,63,17.78,1.0,Nikolay MUSIYENKO,16 DEC 1959,URS,1.0,Leningrad (URS),07 JUN 1986,1248
63,63,17.78,-0.8,Kenny HARRISON,13 FEB 1965,USA,1.0,"National Stadium, Tokyo (JPN)",26 AUG 1991,1252
64,63,17.78,0.7,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Stockholm (SWE),16 JUL 2002,1248
65,63,17.78,0.8,Melvin LISTER,29 AUG 1977,USA,1.0,"Sacramento, CA (USA)",17 JUL 2004,1248
66,63,17.78,0.6,Christian TAYLOR,18 JUN 1990,USA,1.0,"Olympic Stadium, London (GBR)",22 JUL 2016,1248
67,68,17.77,1.9,Khristo MARKOV,27 JAN 1965,BUL,1.0,Budapest (HUN),11 AUG 1985,1247
68,68,17.77,1.0,Aleksandr KOVALENKO,08 MAY 1963,URS,1.0,Bryansk (URS),18 JUL 1987,1247
69,68,17.77,1.4,Khristo MARKOV,27 JAN 1965,BUL,1.0,Sofia (BUL),03 SEP 1988,1247
70,68,17.77,1.6,Christian OLSSON,25 JAN 1980,SWE,1.0,Chania (GRE),09 JUN 2003,1247
71,68,17.77,0.0,Phillips IDOWU,30 DEC 1978,GBR,2.0,"DS, Daegu (KOR)",04 SEP 2011,1247
72,73,17.76,-0.2,Pedro PICHARDO,30 JUN 1993,CUB,1.0,La Habana (CUB),07 FEB 2014,1247
73,73,17.76,0.8,Christian TAYLOR,18 JUN 1990,USA,1.0,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1246
74,73,17.76,0.4,Will CLAYE,13 JUN 1991,USA,2.0,"Estádio Olímpico, Rio de Janeiro (BRA)",16 AUG 2016,1246
75,73,17.76,1.0,Jordan Alejandro DÍAZ FORTUN,23 FEB 2001,CUB,1.0,"Estadi Olímpic Camilo Cano, La Nucia (ESP)",12 JUN 2022,1246
76,77,17.75,0.3,Oleg PROTSENKO,11 AUG 1963,URS,1.0,Moskva (URS),10 JUN 1990,1245
77,77,17.75,1.0,Leonid VOLOSHIN,30 MAR 1966,URS,2.0,"National Stadium, Tokyo (JPN)",26 AUG 1991,1245
78,77,17.75,0.1,Yoelbi QUESADA,04 AUG 1973,CUB,1.0,Granada (ESP),29 MAY 1996,1245
79,77,17.75,-0.2,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Zürich (SUI),12 AUG 1998,1246
80,77,17.75,1.1,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,Paris (FRA),05 JUL 2002,1245
81,77,17.75,0.8,Will CLAYE,13 JUN 1991,USA,1.0,"Sacramento, CA (USA)",27 JUN 2014,1245
82,77,17.75,-0.8,Christian TAYLOR,18 JUN 1990,USA,1.0,"Stade Louis II, Monaco (MON)",17 JUL 2015,1249
83,77,17.75,-0.3,Will CLAYE,13 JUN 1991,USA,2.0,"Stade Louis II, Monaco (MON)",12 JUL 2019,1246
84,77,17.75,0.9,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,ITA,1.0,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1245
85,86,17.74,0.0,Kenny HARRISON,13 FEB 1965,USA,1.0,Grosseto (ITA),13 AUG 1990,1244
86,86,17.74,0.8,Leonid VOLOSHIN,30 MAR 1966,URS,1.0,"Poljud Stadion, Split (CRO)",31 AUG 1990,1244
87,86,17.74,0.9,Jonathan EDWARDS,10 MAY 1966,GBR,1.0,"Olympiastadion, München (GER)",22 JUN 1997,1244
88,86,17.74,1.9,Christian OLSSON,25 JAN 1980,SWE,,Gateshead (GBR),13 JUL 2003,1244
89,86,17.74,1.4,Nelson ÉVORA,20 APR 1984,POR,1.0,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1244
90,86,17.74,0.9,Will CLAYE,13 JUN 1991,USA,2.0,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,1244
91,92,17.73,1.0,Jadel GREGÓRIO,16 SEP 1980,BRA,1.0,São Paulo (BRA),19 JUN 2005,1243
92,92,17.73,0.0,Phillips IDOWU,30 DEC 1978,GBR,1.0,"Olympiastadion, Berlin (GER)",18 AUG 2009,1243
93,92,17.73,1.0,Pedro PICHARDO,30 JUN 1993,CUB,2.0,"Stade Louis II, Monaco (MON)",17 JUL 2015,1243
94,92,17.73,0.2,Pedro PICHARDO,30 JUN 1993,CUB,2.0,"National Stadium, Beijing (CHN)",27 AUG 2015,1243
95,92,17.73,-1.3,Christian TAYLOR,18 JUN 1990,USA,1.0,"Hayward Field, Eugene, OR (USA)",26 MAY 2018,1250
96,97,17.72,0.9,Kenny HARRISON,13 FEB 1965,USA,1.0,"Seattle, WA (USA)",26 JUL 1990,1242
97,97,17.72,0.1,Mike CONLEY,05 OCT 1962,USA,1.0,Zürich (SUI),19 AUG 1992,1242
98,97,17.72,-0.3,Christian OLSSON,25 JAN 1980,SWE,1.0,"Stade de France, Paris-St-Denis (FRA)",25 AUG 2003,1243
99,97,17.72,1.4,Jadel GREGÓRIO,16 SEP 1980,BRA,1.0,São Paulo (BRA),06 JUN 2004,1242
0,97,17.72,1.3,Sheryf EL SHERYF,02 JAN 1989,UKR,1,"Mestský Stadion, Ostrava (CZE)",17 JUL 2011,1242
1,102,17.71,1.4,Mike CONLEY,05 OCT 1962,USA,2,"Indianapolis, IN (USA)",16 JUN 1985,1240
2,102,17.71,2.0,Willie BANKS,11 MAR 1956,USA,1,Barcelona (ESP),08 JUL 1985,1240
3,102,17.71,0.2,Jonathan EDWARDS,10 MAY 1966,GBR,1,"Olympic Stadium, Sydney (AUS)",25 SEP 2000,1240
4,102,17.71,1.3,Jadel GREGÓRIO,16 SEP 1980,BRA,1,São Paulo (BRA),30 APR 2005,1240
5,102,17.71,-0.7,Walter DAVIS,02 JUL 1979,USA,1,"Indianapolis, IN (USA)",25 JUN 2006,1244
6,102,17.71,,Pedro PICHARDO,30 JUN 1993,CUB,1,La Habana (CUB),20 MAR 2014,1240
7,102,17.71,0.2,Pedro PICHARDO,30 JUN 1993,POR,1q2,"National Stadium, Tokyo (JPN)",03 AUG 2021,1240
8,109,17.7,1.7,Aliecer URRUTIA,22 SEP 1974,CUB,1,Sevilla (ESP),06 JUN 1996,1239
9,109,17.7,1.1,Jadel GREGÓRIO,16 SEP 1980,BRA,1,São Paulo (BRA),24 JUN 2007,1239
10,109,17.7,0.8,Pedro PICHARDO,30 JUN 1993,POR,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,1239
11,109,17.7,-0.8,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,1,"Letzigrund, Zürich (SUI)",08 SEP 2022,1243
12,113,17.69,1.0,Oleg PROTSENKO,11 AUG 1963,URS,1,Leningrad (URS),04 AUG 1985,1238
13,113,17.69,0.2,Mike CONLEY,05 OCT 1962,USA,1,Moskva (URS),09 JUL 1986,1238
14,113,17.69,1.5,Igor LAPSHIN,08 AUG 1963,URS,1,Minsk (BLR),31 JUL 1988,1238
15,113,17.69,0.5,Jonathan EDWARDS,10 MAY 1966,GBR,1,"Crystal Palace, London (GBR)",07 JUL 1995,1238
16,113,17.69,-0.5,Jonathan EDWARDS,10 MAY 1966,GBR,1,Berlin (GER),30 AUG 1996,1241
17,113,17.69,0.3,Jonathan EDWARDS,10 MAY 1966,GBR,2,"Olympic Stadium, Athina (GRE)",08 AUG 1997,1238
18,113,17.69,2.0,Pedro PICHARDO,30 JUN 1993,CUB,1,La Habana (CUB),04 JUN 2013,1238
19,113,17.69,0.2,Pedro PICHARDO,30 JUN 1993,POR,2,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1238
20,121,17.68,1.9,Oleg PROTSENKO,11 AUG 1963,URS,1,Helsinki (FIN),30 JUN 1988,1237
21,121,17.68,1.0,Mike CONLEY,05 OCT 1962,USA,2,"New Orleans, LA (USA)",21 JUN 1992,1237
22,121,17.68,-0.5,Yoelbi QUESADA,04 AUG 1973,CUB,1,La Habana (CUB),22 MAY 1993,1240
23,121,17.68,-0.5,Mike CONLEY,05 OCT 1962,USA,1,Paris (FRA),03 SEP 1994,1240
24,121,17.68,-1.6,Jonathan EDWARDS,10 MAY 1966,GBR,1,Oslo (NOR),05 JUL 1996,1246
25,121,17.68,1.2,Phillips IDOWU,30 DEC 1978,GBR,2,Manchester (GBR),28 JUL 2002,1237
26,121,17.68,0.4,Danil BURKENYA,20 JUL 1978,RUS,1,Tula (RUS),31 JUL 2004,1237
27,121,17.68,-0.5,Christian OLSSON,25 JAN 1980,SWE,1q1,"Olympic Stadium, Athina (GRE)",20 AUG 2004,1240
28,121,17.68,1.6,Alexis COPELLO,12 AUG 1985,CUB,1,Avila (ESP),17 JUL 2011,1237
29,121,17.68,1.3,Christian TAYLOR,18 JUN 1990,USA,1,"Crystal Palace, London (GBR)",06 AUG 2011,1237
30,121,17.68,-0.1,Pedro PICHARDO,30 JUN 1993,CUB,2,"Luzhniki Stadion, Moskva (RUS)",18 AUG 2013,1237
31,121,17.68,0.2,Christian TAYLOR,18 JUN 1990,USA,1,"Olympic Stadium, London (GBR)",10 AUG 2017,1237
32,121,17.68,0.0,Omar CRADDOCK,26 APR 1991,USA,1,"Long Beach, CA (USA)",20 APR 2019,1237
33,121,17.68,0.1,Christian TAYLOR,18 JUN 1990,USA,,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2019,1237
34,121,17.68,1.4,Will CLAYE,13 JUN 1991,USA,,"Drake Stadium, Des Moines, IA (USA)",26 JUL 2019,1237
35,121,17.68,0.1,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,,"Stadio Guidobaldi, Rieti (ITA)",25 JUN 2022,1237
36,121,17.68,-0.1,Hugues Fabrice ZANGO,25 JUN 1993,BUR,2,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1237
37,138,17.67,0.0,Willie BANKS,11 MAR 1956,USA,1,"Los Angeles, CA (USA)",08 JUN 1985,1236
38,138,17.67,-1.0,Mike CONLEY,05 OCT 1962,USA,2,"Stadio Olimpico, Roma (ITA)",31 AUG 1987,1242
39,138,17.67,1.4,Yoelbi QUESADA,04 AUG 1973,CUB,1,Mar del Plata (ARG),24 MAR 1995,1236
40,138,17.67,2.0,Yoelbi QUESADA,04 AUG 1973,CUB,1,Istanbul (TUR),18 MAY 1996,1236
41,138,17.67,1.1,Jonathan EDWARDS,10 MAY 1966,GBR,1,Sestriere (ITA),07 AUG 1996,1236
42,138,17.67,-0.7,Christian OLSSON,25 JAN 1980,SWE,1,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1240
43,138,17.67,1.1,Nelson ÉVORA,20 APR 1984,POR,1,"National Stadium, Beijing (CHN)",21 AUG 2008,1236
44,138,17.67,0.6,Teddy TAMGHO,15 JUN 1989,FRA,1,Montreuil-sous-Bois (FRA),07 JUN 2011,1236
45,138,17.67,0.2,Hugues Fabrice ZANGO,25 JUN 1993,BUR,1,"Stade des Grands Pêchers, Montreuil (FRA)",01 JUN 2021,1236
46,138,17.67,-0.6,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1239
47,148,17.66,1.9,Khristo MARKOV,27 JAN 1965,BUL,1,"Neckarstadion, Stuttgart (GER)",30 AUG 1986,1235
48,148,17.66,1.7,Ralf JAROS,13 DEC 1965,GER,1,Frankfurt (GER),30 JUN 1991,1235
49,148,17.66,0.7,Jonathan EDWARDS,10 MAY 1966,GBR,1,Glasgow (GBR),01 JUL 2001,1235
50,148,17.66,-0.2,Christian OLSSON,25 JAN 1980,SWE,1,"Stade Louis II, Monaco (MON)",18 SEP 2004,1236
51,148,17.66,0.7,Nelson ÉVORA,20 APR 1984,POR,1,"Mangueirão, Belém (BRA)",24 MAY 2009,1235
52,148,17.66,0.9,Christian TAYLOR,18 JUN 1990,USA,1,"Alexander Stadium, Birmingham (GBR)",30 JUN 2013,1235
53,148,17.66,0.8,Will CLAYE,13 JUN 1991,USA,1,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1235
54,148,17.66,1.9,Christian TAYLOR,18 JUN 1990,USA,,"Stade Louis II, Monaco (MON)",20 JUL 2018,1235
55,148,17.66,1.2,Will CLAYE,13 JUN 1991,USA,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",09 JUL 2019,1235
56,148,17.66,0.1,Christian TAYLOR,18 JUN 1990,USA,,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,1235
57,148,17.66,0.5,Hugues Fabrice ZANGO,25 JUN 1993,BUR,3,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,1235
58,148,17.66,-1.4,Jordan Alejandro DÍAZ FORTUN,23 FEB 2001,CUB,1,"Stade Charléty, Paris (FRA)",18 JUN 2022,1243
59,160,17.65,1.0,Aleksandr YAKOVLEV,08 SEP 1957,URS,1,Moskva (URS),06 JUN 1987,1234
60,160,17.65,,Khristo MARKOV,27 JAN 1965,BUL,1,São Paulo (BRA),20 SEP 1987,1234
61,160,17.65,0.0,Leonid VOLOSHIN,30 MAR 1966,RUS,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993,1234
62,160,17.65,0.8,Denis KAPUSTIN,05 OCT 1970,RUS,2,"Bislett Stadion, Oslo (NOR)",09 JUL 1998,1234
63,160,17.65,1.8,Jonathan EDWARDS,10 MAY 1966,GBR,1,"New York, NY (USA)",21 JUL 1998,1234
64,160,17.65,1.4,Yoandri BETANZOS,15 FEB 1982,CUB,2,La Habana (CUB),25 APR 2009,1234
65,160,17.65,0.1,Alexis COPELLO,12 AUG 1985,CUB,1,La Habana (CUB),30 MAY 2009,1234
66,160,17.65,2.0,Will CLAYE,13 JUN 1991,USA,1,"Hayward Field, Eugene, OR (USA)",09 JUL 2016,1234
67,160,17.65,-0.8,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,2,"Stade Charléty, Paris (FRA)",18 JUN 2022,1238
68,169,17.64,0.0,Yoelbi QUESADA,04 AUG 1973,CUB,1,Sancti Spiritus (CUB),23 JAN 1997,1233
69,169,17.64,0.0,Aliecer URRUTIA,22 SEP 1974,CUB,3,"Olympic Stadium, Athina (GRE)",08 AUG 1997,1233
70,169,17.64,1.4,Christian OLSSON,25 JAN 1980,SWE,1,Karlstad (SWE),25 JUL 2002,1233
71,169,17.64,1.4,Nathan DOUGLAS,04 DEC 1982,GBR,1,Manchester (GBR),10 JUL 2005,1233
72,169,17.64,0.3,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,1,"Stadio Zecchini, Grosseto (ITA)",22 MAY 2022,1233
73,169,17.64,0.9,Jordan Alejandro DÍAZ FORTUN,23 FEB 2001,CUB,1,Granollers (ESP),02 JUL 2022,1233
74,175,17.63,-1.2,Volodimir INOZEMTSEV,25 MAY 1964,URS,1,Kiev (URS),07 JUL 1990,1239
75,175,17.63,0.9,Kenta BELL,16 MAR 1977,USA,1,"Walnut, CA (USA)",21 APR 2002,1232
76,175,17.63,1.9,Christian OLSSON,25 JAN 1980,SWE,1,Sevilla (ESP),23 JUN 2002,1232
77,175,17.63,1.4,Christian OLSSON,25 JAN 1980,SWE,1,"Stade Louis II, Monaco (MON)",19 JUL 2002,1232
78,175,17.63,0.3,Jonathan EDWARDS,10 MAY 1966,GBR,1,Zürich (SUI),16 AUG 2002,1232
79,175,17.63,0.4,Marian OPREA,06 JUN 1982,ROU,1,Bucureşti (ROU),07 JUN 2003,1232
80,175,17.63,-0.4,Walter DAVIS,02 JUL 1979,USA,2,"Sacramento, CA (USA)",17 JUL 2004,1234
81,175,17.63,1.0,Yoandri BETANZOS,15 FEB 1982,CUB,1,La Habana (CUB),04 FEB 2006,1232
82,175,17.63,1.7,Teddy TAMGHO,15 JUN 1989,FRA,1,Franconville (FRA),23 MAY 2010,1232
83,175,17.63,0.8,Teddy TAMGHO,15 JUN 1989,FRA,1,Villeneuve d'Ascq (FRA),24 AUG 2010,1232
84,175,17.63,0.0,Christian TAYLOR,18 JUN 1990,USA,1,"Hayward Field, Eugene, OR (USA)",30 JUN 2012,1232
85,175,17.63,-0.1,Will CLAYE,13 JUN 1991,USA,2,"Olympic Stadium, London (GBR)",10 AUG 2017,1232
86,175,17.63,1.6,Andy DÍAZ HERNÁNDEZ,25 DEC 1995,CUB,1,"Estadio Panamericano, La Habana (CUB)",04 JUN 2021,1232
87,175,17.63,0.2,Pedro PICHARDO,30 JUN 1993,POR,1,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1232
88,175,17.63,-0.4,Pedro PICHARDO,30 JUN 1993,POR,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,1234
89,190,17.62,1.1,Khristo MARKOV,27 JAN 1965,BUL,1,Sofia (BUL),14 AUG 1986,1231
90,190,17.62,2.0,Volodimir INOZEMTSEV,25 MAY 1964,URS,1,Gorkiy (URS),23 JUL 1989,1231
91,190,17.62,0.4,Mike CONLEY,05 OCT 1962,USA,3,"National Stadium, Tokyo (JPN)",26 AUG 1991,1231
92,190,17.62,0.4,Denis KAPUSTIN,05 OCT 1970,RUS,1,"Olympiastadion, Helsinki (FIN)",13 AUG 1994,1231
93,190,17.62,0.1,Brian WELLMAN,08 SEP 1967,BER,1,"El Paso, TX (USA)",15 APR 1995,1231
94,190,17.62,1.4,Jonathan EDWARDS,10 MAY 1966,GBR,1,Leverkusen (GER),20 AUG 2000,1231
95,190,17.62,1.4,Walter DAVIS,02 JUL 1979,USA,1,Baie Mahault (FRA),01 MAY 2006,1231
96,190,17.62,0.8,Christian OLSSON,25 JAN 1980,SWE,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1231
97,190,17.62,0.9,Phillips IDOWU,30 DEC 1978,GBR,2,"National Stadium, Beijing (CHN)",21 AUG 2008,1231
98,190,17.62,1.4,Alexis COPELLO,12 AUG 1985,CUB,1,La Habana (CUB),13 MAR 2009,1231
99,190,17.62,-0.2,David GIRAT,26 AUG 1984,CUB,3,La Habana (CUB),25 APR 2009,1232
0,190,17.62,1.9,Christian TAYLOR,18 JUN 1990,USA,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2012,1231
1,190,17.62,0.6,Will CLAYE,13 JUN 1991,USA,2,"Olympic Stadium, London (GBR)",09 AUG 2012,1231
2,190,17.62,0.7,Christian TAYLOR,18 JUN 1990,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1231
3,190,17.62,0.1,Pedro PICHARDO,30 JUN 1993,POR,4,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,1231
4,205,17.61,0.6,Oleg PROTSENKO,11 AUG 1963,URS,1,Praha (TCH),28 JUN 1987,1230
5,205,17.61,0.7,Khristo MARKOV,27 JAN 1965,BUL,1,"Olympic Stadium, Jamsil, Seoul (KOR)",24 SEP 1988,1230
6,205,17.61,0.6,Yoelbi QUESADA,04 AUG 1973,CUB,1,"Crystal Palace, London (GBR)",10 SEP 1994,1230
