"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
41,42,11:11.45,Nick A'HERN,06 JAN 1969,AUS,2.0,Melbourne (AUS),07 FEB 1991,1148
42,43,11:11.94,Robert HEFFERNAN,28 FEB 1978,IRL,1.0,Cork (IRL),02 JUL 2013,1147
43,44,11:12.02,Jamie COSTIN,01 JUN 1977,IRL,2.0,Cork (IRL),03 JUL 2010,1147
44,45,11:12.45,Nils BREMBACH,23 FEB 1993,GER,1.0,Dessau (GER),16 JUN 2017,1146
45,46,11:12.84,Davide FINOCCHIETTI,16 OCT 2001,ITA,5.0,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1145
46,47,11:13.09,Callum WILKINSON,14 MAR 1997,GBR,1.0,Leeds (GBR),12 JUN 2017,1144
47,48,11:13.77,Callum WILKINSON,14 MAR 1997,GBR,3.0,"Olympic Stadium, London (GBR)",21 JUL 2018,1142
48,49,11:13.94,Alex WRIGHT,19 DEC 1990,IRL,1.0,Cork (IRL),28 JUN 2016,1142
49,50,11:14.01,Eder SÁNCHEZ,21 MAY 1986,MEX,1.0,Cork (IRL),04 JUL 2009,1142
50,50,11:14.01,Lebogang SHANGE,01 AUG 1990,RSA,3.0,Šamorín (SVK),15 JUN 2019,1142
51,52,11:14.09,Robert HEFFERNAN,28 FEB 1978,IRL,2.0,Cork (IRL),04 JUL 2009,1142
52,53,11:14.16,Yohann DINIZ,01 JAN 1978,FRA,1.0,Angers (FRA),09 SEP 2017,1141
53,54,11:14.29,Robert HEFFERNAN,28 FEB 1978,IRL,1.0,Cork (IRL),17 JUL 2012,1141
54,55,11:14.49,Lebogang SHANGE,01 AUG 1990,RSA,1.0,"x-bionic sphere, Šamorín (SVK)",17 JUN 2017,1141
55,55,11:14.49,Michele ANTONELLI,23 MAY 1994,ITA,6.0,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1141
56,57,11:14.80,Kun WANG,10 MAY 1989,CHN,1.0,Yantai (CHN),11 OCT 2006,1140
57,58,11:15.07,Jared TALLENT,17 OCT 1984,AUS,1.0,Canberra (AUS),27 JAN 2009,1139
58,59,11:15.15,Ronald WEIGEL,08 AUG 1959,GDR,1.0,Helsinki (FIN),09 AUG 1986,1139
59,60,11:15.20,Quentin REW,16 JUL 1984,NZL,1.0,Wellington (NZL),23 JAN 2015,1139
60,61,11:15.32,Anton KUČMÍN,07 JUN 1984,SVK,2.0,Dubnica nad Váhom (SVK),26 AUG 2012,1139
61,62,11:15.88,Alessandro GANDELLINI,30 APR 1973,ITA,1.0,Castelfidardo (ITA),06 SEP 2003,1137
62,63,11:16.03,Sen WANG,1989,CHN,2.0,Yantai (CHN),11 OCT 2006,1137
63,64,11:16.2h,Troy SUNDSTROM,30 APR 1981,AUS,1.0,Sydney (AUS),27 NOV 1999,1136
64,65,11:17.0h,Nathan DEAKES,17 AUG 1977,AUS,1.0,Melbourne (AUS),10 DEC 1998,1135
65,66,11:17.69,Zdeno BABÍK,09 JAN 1984,SVK,2.0,Dubnica nad Váhom (SVK),07 SEP 2003,1133
66,67,11:17.82,Rafał AUGUSTYN,14 MAY 1984,POL,2.0,Sosnowiec (POL),21 SEP 2011,1133
67,68,11:17.84,Brendan BOYCE,08 OCT 1986,IRL,3.0,Cork City (IRL),14 AUG 2019,1132
68,69,11:18.65,Robert HEFFERNAN,28 FEB 1978,IRL,2.0,Cork (IRL),28 JUN 2016,1131
69,70,11:19.10,Cameron CORBISHLEY,31 MAR 1997,GBR,2.0,Leeds (GBR),12 JUN 2017,1129
70,71,11:19.2h,Tim SEAMAN,14 MAY 1972,USA,,"Chula Vista, CA (USA)",07 MAR 1999,1129
71,72,11:19.49,Reima SALONEN,19 OCT 1955,FIN,,Helsinki (FIN),08 JUN 1989,1128
72,73,11:19.55,Lei ZHAO,05 JAN 1991,CHN,3.0,Yantai (CHN),11 OCT 2006,1128
73,74,11:19.60,Tim BERRETT,23 JAN 1965,CAN,1.0,Tonbridge (GBR),20 APR 1992,1128
74,75,11:19.65,Fushan DU,28 MAR 1991,CHN,4.0,Yantai (CHN),11 OCT 2006,1128
75,76,11:19.70,Colin GRIFFIN,03 AUG 1982,IRL,3.0,Cork (IRL),04 JUL 2009,1128
76,77,11:19.80,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Brisbane (AUS),14 FEB 2015,1128
77,78,11:19.83,Dominik ČERNÝ,01 NOV 1997,SVK,1.0,"x-bionic sphere, Šamorín (SVK)",02 JUN 2021,1128
78,79,11:20.06,Lebogang SHANGE,01 AUG 1990,RSA,1.0,Germiston (RSA),22 MAR 2017,1127
79,80,11:20.39,Lebogang SHANGE,01 AUG 1990,RSA,1.0,Pretoria (RSA),07 MAR 2015,1126
80,81,11:20.80,Erik TYSSE,04 DEC 1980,NOR,1.0,Bergen (NOR),02 SEP 2014,1125
81,82,11:21.32,Grzegorz SUDOŁ,28 AUG 1978,POL,3.0,Dubnica nad Váhom (SVK),21 AUG 2013,1124
82,83,11:21.38,Sergio SPAGNULIO,07 OCT 1962,ITA,2.0,Bologna (ITA),18 JUL 1990,1124
83,84,11:21.50,Craig BARRETT,16 NOV 1971,NZL,1.0,Auckland (NZL),02 FEB 1997,1124
84,85,11:21.90,Grzegorz SUDOŁ,28 AUG 1978,POL,3.0,Dubnica nad Váhom (SVK),26 AUG 2012,1123
85,86,11:22.15,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Brisbane (AUS),15 FEB 2014,1122
86,87,11:22.36,Ivan LOSEV,26 JAN 1986,UKR,2.0,Dubnica nad Váhom (SVK),30 AUG 2014,1121
87,87,11:22.36,Anton KUČMÍN,07 JUN 1984,SVK,1.0,Šamorín (SVK),04 JUN 2016,1121
88,87,11:22.36,Anton KUČMÍN,07 JUN 1984,SVK,1.0,Šamorín (SVK),11 JUN 2016,1121
89,90,11:22.47,Matej TÓTH,10 FEB 1983,SVK,2.0,"x-bionic sphere, Šamorín (SVK)",11 SEP 2020,1121
90,91,11:22.72,Xiaomou LI,03 FEB 1991,CHN,5.0,Yantai (CHN),11 OCT 2006,1121
91,92,11:23.05,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Brisbane (AUS),06 JAN 2012,1120
92,93,11:24.02,Pierre DE VILLIERS,18 AUG 1985,RSA,1.0,Stellenbosch (RSA),20 MAR 2012,1117
93,94,11:24.29,Carlo MATTIOLI,23 OCT 1954,ITA,3.0,Bologna (ITA),18 JUL 1990,1117
94,95,11:24.4h,Mark EASTON,24 MAY 1963,GBR,1.0,Tonbridge (GBR),10 MAY 1989,1117
95,96,11:24.53,Michele DIDONI,07 MAR 1974,ITA,3.0,Formia (ITA),13 JUL 1997,1116
96,97,11:24.65,Grzegorz SUDOŁ,28 AUG 1978,POL,1.0,Stalowa Wola (POL),26 SEP 2012,1116
97,98,11:26.11,David KENNY,10 JAN 1999,IRL,1.0,"South Sports Campus, Carlow (IRL)",09 APR 2022,1112
98,99,11:26.22,Miroslav ÚRADNÍK,24 MAR 1996,SVK,3.0,"x-bionic sphere, Šamorín (SVK)",29 JUN 2018,1112
99,100,11:26.23,Dominik ČERNÝ,01 NOV 1997,SVK,1.0,"x-bionic sphere, Šamorín (SVK)",09 JUN 2022,1112
0,101,11:26.34,Hatem GHOULA,07 JUN 1973,TUN,2.0,Cork (IRL),02 JUL 2011,1112
1,102,11:26.42,Karl JUNGHANNß,06 APR 1996,GER,2.0,Dessau (GER),16 JUN 2017,1112
2,103,11:26.76,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Brisbane (AUS),30 NOV 2013,1111
3,104,11:27.0h,Michael MCCAGH,16 APR 1986,AUS,2.0,Sydney (AUS),17 FEB 2007,1110
4,105,11:27.46,Ivan LOSEV,26 JAN 1986,UKR,2.0,"x-bionic sphere, Šamorín (SVK)",17 JUN 2017,1109
5,106,11:27.7h,Adam RUTTER,24 DEC 1986,AUS,3.0,Sydney (AUS),17 FEB 2007,1109
6,107,11:27.81,Luke HICKEY,24 OCT 1994,IRL,5.0,Cork (IRL),08 JUL 2014,1108
7,108,11:27.84,Giuseppe DE GAETANO,04 OCT 1966,ITA,4.0,Bologna (ITA),18 JUL 1990,1108
8,109,11:28.41,Evan DUNFEE,28 SEP 1990,CAN,2.0,Brisbane (AUS),28 MAR 2018,1107
9,110,11:28.45,Erik TYSSE,04 DEC 1980,NOR,1.0,Bergen (NOR),28 MAY 2015,1107
10,111,11:28.76,Rafał FEDACZYŃSKI,03 DEC 1980,POL,3.0,Sosnowiec (POL),21 SEP 2011,1106
11,112,11:29.15,Grzegorz SUDOŁ,28 AUG 1978,POL,3.0,Cork (IRL),28 JUN 2016,1105
12,113,11:29.19,Andrea AGRUSTI,30 AUG 1995,ITA,7.0,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1105
13,114,11:29.49,Eiki UNAMI,05 OCT 1988,JPN,1.0,Komatsu (JPN),18 MAY 2008,1104
14,115,11:29.7h,Brent VALLANCE,30 APR 1972,AUS,1.0,Sydney (AUS),06 DEC 1997,1104
15,116,11:29.71,Wojciech HALMAN,10 JAN 1990,POL,1.0,Gdansk (POL),11 JUN 2011,1104
16,117,11:29.78,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Brisbane (AUS),08 DEC 2012,1103
17,118,11:30.19,Dawid TOMALA,27 AUG 1989,POL,1.0,Mikołow (POL),25 MAY 2014,1103
18,119,11:31.54,Miroslav ÚRADNÍK,24 MAR 1996,SVK,4.0,Šamorín (SVK),15 JUN 2019,1099
19,120,11:31.69,Matej TÓTH,10 FEB 1983,SVK,2.0,Šamorín (SVK),04 JUN 2016,1099
20,120,11:31.69,Matej TÓTH,10 FEB 1983,SVK,2.0,Šamorín (SVK),11 JUN 2016,1099
21,122,11:32.17,Jonathan HILBERT,21 APR 1995,GER,3.0,Dessau (GER),16 JUN 2017,1098
22,123,11:32.45,Rafał FEDACZYŃSKI,03 DEC 1980,POL,2.0,Mikołow (POL),25 MAY 2014,1097
23,124,11:32.48,Pengbo PAN,15 MAR 1991,CHN,6.0,Yantai (CHN),11 OCT 2006,1097
24,125,11:32.53,Miroslav ÚRADNÍK,24 MAR 1996,SVK,3.0,Šamorín (SVK),04 JUN 2016,1097
25,125,11:32.53,Miroslav ÚRADNÍK,24 MAR 1996,SVK,3.0,Šamorín (SVK),11 JUN 2016,1097
26,127,11:32.9h,Doug CONNOLLY,30 OCT 1982,AUS,2.0,Sydney (AUS),27 NOV 1999,1096
27,128,11:33.03,Declan TINGAY,06 FEB 1999,AUS,1.0,"WA Sports Centre, Perth (AUS)",06 NOV 2020,1096
28,129,11:33.10,Rhydian COWLEY,04 JAN 1991,AUS,2.0,Brisbane (AUS),14 FEB 2015,1095
29,130,11:33.42,Nick CHRISTIE,29 SEP 1991,USA,4.0,"Olympic Stadium, London (GBR)",21 JUL 2018,1095
30,131,11:33.61,João VIEIRA,20 FEB 1976,POR,1.0,"Estádio Municipal de Pombal, Pombal (POR)",11 JUL 2020,1094
31,132,11:33.63,Pierre DE VILLIERS,18 AUG 1985,RSA,3.0,Cork (IRL),02 JUL 2011,1094
32,133,11:34.06,Brendan BOYCE,08 OCT 1986,IRL,4.0,Cork (IRL),28 JUN 2016,1093
33,134,11:34.2h,Hatem GHOULA,07 JUN 1973,TUN,,Potchefstroom (RSA),05 FEB 1999,1093
34,135,11:34.39,Artur BRZOZOWSKI,29 MAR 1985,POL,4.0,Sosnowiec (POL),21 SEP 2011,1092
35,136,11:34.48,Miroslav ÚRADNÍK,24 MAR 1996,SVK,2.0,"x-bionic sphere, Šamorín (SVK)",02 JUN 2021,1092
36,137,11:34.49,Miroslav ÚRADNÍK,24 MAR 1996,SVK,2.0,"x-bionic sphere, Šamorín (SVK)",09 JUN 2022,1092
37,138,11:34.60,Wayne SNYMAN,08 MAR 1985,RSA,2.0,Cork (IRL),02 JUL 2013,1092
38,139,11:34.62,Daniel KING,30 MAY 1983,GBR,1.0,Bedford (GBR),30 MAY 2005,1092
39,140,11:34.70,Dušan MAJDAN,08 SEP 1987,SVK,3.0,Dubnica nad Váhom (SVK),30 AUG 2014,1092
40,141,11:35.49,Dominik ČERNÝ,01 NOV 1997,SVK,4.0,Šamorín (SVK),04 JUN 2016,1090
41,141,11:35.49,Dominik ČERNÝ,01 NOV 1997,SVK,4.0,Šamorín (SVK),11 JUN 2016,1090
42,143,11:35.5h,Andy PENN,31 MAR 1967,GBR,1.0,Leamington (GBR),10 MAY 1997,1090
43,144,11:35.60,Aurélien QUINION,27 JAN 1993,FRA,1.0,Franconville (FRA),15 JUN 2019,1089
44,145,11:35.69,Cian MCMANAMON,11 OCT 1991,IRL,5.0,Cork (IRL),28 JUN 2016,1089
45,146,11:35.78,Patrik SPEVÁK,30 JUL 1994,SVK,4.0,Dubnica nad Váhom (SVK),30 AUG 2014,1089
46,147,11:35.88,Hagen POHLE,05 MAR 1992,GER,4.0,Dessau (GER),16 JUN 2017,1089
47,148,11:35.92,Brendan BOYCE,08 OCT 1986,IRL,6.0,Cork (IRL),08 JUL 2014,1089
48,149,11:36.31,Jamie COSTIN,01 JUN 1977,IRL,4.0,Cork (IRL),04 JUL 2009,1088
49,150,11:36.33,Andreas ERM,12 MAR 1976,GER,1.0,Pretoria (RSA),23 MAR 2001,1088
50,151,11:36.42,Dušan MAJDAN,08 SEP 1987,SVK,4.0,Dubnica nad Váhom (SVK),21 AUG 2013,1088
51,152,11:36.64,Massimo FIZIALETTI,07 FEB 1965,ITA,5.0,Formia (ITA),13 JUL 1997,1087
52,153,11:36.98,Brendan BOYCE,08 OCT 1986,IRL,3.0,Cork (IRL),02 JUL 2013,1086
53,154,11:37.2h,Rhydian COWLEY,04 JAN 1991,AUS,1.0,"Meadowglen Stadium, Epping, Melbourne (AUS)",18 DEC 2021,1086
54,155,11:37.5h,Chris ERICKSON,01 DEC 1981,AUS,1.0,Canberra (AUS),21 OCT 2011,1085
55,156,11:37.72,Michal MORVAY,19 AUG 1996,SVK,3.0,"x-bionic sphere, Šamorín (SVK)",11 SEP 2020,1084
56,157,11:37.87,Milan RÍZEK,05 JAN 1978,SVK,3.0,"x-bionic sphere, Šamorín (SVK)",17 JUN 2017,1084
57,158,11:37.88,Radovan EĽKO,04 APR 1980,SVK,3.0,Dubnica nad Váhom (SVK),07 SEP 2003,1084
58,159,11:38.0h,Adam RUTTER,24 DEC 1986,AUS,1.0,Sydney (AUS),23 OCT 2004,1084
59,160,11:38.16,Alex WRIGHT,19 DEC 1990,GBR,1.0,Bedford (GBR),31 MAY 2010,1083
60,161,11:38.27,Colin GRIFFIN,03 AUG 1982,IRL,4.0,Cork (IRL),02 JUL 2011,1083
61,162,11:38.37,Rafał AUGUSTYN,14 MAY 1984,POL,3.0,Mikołow (POL),25 MAY 2014,1083
62,163,11:38.48,Alex SCHWAZER,26 NOV 1984,ITA,1.0,Orroli (ITA),04 SEP 2009,1083
63,164,11:38.52,Ivano BRUGNETTI,01 SEP 1976,ITA,2.0,Orroli (ITA),04 SEP 2009,1083
64,165,11:38.8h,Liam MURPHY,05 JUN 1979,AUS,1.0,Adelaide (AUS),13 NOV 1999,1082
65,166,11:39.01,Pierce O'CALLAGHAN,05 DEC 1975,IRL,1.0,Dublin (IRL),18 JUL 1999,1081
66,167,11:39.43,Dominik ČERNÝ,01 NOV 1997,SVK,4.0,"x-bionic sphere, Šamorín (SVK)",29 JUN 2018,1080
67,168,11:39.57,Peter KORČOK,12 AUG 1974,SVK,4.0,Dubnica nad Váhom (SVK),07 SEP 2003,1080
68,169,11:39.8h,Rhydian COWLEY,04 JAN 1991,AUS,1.0,Melbourne (AUS),03 NOV 2012,1079
69,170,11:40.12,Vít HLAVÁČ,26 FEB 1997,CZE,3.0,"x-bionic sphere, Šamorín (SVK)",09 JUN 2022,1079
70,171,11:40.14,Adam RUTTER,24 DEC 1986,AUS,2.0,Canberra (AUS),27 NOV 2004,1079
71,172,11:40.2h,Pierre DE VILLIERS,18 AUG 1985,RSA,1.0,Germiston (RSA),25 FEB 2012,1078
72,173,11:40.21,Aurélien QUINION,27 JAN 1993,FRA,1.0,"Stade Adolphe Cheron, St-Maur (FRA)",09 JUN 2021,1078
73,174,11:40.32,Declan TINGAY,06 FEB 1999,AUS,1.0,Geelong (AUS),17 DEC 2016,1078
74,175,11:40.57,Riccardo ORSONI,20 JAN 2000,ITA,8.0,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1078
75,176,11:41.17,Dušan MAJDAN,08 SEP 1987,SVK,5.0,Šamorín (SVK),04 JUN 2016,1076
76,176,11:41.17,Dušan MAJDAN,08 SEP 1987,SVK,5.0,Šamorín (SVK),11 JUN 2016,1076
77,178,11:41.18,Tom BOSWORTH,17 JAN 1990,GBR,1.0,"Tonbridge School Athletics Track, Tonbridge (GBR)",29 AUG 2022,1076
78,179,11:41.3h,Scott NELSON,10 OCT 1969,NZL,1.0,Melbourne (AUS),24 MAR 1996,1076
79,179,11:41.30,Łukasz NOWAK,18 DEC 1988,POL,5.0,Sosnowiec (POL),21 SEP 2011,1076
80,181,11:41.96,Jakub JELONEK,07 JUL 1985,POL,2.0,Stalowa Wola (POL),26 SEP 2012,1074
81,182,11:42.10,Patrik NEMČOK,13 JUN 2003,SVK,3.0,"x-bionic sphere, Šamorín (SVK)",02 JUN 2021,1074
82,183,11:42.13,Daniel CHAMOSA,04 MAY 1997,ESP,1.0,Pontevedra (ESP),19 MAY 2021,1074
83,184,11:42.28,Milan RÍZEK,05 JAN 1978,SVK,5.0,Dubnica nad Váhom (SVK),30 AUG 2014,1074
84,185,11:42.5h,Denis TRAUTMANN,15 AUG 1972,GER,1.0,Pretoria (RSA),28 JAN 2000,1073
85,186,11:42.7h,Damian O'MARA,,AUS,2.0,Sydney (AUS),04 JAN 1997,1073
86,186,11:42.7h,Grzegorz SUDOŁ,28 AUG 1978,POL,2.0,Germiston (RSA),25 FEB 2012,1073
87,188,11:42.97,Rafał FEDACZYŃSKI,03 DEC 1980,POL,1.0,Gdansk (POL),26 JUN 2010,1072
88,189,11:43.08,Adam RUTTER,24 DEC 1986,AUS,2.0,Canberra (AUS),04 JAN 2005,1072
89,189,11:43.08,Matej TÓTH,10 FEB 1983,SVK,5.0,"x-bionic sphere, Šamorín (SVK)",29 JUN 2018,1072
90,191,11:43.28,Jakub JELONEK,07 JUL 1985,POL,2.0,Cork (IRL),17 JUL 2012,1071
91,192,11:43.44,Tom BOSWORTH,17 JAN 1990,GBR,2.0,Bedford (GBR),31 MAY 2010,1071
92,193,11:44.03,Luke HICKEY,24 OCT 1994,IRL,1.0,Waterford (IRL),18 MAY 2014,1069
93,194,11:44.15,Tom BOSWORTH,17 JAN 1990,GBR,1.0,Tonbridge (GBR),22 APR 2019,1069
94,195,11:44.17,Håvard HAUKENES,22 APR 1990,NOR,2.0,Bergen (NOR),28 MAY 2015,1069
95,196,11:44.28,Jonathan HILBERT,21 APR 1995,GER,1.0,"Steigerwaldstadion, Erfurt (GER)",30 APR 2021,1069
96,197,11:44.52,Miklós SRP,06 MAR 1993,HUN,1.0,"Bregyó Athletic Center, Székesfehérvár (HUN)",19 JUN 2021,1068
97,198,11:44.75,Miroslav ÚRADNÍK,24 MAR 1996,SVK,4.0,"x-bionic sphere, Šamorín (SVK)",17 JUN 2017,1068
98,198,11:44.75,Antonin BOYEZ,09 NOV 1984,FRA,2.0,Angers (FRA),09 SEP 2017,1068
99,200,11:44.96,James TREANOR,12 APR 1993,IRL,7.0,Cork (IRL),08 JUL 2014,1067
0,201,11:44.98,Cameron CORBISHLEY,31 MAR 1997,GBR,1.0,Manchester (GBR),14 AUG 2019,1067
1,202,11:45.11,Diego CAFAGNA,09 JUL 1975,ITA,3.0,Castelfidardo (ITA),20 JUN 1999,1067
2,203,11:45.15,Maurizio DAMILANO,06 APR 1957,ITA,1.0,Roma (ITA),05 AUG 1980,1067
3,204,11:45.20,Diego GIAMPAOLO,29 FEB 2004,ITA,9.0,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1067
4,205,11:45.26,Vít HLAVÁČ,26 FEB 1997,CZE,4.0,"x-bionic sphere, Šamorín (SVK)",11 SEP 2020,1066
5,206,11:45.44,Leonardo DEI TOS,27 APR 1992,ITA,1.0,Milano (ITA),20 APR 2017,1066
6,207,11:45.85,João VIEIRA,20 FEB 1976,POR,1.0,"Estadio Universitario, Lisboa (POR)",08 AUG 2020,1065
7,208,11:45.9h,Robert IHLY,05 MAY 1963,GER,1.0,Roodeport (RSA),26 JAN 1996,1065
8,209,11:46.05,Tom BOSWORTH,17 JAN 1990,GBR,3.0,Cork (IRL),17 JUL 2012,1065
9,210,11:46.08,Milan RÍZEK,05 JAN 1978,SVK,6.0,"x-bionic sphere, Šamorín (SVK)",29 JUN 2018,1065
10,211,11:46.09,Trond NYMARK,28 DEC 1976,NOR,1.0,Bergen (NOR),02 JUN 2011,1064
11,212,11:46.7h,Chris BRITZ,13 JAN 1963,RSA,2.0,Roodeport (RSA),26 JAN 1996,1063
12,213,11:46.92,Jerome CAPRICE,18 JAN 1983,MRI,1.0,Athlone (IRL),08 JUL 2018,1063
13,214,11:47.09,Dane BIRD-SMITH,15 JUL 1992,AUS,1.0,Brisbane (AUS),27 JUN 2010,1062
14,215,11:47.2h,Jon GAWLEY,09 MAY 1980,AUS,2.0,Sydney (AUS),16 JAN 1999,1062
15,216,11:47.34,Isaac BEACROFT,18 JUL 2007,AUS,1.0,"Barden Ridge Athletics Track, Sydney (AUS)",12 NOV 2022,1062
16,217,11:47.47,Quentin REW,16 JUL 1984,NZL,1.0,Wellington (NZL),01 NOV 2014,1061
17,218,11:47.5h,Kyle SWAN,28 MAR 1999,AUS,1.0,"Knox Athletic Track, Melbourne (AUS)",18 DEC 2021,1061
18,219,11:47.78,Declan TINGAY,06 FEB 1999,AUS,1.0,"WA Sports Centre, Perth (AUS)",22 JAN 2020,1060
19,220,11:47.80,Pietro FIORINI,11 MAR 1967,ITA,1.0,Avezzano (ITA),25 AUG 1996,1060
20,221,11:47.97,Dušan MAJDAN,08 SEP 1987,SVK,4.0,Dubnica nad Váhom (SVK),26 AUG 2012,1060
21,222,11:48.11,Mauro SPINADIN,1977,ITA,4.0,Castelfidardo (ITA),20 JUN 1999,1060
22,223,11:48.19,Lukáš GDULA,06 DEC 1991,CZE,6.0,Dubnica nad Váhom (SVK),30 AUG 2014,1060
23,224,11:48.38,Benjamin THORNE,19 MAR 1993,CAN,5.0,"Olympic Stadium, London (GBR)",21 JUL 2018,1059
