"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
37,37,15.16,0.7,Trecia Kaye SMITH,05 NOV 1975,JAM,2,Linz (AUT),02 AUG 2004,1237
38,39,15.15,1.7,Ashia HANSEN,05 DEC 1971,GBR,1,Fukuoka (JPN),13 SEP 1997,1236
39,39,15.15,1.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1236
40,39,15.15,2.0,Yulimar ROJAS,21 OCT 1995,VEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1236
41,42,15.14,-0.1,Rodica MATEESCU,13 MAR 1971,ROU,1,Bucureşti (ROU),14 JUN 1997,1235
42,42,15.14,0.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1235
43,42,15.14,0.7,Tatyana LEBEDEVA,21 JUL 1976,RUS,3,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1235
44,42,15.14,0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1235
45,42,15.14,1.9,Nadezhda ALYOKHINA,22 SEP 1978,RUS,1,Cheboksary (RUS),26 JUL 2009,1235
46,42,15.14,2.0,Yulimar ROJAS,21 OCT 1995,VEN,1,Ibiza (ESP),08 MAY 2021,1235
47,48,15.13,0.1,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Stade Louis II, Monaco (MON)",13 SEP 2003,1234
48,48,15.13,1.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1234
49,50,15.12,2.0,Iva PRANDZHEVA,15 FEB 1972,BUL,1,Tokyo (JPN),19 SEP 1998,1233
50,50,15.12,-0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Paris (FRA),04 JUL 2003,1238
51,50,15.12,0.0,Yulimar ROJAS,21 OCT 1995,VEN,2,"Stade Louis II, Monaco (MON)",09 JUL 2021,1233
52,53,15.11,0.1,Yamilé ALDAMA,14 AUG 1972,CUB,1,Oslo (NOR),27 JUN 2003,1232
53,53,15.11,-0.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Paris (FRA),01 JUL 2005,1233
54,53,15.11,0.8,Trecia Kaye SMITH,05 NOV 1975,JAM,1,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1232
55,53,15.11,0.3,Olga RYPAKOVA,30 NOV 1984,KAZ,2,"National Stadium, Beijing (CHN)",17 AUG 2008,1232
56,53,15.11,0.6,Yulimar ROJAS,21 OCT 1995,VEN,1,Lima (PER),09 AUG 2019,1232
57,58,15.1,0.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Stade Louis II, Monaco (MON)",25 JUL 2007,1230
58,59,15.09,0.5,Anna BIRYUKOVA,27 SEP 1967,RUS,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993,1229
59,59,15.09,-0.5,Inna LASOVSKAYA,17 DEC 1969,RUS,1,Valencia (ESP),31 MAY 1997,1232
60,59,15.09,2.0,Yargelis SAVIGNE,13 NOV 1984,CUB,1,Alcalá de Henáres (ESP),07 JUL 2007,1229
61,59,15.09,0.2,Yargelis SAVIGNE,13 NOV 1984,CUB,1,"Stade Louis II, Monaco (MON)",22 JUL 2010,1229
62,63,15.08,1.4,Anna BIRYUKOVA,27 SEP 1967,RUS,3,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,1228
63,63,15.08,0.7,Inna LASOVSKAYA,17 DEC 1969,RUS,1,Madrid (ESP),12 JUN 1996,1228
64,63,15.08,0.3,Yamilé ALDAMA,14 AUG 1972,CUB,2,Paris (FRA),04 JUL 2003,1228
65,66,15.07,-0.6,Paraskevi TSIAMITA,10 MAR 1972,GRE,1q1,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1230
66,66,15.07,0.8,Tatyana LEBEDEVA,21 JUL 1976,RUS,2,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1227
67,68,15.06,1.1,Yulimar ROJAS,21 OCT 1995,VEN,1,Huelva (ESP),20 JUN 2019,1226
68,69,15.05,-0.7,Francoise MBANGO ETONE,14 APR 1976,CMR,2,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1229
69,69,15.05,0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1225
70,69,15.05,0.2,Trecia Kaye SMITH,05 NOV 1975,JAM,1,Helsinki (FIN),26 JUL 2006,1225
71,69,15.05,0.9,Chrysopigi DEVETZI,02 JAN 1976,GRE,2,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1225
72,69,15.05,0.1,Yargelis SAVIGNE,13 NOV 1984,CUB,3,"National Stadium, Beijing (CHN)",17 AUG 2008,1225
73,69,15.05,-0.7,Yulimar ROJAS,21 OCT 1995,VEN,1,"Stade Charléty, Paris (FRA)",24 AUG 2019,1229
74,75,15.04,0.9,Iva PRANDZHEVA,15 FEB 1972,BUL,1,Sofia (BUL),17 JUN 2000,1224
75,75,15.04,0.3,Chrysopigi DEVETZI,02 JAN 1976,GRE,2,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1224
76,75,15.04,1.7,Yekaterina KONEVA,25 SEP 1988,RUS,2,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1224
77,75,15.04,1.5,Caterine IBARGUEN,12 FEB 1984,COL,1,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,1224
78,79,15.03,0.0,Anna BIRYUKOVA,27 SEP 1967,RUS,1,Zürich (SUI),16 AUG 1995,1223
79,79,15.03,1.3,Francoise MBANGO ETONE,14 APR 1976,CMR,1,Lappeenranta (FIN),03 AUG 2003,1223
80,79,15.03,1.9,Magdelín MARTÍNEZ,10 FEB 1976,ITA,1,Roma (ITA),25 JUN 2004,1223
81,79,15.03,0.6,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Stadio Olimpico, Roma (ITA)",08 JUL 2005,1223
82,79,15.03,1.1,Marija ŠESTAK,17 APR 1979,SLO,4,"National Stadium, Beijing (CHN)",17 AUG 2008,1223
83,84,15.02,0.5,Trecia Kaye SMITH,05 NOV 1975,JAM,4,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1222
84,84,15.02,1.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Madrid (ESP),17 JUL 2006,1222
85,84,15.02,0.9,Anna PYATYKH,04 APR 1981,RUS,3,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1222
86,84,15.02,1.1,Yargelis SAVIGNE,13 NOV 1984,CUB,1,Villeneuve d'Ascq (FRA),27 JUN 2008,1222
87,84,15.02,-0.4,Yulimar ROJAS,21 OCT 1995,VEN,1,"Moratalaz, Madrid (ESP)",23 JUN 2016,1224
88,84,15.02,1.9,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,1,"Olympiastadion, München (GER)",19 AUG 2022,1222
89,90,15.01,1.9,Rodica MATEESCU,13 MAR 1971,ROU,1,Lille (FRA),11 JUL 1998,1221
90,90,15.01,1.1,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Chania (GRE),14 JUN 2000,1221
91,90,15.01,0.0,Francoise MBANGO ETONE,14 APR 1976,CMR,1,"Stade Louis II, Monaco (MON)",19 SEP 2004,1221
92,90,15.01,1.0,Patrícia MAMONA,21 NOV 1988,POR,2,"National Stadium, Tokyo (JPN)",01 AUG 2021,1221
93,90,15.01,-1.0,Yulimar ROJAS,21 OCT 1995,VEN,1,"Stade Louis II, Monaco (MON)",10 AUG 2022,1227
94,95,15.0,1.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,2,"Olympic Stadium, Sydney (AUS)",24 SEP 2000,1220
95,95,15.0,0.0,Yamilé ALDAMA,14 AUG 1972,CUB,1,Ostrava (CZE),12 JUN 2003,1220
96,95,15.0,0.4,Yamilé ALDAMA,14 AUG 1972,CUB,1,Trikala (GRE),24 JUN 2003,1220
97,95,15.0,0.6,Tatyana LEBEDEVA,21 JUL 1976,RUS,2,Trikala (GRE),24 JUN 2003,1220
98,95,15.0,0.2,Yamilé ALDAMA,14 AUG 1972,CUB,2,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1220
99,95,15.0,1.2,Kéne NDOYE,20 NOV 1978,SEN,2,Herakleion (GRE),04 JUL 2004,1220
0,95,15.0,1.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Torino (ITA),06 JUN 2006,1220
1,95,15.0,1.1,Yargelis SAVIGNE,13 NOV 1984,CUB,1,"Olympic Stadium, Athina (GRE)",13 JUL 2009,1220
2,103,14.99,-0.2,Anna BIRYUKOVA,27 SEP 1967,RUS,1,"Stade Louis II, Monaco (MON)",09 SEP 1995,1220
3,103,14.99,0.7,Tatyana LEBEDEVA,21 JUL 1976,RUS,2,"Crystal Palace, London (GBR)",08 AUG 2003,1219
4,103,14.99,0.1,Yamilé ALDAMA,14 AUG 1972,CUB,2,"Stade Louis II, Monaco (MON)",13 SEP 2003,1219
5,103,14.99,-0.1,Yamilé ALDAMA,14 AUG 1972,SUD,5,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1219
6,103,14.99,0.7,Yargelis SAVIGNE,13 NOV 1984,CUB,1,Caracas (VEN),11 MAY 2007,1219
7,103,14.99,-0.3,Yargelis SAVIGNE,13 NOV 1984,CUB,1q1,"National Stadium, Beijing (CHN)",15 AUG 2008,1220
8,103,14.99,0.7,Yargelis SAVIGNE,13 NOV 1984,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 2010,1219
9,103,14.99,-0.1,Yargelis SAVIGNE,13 NOV 1984,CUB,1,Paris (FRA),08 JUL 2011,1219
10,103,14.99,1.7,Caterine IBARGUEN,12 FEB 1984,COL,1,Bogotá (COL),13 AUG 2011,1219
11,103,14.99,0.2,Olha SALADUKHA,04 JUN 1983,UKR,1,"Olympiastadion, Helsinki (FIN)",29 JUN 2012,1219
12,113,14.98,1.8,Sofiya BOZHANOVA,04 OCT 1967,BUL,1,Stara Zagora (BUL),16 JUL 1994,1218
13,113,14.98,1.1,Inna LASOVSKAYA,17 DEC 1969,RUS,2,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1218
14,113,14.98,-0.6,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,3,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1221
15,113,14.98,0.5,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,1,Rovereto (ITA),26 AUG 1998,1218
16,113,14.98,0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"International Stadium, Gateshead (GBR)",16 JUL 2000,1218
17,113,14.98,1.1,Yamilé ALDAMA,14 AUG 1972,CUB,1,Florø (NOR),31 MAY 2003,1218
18,113,14.98,-0.4,Yamilé ALDAMA,14 AUG 1972,CUB,1,Birmingham (GBR),27 JUL 2003,1220
19,113,14.98,0.2,Baya RAHOULI,27 JUL 1979,ALG,1,Almería (ESP),01 JUL 2005,1218
20,113,14.98,0.6,Olha SALADUKHA,04 JUN 1983,UKR,1,"Hayward Field, Eugene, OR (USA)",04 JUN 2011,1218
21,113,14.98,-0.4,Olga RYPAKOVA,30 NOV 1984,KAZ,1,"Olympic Stadium, London (GBR)",05 AUG 2012,1220
22,113,14.98,-0.6,Caterine IBARGUEN,12 FEB 1984,COL,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2014,1221
23,113,14.98,0.8,Yulimar ROJAS,21 OCT 1995,VEN,2,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1218
24,113,14.98,0.0,Yulimar ROJAS,21 OCT 1995,VEN,1,"Stade Louis II, Monaco (MON)",11 JUL 2019,1218
25,113,14.98,1.2,Shanieka RICKETTS,02 FEB 1992,JAM,3,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1218
26,127,14.97,0.9,Yolanda CHEN,26 JUL 1961,RUS,1,Moskva (RUS),18 JUN 1993,1217
27,127,14.97,-0.2,Iva PRANDZHEVA,15 FEB 1972,BUL,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 1995,1218
28,127,14.97,0.5,Inna LASOVSKAYA,17 DEC 1969,RUS,1,St. Petersburg (RUS),05 JUL 1996,1217
29,127,14.97,0.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Stadio Quercia, Rovereto (ITA)",12 SEP 2007,1217
30,127,14.97,-0.5,Yargelis SAVIGNE,13 NOV 1984,CUB,1,La Habana (CUB),03 JUL 2009,1220
31,132,14.96,0.6,Rodica MATEESCU,13 MAR 1971,ROU,1,Chania (GRE),27 MAY 1998,1216
32,132,14.96,1.0,Ashia HANSEN,05 DEC 1971,GBR,1,"Olympiastadion, München (GER)",11 SEP 1999,1216
33,132,14.96,0.7,Olena HOVOROVA,18 SEP 1973,UKR,3,"Olympic Stadium, Sydney (AUS)",24 SEP 2000,1216
34,132,14.96,-0.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,2,"Stade Louis II, Monaco (MON)",19 SEP 2004,1217
35,132,14.96,1.9,Olga RYPAKOVA,30 NOV 1984,KAZ,1,Almaty (KAZ),27 JUL 2011,1216
36,132,14.96,-0.2,Caterine IBARGUEN,12 FEB 1984,COL,1,"Stade Louis II, Monaco (MON)",15 JUL 2016,1217
37,132,14.96,-0.3,Yulimar ROJAS,21 OCT 1995,VEN,1,Andújar (ESP),02 JUN 2017,1217
38,132,14.96,0.1,Caterine IBARGUEN,12 FEB 1984,COL,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",13 JUL 2018,1216
39,132,14.96,0.3,Maryna BEKH-ROMANCHUK,18 JUL 1995,UKR,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,1216
40,132,14.96,-0.2,Yulimar ROJAS,21 OCT 1995,VEN,1,"Estadio Vallehermoso, Madrid (ESP)",11 JUN 2023,1217
41,142,14.95,-0.2,Inessa KRAVETS,05 OCT 1966,URS,1,Moskva (URS),10 JUN 1991,1216
42,142,14.95,0.0,Iva PRANDZHEVA,15 FEB 1972,BUL,2,Zürich (SUI),16 AUG 1995,1215
43,142,14.95,1.1,Francoise MBANGO ETONE,14 APR 1976,CMR,1,Radés (TUN),06 AUG 2002,1215
44,142,14.95,1.1,Yamilé ALDAMA,14 AUG 1972,SUD,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1215
45,142,14.95,1.6,Francoise MBANGO ETONE,14 APR 1976,CMR,1,Barcelona (ESP),19 JUL 2008,1215
46,142,14.95,1.3,Yargelis SAVIGNE,13 NOV 1984,CUB,1,"Olympiastadion, Berlin (GER)",17 AUG 2009,1215
47,142,14.95,-0.2,Yargelis SAVIGNE,13 NOV 1984,CUB,1,La Habana (CUB),19 MAR 2011,1216
48,142,14.95,0.9,Caterine IBARGUEN,12 FEB 1984,COL,1,Medellín (COL),28 APR 2012,1215
49,150,14.94,0.2,Inna LASOVSKAYA,17 DEC 1969,RUS,1,Bratislava (SVK),01 JUN 1994,1214
50,150,14.94,0.9,Ashia HANSEN,05 DEC 1971,GBR,1,Sheffield (GBR),29 JUN 1997,1214
51,150,14.94,0.0,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Volgograd (RUS),30 MAY 1999,1214
52,150,14.94,0.1,Paraskevi TSIAMITA,10 MAR 1972,GRE,1,Athina (GRE),05 JUN 1999,1214
53,150,14.94,-0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Zürich (SUI),19 AUG 2005,1219
54,150,14.94,-0.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Boudewijnstadion, Bruxelles (BEL)",26 AUG 2005,1215
55,150,14.94,0.2,Olha SALADUKHA,04 JUN 1983,UKR,1,"DS, Daegu (KOR)",01 SEP 2011,1214
56,150,14.94,1.4,Shanieka RICKETTS,02 FEB 1992,JAM,1,"Alexander Stadium, Birmingham (GBR)",05 AUG 2022,1214
57,158,14.93,1.5,Francoise MBANGO ETONE,14 APR 1976,CMR,1,Bordeaux (FRA),04 JUL 2008,1213
58,158,14.93,0.0,Shanieka RICKETTS,02 FEB 1992,JAM,1,"Letzigrund, Zürich (SUI)",29 AUG 2019,1213
59,158,14.93,0.8,Liadagmis POVEA,06 FEB 1996,CUB,1,"Estadio Panamericano, La Habana (CUB)",22 MAY 2021,1213
60,161,14.92,1.4,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,1,Ostrava (CZE),11 JUN 1998,1212
61,161,14.92,0.3,Magdelín MARTÍNEZ,10 FEB 1976,ITA,1,Rovereto (ITA),08 SEP 2004,1212
62,161,14.92,0.2,Yamilé ALDAMA,14 AUG 1972,SUD,3,"Stade Louis II, Monaco (MON)",19 SEP 2004,1212
63,161,14.92,1.3,Marija ŠESTAK,17 APR 1979,SLO,1,Ljubljana (SLO),03 JUN 2007,1212
64,161,14.92,0.7,Yargelis SAVIGNE,13 NOV 1984,CUB,1,"Stadio Guidobaldi, Rieti (ITA)",09 SEP 2007,1212
65,161,14.92,0.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Kazan (RUS),19 JUL 2008,1212
66,161,14.92,0.0,Yargelis SAVIGNE,13 NOV 1984,CUB,1,La Habana (CUB),18 FEB 2011,1212
67,161,14.92,0.1,Caterine IBARGUEN,12 FEB 1984,COL,1,Guadalajara (MEX),28 OCT 2011,1212
68,161,14.92,1.2,Caterine IBARGUEN,12 FEB 1984,COL,1,Barranquilla (COL),01 AUG 2018,1212
69,161,14.92,0.2,Shanieka RICKETTS,02 FEB 1992,JAM,2,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1212
70,161,14.92,1.1,Keturah ORJI,05 MAR 1996,USA,1,"CVEATC, Chula Vista, CA (USA)",25 APR 2021,1212
71,172,14.91,1.4,Inessa KRAVETS,05 OCT 1966,UKR,2,Bratislava (SVK),01 JUN 1994,1211
72,172,14.91,1.1,Anna BIRYUKOVA,27 SEP 1967,RUS,1,Nice (FRA),12 JUL 1995,1211
73,172,14.91,1.1,Inna LASOVSKAYA,17 DEC 1969,RUS,1,"Olympiastadion, München (GER)",21 JUN 1997,1211
74,172,14.91,0.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,1q2,"Olympic Stadium, Sydney (AUS)",22 SEP 2000,1211
75,172,14.91,0.1,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Athina (GRE),11 JUN 2001,1211
76,172,14.91,1.7,Kéne NDOYE,20 NOV 1978,SEN,1,Lille (FRA),15 JUN 2003,1211
77,172,14.91,0.6,Trecia Kaye SMITH,05 NOV 1975,JAM,1,Fortaleza (BRA),18 MAY 2005,1211
78,172,14.91,-1.3,Yargelis SAVIGNE,13 NOV 1984,CUB,3,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1218
79,172,14.91,0.3,Anna PYATYKH,04 APR 1981,RUS,1,Rieti (ITA),07 SEP 2008,1211
80,172,14.91,0.3,Yargelis SAVIGNE,13 NOV 1984,CUB,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 2009,1211
81,172,14.91,0.4,Yulimar ROJAS,21 OCT 1995,VEN,1,"Olympic Stadium, London (GBR)",07 AUG 2017,1211
82,172,14.91,0.5,Shanieka RICKETTS,02 FEB 1992,JAM,2,"Stade Louis II, Monaco (MON)",10 AUG 2022,1211
83,184,14.9,1.2,Inna LASOVSKAYA,17 DEC 1969,RUS,4,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,1210
84,184,14.9,0.6,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,1,Athina (GRE),17 JUN 1998,1210
85,184,14.9,0.6,Tereza MARINOVA,25 SEP 1977,BUL,1,Kalamata (GRE),04 JUN 2000,1210
86,184,14.9,-0.2,Magdelín MARTÍNEZ,10 FEB 1976,ITA,3,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1211
87,184,14.9,0.0,Yamilé ALDAMA,14 AUG 1972,SUD,1,Brazzaville (CGO),14 JUL 2004,1210
88,184,14.9,-0.2,Trecia Kaye SMITH,05 NOV 1975,JAM,1,Thessaloniki (GRE),19 JUL 2004,1211
89,184,14.9,1.0,Limei XIE,27 JUN 1986,CHN,1,Urumqi (CHN),20 SEP 2007,1210
90,184,14.9,1.2,Francoise MBANGO ETONE,14 APR 1976,CMR,2,Rieti (ITA),07 SEP 2008,1210
91,184,14.9,0.1,Caterine IBARGUEN,12 FEB 1984,COL,1,"National Stadium, Beijing (CHN)",24 AUG 2015,1210
92,193,14.89,1.1,Anna BIRYUKOVA,27 SEP 1967,RUS,1,"Olympiastadion, Helsinki (FIN)",08 AUG 1994,1209
93,193,14.89,-1.0,Inna LASOVSKAYA,17 DEC 1969,RUS,1,Moskva (RUS),05 JUN 1995,1215
94,193,14.89,0.0,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Moskva (RUS),05 JUN 1999,1209
95,193,14.89,0.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,Bratislava (SVK),22 JUN 2000,1209
96,193,14.89,-1.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Weserstadion, Bremen (GER)",23 JUN 2001,1216
97,193,14.89,1.6,Magdelín MARTÍNEZ,10 FEB 1976,ITA,1,Milano (ITA),28 JUN 2003,1209
98,193,14.89,-2.7,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,"Olympiastadion, Berlin (GER)",10 AUG 2003,1225
99,193,14.89,1.0,Baya RAHOULI,27 JUL 1979,ALG,2q1,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1209
0,193,14.89,0.1,Tatyana LEBEDEVA,21 JUL 1976,RUS,1.0,Oslo (NOR),29 JUL 2005,1209
1,193,14.89,1.7,Chrysopigi DEVETZI,02 JAN 1976,GRE,1.0,"Stade Louis II, Monaco (MON)",10 SEP 2005,1209
2,193,14.89,-0.7,Yargelis SAVIGNE,13 NOV 1984,CUB,1.0,"Stade Louis II, Monaco (MON)",28 JUL 2009,1213
3,193,14.89,1.0,Olga RYPAKOVA,30 NOV 1984,KAZ,1.0,"Shanghai Stadium, Shanghai (CHN)",23 MAY 2010,1209
4,193,14.89,0.2,Olga RYPAKOVA,30 NOV 1984,KAZ,2.0,"DS, Daegu (KOR)",01 SEP 2011,1209
