"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
77,78,12:32.18,Vera SANTOS,03 DEC 1981,POR,1,Lisboa (POR),10 JUN 2009,1096
78,79,12:33.51,Viktória MADARÁSZ,12 MAY 1985,HUN,3,"Mestský Stadion, Ostrava (CZE)",26 MAY 2015,1093
79,80,12:34.20,Viktória MADARÁSZ,12 MAY 1985,HUN,1,Dubnica nad Váhom (SVK),30 AUG 2014,1092
80,81,12:34.69,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Askim (NOR),10 AUG 2007,1091
81,82,12:35.03,Clémence BERETTA,22 DEC 1997,FRA,1,"Parc de La Colombiere, Epinal (FRA)",27 SEP 2020,1090
82,83,12:35.17,Hua LI,15 JAN 1991,CHN,3,Yantai (CHN),11 OCT 2006,1090
83,84,12:35.47,Emilie MENUET,27 SEP 1991,FRA,1,Vineuil (FRA),10 MAY 2015,1089
84,85,12:35.6h,Yevdokiya KOROTKOVA,28 FEB 1979,RUS,1,Yerino (RUS),02 JUN 2013,1089
85,86,12:35.62,Emilie MENUET,27 SEP 1991,FRA,1f2,Blois (FRA),07 MAY 2017,1089
86,87,12:35.8h,Anna DRABENYA,15 AUG 1987,BLR,2,Yerino (RUS),02 JUN 2013,1088
87,88,12:35.99,Mária KATERINKA CZAKOVÁ,02 OCT 1988,SVK,1,"x-bionic sphere, Šamorín (SVK)",11 SEP 2020,1088
88,89,12:36.02,Paulina BUZIAK,16 DEC 1986,POL,1,Rzeszów (POL),15 SEP 2012,1088
89,90,12:36.21,Natalie SAVILLE,07 SEP 1978,AUS,1,Sydney (CAN),09 DEC 1995,1088
90,91,12:36.27,Olive LOUGHNANE,14 JAN 1976,IRL,1,Cork (IRL),17 JUL 2012,1088
91,92,12:36.32,Emilie MENUET,27 SEP 1991,FRA,1,Blois (FRA),22 MAY 2016,1087
92,93,12:36.83,Ainhoa PINEDO,17 FEB 1983,ESP,2,Huelva (ESP),14 JUN 2017,1086
93,94,12:36.89,Emilie MENUET,27 SEP 1991,FRA,1f1,Laval (FRA),20 MAY 2018,1086
94,95,12:36.97,Xinhua SONG,03 MAR 1991,CHN,4,Yantai (CHN),11 OCT 2006,1086
95,96,12:37.1h,Nadezhda SERGEYEVA,12 MAR 1994,RUS,3,Yerino (RUS),02 JUN 2013,1086
96,97,12:37.41,Viktória MADARÁSZ,12 MAY 1985,HUN,1,"x-bionic sphere, Šamorín (SVK)",02 JUN 2021,1085
97,98,12:37.82,Alana BARBER,08 JUL 1987,NZL,1,Auckland (NZL),05 MAR 2017,1084
98,99,12:38.68,Eliška MARTÍNKOVÁ,27 JAN 2002,CZE,1,"Atletický stadion Turnov, Turnov (CZE)",24 MAY 2022,1083
99,100,12:38.72,Camille MOUTARD,11 JUL 2001,FRA,1,"Stade Colette Besson, Dijon (FRA)",07 MAY 2023,1083
0,101,12:38.83,Raquel GONZÁLEZ,16 NOV 1989,ESP,1.0,Mataró (ESP),18 JUL 2015,1082
1,102,12:39.62,Sara STEVENSON,15 OCT 1979,USA,,Abbotsford (CAN),25 MAY 2000,1081
