"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
21,22,41:50,Yelena ARSHINTSEVA,05 APR 1971,RUS,1.0,"Adler, Sochi (RUS)",11 FEB 1995,1200
22,23,41:51,Beate GUMMELT,04 FEB 1968,GER,2.0,Eisenhüttenstadt (GER),11 MAY 1996,1199
23,24,41:52,Irina STANKINA,25 MAR 1977,RUS,1.0,Poděbrady (CZE),19 APR 1997,1198
24,24,41:52,Tatyana MINEYEVA,10 AUG 1990,RUS,1.0,Penza (RUS),05 SEP 2009,1198
25,26,41:53,Tatyana SIBILEVA,17 MAY 1980,RUS,1.0,Beijing (CHN),18 SEP 2010,1198
26,27,41:55,Irina STANKINA,25 MAR 1977,RUS,1.0,"Adler, Sochi (RUS)",11 FEB 1995,1197
27,28,41:56,Elisabetta PERRONE,09 JUL 1968,ITA,2.0,Livorno (ITA),10 JUL 1993,1196
28,28,41:56,Yelena SAYKO,24 DEC 1967,RUS,2.0,"Adler, Sochi (RUS)",11 FEB 1996,1196
29,28,41:56,Larisa RAMAZANOVA-KHMELNITSKAYA,23 SEP 1971,BLR,1.0,Eisenhüttenstadt (GER),10 MAY 1997,1196
30,31,41:57,Hongmiao GAO,17 MAR 1974,CHN,2.0,Beijing (CHN),08 SEP 1993,1195
31,32,41:58,Yelena GRUZINOVA,1967,RUS,2.0,"Adler, Sochi (RUS)",11 FEB 1995,1195
32,33,41:59,Olimpiada IVANOVA,29 AUG 1970,RUS,2.0,Poděbrady (CZE),19 APR 1997,1194
33,33,41:59,Marina NOVIKOVA,01 MAR 1989,RUS,1.0,Podolsk (RUS),09 MAY 2016,1194
34,35,42:01,Tamara KOVALENKO,05 JUN 1964,RUS,3.0,"Adler, Sochi (RUS)",11 FEB 1995,1193
35,35,42:01,Irina STANKINA,25 MAR 1977,RUS,3.0,Eisenhüttenstadt (GER),11 MAY 1996,1193
36,35,42:01,Olga PANFYOROVA,21 AUG 1977,RUS,1.0,Izhevsk (RUS),16 MAY 1998,1193
37,35,42:01,Lyudmila OLYANOVSKA,20 FEB 1993,UKR,1.0,Suzhou (CHN),27 SEP 2015,1193
38,39,42:02,Tamara KOVALENKO,05 JUN 1964,RUS,3.0,Naumburg (GER),25 MAY 1997,1192
39,40,42:03,Yelena ARSHINTSEVA,05 APR 1971,RUS,1.0,"Adler, Sochi (RUS)",14 FEB 1993,1192
40,40,42:03,Lina KALUTSKAYA,01 OCT 1988,RUS,1.0,Buy (RUS),13 SEP 2014,1192
41,42,42:04,Yelena SAYKO,24 DEC 1967,RUS,2.0,"Adler, Sochi (RUS)",14 FEB 1993,1191
42,42,42:04,Annarita SIDOTI,25 JUL 1969,ITA,1.0,Fougéres (FRA),11 JUN 1995,1191
43,42,42:04,Tatyana MINEYEVA,10 AUG 1990,RUS,1.0,Saransk (RUS),19 SEP 2009,1191
44,45,42:06,Valentina TSYBULSKAYA,19 FEB 1968,BLR,4.0,Eisenhüttenstadt (GER),08 MAY 1999,1190
45,45,42:06,Nadezhda SERGEYEVA,12 MAR 1994,RUS,1.0,Podolsk (RUS),03 MAY 2019,1190
46,47,42:07,Ileana SALVADOR,16 JAN 1962,ITA,1.0,Sesto San Giovanni (ITA),01 MAY 1992,1189
47,48,42:09,Elisabetta PERRONE,09 JUL 1968,ITA,4.0,Eisenhüttenstadt (GER),11 MAY 1996,1188
48,48,42:09,Marina NOVIKOVA,01 MAR 1989,RUS,1.0,Voronovo (RUS),23 AUG 2020,1188
49,50,42:11,Nina ALYUSHENKO,29 MAY 1968,RUS,3.0,Izhevsk (RUS),04 JUN 1995,1187
50,51,42:12,Elisabetta PERRONE,09 JUL 1968,ITA,2.0,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1186
51,51,42:12,Yelena SAYKO,24 DEC 1967,RUS,3.0,"Adler, Sochi (RUS)",09 FEB 1997,1186
52,51,42:12,Vera SOKOLOVA,23 JUN 1987,RUS,2.0,Saransk (RUS),19 SEP 2009,1186
53,54,42:13,Irina STANKINA,25 MAR 1977,RUS,1.0,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1186
54,54,42:13,Natalya MISYULYA,14 APR 1966,BLR,5.0,Eisenhüttenstadt (GER),08 MAY 1999,1186
55,56,42:14,Yelena GRUZINOVA,1967,RUS,4.0,Naumburg (GER),25 MAY 1997,1185
56,57,42:15,Elisabetta PERRONE,09 JUL 1968,ITA,2.0,Livorno (ITA),12 JUN 1994,1184
57,57,42:15,Yelena GRUZINOVA,1967,RUS,2.0,Eisenhüttenstadt (GER),10 MAY 1997,1184
58,57,42:15,Erica ALFRIDI,22 FEB 1968,ITA,5.0,Naumburg (GER),25 MAY 1997,1184
59,57,42:15,Jane SAVILLE,05 NOV 1974,AUS,6.0,Eisenhüttenstadt (GER),08 MAY 1999,1184
60,61,42:16,Alina IVANOVA,16 MAR 1969,URS,1.0,Novopolotsk (URS),27 MAY 1989,1184
61,61,42:16,Elisabetta PERRONE,09 JUL 1968,ITA,2.0,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1184
62,61,42:16,Norica CÎMPEAN,22 MAR 1972,ROU,,Calella (ESP),09 MAY 1999,1184
63,64,42:17,Alina IVANOVA,16 MAR 1969,URS,1.0,Sochi (URS),17 FEB 1991,1183
64,64,42:17,Katarzyna RADTKE,31 AUG 1969,POL,5.0,Eisenhüttenstadt (GER),11 MAY 1996,1183
65,66,42:18,Kerry SAXBY-JUNNA,02 JUN 1961,AUS,2.0,Fougéres (FRA),11 JUN 1995,1182
66,67,42:19,Hongmiao GAO,17 MAR 1974,CHN,1.0,Beijing (CHN),29 APR 1995,1182
67,67,42:19,Wang YAN,02 MAY 1971,CHN,3.0,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1182
68,69,42:20,Yelena NIKOLAYEVA,01 FEB 1966,RUS,3.0,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1181
69,69,42:20,Sari ESSAYAH,21 FEB 1967,FIN,4.0,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1181
70,71,42:21,Valentina TSYBULSKAYA,19 FEB 1968,BLR,3.0,Eisenhüttenstadt (GER),10 MAY 1997,1181
71,72,42:22,Yelena SAYKO,24 DEC 1967,URS,1.0,Alytus (LTU),05 MAY 1991,1180
72,73,42:24,Olimpiada IVANOVA,29 AUG 1970,RUS,3.0,Livorno (ITA),10 JUL 1993,1179
73,73,42:24,Larisa RAMAZANOVA-KHMELNITSKAYA,23 SEP 1971,BLR,6.0,Naumburg (GER),25 MAY 1997,1179
74,75,42:25,Larisa RAMAZANOVA-KHMELNITSKAYA,23 SEP 1971,BLR,5.0,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1178
75,75,42:25,Nadezhda RYASHKINA,22 JAN 1967,RUS,1.0,"Adler, Sochi (RUS)",20 FEB 1998,1178
76,77,42:26,Wang YAN,02 MAY 1971,CHN,1.0,Shenzhen (CHN),18 FEB 1993,1178
77,77,42:26,Rossella GIORDANO,01 DEC 1972,ITA,6.0,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1178
78,79,42:27,Margarita TURAVA,20 DEC 1980,BLR,1.0,Kraków (POL),17 SEP 2005,1177
79,80,42:29,Yelena SAYKO,24 DEC 1967,URS,2.0,Sochi (URS),17 FEB 1991,1176
80,80,42:29,Olga KARDOPOLTSEVA,11 SEP 1966,BLR,4.0,Eisenhüttenstadt (GER),10 MAY 1997,1176
81,80,42:29,Tatyana KALMYKOVA,10 JAN 1990,RUS,1.0,"Adler, Sochi (RUS)",24 FEB 2008,1176
82,83,42:30,Hong LIU,12 MAY 1987,CHN,2.0,Beijing (CHN),18 SEP 2010,1175
83,83,42:30,Lyudmila OLYANOVSKA,20 FEB 1993,UKR,1.0,Moskva (RUS),30 AUG 2014,1175
84,85,42:31,Larisa RAMAZANOVA-KHMELNITSKAYA,23 SEP 1971,BLR,3.0,Livorno (ITA),12 JUN 1994,1175
85,85,42:31,Yelena SAYKO,24 DEC 1967,RUS,6.0,Eisenhüttenstadt (GER),11 MAY 1996,1175
86,85,42:31,Erica ALFRIDI,22 FEB 1968,ITA,3.0,Poděbrady (CZE),19 APR 1997,1175
87,85,42:31,Vera MAKOLOVA-NACHARKINA,17 FEB 1966,RUS,1.0,Izhevsk (RUS),16 MAY 1998,1175
88,85,42:31,Irina YUMANOVA,09 APR 1990,RUS,2.0,"Adler, Sochi (RUS)",24 FEB 2008,1175
89,90,42:32,Hongmiao GAO,17 MAR 1974,CHN,2.0,Shenzhen (CHN),18 FEB 1993,1174
90,90,42:32,Yelena NIKOLAYEVA,01 FEB 1966,RUS,2.0,Beijing (CHN),29 APR 1995,1174
91,90,42:32,Maya SAZONOVA,28 MAY 1965,KAZ,4.0,Sochi (RUS),20 APR 1996,1174
92,93,42:33,Elisa RIGAUDO,17 JUN 1980,ITA,1.0,Pescara (ITA),19 APR 2009,1173
93,94,42:34,Nadezhda RYASHKINA,22 JAN 1967,URS,1.0,Moskva (URS),26 MAY 1990,1173
94,94,42:34,Yelena GRUZINOVA,1967,RUS,3.0,"Adler, Sochi (RUS)",14 FEB 1993,1173
95,94,42:34,Yelena SAYKO,24 DEC 1967,RUS,4.0,Izhevsk (RUS),04 JUN 1995,1173
96,94,42:34,Mária URBANIKNÉ ROSZA,12 FEB 1967,HUN,7.0,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1173
97,98,42:35,Valentina TSYBULSKAYA,19 FEB 1968,BLR,1.0,Brest (BLR),25 FEB 1995,1172
98,98,42:35,Olga KARDOPOLTSEVA,11 SEP 1966,BLR,7.0,Naumburg (GER),25 MAY 1997,1172
99,98,42:35,Claudia ŞTEF,25 FEB 1978,ROU,2.0,Alba Iulia (ROU),15 SEP 2002,1172
0,101,42:36,Beate GUMMELT,04 FEB 1968,GER,4,Livorno (ITA),12 JUN 1994,1172
1,101,42:36,Tamara KOVALENKO,05 JUN 1964,RUS,4,"Adler, Sochi (RUS)",09 FEB 1997,1172
2,101,42:36,Melanie SEEGER,08 JAN 1977,GER,3,Beijing (CHN),18 SEP 2010,1172
3,104,42:37,Kerry SAXBY-JUNNA,02 JUN 1961,AUS,2,Sesto San Giovanni (ITA),01 MAY 1992,1171
4,104,42:37,Olimpiada IVANOVA,29 AUG 1970,RUS,4,"Adler, Sochi (RUS)",14 FEB 1993,1171
5,104,42:37,Sari ESSAYAH,21 FEB 1967,FIN,1,"Olympiastadion, Helsinki (FIN)",09 AUG 1994,1171
6,104,42:37,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1,Eisenhüttenstadt (GER),14 MAY 1995,1171
7,104,42:37,Yelena NIKOLAYEVA,01 FEB 1966,RUS,7,Eisenhüttenstadt (GER),11 MAY 1996,1171
8,104,42:37,Rossella GIORDANO,01 DEC 1972,ITA,4,Poděbrady (CZE),19 APR 1997,1171
9,104,42:37,Olga LUKYANCHUK,07 DEC 1976,UKR,1,Mukachevo (UKR),21 OCT 2000,1171
10,104,42:37,Tatyana MINEYEVA,10 AUG 1990,RUS,1,"Adler, Sochi (RUS)",28 FEB 2009,1171
11,112,42:38,Olimpiada IVANOVA,29 AUG 1970,RUS,4,"Adler, Sochi (RUS)",11 FEB 1995,1170
12,112,42:38,Nadezhda SERGEYEVA,12 MAR 1994,RUS,2,Podolsk (RUS),09 MAY 2016,1170
13,114,42:39,Elisabetta PERRONE,09 JUL 1968,ITA,8,Naumburg (GER),25 MAY 1997,1170
14,114,42:39,Susana FEITOR,28 JAN 1975,POR,1,Lanciano (ITA),11 MAR 2001,1170
15,116,42:40,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1,Moskva (RUS),26 APR 1992,1169
16,116,42:40,Yuliya ODZILYAYEVA,1970,RUS,5,Livorno (ITA),12 JUN 1994,1169
17,116,42:40,Natalya MISYULYA,14 APR 1966,BLR,9,Naumburg (GER),25 MAY 1997,1169
18,119,42:41,Annarita SIDOTI,25 JUL 1969,ITA,1,Eschborn (GER),13 JUN 1993,1169
19,119,42:41,Annarita SIDOTI,25 JUL 1969,ITA,5,Poděbrady (CZE),19 APR 1997,1169
20,119,42:41,Yanfei LI,12 JAN 1990,CHN,4,Beijing (CHN),18 SEP 2010,1169
21,119,42:41,Shijie QIEYANG,11 NOV 1990,CHN,2,Wuzhong (CHN),15 DEC 2020,1169
22,123,42:42,Annarita SIDOTI,25 JUL 1969,ITA,10,Naumburg (GER),25 MAY 1997,1168
23,123,42:42,María Graciela MENDOZA,23 MAR 1963,MEX,11,Naumburg (GER),25 MAY 1997,1168
24,125,42:43,Annarita SIDOTI,25 JUL 1969,ITA,2,"Olympiastadion, Helsinki (FIN)",09 AUG 1994,1167
25,125,42:43,Yelena NIKOLAYEVA,01 FEB 1966,RUS,3,"Olympiastadion, Helsinki (FIN)",09 AUG 1994,1167
26,125,42:43,Rossella GIORDANO,01 DEC 1972,ITA,4,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1167
27,125,42:43,Brigita VIRBALYTĖ-DIMSIENĖ,01 FEB 1985,LTU,1,Katowice (POL),05 SEP 2015,1167
28,129,42:44,Irina STRAKHOVA,04 MAR 1959,URS,3,Sochi (URS),17 FEB 1991,1167
29,129,42:44,Olga KARDOPOLTSEVA,11 SEP 1966,URS,2,Alytus (LTU),05 MAY 1991,1167
30,129,42:44,Yuwen LONG,19 AUG 1975,CHN,3,Shenzhen (CHN),18 FEB 1993,1167
31,129,42:44,Elisabetta PERRONE,09 JUL 1968,ITA,3,Fougéres (FRA),11 JUN 1995,1167
32,129,42:44,Tatyana KALMYKOVA,10 JAN 1990,RUS,1,Cheboksary (RUS),10 MAY 2008,1167
33,134,42:45,Yuxin LI,04 DEC 1974,CHN,4,Shenzhen (CHN),18 FEB 1993,1166
34,134,42:45,Annarita SIDOTI,25 JUL 1969,ITA,1,Sesto San Giovanni (ITA),01 MAY 1994,1166
35,134,42:45,Olga KARDOPOLTSEVA,11 SEP 1966,BLR,8,Eisenhüttenstadt (GER),11 MAY 1996,1166
36,134,42:45,Kseniya TRIFONOVA,07 MAY 1990,RUS,2,"Adler, Sochi (RUS)",28 FEB 2009,1166
37,138,42:46,Tamara KOVALENKO,05 JUN 1964,URS,1,Moskva (URS),29 JUL 1990,1165
38,138,42:46,Wang YAN,02 MAY 1971,CHN,3,Beijing (CHN),08 SEP 1993,1165
39,138,42:46,Hongyu LIU,11 JAN 1975,CHN,8,"Ullevi Stadium, Göteborg (SWE)",07 AUG 1995,1165
40,138,42:46,Larisa RAMAZANOVA-KHMELNITSKAYA,23 SEP 1971,BLR,6,Poděbrady (CZE),19 APR 1997,1165
41,138,42:46,Shijie QIEYANG,11 NOV 1990,CHN,1,Suzhou (CHN),25 SEP 2017,1165
42,143,42:47,Hongyu LIU,11 JAN 1975,CHN,5,Shenzhen (CHN),18 FEB 1993,1165
43,143,42:47,Qinghua ZHANG,06 MAR 1973,CHN,6,Shenzhen (CHN),18 FEB 1993,1165
44,143,42:47,Tatyana RAGOZINA,03 SEP 1964,UKR,2,Eschborn (GER),12 JUN 1993,1165
45,143,42:47,Larisa RAMAZANOVA-KHMELNITSKAYA,23 SEP 1971,BLR,2,Eschborn (GER),13 JUN 1993,1165
46,147,42:48,Alina IVANOVA,16 MAR 1969,RUS,1,Sochi (RUS),22 FEB 1992,1164
47,147,42:48,Katarzyna RADTKE,31 AUG 1969,POL,1,Gdansk (POL),27 AUG 1995,1164
48,147,42:48,Sari ESSAYAH,21 FEB 1967,FIN,1,"Marietta, GA (USA)",02 SEP 1995,1164
49,147,42:48,Rosario SANCHEZ,26 OCT 1973,MEX,8,Eisenhüttenstadt (GER),08 MAY 1999,1164
50,147,42:48,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Kraków (POL),17 SEP 2006,1164
51,152,42:49,Hongyu LIU,11 JAN 1975,CHN,1,Beijing (CHN),07 APR 1994,1164
52,152,42:49,Hongyu LIU,11 JAN 1975,CHN,3,Beijing (CHN),29 APR 1995,1164
53,152,42:49,Rossella GIORDANO,01 DEC 1972,ITA,4,Fougéres (FRA),11 JUN 1995,1164
54,152,42:49,Annarita SIDOTI,25 JUL 1969,ITA,1,"Népstadion, Budapest (HUN)",20 AUG 1998,1164
55,152,42:49,Elmira ALEMBEKOVA,30 JUN 1990,RUS,3,"Adler, Sochi (RUS)",24 FEB 2008,1164
56,157,42:50,Alina IVANOVA,16 MAR 1969,URS,1,Kiev (URS),11 JUL 1991,1163
57,157,42:50,Wang YAN,02 MAY 1971,CHN,1,Dalian (CHN),01 OCT 1992,1163
58,157,42:50,Tamara KOVALENKO,05 JUN 1964,RUS,6,Livorno (ITA),12 JUN 1994,1163
59,157,42:50,Vera MAKOLOVA-NACHARKINA,17 FEB 1966,RUS,12,Naumburg (GER),25 MAY 1997,1163
60,157,42:50,Tatyana KALMYKOVA,10 JAN 1990,RUS,3,"Adler, Sochi (RUS)",28 FEB 2009,1163
61,157,42:50,Mayumi KAWASAKI,10 MAY 1980,JPN,1,Wajima (JPN),17 APR 2010,1163
62,157,42:50,Antonella PALMISANO,06 AUG 1991,ITA,2,Moskva (RUS),30 AUG 2014,1163
63,164,42:51,Tatyana RAGOZINA,03 SEP 1964,UKR,9,Eisenhüttenstadt (GER),11 MAY 1996,1162
64,164,42:51,Tamara KOVALENKO,05 JUN 1964,RUS,7,Poděbrady (CZE),19 APR 1997,1162
65,164,42:51,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Søfteland (NOR),25 MAR 2007,1162
66,164,42:51,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,3,Saransk (RUS),19 SEP 2009,1162
67,168,42:52,Kerry SAXBY,02 JUN 1961,AUS,1,Hobart (AUS),19 JUL 1987,1162
68,168,42:52,Lidia FESENKO,05 OCT 1962,URS,4,Sochi (URS),17 FEB 1991,1162
69,168,42:52,Yelena ARSHINTSEVA,05 APR 1971,RUS,2,Sochi (RUS),22 FEB 1992,1162
70,168,42:52,Madelein SVENSSON,20 JUL 1969,SWE,3,Eschborn (GER),13 JUN 1993,1162
71,168,42:52,Yelena NIKOLAYEVA,01 FEB 1966,RUS,2,Sesto San Giovanni (ITA),01 MAY 1994,1162
72,168,42:52,Beate GUMMELT,04 FEB 1968,GER,8,Poděbrady (CZE),19 APR 1997,1162
73,168,42:52,Kjersti TYSSE-PLÄTZER,18 JAN 1972,NOR,1,Piacenza (ITA),26 SEP 2004,1162
74,168,42:52,Zhenxia MA,01 AUG 1998,CHN,1,Hangzhou (CHN),17 APR 2022,1162
75,176,42:53,Mária URBANIKNÉ ROSZA,12 FEB 1967,HUN,7,Livorno (ITA),12 JUN 1994,1161
76,176,42:53,Yuliya VOYEVODINA,17 OCT 1971,RUS,5,Izhevsk (RUS),04 JUN 1995,1161
77,176,42:53,Liping WANG,08 JUL 1976,CHN,9,Poděbrady (CZE),19 APR 1997,1161
78,176,42:53,Yelena GINKO,30 JUL 1976,BLR,2,Kraków (POL),17 SEP 2005,1161
79,176,42:53,Claudia ŞTEF,25 FEB 1978,ROU,1,Craiova (ROU),04 MAR 2006,1161
80,176,42:53,Quanming WU,16 NOV 2001,CHN,2,Hangzhou (CHN),17 APR 2022,1161
81,176,42:53,Lyudmila OLYANOVSKA,20 FEB 1993,UKR,1,Borsky Mikulás (SVK),17 JUN 2023,1161
82,183,42:54,Sari ESSAYAH,21 FEB 1967,FIN,10,Eisenhüttenstadt (GER),11 MAY 1996,1161
83,183,42:54,Valentina TSYBULSKAYA,19 FEB 1968,BLR,10,Poděbrady (CZE),19 APR 1997,1161
84,183,42:54,Erica ALFRIDI,22 FEB 1968,ITA,2,"Népstadion, Budapest (HUN)",20 AUG 1998,1161
85,186,42:55,Katarzyna RADTKE,31 AUG 1969,POL,4,Eschborn (GER),13 JUN 1993,1160
86,186,42:55,Cristiana PELLINO,21 SEP 1970,ITA,8,Livorno (ITA),12 JUN 1994,1160
87,186,42:55,Olga KARDOPOLTSEVA,11 SEP 1966,BLR,2,Brest (BLR),25 FEB 1995,1160
88,186,42:55,Lyudmila DOLGOPOLOVA,11 AUG 1969,BLR,13,Naumburg (GER),25 MAY 1997,1160
89,186,42:55,Susana FEITOR,28 JAN 1975,POR,3,"Népstadion, Budapest (HUN)",20 AUG 1998,1160
90,186,42:55,Anna LUKYANOVA,23 APR 1991,RUS,4,"Adler, Sochi (RUS)",28 FEB 2009,1160
91,192,42:56,Olga PANFYOROVA,21 AUG 1977,RUS,5,"Adler, Sochi (RUS)",09 FEB 1997,1159
92,193,42:57,Alina IVANOVA,16 MAR 1969,URS,1,"National Stadium, Tokyo (JPN)",24 AUG 1991,1159
93,193,42:57,Qinghua ZHANG,06 MAR 1973,CHN,6,Shenzhen (CHN),18 FEB 1993,1159
94,193,42:57,Hongyu LIU,11 JAN 1975,CHN,11,Poděbrady (CZE),19 APR 1997,1159
95,193,42:57,Hong LIU,12 MAY 1987,CHN,1,La Coruña (ESP),17 SEP 2011,1159
96,193,42:57,Lyudmila OLYANOVSKA,20 FEB 1993,UKR,1,Borsky Mikulás (SVK),04 JUN 2022,1159
97,198,42:58,Nina ALYUSHENKO,29 MAY 1968,URS,5,Sochi (URS),17 FEB 1991,1158
98,198,42:58,Olga KARDOPOLTSEVA,11 SEP 1966,BLR,2,Moskva (RUS),26 APR 1992,1158
99,198,42:58,Kerry SAXBY-JUNNA,02 JUN 1961,AUS,4,Beijing (CHN),29 APR 1995,1158
0,198,42:58,Jiayu YANG,18 FEB 1996,CHN,3,Hangzhou (CHN),17 APR 2022,1158
1,202,42:59,Sari ESSAYAH,21 FEB 1967,FIN,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",14 AUG 1993,1158
2,202,42:59,Jolanta DUKURE,20 SEP 1979,LAT,1,Aizpute (LAT),21 JUL 2000,1158
3,202,42:59,Anisiya KORNIKOVA-KIRDYAPKINA,23 OCT 1989,RUS,1,"Adler, Sochi (RUS)",17 FEB 2007,1158
4,202,42:59,Wenxiu SU,28 JUN 1998,CHN,4,Hangzhou (CHN),17 APR 2022,1158
5,206,43:00,Tatyana MINEYEVA,10 AUG 1990,RUS,1,Saransk (RUS),07 JUN 2008,1157
6,206,43:00,Nadezhda SERGEYEVA,12 MAR 1994,RUS,2,Voronovo (RUS),23 AUG 2020,1157
7,208,43:01,Hongyu LIU,11 JAN 1975,CHN,4,Beijing (CHN),08 SEP 1993,1156
8,208,43:01,Chunxiu LI,13 AUG 1969,CHN,2,Beijing (CHN),07 APR 1994,1156
9,208,43:01,Yelena ARSHINTSEVA,05 APR 1971,RUS,1,Yaroslavl (RUS),22 MAY 1994,1156
10,208,43:01,Brigita VIRBALYTĖ-DIMSIENĖ,01 FEB 1985,LTU,1,Gdansk (POL),25 AUG 2018,1156
11,212,43:02,Olga KARDOPOLTSEVA,11 SEP 1966,BLR,5,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1156
12,212,43:02,María VASCO,26 DEC 1975,ESP,5,"Népstadion, Budapest (HUN)",20 AUG 1998,1156
13,212,43:02,Brigita VIRBALYTĖ-DIMSIENĖ,01 FEB 1985,LTU,1,Druskininkai (LTU),08 SEP 2018,1156
14,215,43:03,Annarita SIDOTI,25 JUL 1969,ITA,3,Sesto San Giovanni (ITA),01 MAY 1992,1155
15,215,43:03,Yelena NIKOLAYEVA,01 FEB 1966,RUS,1,Moskva (RUS),30 MAY 1992,1155
16,215,43:03,Kong YAN,05 APR 1971,CHN,3,Beijing (CHN),07 APR 1994,1155
17,215,43:03,Erica SENA,03 MAY 1985,BRA,2,Suzhou (CHN),25 SEP 2017,1155
18,219,43:04,Vera MAKOLOVA-NACHARKINA,17 FEB 1966,URS,1,Leningrad (URS),04 AUG 1989,1155
19,219,43:04,Kerry SAXBY-JUNNA,02 JUN 1961,AUS,1,Adelaide (AUS),04 MAR 1992,1155
20,219,43:04,Glenda MOREJÓN,30 MAY 2000,ECU,1,Sucúa (ECU),09 MAR 2019,1155
21,219,43:04,Živilė VAICIUKEVIČIŪTĖ,03 APR 1996,LTU,1,Druskininkai (LTU),14 SEP 2019,1155
22,223,43:05,Irina STANKINA,25 MAR 1977,RUS,3,Eisenhüttenstadt (GER),14 MAY 1995,1154
23,223,43:05,Natalya MISYULYA,14 APR 1966,BLR,2,Gomel (BLR),07 JUL 1995,1154
24,223,43:05,Valentina TSYBULSKAYA,19 FEB 1968,BLR,11,Eisenhüttenstadt (GER),11 MAY 1996,1154
25,223,43:05,Katarzyna RADTKE,31 AUG 1969,POL,6,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1154
26,223,43:05,Olga KARDOPOLTSEVA,11 SEP 1966,BLR,1,Eisenhüttenstadt (GER),09 MAY 1998,1154
27,223,43:05,Elmira ALEMBEKOVA,30 JUN 1990,RUS,2,Saransk (RUS),07 JUN 2008,1154
28,223,43:05,Melanie SEEGER,08 JAN 1977,GER,1,Kraków (POL),29 MAY 2010,1154
29,223,43:05,Dandan DUAN,23 MAY 1995,CHN,1,Taicang (CHN),04 MAY 2014,1154
30,223,43:05,Jingjing NIE,01 MAR 1988,CHN,3,Suzhou (CHN),25 SEP 2017,1154
