"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
25,26,3:54.23,Olga DVIRNA,11 FEB 1953,URS,1f1,Kiev (URS),27 JUL 1982,1252
26,27,3:54.38,Gudaf TSEGAY,23 JUN 1997,ETH,3,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1251
27,28,3:54.50,Laura MUIR,09 MAY 1993,GBR,2,"National Stadium, Tokyo (JPN)",06 AUG 2021,1250
28,29,3:54.52,Ling ZHANG,13 APR 1980,CHN,5,Shanghai (CHN),18 OCT 1997,1250
29,29,3:54.52,Gudaf TSEGAY,23 JUN 1997,ETH,2,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,1250
30,31,3:54.99,Shelby HOULIHAN,08 FEB 1993,USA,4,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1246
31,32,3:55.0h,Tatyana KAZANKINA,17 DEC 1951,URS,1,Moskva (URS),06 JUL 1980,1246
32,33,3:55.01,Lixin LAN,14 FEB 1979,CHN,h,Shanghai (CHN),17 OCT 1997,1246
33,34,3:55.07,Yanmei DONG,16 FEB 1977,CHN,6,Shanghai (CHN),18 OCT 1997,1245
34,35,3:55.22,Laura MUIR,09 MAY 1993,GBR,1,Paris (FRA),27 AUG 2016,1244
35,36,3:55.28,Laura MUIR,09 MAY 1993,GBR,3,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,1244
36,37,3:55.30,Hassiba BOULMERKA,10 JUL 1968,ALG,1,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992,1244
37,37,3:55.30,Sifan HASSAN,01 JAN 1993,NED,,"Stade Louis II, Monaco (MON)",12 JUL 2019,1244
38,39,3:55.33,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1243
39,40,3:55.38,Yunxia QU,25 DEC 1972,CHN,h,Shanghai (CHN),17 OCT 1997,1243
40,41,3:55.47,Ling ZHANG,13 APR 1980,CHN,h,Shanghai (CHN),17 OCT 1997,1242
41,41,3:55.47,Genzebe DIBABA,08 FEB 1991,ETH,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1242
42,43,3:55.59,Laura MUIR,09 MAY 1993,GBR,3,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1241
43,44,3:55.60,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,Zürich (SUI),15 AUG 2003,1241
44,45,3:55.68,Yuliya CHIZHENKO,30 AUG 1979,RUS,1,Paris (FRA),08 JUL 2006,1240
45,46,3:55.76,Laura MUIR,09 MAY 1993,GBR,5,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1240
46,47,3:55.82,Yanmei DONG,16 FEB 1977,CHN,h,Shanghai (CHN),17 OCT 1997,1239
47,48,3:55.86,Sifan HASSAN,01 JAN 1993,NED,3,"National Stadium, Tokyo (JPN)",06 AUG 2021,1239
48,49,3:55.93,Sifan HASSAN,01 JAN 1993,NED,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1238
49,50,3:56.0h,Tatyana KAZANKINA,17 DEC 1951,URS,1,Podolsk (URS),28 JUN 1976,1238
50,51,3:56.05,Sifan HASSAN,01 JAN 1993,NED,2,"Stade Louis II, Monaco (MON)",17 JUL 2015,1237
51,52,3:56.12,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,6,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1237
52,53,3:56.14,Zamira ZAYTSEVA,16 FEB 1953,URS,2f1,Kiev (URS),27 JUL 1982,1237
53,53,3:56.14,Sifan HASSAN,01 JAN 1993,NED,1,"FBK Stadium, Hengelo (NED)",11 JUN 2017,1237
54,55,3:56.18,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,Rieti (ITA),27 AUG 2006,1236
55,56,3:56.22,Paula IVAN,20 JUL 1963,ROU,1,"Letzigrund, Zürich (SUI)",17 AUG 1988,1236
56,56,3:56.22,Sifan HASSAN,01 JAN 1993,NED,1,"Stadio Olimpico, Roma (ITA)",08 JUN 2017,1236
57,58,3:56.28,Genzebe DIBABA,08 FEB 1991,ETH,1,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1236
58,58,3:56.28,Freweyni HAILU,12 FEB 2001,ETH,3,"Stade Louis II, Monaco (MON)",09 JUL 2021,1236
59,60,3:56.29,Shannon ROWBURY,19 SEP 1984,USA,3,"Stade Louis II, Monaco (MON)",17 JUL 2015,1236
60,61,3:56.31,Dong LIU,24 DEC 1973,CHN,h,Shanghai (CHN),17 OCT 1997,1235
61,62,3:56.41,Faith KIPYEGON,10 JAN 1994,KEN,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1235
62,63,3:56.43,Yelena SOBOLEVA,03 OCT 1982,RUS,2,Paris (FRA),08 JUL 2006,1234
63,64,3:56.50,Tetyana POZDNYAKOVA,04 MAR 1956,URS,3f1,Kiev (URS),27 JUL 1982,1234
64,65,3:56.54,Abeba AREGAWI,05 JUL 1990,ETH,1,"Stadio Olimpico, Roma (ITA)",31 MAY 2012,1233
65,66,3:56.55,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,"Stadio Olimpico, Roma (ITA)",10 JUL 2009,1233
66,67,3:56.56,Tatyana KAZANKINA,17 DEC 1951,URS,1,"Lenin Stadium, Moskva (URS)",01 AUG 1980,1233
67,68,3:56.60,Abeba AREGAWI,05 JUL 1990,SWE,1,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1233
68,69,3:56.63,Nadezhda RALLDUGINA,15 NOV 1957,URS,1,Praha (TCH),18 AUG 1984,1233
69,69,3:56.63,Ciara MAGEEAN,12 MAR 1992,IRL,1,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1233
70,71,3:56.65,Yekaterina PODKOPAYEVA,11 JUN 1952,URS,1,Rieti (ITA),02 SEP 1984,1233
71,72,3:56.68,Genzebe DIBABA,08 FEB 1991,ETH,1,"Stadion Śląski, Chorzów (POL)",08 JUN 2018,1232
72,73,3:56.69,Sifan HASSAN,01 JAN 1993,NED,,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1232
73,74,3:56.7h,Doina MELINTE,27 DEC 1956,ROU,1,Bucureşti (ROU),12 JUL 1986,1232
74,75,3:56.72,Faith KIPYEGON,10 JAN 1994,KEN,2,Paris (FRA),27 AUG 2016,1232
75,76,3:56.73,Laura MUIR,09 MAY 1993,GBR,2,"Stadio Olimpico, Roma (ITA)",06 JUN 2019,1232
76,77,3:56.74,Yelena SOBOLEVA,03 OCT 1982,RUS,1,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1232
77,78,3:56.79,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,Rieti (ITA),28 AUG 2005,1231
78,79,3:56.80,Faith KIPYEGON,10 JAN 1994,KEN,1sf1,"National Stadium, Tokyo (JPN)",04 AUG 2021,1231
79,80,3:56.82,Faith KIPYEGON,10 JAN 1994,KEN,1,"Shanghai Stadium, Shanghai (CHN)",14 MAY 2016,1231
80,81,3:56.86,Laura MUIR,09 MAY 1993,GBR,2,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1231
81,82,3:56.9h,Zamira ZAYTSEVA,16 FEB 1953,URS,4,Moskva (URS),06 JUL 1980,1231
82,83,3:56.91,Lyudmila ROGACHOVA,30 OCT 1966,EUN,2,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992,1230
83,83,3:56.91,Tatyana TOMASHOVA,01 JUL 1975,RUS,1,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006,1230
84,83,3:56.91,Diribe WELTEJI,13 MAY 2002,ETH,1,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1230
85,86,3:56.94,Freweyni HAILU,12 FEB 2001,ETH,3,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1230
86,87,3:56.97,Gabriela SZABO,14 NOV 1975,ROU,1,"Stade Louis II, Monaco (MON)",08 AUG 1998,1230
87,88,3:56.98,Faith KIPYEGON,10 JAN 1994,KEN,2,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1230
88,89,3:57.00,Sifan HASSAN,01 JAN 1993,NED,1,Paris (FRA),05 JUL 2014,1230
89,90,3:57.03,Liu JING,03 FEB 1971,CHN,h,Shanghai (CHN),17 OCT 1997,1229
90,91,3:57.04,Faith KIPYEGON,10 JAN 1994,KEN,1,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1229
91,92,3:57.05,Svetlana GUSKOVA,19 AUG 1957,URS,4f1,Kiev (URS),27 JUL 1982,1229
92,92,3:57.05,Hellen OBIRI,13 DEC 1989,KEN,1,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1229
93,94,3:57.08,Yunxia QU,25 DEC 1972,CHN,3,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992,1229
94,94,3:57.08,Sifan HASSAN,01 JAN 1993,NED,1,"Letzigrund, Zürich (SUI)",29 AUG 2019,1229
95,96,3:57.09,Laura MUIR,09 MAY 1993,GBR,2,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1229
96,97,3:57.10,Sifan HASSAN,01 JAN 1993,NED,1,"Stade Charléty, Paris (FRA)",01 JUL 2017,1229
97,98,3:57.11,Svetlana MASTERKOVA,17 JAN 1968,RUS,2,"Stade Louis II, Monaco (MON)",08 AUG 1998,1229
98,99,3:57.12,Mary DECKER,04 AUG 1958,USA,1,Stockholm (SWE),26 JUL 1983,1229
99,100,3:57.13,Sifan HASSAN,01 JAN 1993,NED,3,Paris (FRA),27 AUG 2016,1229
0,101,3:57.15,Yinglai LANG,22 AUG 1979,CHN,h,Shanghai (CHN),17 OCT 1997,1229
1,102,3:57.22,Maricica PUICĂ,29 JUL 1950,ROU,1,Bucureşti (ROU),01 JUL 1984,1228
2,102,3:57.22,Jenny SIMPSON,23 AUG 1986,USA,2,Paris (FRA),05 JUL 2014,1228
3,102,3:57.22,Sifan HASSAN,01 JAN 1993,NED,2,"Boudewijnstadion, Bruxelles (BEL)",01 SEP 2017,1228
4,105,3:57.24,Mary SLANEY,04 AUG 1958,USA,1,Bruxelles (BEL),30 AUG 1985,1228
5,106,3:57.27,Jiang BO,13 MAR 1977,CHN,h,Shanghai (CHN),17 OCT 1997,1228
6,107,3:57.29,Yuliya CHIZHENKO,30 AUG 1979,RUS,2,Rieti (ITA),27 AUG 2006,1227
7,107,3:57.29,Jessica HULL,22 OCT 1996,AUS,3,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1227
8,109,3:57.30,Jenny SIMPSON,23 AUG 1986,USA,4,"Stade Louis II, Monaco (MON)",17 JUL 2015,1227
9,109,3:57.30,Hirut MESHESHA,20 JAN 2001,ETH,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1227
10,111,3:57.33,Freweyni HAILU,12 FEB 2001,ETH,1,"FBK Stadium, Hengelo (NED)",08 JUN 2021,1227
11,112,3:57.34,Shelby HOULIHAN,08 FEB 1993,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1227
12,113,3:57.38,Diribe WELTEJI,13 MAY 2002,ETH,1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,1227
13,114,3:57.4h,Yekaterina PODKOPAYEVA,11 JUN 1952,URS,5,Moskva (URS),06 JUL 1980,1226
14,114,3:57.40,Suzy FAVOR HAMILTON,08 AUG 1968,USA,1,"Bislett Stadion, Oslo (NOR)",28 JUL 2000,1226
15,114,3:57.40,Gudaf TSEGAY,23 JUN 1997,ETH,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",16 JUN 2019,1226
16,114,3:57.40,Laura MUIR,09 MAY 1993,GBR,1,"Olympiastadion, Berlin (GER)",13 SEP 2020,1226
17,118,3:57.41,Jackline MARANGA,16 DEC 1977,KEN,3,"Stade Louis II, Monaco (MON)",08 AUG 1998,1226
18,118,3:57.41,Sifan HASSAN,01 JAN 1993,NED,,"Olympic Stadium, London (GBR)",22 JUL 2018,1226
19,120,3:57.46,Linli ZHANG,06 MAR 1973,CHN,3,Beijing (CHN),11 SEP 1993,1226
20,121,3:57.48,Maricica PUICĂ,29 JUL 1950,ROU,1,Bucureşti (ROU),31 JUL 1982,1226
21,122,3:57.49,Laura MUIR,09 MAY 1993,GBR,1,"Olympic Stadium, London (GBR)",22 JUL 2016,1226
22,123,3:57.50,Tatyana TOMASHOVA,01 JUL 1975,RUS,3,Rieti (ITA),27 AUG 2006,1226
23,124,3:57.51,Faith KIPYEGON,10 JAN 1994,KEN,2,"Stade Charléty, Paris (FRA)",01 JUL 2017,1226
24,125,3:57.54,Genzebe DIBABA,08 FEB 1991,ETH,3,"Suhaim bin Hamad Stadium, Doha (QAT)",10 MAY 2013,1225
25,125,3:57.54,Freweyni HAILU,12 FEB 2001,ETH,2sf1,"National Stadium, Tokyo (JPN)",04 AUG 2021,1225
26,127,3:57.57,Abeba AREGAWI,05 JUL 1990,SWE,2,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1225
27,128,3:57.60,Freweyni HAILU,12 FEB 2001,ETH,4,"National Stadium, Tokyo (JPN)",06 AUG 2021,1225
28,129,3:57.61,Yuliya CHIZHENKO,30 AUG 1979,RUS,2,"Ullevi Stadium, Göteborg (SWE)",13 AUG 2006,1225
29,130,3:57.64,Gudaf TSEGAY,23 JUN 1997,ETH,1,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1225
30,131,3:57.65,Freweyni HAILU,12 FEB 2001,ETH,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1224
31,132,3:57.66,Birke HAYLOM,06 JAN 2006,ETH,3,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",28 MAY 2023,1224
32,133,3:57.70,Tetyana POZDNYAKOVA,04 MAR 1956,URS,2,Rieti (ITA),02 SEP 1984,1224
33,134,3:57.71,Christiane WARTENBERG,27 OCT 1956,GDR,2,"Lenin Stadium, Moskva (URS)",01 AUG 1980,1224
34,134,3:57.71,Carla SACRAMENTO,10 DEC 1971,POR,4,"Stade Louis II, Monaco (MON)",08 AUG 1998,1224
35,136,3:57.72,Galina ZAKHAROVA,07 SEP 1956,URS,1,Baku (AZE),14 SEP 1984,1224
36,136,3:57.72,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,"Stade Louis II, Monaco (MON)",13 SEP 2003,1224
37,138,3:57.73,Maricica PUICĂ,29 JUL 1950,ROU,2,Bruxelles (BEL),30 AUG 1985,1224
38,138,3:57.73,Natalya YEVDOKIMOVA,17 MAR 1978,RUS,2,Rieti (ITA),28 AUG 2005,1224
39,140,3:57.75,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,Bruxelles (BEL),30 AUG 2002,1224
40,141,3:57.77,Liu JING,03 FEB 1971,CHN,7,Shanghai (CHN),18 OCT 1997,1223
41,141,3:57.77,Genzebe DIBABA,08 FEB 1991,ETH,1,"Shanghai Stadium, Shanghai (CHN)",19 MAY 2012,1223
42,143,3:57.78,Olga DVIRNA,11 FEB 1953,URS,1,Budapest (HUN),29 JUL 1981,1223
43,143,3:57.78,Shannon ROWBURY,19 SEP 1984,USA,1,"Letzigrund, Zürich (SUI)",01 SEP 2016,1223
44,145,3:57.80,Olga DVIRNA,11 FEB 1953,URS,1,"Olympic Stadium, Athina (GRE)",11 SEP 1982,1223
45,146,3:57.82,Maricica PUICĂ,29 JUL 1950,ROU,1,Tirrenia (ITA),25 AUG 1982,1223
46,146,3:57.82,Genzebe DIBABA,08 FEB 1991,ETH,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2017,1223
47,146,3:57.82,Diribe WELTEJI,13 MAY 2002,ETH,4,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1223
48,149,3:57.83,Yunxia QU,25 DEC 1972,CHN,8,Shanghai (CHN),18 OCT 1997,1223
49,150,3:57.84,Diribe WELTEJI,13 MAY 2002,ETH,1,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1223
50,151,3:57.85,Laura MUIR,09 MAY 1993,GBR,2,"Letzigrund, Zürich (SUI)",01 SEP 2016,1223
51,152,3:57.86,Laura MUIR,09 MAY 1993,GBR,1,"Olympiastadion, Stockholm (SWE)",23 AUG 2020,1223
52,153,3:57.87,Hirut MESHESHA,20 JAN 2001,ETH,2,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,1223
53,154,3:57.90,Kelly HOLMES,19 APR 1970,GBR,1,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1222
54,155,3:57.92,Tatyana DOROVSKIKH,12 AUG 1961,EUN,4,"Estadio Olímpico, Barcelona (ESP)",08 AUG 1992,1222
55,156,3:58.00,Junxia WANG,09 JAN 1973,CHN,1h,Jinan (CHN),02 JUN 1993,1222
56,156,3:58.00,Shannon ROWBURY,19 SEP 1984,USA,4,Paris (FRA),27 AUG 2016,1222
57,158,3:58.01,Faith KIPYEGON,10 JAN 1994,KEN,3,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1222
58,159,3:58.02,Yuliya CHIZHENKO,30 AUG 1979,RUS,2,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1221
59,160,3:58.03,Ellinor PURRIER ST. PIERRE,20 FEB 1995,USA,1,"Hayward Field, Eugene, OR (USA)",21 JUN 2021,1221
60,161,3:58.07,Kelly HOLMES,19 APR 1970,GBR,1,Sheffield (GBR),29 JUN 1997,1221
61,162,3:58.09,Dawit SEYAUM,27 JUL 1996,ETH,5,Paris (FRA),27 AUG 2016,1221
62,163,3:58.1h,Doina MELINTE,27 DEC 1956,ROU,1,Bucureşti (ROU),09 JUN 1984,1221
63,163,3:58.10,Dawit SEYAUM,27 JUL 1996,ETH,2,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1221
64,165,3:58.12,Naomi MUGO,02 JAN 1977,KEN,5,"Stade Louis II, Monaco (MON)",08 AUG 1998,1221
65,165,3:58.12,Tatyana TOMASHOVA,01 JUL 1975,RUS,2,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1221
66,165,3:58.12,Sifan HASSAN,01 JAN 1993,NED,1,"FBK Stadium, Hengelo (NED)",04 JUN 2023,1221
67,168,3:58.17,Nadezhda RALLDUGINA,15 NOV 1957,URS,5f1,Kiev (URS),27 JUL 1982,1220
68,169,3:58.18,Dong LIU,24 DEC 1973,CHN,9,Shanghai (CHN),18 OCT 1997,1220
69,169,3:58.18,Laura MUIR,09 MAY 1993,GBR,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1220
70,169,3:58.18,Freweyni HAILU,12 FEB 2001,ETH,2,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1220
71,169,3:58.18,Gudaf TSEGAY,23 JUN 1997,ETH,2,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1220
72,173,3:58.19,Jenny SIMPSON,23 AUG 1986,USA,6,Paris (FRA),27 AUG 2016,1220
73,174,3:58.2h,Natalia MĂRĂŞESCU,03 OCT 1952,ROU,1,Athina (GRE),11 AUG 1979,1220
74,174,3:58.20,Anita WEYERMANN,08 DEC 1977,SUI,6,"Stade Louis II, Monaco (MON)",08 AUG 1998,1220
75,174,3:58.20,Winny CHEBET,20 DEC 1990,KEN,7,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1220
76,177,3:58.22,Lili YIN,11 NOV 1979,CHN,h,Shanghai (CHN),17 OCT 1997,1220
77,178,3:58.24,Laura MUIR,09 MAY 1993,GBR,1,"Stadion Śląski, Chorzów (POL)",06 SEP 2020,1220
78,179,3:58.25,Laura MUIR,09 MAY 1993,GBR,1,"Olympic Stadium, London (GBR)",20 JUL 2019,1220
79,180,3:58.26,Doina MELINTE,27 DEC 1956,ROU,1,Bucureşti (ROU),12 JUL 1984,1220
80,181,3:58.28,Elvan ABEYLEGESSE,11 SEP 1982,TUR,1,Moskva (RUS),30 MAY 2004,1219
81,181,3:58.28,Jenny SIMPSON,23 AUG 1986,USA,4,"Hayward Field, Eugene, OR (USA)",31 MAY 2014,1219
82,181,3:58.28,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,3sf1,"National Stadium, Tokyo (JPN)",04 AUG 2021,1219
83,184,3:58.29,Maricica PUICĂ,29 JUL 1950,ROU,2,Budapest (HUN),29 JUL 1981,1219
84,184,3:58.29,Violeta BECLEA-SZEKELY,26 MAR 1965,ROU,1,"Stade Louis II, Monaco (MON)",18 AUG 2000,1219
85,186,3:58.3h,Yekaterina PODKOPAYEVA,11 JUN 1952,URS,1,Moskva (URS),12 JUN 1980,1219
86,187,3:58.33,Faith KIPYEGON,10 JAN 1994,KEN,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,1219
87,188,3:58.36,Ellinor PURRIER,20 FEB 1995,USA,1f1,"Hilmer Lodge Stadium, Walnut, CA (USA)",09 MAY 2021,1219
88,189,3:58.37,Tatyana PROVIDOKHINA,26 MAR 1953,URS,1,Podolsk (URS),22 AUG 1982,1219
89,190,3:58.38,Suzy FAVOR HAMILTON,08 AUG 1968,USA,7,"Stade Louis II, Monaco (MON)",08 AUG 1998,1219
90,191,3:58.39,Maria CIONCAN,19 JUN 1977,ROU,3,"Olympic Stadium, Athina (GRE)",28 AUG 2004,1218
91,191,3:58.39,Sifan HASSAN,01 JAN 1993,NED,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2018,1218
92,193,3:58.40,Ravilya AGLETDINOVA,10 FEB 1960,URS,1,Moskva (URS),18 AUG 1985,1218
93,194,3:58.42,Svetlana MASTERKOVA,17 JAN 1968,RUS,1,"Stadio Olimpico, Roma (ITA)",14 JUL 1998,1218
94,194,3:58.42,Jenny SIMPSON,23 AUG 1986,USA,8,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1218
95,196,3:58.43,Kutre DULECHA,22 AUG 1978,ETH,8,"Stade Louis II, Monaco (MON)",08 AUG 1998,1218
96,196,3:58.43,Süreyya AYHAN-KOP,06 SEP 1978,TUR,1,"Olympiastadion, Berlin (GER)",06 SEP 2002,1218
97,196,3:58.43,Sifan HASSAN,01 JAN 1993,NED,3,"Letzigrund, Zürich (SUI)",01 SEP 2016,1218
98,199,3:58.49,Laura MUIR,09 MAY 1993,GBR,1,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1218
99,200,3:58.5h,Zamira ZAYTSEVA,16 FEB 1953,URS,2,Moskva (URS),12 JUN 1980,1218
0,201,3:58.52,Tatyana TOMASHOVA,01 JUL 1975,RUS,1,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003,1217
1,202,3:58.53,Laura MUIR,09 MAY 1993,GBR,2,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1217
2,203,3:58.54,Jenny SIMPSON,23 AUG 1986,USA,4,"Letzigrund, Zürich (SUI)",01 SEP 2016,1217
3,204,3:58.55,Sifan HASSAN,01 JAN 1993,NED,2,"Letzigrund, Zürich (SUI)",09 SEP 2021,1217
4,205,3:58.56,Tatyana SAMOLENKO,12 AUG 1961,URS,1,"Stadio Olimpico, Roma (ITA)",05 SEP 1987,1217
5,206,3:58.57,Faith KIPYEGON,10 JAN 1994,KEN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1217
6,207,3:58.58,Hellen OBIRI,13 DEC 1989,KEN,1,"Hayward Field, Eugene, OR (USA)",01 JUN 2013,1217
7,208,3:58.59,Abeba AREGAWI,05 JUL 1990,ETH,1,Paris (FRA),06 JUL 2012,1217
8,209,3:58.60,Olga DVIRNA,11 FEB 1953,URS,1,Moskva (URS),07 AUG 1981,1217
9,209,3:58.60,Yelena SOBOLEVA,03 OCT 1982,RUS,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1217
10,211,3:58.62,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,3,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1217
11,212,3:58.63,Dawit SEYAUM,27 JUL 1996,ETH,5,"Letzigrund, Zürich (SUI)",01 SEP 2016,1217
12,213,3:58.64,Renmei WANG,05 JUL 1970,CHN,4,Beijing (CHN),11 SEP 1993,1216
13,214,3:58.65,Gabriella DORIO,26 JUN 1957,ITA,2,Tirrenia (ITA),25 AUG 1982,1216
