"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
43,44,2:18:31,Tirunesh DIBABA,01 OCT 1985,ETH,1,"Chicago, IL (USA)",08 OCT 2017,1249
44,44,2:18:31,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,London (GBR),22 APR 2018,1249
45,46,2:18:32,Alemu MEGERTU,12 OCT 1997,ETH,3,London (GBR),02 OCT 2022,1248
46,47,2:18:33,Azmera ABREHA,31 JAN 1998,ETH,2,Valencia (ESP),01 DEC 2019,1248
47,47,2:18:33,Sifan HASSAN,01 JAN 1993,NED,1,London (GBR),23 APR 2023,1248
48,49,2:18:34,Ruti AGA,16 JAN 1994,ETH,2,Berlin (GER),16 SEP 2018,1248
49,50,2:18:35,Brigid KOSGEI,20 FEB 1994,KEN,1,"Chicago, IL (USA)",07 OCT 2018,1248
50,50,2:18:35,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,Istanbul (TUR),11 NOV 2018,1248
51,50,2:18:35,Birhane DIBABA,11 SEP 1993,ETH,2,Tokyo (JPN),01 MAR 2020,1248
52,53,2:18:37,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,London (GBR),22 APR 2012,1248
53,53,2:18:37,Alemu MEGERTU,12 OCT 1997,ETH,2,London (GBR),23 APR 2023,1248
54,55,2:18:38,Peres JEPCHIRCHIR,27 SEP 1993,KEN,3,London (GBR),23 APR 2023,1247
55,56,2:18:40,Joyciline JEPKOSGEI,08 DEC 1993,KEN,2,Valencia (ESP),06 DEC 2020,1247
56,56,2:18:40,Brigid KOSGEI,20 FEB 1994,KEN,4,London (GBR),03 OCT 2021,1247
57,58,2:18:42,Angela TANUI,27 JUL 1992,KEN,4,Tokyo (JPN),06 MAR 2022,1247
58,59,2:18:43,Judith Jeptum KORIR,12 DEC 1995,KEN,4,London (GBR),02 OCT 2022,1247
59,60,2:18:45,Lonah Chemtai SALPETER,12 DEC 1988,ISR,2,Nagoya (JPN),13 MAR 2022,1246
60,61,2:18:46,Birhane DIBABA,11 SEP 1993,ETH,3,Valencia (ESP),01 DEC 2019,1246
61,62,2:18:47,Catherine NDEREBA,21 JUL 1972,KEN,1,"Chicago, IL (USA)",07 OCT 2001,1246
62,62,2:18:47,Tiruye MESFIN,11 SEP 2002,ETH,6,Valencia (ESP),04 DEC 2022,1246
63,64,2:18:51,Alemu MEGERTU,12 OCT 1997,ETH,1,Sevilla (ESP),20 FEB 2022,1245
64,64,2:18:51,Workenesh EDESA,11 SEP 1992,ETH,4,Berlin (GER),25 SEP 2022,1245
65,64,2:18:51,Sheila CHEPKIRUI,27 DEC 1990,KEN,4,London (GBR),23 APR 2023,1245
66,67,2:18:52,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,4,Valencia (ESP),01 DEC 2019,1245
67,67,2:18:52,Tigist GIRMA,12 JUL 1993,ETH,7,Valencia (ESP),04 DEC 2022,1245
68,69,2:18:53,Yalemzerf YEHUALAW,03 AUG 1999,ETH,5,London (GBR),23 APR 2023,1245
69,70,2:18:54,Lonah Chemtai SALPETER,12 DEC 1988,ISR,5,London (GBR),03 OCT 2021,1245
70,71,2:18:55,Tirunesh DIBABA,01 OCT 1985,ETH,3,Berlin (GER),16 SEP 2018,1244
71,72,2:18:56,Paula RADCLIFFE,17 DEC 1973,GBR,1,London (GBR),14 APR 2002,1244
72,73,2:18:58,Tiki GELANA,22 OCT 1987,ETH,1,Rotterdam (NED),15 APR 2012,1244
73,73,2:18:58,Brigid KOSGEI,20 FEB 1994,KEN,1,London (GBR),04 OCT 2020,1244
74,75,2:18:59,Tsehay GEMECHU,12 DEC 1998,ETH,3,Amsterdam (NED),16 OCT 2022,1244
75,76,2:19:10,Valary JEMELI,08 JUN 1991,KEN,1,Frankfurt (GER),27 OCT 2019,1242
76,76,2:19:10,Hiwot GEBREKIDAN,11 MAY 1995,ETH,5,Tokyo (JPN),06 MAR 2022,1242
77,78,2:19:11,Ashete BEKERE,17 APR 1988,ETH,3,Tokyo (JPN),05 MAR 2023,1242
78,79,2:19:12,Mizuki NOGUCHI,03 JUL 1978,JPN,1,Berlin (GER),25 SEP 2005,1242
79,79,2:19:12,Keira D'AMATO,21 OCT 1984,USA,1,"Houston, TX (USA)",16 JAN 2022,1242
80,81,2:19:17,Roza DEREJE,09 MAY 1997,ETH,1,Dubai (UAE),26 JAN 2018,1241
81,82,2:19:19,Irina MIKITENKO,23 AUG 1972,GER,1,Berlin (GER),28 SEP 2008,1240
82,82,2:19:19,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,London (GBR),17 APR 2011,1240
83,84,2:19:24,Hitomi NIIYA,26 FEB 1988,JPN,1,"Houston, TX (USA)",15 JAN 2023,1239
84,85,2:19:25,Gladys CHERONO,12 MAY 1983,KEN,1,Berlin (GER),27 SEP 2015,1239
85,86,2:19:26,Catherine NDEREBA,21 JUL 1972,KEN,2,"Chicago, IL (USA)",13 OCT 2002,1239
86,86,2:19:26,Degitu AZIMERAW,24 JAN 1999,ETH,1,Amsterdam (NED),20 OCT 2019,1239
87,88,2:19:27,Joan Chelimo MELLY,10 NOV 1990,ROU,5,London (GBR),02 OCT 2022,1239
88,89,2:19:28,Zeineba YIMER,17 JUN 1998,ETH,5,Valencia (ESP),01 DEC 2019,1239
89,90,2:19:30,Boru Feyse TADESE,19 NOV 1988,ETH,2,Dubai (UAE),26 JAN 2018,1238
90,90,2:19:30,Ashete BEKERE,17 APR 1988,ETH,6,London (GBR),02 OCT 2022,1238
91,92,2:19:31,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,Dubai (UAE),27 JAN 2012,1238
92,92,2:19:31,Nancy JELAGAT,1986,KEN,1,Valencia (ESP),05 DEC 2021,1238
93,94,2:19:34,Lucy Kabuu WANGUI,24 MAR 1984,KEN,2,Dubai (UAE),27 JAN 2012,1238
94,95,2:19:35,Hiwot GEBREKIDAN,11 MAY 1995,ETH,1,Milano (ITA),16 MAY 2021,1238
95,96,2:19:36,Deena KASTOR,14 FEB 1973,USA,1,London (GBR),23 APR 2006,1237
96,96,2:19:36,Yebrgual MELESE,18 APR 1990,ETH,3,Dubai (UAE),26 JAN 2018,1237
97,98,2:19:38,Worknesh DEGEFA,28 OCT 1990,ETH,1,Dubai (UAE),24 JAN 2020,1237
98,99,2:19:39,Yingjie SUN,19 JAN 1979,CHN,1,Beijing (CHN),19 OCT 2003,1237
99,100,2:19:41,Yoko SHIBUI,14 MAR 1979,JPN,1,Berlin (GER),26 SEP 2004,1237
0,100,2:19:41,Tirfi TSEGAYE,25 NOV 1984,ETH,1,Dubai (UAE),22 JAN 2016,1237
1,102,2:19:44,Florence KIPLAGAT,27 FEB 1987,KEN,1,Berlin (GER),25 SEP 2011,1236
2,102,2:19:44,Zeineba YIMER,17 JUN 1998,ETH,1,Barcelona (ESP),19 MAR 2023,1236
3,104,2:19:46,Naoko TAKAHASHI,06 MAY 1972,JPN,1,Berlin (GER),30 SEP 2001,1236
4,104,2:19:46,Lonah Chemtai SALPETER,12 DEC 1988,ISR,1,Praha (CZE),05 MAY 2019,1236
5,106,2:19:47,Sarah CHEPCHIRCHIR,27 JUL 1984,KEN,1,Tokyo (JPN),26 FEB 2017,1236
6,107,2:19:48,Judith Jeptum KORIR,12 DEC 1995,KEN,1,Paris (FRA),03 APR 2022,1235
7,108,2:19:50,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,London (GBR),22 APR 2012,1235
8,109,2:19:51,Chunxiu ZHOU,15 NOV 1978,CHN,1,Seoul (KOR),12 MAR 2006,1235
9,109,2:19:51,Birhane DIBABA,11 SEP 1993,ETH,1,Tokyo (JPN),25 FEB 2018,1235
10,111,2:19:52,Mare DIBABA,20 OCT 1989,ETH,3,Dubai (UAE),27 JAN 2012,1235
11,111,2:19:52,Mare DIBABA,20 OCT 1989,ETH,1,Xiamen (CHN),03 JAN 2015,1235
12,111,2:19:52,Tigist GIRMA,12 JUL 1993,ETH,2,Amsterdam (NED),20 OCT 2019,1235
13,111,2:19:52,Helalia JOHANNES,13 AUG 1980,NAM,3,Valencia (ESP),06 DEC 2020,1235
14,115,2:19:53,Worknesh DEGEFA,28 OCT 1990,ETH,4,Dubai (UAE),26 JAN 2018,1234
15,116,2:19:54,Zeineba YIMER,17 JUN 1998,ETH,4,Valencia (ESP),06 DEC 2020,1234
16,117,2:19:55,Catherine NDEREBA,21 JUL 1972,KEN,2,London (GBR),13 APR 2003,1234
17,118,2:19:56,Degitu AZIMERAW,24 JAN 1999,ETH,5,Valencia (ESP),06 DEC 2020,1234
18,118,2:19:56,Tigist GIRMA,12 JUL 1993,ETH,6,Valencia (ESP),06 DEC 2020,1234
19,120,2:19:57,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,1,"Chicago, IL (USA)",13 OCT 2013,1234
20,121,2:20:02,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,Dubai (UAE),23 JAN 2015,1233
21,121,2:20:02,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,3,Seoul (KOR),17 APR 2022,1233
22,123,2:20:03,Gladys CHERONO,12 MAY 1983,KEN,2,Dubai (UAE),23 JAN 2015,1233
23,123,2:20:03,Etagegne WOLDU,10 MAY 1996,ETH,8,Valencia (ESP),04 DEC 2022,1233
24,123,2:20:03,Selly Chepyego KAPTICH,03 OCT 1985,KEN,2,Barcelona (ESP),19 MAR 2023,1233
25,126,2:20:05,Ruti AGA,16 JAN 1994,ETH,7,Valencia (ESP),06 DEC 2020,1232
26,127,2:20:08,Angela TANUI,27 JUL 1992,KEN,1,Siena (ITA),11 APR 2021,1232
27,128,2:20:09,Gotytom GEBRESLASE,15 JAN 1995,ETH,1,Berlin (GER),26 SEP 2021,1232
28,128,2:20:09,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,1,Hamburg (GER),23 APR 2023,1232
29,130,2:20:10,Celestine CHEPCHIRCHIR,18 DEC 1995,KEN,4,Seoul (KOR),17 APR 2022,1232
30,131,2:20:11,Gutemi Shone IMANA,17 NOV 1991,ETH,2,Dubai (UAE),24 JAN 2020,1231
31,132,2:20:13,Haftamnesh TESFAYE,28 APR 1994,ETH,5,Dubai (UAE),26 JAN 2018,1231
32,132,2:20:13,Brigid KOSGEI,20 FEB 1994,KEN,2,London (GBR),22 APR 2018,1231
33,132,2:20:13,Workenesh EDESA,11 SEP 1992,ETH,4,Tokyo (JPN),05 MAR 2023,1231
34,135,2:20:14,Prisca JEPTOO,24 JUN 1984,KEN,3,London (GBR),22 APR 2012,1231
35,135,2:20:14,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,2,London (GBR),28 APR 2019,1231
36,135,2:20:14,Ashete BEKERE,17 APR 1988,ETH,1,Berlin (GER),29 SEP 2019,1231
37,135,2:20:14,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,1,Praha (CZE),30 MAY 2021,1231
38,139,2:20:15,Prisca JEPTOO,24 JUN 1984,KEN,1,London (GBR),21 APR 2013,1231
39,140,2:20:16,Etagegne WOLDU,10 MAY 1996,ETH,2,Valencia (ESP),05 DEC 2021,1231
40,141,2:20:18,Tirfi TSEGAYE,25 NOV 1984,ETH,1,Berlin (GER),28 SEP 2014,1230
41,141,2:20:18,Maurine CHEPKEMOI,24 MAY 1998,KEN,2,Amsterdam (NED),17 OCT 2021,1230
42,141,2:20:18,Vivian KIPLAGAT,09 NOV 1991,KEN,1,Milano (ITA),03 APR 2022,1230
43,141,2:20:18,Lonah Chemtai SALPETER,12 DEC 1988,ISR,3,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022,1230
44,141,2:20:18,Tiruye MESFIN,11 SEP 2002,ETH,2,Hamburg (GER),23 APR 2023,1230
45,146,2:20:19,Haven Hailu DESSE,10 SEP 1998,ETH,3,Amsterdam (NED),17 OCT 2021,1230
46,147,2:20:21,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,1,London (GBR),13 APR 2014,1230
47,147,2:20:21,Lucy Kabuu WANGUI,24 MAR 1984,KEN,3,Dubai (UAE),23 JAN 2015,1230
48,147,2:20:21,Mare DIBABA,20 OCT 1989,ETH,2,Berlin (GER),29 SEP 2019,1230
49,150,2:20:22,Brigid KOSGEI,20 FEB 1994,KEN,2,"Chicago, IL (USA)",08 OCT 2017,1230
50,150,2:20:22,Mary Wacera NGUGI,17 DEC 1988,KEN,7,London (GBR),02 OCT 2022,1230
51,152,2:20:23,Gladys CHERONO,12 MAY 1983,KEN,1,Berlin (GER),24 SEP 2017,1229
52,152,2:20:23,Stella CHESANG,01 DEC 1996,UGA,3,Hamburg (GER),23 APR 2023,1229
53,154,2:20:24,Florence KIPLAGAT,27 FEB 1987,KEN,2,London (GBR),13 APR 2014,1229
54,154,2:20:24,Workenesh EDESA,11 SEP 1992,ETH,6,Valencia (ESP),01 DEC 2019,1229
55,156,2:20:27,Boru Feyse TADESE,19 NOV 1988,ETH,2,Berlin (GER),28 SEP 2014,1229
56,157,2:20:29,Mao ICHIYAMA,29 MAY 1997,JPN,1,Nagoya (JPN),08 MAR 2020,1228
57,157,2:20:29,Nazret WELDU,01 JAN 1990,ERI,4,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022,1228
58,157,2:20:29,Jackline CHELAL,,KEN,1,Sevilla (ESP),19 FEB 2023,1228
59,160,2:20:30,Bezunesh BEKELE,29 JAN 1983,ETH,4,Dubai (UAE),27 JAN 2012,1228
60,160,2:20:30,Aberu KEBEDE,12 SEP 1986,ETH,1,Berlin (GER),30 SEP 2012,1228
61,160,2:20:30,Sutume Asefa KEBEDE,11 DEC 1994,ETH,3,Tokyo (JPN),01 MAR 2020,1228
62,163,2:20:31,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,1,Rotterdam (NED),16 APR 2023,1228
63,164,2:20:32,Sara HALL,15 APR 1983,USA,1,"Chandler, AZ (USA)",20 DEC 2020,1228
64,165,2:20:33,Aberu KEBEDE,12 SEP 1986,ETH,5,Dubai (UAE),27 JAN 2012,1228
65,166,2:20:35,Tirunesh DIBABA,01 OCT 1985,ETH,3,London (GBR),13 APR 2014,1227
66,166,2:20:35,Valary JEMELI,08 JUN 1991,KEN,6,London (GBR),03 OCT 2021,1227
67,168,2:20:36,Meskerem ASSEFA,03 OCT 1991,ETH,1,Frankfurt (GER),28 OCT 2018,1227
68,168,2:20:36,Yebrgual MELESE,18 APR 1990,ETH,1,Shanghai (CHN),18 NOV 2018,1227
69,170,2:20:38,Chunxiu ZHOU,15 NOV 1978,CHN,1,London (GBR),22 APR 2007,1227
70,171,2:20:39,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,7,Valencia (ESP),01 DEC 2019,1227
71,172,2:20:40,Ruti AGA,16 JAN 1994,ETH,1,Tokyo (JPN),03 MAR 2019,1226
72,172,2:20:40,Dolshi TESFU,17 JUN 1999,ERI,9,Valencia (ESP),04 DEC 2022,1226
73,174,2:20:41,Ruti AGA,16 JAN 1994,ETH,2,Berlin (GER),24 SEP 2017,1226
74,174,2:20:41,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,1,Abu Dhabi (UAE),17 DEC 2022,1226
75,174,2:20:41,Judith Jeptum KORIR,12 DEC 1995,KEN,6,London (GBR),23 APR 2023,1226
76,177,2:20:42,Berhane ADERE,23 NOV 1973,ETH,1,"Chicago, IL (USA)",22 OCT 2006,1226
77,177,2:20:42,Workenesh EDESA,11 SEP 1992,ETH,1,Praha (CZE),07 MAY 2023,1226
78,179,2:20:43,Tegla LOROUPE,09 MAY 1973,KEN,1,Berlin (GER),26 SEP 1999,1226
79,180,2:20:44,Sutume Asefa KEBEDE,11 DEC 1994,ETH,8,London (GBR),02 OCT 2022,1226
80,180,2:20:44,Almaz AYANA,21 NOV 1991,ETH,7,London (GBR),23 APR 2023,1226
81,182,2:20:45,Aberu KEBEDE,12 SEP 1986,ETH,1,Berlin (GER),25 SEP 2016,1226
82,182,2:20:45,Gelete BURKA,23 JAN 1986,ETH,6,Dubai (UAE),26 JAN 2018,1226
83,184,2:20:46,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,London (GBR),17 APR 2011,1225
84,184,2:20:46,Meseret BELETE,16 SEP 1999,ETH,1,Doha (QAT),20 JAN 2023,1225
85,186,2:20:47,Tegla LOROUPE,09 MAY 1973,KEN,1,Rotterdam (NED),19 APR 1998,1225
86,186,2:20:47,Galina BOGOMOLOVA,15 OCT 1977,RUS,2,"Chicago, IL (USA)",22 OCT 2006,1225
87,186,2:20:47,Haftamnesh TESFAYE,28 APR 1994,ETH,2,Frankfurt (GER),28 OCT 2018,1225
88,186,2:20:47,Desi Jisa MOKONIN,12 JUL 1997,BRN,2,Doha (QAT),20 JAN 2023,1225
89,190,2:20:48,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,2,"Chicago, IL (USA)",13 OCT 2013,1225
90,190,2:20:48,Aberu KEBEDE,12 SEP 1986,ETH,2,Berlin (GER),27 SEP 2015,1225
91,190,2:20:48,Amane Beriso SHANKULE,13 OCT 1991,ETH,2,Dubai (UAE),22 JAN 2016,1225
92,190,2:20:48,Azmera GEBRU,31 OCT 1995,ETH,3,Amsterdam (NED),20 OCT 2019,1225
93,194,2:20:49,Delvine Relin MERINGOR,01 AUG 1992,ROU,3,Barcelona (ESP),19 MAR 2023,1225
94,195,2:20:50,Sisay Meseret GOLA,30 DEC 1997,ETH,2,Sevilla (ESP),20 FEB 2022,1225
95,196,2:20:51,Roza DEREJE,09 MAY 1997,ETH,3,London (GBR),28 APR 2019,1225
96,196,2:20:51,Ababel YESHANEH,22 JUL 1991,ETH,2,"Chicago, IL (USA)",13 OCT 2019,1225
97,198,2:20:52,Gladys CHERONO,12 MAY 1983,KEN,4,London (GBR),28 APR 2019,1224
98,198,2:20:52,Mizuki MATSUDA,31 MAY 1995,JPN,1,Osaka (JPN),30 JAN 2022,1224
99,198,2:20:52,Vivian KIPLAGAT,09 NOV 1991,KEN,3,"Chicago, IL (USA)",09 OCT 2022,1224
0,201,2:20:53,Valary JEMELI,08 JUN 1991,KEN,3,Berlin (GER),24 SEP 2017,1224
1,202,2:20:55,Purity Cherotich RIONORIPO,10 JUN 1993,KEN,1,Paris (FRA),09 APR 2017,1224
2,202,2:20:55,Gelete BURKA,23 JAN 1986,ETH,3,"Chicago, IL (USA)",13 OCT 2019,1224
3,204,2:20:57,Paula RADCLIFFE,17 DEC 1973,GBR,1,"Olympiastadion, Helsinki (FIN)",14 AUG 2005,1224
4,204,2:20:57,Florence KIPLAGAT,27 FEB 1987,KEN,4,London (GBR),22 APR 2012,1224
5,204,2:20:57,Jordan HASAY,21 SEP 1991,USA,3,"Chicago, IL (USA)",08 OCT 2017,1224
6,204,2:20:57,Joan Chelimo MELLY,10 NOV 1990,KEN,8,Valencia (ESP),06 DEC 2020,1224
7,208,2:20:58,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,5,London (GBR),28 APR 2019,1223
8,208,2:20:58,Sisay Meseret GOLA,30 DEC 1997,ETH,5,Berlin (GER),25 SEP 2022,1223
9,210,2:20:59,Shure DEMISE,21 JAN 1996,ETH,4,Dubai (UAE),23 JAN 2015,1223
10,210,2:20:59,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,2,Paris (FRA),09 APR 2017,1223
11,210,2:20:59,Vibian CHEPKURUI,05 JUN 1994,KEN,1,Wien (AUT),24 APR 2022,1223
12,213,2:21:01,Yingjie SUN,19 JAN 1979,CHN,1,Beijing (CHN),16 OCT 2005,1223
13,213,2:21:01,Meselech MELKAMU,19 APR 1985,ETH,1,Frankfurt (GER),28 OCT 2012,1223
14,213,2:21:01,Helen BEKELE,21 NOV 1994,ETH,2,Tokyo (JPN),03 MAR 2019,1223
15,213,2:21:01,Majida MAAYOUF,27 APR 1989,MAR,10,Valencia (ESP),04 DEC 2022,1223
16,217,2:21:02,Mao ICHIYAMA,29 MAY 1997,JPN,6,Tokyo (JPN),06 MAR 2022,1223
17,218,2:21:03,Besu SADO,12 JAN 1996,ETH,4,Amsterdam (NED),20 OCT 2019,1223
18,218,2:21:03,Ruth CHEBITOK,26 DEC 1990,KEN,2,Wien (AUT),24 APR 2022,1223
19,220,2:21:05,Workenesh EDESA,11 SEP 1992,ETH,3,Dubai (UAE),25 JAN 2019,1222
20,220,2:21:05,Shure DEMISE,21 JAN 1996,ETH,3,Tokyo (JPN),03 MAR 2019,1222
21,222,2:21:06,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,London (GBR),21 APR 1985,1222
22,222,2:21:06,Boru Feyse TADESE,19 NOV 1988,ETH,1,Paris (FRA),07 APR 2013,1222
23,222,2:21:06,Selly Chepyego KAPTICH,03 OCT 1985,KEN,3,Berlin (GER),29 SEP 2019,1222
24,225,2:21:08,Siranesh YIRGA,11 SEP 2000,ETH,1,Ljubljana (SLO),23 OCT 2022,1222
25,226,2:21:09,Meseret Hailu DEBELE,12 SEP 1990,ETH,1,Amsterdam (NED),21 OCT 2012,1221
26,227,2:21:10,Alemu MEGERTU,12 OCT 1997,ETH,2,Frankfurt (GER),27 OCT 2019,1221
27,227,2:21:10,Maurine CHEPKEMOI,24 MAY 1998,KEN,1,Enschede (NED),24 APR 2022,1221
28,229,2:21:11,Chunxiu ZHOU,15 NOV 1978,CHN,2,Beijing (CHN),16 OCT 2005,1221
29,229,2:21:11,Vivian KIPLAGAT,09 NOV 1991,KEN,1,Abu Dhabi (UAE),06 DEC 2019,1221
30,229,2:21:11,Mao ICHIYAMA,29 MAY 1997,JPN,1,Osaka (JPN),31 JAN 2021,1221
31,229,2:21:11,Dera DIDA,26 OCT 1996,ETH,1,Dubai (UAE),12 FEB 2023,1221
32,233,2:21:12,Angela TANUI,27 JUL 1992,KEN,2,Abu Dhabi (UAE),17 DEC 2022,1221
33,234,2:21:13,Florence KIPLAGAT,27 FEB 1987,KEN,1,Berlin (GER),29 SEP 2013,1221
34,234,2:21:13,Haven Hailu DESSE,10 SEP 1998,ETH,1,Osaka (JPN),29 JAN 2023,1221
35,236,2:21:14,Shalane FLANAGAN,08 JUL 1981,USA,3,Berlin (GER),28 SEP 2014,1221
36,236,2:21:14,Ashete BEKERE,17 APR 1988,ETH,1,Valencia (ESP),02 DEC 2018,1221
37,238,2:21:16,Deena KASTOR,14 FEB 1973,USA,3,London (GBR),13 APR 2003,1220
38,239,2:21:17,Aberu KEBEDE,12 SEP 1986,ETH,5,Dubai (UAE),23 JAN 2015,1220
39,239,2:21:17,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,1,Nagoya (JPN),12 MAR 2017,1220
