"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
23,23,12.32,0.8,Danielle WILLIAMS,14 SEP 1992,JAM,1,"Olympic Stadium, London (GBR)",20 JUL 2019,1244
24,23,12.32,1.7,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Percy Beard Track, Gainesville, FL (USA)",17 APR 2021,1244
25,23,12.32,0.3,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,2sf3,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1244
26,27,12.33,1.4,Yordanka DONKOVA,28 SEP 1961,BUL,1,Fürth (GER),14 JUN 1987,1242
27,27,12.33,-0.3,Gail DEVERS,19 NOV 1966,USA,1,"Sacramento, CA (USA)",23 JUL 2000,1243
28,29,12.34,-0.5,Ginka ZAGORCHEVA,12 APR 1958,BUL,1,"Stadio Olimpico, Roma (ITA)",04 SEP 1987,1244
29,29,12.34,1.9,Sharika NELVIS,10 MAY 1990,USA,1h3,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1241
30,29,12.34,1.2,Brianna MCNEAL,18 AUG 1991,USA,1,"Hayward Field, Eugene, OR (USA)",08 JUL 2016,1241
31,29,12.34,0.3,Nia ALI,23 OCT 1988,USA,1,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1241
32,29,12.34,0.2,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1f1,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1241
33,29,12.34,-1.4,Kendra HARRISON,18 SEP 1992,USA,1,"Hayward Field, Eugene, OR (USA)",25 JUN 2022,1249
34,29,12.34,0.8,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1241
35,29,12.34,-0.9,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1246
36,37,12.35,0.1,Yordanka DONKOVA,28 SEP 1961,BUL,1h2,Köln (GER),17 AUG 1986,1239
37,37,12.35,-0.2,Sally PEARSON,19 SEP 1986,AUS,1,"Olympic Stadium, London (GBR)",07 AUG 2012,1240
38,37,12.35,0.9,Jasmin STOWERS,23 SEP 1991,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",15 MAY 2015,1239
39,37,12.35,-1.4,Alaysha JOHNSON,20 JUL 1996,USA,2,"Hayward Field, Eugene, OR (USA)",25 JUN 2022,1247
40,37,12.35,-0.2,Kendra HARRISON,18 SEP 1992,USA,2,"Drake Stadium, Los Angeles, CA (USA)",27 MAY 2023,1240
41,42,12.36,1.9,Grażyna RABSZTYN,20 SEP 1952,POL,1,Warszawa (POL),13 JUN 1980,1238
42,42,12.36,-0.7,Yordanka DONKOVA,28 SEP 1961,BUL,1,Sofia (BUL),13 AUG 1986,1242
43,42,12.36,1.1,Yordanka DONKOVA,28 SEP 1961,BUL,1,Schwechat (AUT),15 JUN 1988,1238
44,42,12.36,0.3,Sally PEARSON,19 SEP 1986,AUS,1sf2,"DS, Daegu (KOR)",03 SEP 2011,1238
45,42,12.36,1.4,Kendra HARRISON,18 SEP 1992,USA,1f1,"Athens, GA (USA)",08 APR 2016,1238
46,42,12.36,0.6,Kendra HARRISON,18 SEP 1992,USA,1,"Olympic Stadium, London (GBR)",22 JUL 2018,1238
47,42,12.36,2.0,Masai RUSSELL,17 JUN 2000,USA,1,"Mike A. Myers Stadium, Austin, TX (USA)",01 APR 2023,1238
48,49,12.37,1.4,Yordanka DONKOVA,28 SEP 1961,BUL,1,Berlin (GER),15 AUG 1986,1237
49,49,12.37,0.7,Gail DEVERS,19 NOV 1966,USA,1,"La Cartuja, Sevilla (ESP)",28 AUG 1999,1237
50,49,12.37,1.5,Joanna HAYES,23 DEC 1976,USA,1,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1237
51,49,12.37,-0.2,Dawn HARPER-NELSON,13 MAY 1984,USA,2,"Olympic Stadium, London (GBR)",07 AUG 2012,1238
52,49,12.37,2.0,Sharika NELVIS,10 MAY 1990,USA,1sf1,"Hayward Field, Eugene, OR (USA)",27 JUN 2015,1237
53,49,12.37,-0.3,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"National Stadium, Tokyo (JPN)",02 AUG 2021,1238
54,49,12.37,0.1,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stadio Olimpico, Roma (ITA)",09 JUN 2022,1237
55,49,12.37,0.8,Kendra HARRISON,18 SEP 1992,USA,2,"Stadion Śląski, Chorzów (POL)",06 AUG 2022,1237
56,57,12.38,0.0,Yordanka DONKOVA,28 SEP 1961,BUL,1,Budapest (HUN),11 AUG 1986,1235
57,57,12.38,-0.7,Yordanka DONKOVA,28 SEP 1961,BUL,1,"Neckarstadion, Stuttgart (GER)",29 AUG 1986,1239
58,57,12.38,0.2,Yordanka DONKOVA,28 SEP 1961,BUL,1,"Olympic Stadium, Jamsil, Seoul (KOR)",30 SEP 1988,1235
59,57,12.38,1.3,Brianna MCNEAL,18 AUG 1991,USA,1,"Olympiastadion, Stockholm (SWE)",10 JUN 2018,1235
60,57,12.38,-0.8,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1239
61,57,12.38,0.1,Tia JONES,08 SEP 2000,USA,2,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1235
62,63,12.39,1.5,Vera KOMISOVA,11 JUN 1953,URS,1,Roma (ITA),05 AUG 1980,1234
63,63,12.39,1.5,Ginka ZAGORCHEVA,12 APR 1958,BUL,2,Ljubljana (SLO),07 SEP 1986,1234
64,63,12.39,1.8,Natalya GRIGORYEVA,03 DEC 1962,URS,1,Kiev (URS),11 JUL 1991,1234
65,63,12.39,-0.7,Gail DEVERS,19 NOV 1966,USA,1f1,Zürich (SUI),11 AUG 2000,1238
66,63,12.39,1.3,Sally PEARSON,19 SEP 1986,AUS,1sf2,"Olympic Stadium, London (GBR)",07 AUG 2012,1234
67,63,12.39,1.7,Brianna MCNEAL,18 AUG 1991,USA,1,"Eugene, OR (USA)",08 JUN 2013,1234
68,63,12.39,2.0,Jasmin STOWERS,23 SEP 1991,USA,1,"National Stadium, Kingston (JAM)",09 MAY 2015,1234
69,63,12.39,0.2,Kendra HARRISON,18 SEP 1992,USA,1,"Olympic Stadium, London (GBR)",09 JUL 2017,1234
70,63,12.39,-0.1,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Percy Beard Track, Gainesville, FL (USA)",16 APR 2022,1234
71,72,12.4,0.4,Yordanka DONKOVA,28 SEP 1961,BUL,1,Moskva (URS),08 JUL 1986,1232
72,72,12.4,1.2,Gail DEVERS,19 NOV 1966,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 2002,1232
73,72,12.4,0.0,Sally PEARSON,19 SEP 1986,AUS,1,Paris (FRA),06 JUL 2012,1232
74,72,12.4,1.5,Jasmin STOWERS,23 SEP 1991,USA,1,"Des Moines, IA (USA)",25 APR 2015,1232
75,72,12.4,0.2,Kendra HARRISON,18 SEP 1992,USA,1h2,"Olympic Stadium, London (GBR)",22 JUL 2016,1232
76,72,12.4,1.2,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Knoxville, TN (USA)",13 MAY 2018,1232
77,72,12.4,0.6,Janeek BROWN,14 MAY 1998,JAM,1,"Austin, TX (USA)",08 JUN 2019,1232
78,72,12.4,0.0,Britany ANDERSON,03 JAN 2001,JAM,1sf2,"National Stadium, Tokyo (JPN)",01 AUG 2021,1232
79,72,12.4,2.0,Alaysha JOHNSON,20 JUL 1996,USA,1,"Icahn Stadium, New York, NY (USA)",12 JUN 2022,1232
80,72,12.4,-0.1,Kendra HARRISON,18 SEP 1992,USA,1sf2,"Hayward Field, Eugene, OR (USA)",25 JUN 2022,1232
81,72,12.4,1.5,Tobi AMUSAN,23 APR 1997,NGR,1h3,"Hayward Field, Eugene, OR (USA)",23 JUL 2022,1232
82,72,12.4,0.1,Kendra HARRISON,18 SEP 1992,USA,3,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1232
83,72,12.4,-0.3,Tia JONES,08 SEP 2000,USA,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,1233
84,72,12.4,0.4,Alia ARMSTRONG,28 DEC 2000,USA,1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023,1232
85,72,12.4,0.9,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stade des Grands Pêchers, Montreuil (FRA)",31 MAY 2023,1232
86,72,12.4,-1.4,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2023,1240
87,88,12.41,0.5,Alina TALAY,14 MAY 1989,BLR,1f1,St. Pölten (AUT),31 MAY 2018,1231
88,88,12.41,0.2,Brianna MCNEAL,18 AUG 1991,USA,1h2,"Olympic Stadium, London (GBR)",22 JUL 2018,1231
89,88,12.41,-1.1,Danielle WILLIAMS,14 SEP 1992,JAM,1h1,"Olympic Stadium, London (GBR)",20 JUL 2019,1237
90,88,12.41,1.0,Danielle WILLIAMS,14 SEP 1992,JAM,1sf1,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1231
91,88,12.41,0.3,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1h5,"National Stadium, Tokyo (JPN)",31 JUL 2021,1231
92,88,12.41,-0.4,Tobi AMUSAN,23 APR 1997,NGR,1,"Stade Charléty, Paris (FRA)",18 JUN 2022,1233
93,88,12.41,0.4,Alaysha JOHNSON,20 JUL 1996,USA,1h1,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1231
94,88,12.41,0.9,Danielle WILLIAMS,14 SEP 1992,JAM,3sf1,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1231
95,88,12.41,1.9,Alaysha JOHNSON,20 JUL 1996,USA,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",06 JUN 2023,1231
96,97,12.42,1.8,Bettine JAHN,03 AUG 1958,GDR,1,Berlin (GER),08 JUN 1983,1230
97,97,12.42,1.0,Ginka ZAGORCHEVA,12 APR 1958,BUL,1,Sofia (BUL),14 AUG 1985,1230
98,97,12.42,-0.3,Yordanka DONKOVA,28 SEP 1961,BUL,1,Bruxelles (BEL),05 SEP 1986,1231
99,97,12.42,0.2,Lyudmila NAROZHILENKO,21 APR 1964,RUS,1,"Stadio Olimpico, Roma (ITA)",09 JUN 1992,1230
0,97,12.42,2.0,Anjanette KIRKLAND,24 FEB 1974,USA,1,"Commonwealth Stadium, Edmonton (CAN)",11 AUG 2001,1230
1,97,12.42,1.1,Gail DEVERS,19 NOV 1966,USA,1,Stockholm (SWE),16 JUL 2002,1230
2,97,12.42,0.0,Gail DEVERS,19 NOV 1966,USA,1,"Stade Louis II, Monaco (MON)",19 JUL 2002,1230
3,97,12.42,0.1,Kendra HARRISON,18 SEP 1992,USA,1,George Town (CAY),14 MAY 2016,1230
4,97,12.42,0.7,Kendra HARRISON,18 SEP 1992,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1230
5,97,12.42,0.4,Tobi AMUSAN,23 APR 1997,NGR,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,1230
6,97,12.42,-0.3,Britany ANDERSON,03 JAN 2001,JAM,3,"Letzigrund, Zürich (SUI)",08 SEP 2022,1231
7,97,12.42,-0.1,Alaysha JOHNSON,20 JUL 1996,USA,1f,"Stadion Śląski, Chorzów (POL)",04 JUN 2023,1230
8,97,12.42,-0.1,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1f,"Stadion Śląski, Chorzów (POL)",04 JUN 2023,1230
9,97,12.42,0.0,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1f1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,1230
10,111,12.43,-0.9,Lucyna LANGER-KALEK,09 JAN 1956,POL,1,Hannover (GER),19 AUG 1984,1233
11,111,12.43,0.7,Ginka ZAGORCHEVA,12 APR 1958,BUL,1,Budapest (HUN),06 JUL 1987,1228
12,111,12.43,-0.3,Michelle PERRY,01 MAY 1979,USA,1sf1,"Carson, CA (USA)",26 JUN 2005,1229
13,111,12.43,0.6,Michelle PERRY,01 MAY 1979,USA,1f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1228
14,111,12.43,0.2,Lolo JONES,05 AUG 1982,USA,1sf1,"National Stadium, Beijing (CHN)",18 AUG 2008,1228
15,111,12.43,0.5,Dawn HARPER-NELSON,13 MAY 1984,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",23 AUG 2012,1228
16,111,12.43,1.2,Queen HARRISON,10 SEP 1988,USA,2,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2013,1228
17,111,12.43,1.5,Brianna MCNEAL,18 AUG 1991,USA,1f2,"Torrance, CA (USA)",21 APR 2018,1228
18,111,12.43,0.1,Kendra HARRISON,18 SEP 1992,USA,1,"Stade Louis II, Monaco (MON)",12 JUL 2019,1228
19,111,12.43,-1.4,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Stadion Śląski, Chorzów (POL)",05 JUN 2022,1236
20,111,12.43,-0.1,Alia ARMSTRONG,28 DEC 2000,USA,1sf2,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1228
21,111,12.43,2.0,Alaysha JOHNSON,20 JUL 1996,USA,1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",30 JUL 2022,1228
22,111,12.43,0.4,Ackera NUGENT,29 APR 2002,JAM,2,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",13 MAY 2023,1228
23,124,12.44,1.9,Lucyna LANGER-KALEK,09 JAN 1956,POL,2,Warszawa (POL),13 JUN 1980,1227
24,124,12.44,1.0,Yordanka DONKOVA,28 SEP 1961,BUL,1,Sofia (BUL),07 AUG 1982,1227
25,124,12.44,-0.5,Gloria SIEBERT,13 JAN 1964,GDR,2,"Stadio Olimpico, Roma (ITA)",04 SEP 1987,1230
26,124,12.44,1.3,Lyudmila NAROZHILENKO,21 APR 1964,URS,1sf2,Kiev (URS),11 JUL 1991,1227
27,124,12.44,1.5,Natalya GRIGORYEVA,03 DEC 1962,URS,1,Paris-St-Denis (FRA),19 JUL 1991,1227
28,124,12.44,-0.8,Olga SHISHIGINA,23 DEC 1968,KAZ,1f1,Luzern (SUI),27 JUN 1995,1231
29,124,12.44,0.4,Glory ALOZIE,30 DEC 1977,NGR,1,"Stade Louis II, Monaco (MON)",08 AUG 1998,1227
30,124,12.44,0.0,Glory ALOZIE,30 DEC 1977,NGR,1,Bruxelles (BEL),28 AUG 1998,1227
31,124,12.44,0.7,Glory ALOZIE,30 DEC 1977,NGR,2,"La Cartuja, Sevilla (ESP)",28 AUG 1999,1227
32,124,12.44,0.6,Damu CHERRY-MITCHELL,29 NOV 1977,USA,2f1,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1227
33,124,12.44,0.5,Michelle PERRY,01 MAY 1979,USA,1,"Stadio Olimpico, Roma (ITA)",13 JUL 2007,1227
34,124,12.44,-0.6,Brianna MCNEAL,18 AUG 1991,USA,1,"Luzhniki Stadion, Moskva (RUS)",17 AUG 2013,1230
35,124,12.44,0.0,Dawn HARPER-NELSON,13 MAY 1984,USA,1,Paris (FRA),05 JUL 2014,1227
36,124,12.44,0.2,Kendra HARRISON,18 SEP 1992,USA,1,Paris (FRA),27 AUG 2016,1227
37,124,12.44,0.9,Brianna MCNEAL,18 AUG 1991,USA,1f1,Luzern (SUI),09 JUL 2018,1227
38,124,12.44,-1.2,Kendra HARRISON,18 SEP 1992,USA,1,"Drake Stadium, Des Moines, IA (USA)",27 JUL 2019,1234
39,124,12.44,1.0,Nia ALI,23 OCT 1988,USA,2sf1,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1227
40,124,12.44,0.8,Tonea MARSHALL,17 DEC 1998,USA,1h1,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",29 MAY 2021,1227
41,124,12.44,0.5,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"FBK Stadium, Hengelo (NED)",06 JUN 2021,1227
42,124,12.44,1.5,Demisha ROSWELL,19 JUN 1998,JAM,1,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",15 MAY 2022,1227
43,124,12.44,0.1,Britany ANDERSON,03 JAN 2001,JAM,4,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1227
44,124,12.44,1.1,Tia JONES,08 SEP 2000,USA,1,"Drake Stadium, Des Moines, IA (USA)",29 APR 2023,1227
45,124,12.44,1.0,Kendra HARRISON,18 SEP 1992,USA,1h1,"Centennial Olympic Park, Atlanta, GA (USA)",06 MAY 2023,1227
46,124,12.44,0.0,Tia JONES,08 SEP 2000,USA,2f1,"Mestský Stadion, Ostrava (CZE)",27 JUN 2023,1227
47,148,12.45,1.5,Lucyna LANGER-KALEK,09 JAN 1956,POL,1h1,"Olympic Stadium, Athina (GRE)",08 SEP 1982,1225
48,148,12.45,0.4,Lucyna LANGER-KALEK,09 JAN 1956,POL,1,"Olympic Stadium, Athina (GRE)",09 SEP 1982,1225
49,148,12.45,1.3,Cornelia OSCHKENAT,29 OCT 1961,GDR,1,Neubrandenburg (GDR),11 JUN 1987,1225
50,148,12.45,0.0,Yordanka DONKOVA,28 SEP 1961,BUL,1,Budapest (HUN),12 AUG 1988,1225
51,148,12.45,0.0,Yordanka DONKOVA,28 SEP 1961,BUL,1f1,Budapest (HUN),12 AUG 1988,1225
52,148,12.45,1.4,Brigitte Ann FOSTER-HYLTON,07 NOV 1974,JAM,1,"Eugene, OR (USA)",24 MAY 2003,1225
53,148,12.45,1.3,Gail DEVERS,19 NOV 1966,USA,1,"Stade Louis II, Monaco (MON)",14 SEP 2003,1225
54,148,12.45,1.5,Olena KRASOVSKA,17 AUG 1976,UKR,2,"Olympic Stadium, Athina (GRE)",24 AUG 2004,1225
55,148,12.45,1.7,Michelle PERRY,01 MAY 1979,USA,1,"New York, NY (USA)",11 JUN 2005,1225
56,148,12.45,0.8,Michelle PERRY,01 MAY 1979,USA,1,Rethymno (GRE),10 JUL 2005,1225
57,148,12.45,1.4,Virginia CRAWFORD,07 SEP 1983,USA,1,"Icahn Stadium, New York, NY (USA)",02 JUN 2007,1225
58,148,12.45,1.7,Lolo JONES,05 AUG 1982,USA,1sf2,"Eugene, OR (USA)",06 JUL 2008,1225
59,148,12.45,1.5,Ackera NUGENT,29 APR 2002,JAM,2,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",15 MAY 2022,1225
60,148,12.45,-0.7,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1229
61,148,12.45,0.6,Britany ANDERSON,03 JAN 2001,JAM,1h2,"National Stadium, Kingston (JAM)",25 JUN 2022,1225
62,148,12.45,-0.9,Tobi AMUSAN,23 APR 1997,NGR,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1230
63,148,12.45,-0.3,Tobi AMUSAN,23 APR 1997,NGR,1,"Olympiastadion, Berlin (GER)",04 SEP 2022,1226
64,165,12.46,0.8,Cornelia OSCHKENAT,29 OCT 1961,GDR,1,Karl Marx Stadt (GDR),21 JUN 1987,1224
65,165,12.46,-0.5,Cornelia OSCHKENAT,29 OCT 1961,GDR,3,"Stadio Olimpico, Roma (ITA)",04 SEP 1987,1227
66,165,12.46,0.2,Gail DEVERS,19 NOV 1966,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",20 AUG 1993,1224
67,165,12.46,1.8,Glory ALOZIE,30 DEC 1977,NGR,1,Salamanca (ESP),10 JUL 1998,1224
68,165,12.46,0.7,Perdita FELICIEN,29 AUG 1980,CAN,1,"Eugene, OR (USA)",19 JUN 2004,1224
69,165,12.46,1.5,Joanna HAYES,23 DEC 1976,USA,1,"Olympiastadion, Berlin (GER)",12 SEP 2004,1224
70,165,12.46,-0.1,Michelle PERRY,01 MAY 1979,USA,1,"Yanmar Stadium Nagai, Osaka (JPN)",29 AUG 2007,1224
71,165,12.46,-0.4,Brigitte Ann FOSTER-HYLTON,07 NOV 1974,JAM,1,"Letzigrund, Zürich (SUI)",28 AUG 2009,1226
72,165,12.46,0.9,Dawn HARPER-NELSON,13 MAY 1984,USA,1sf1,"Olympic Stadium, London (GBR)",07 AUG 2012,1224
73,165,12.46,0.0,Queen HARRISON,10 SEP 1988,USA,2,Paris (FRA),05 JUL 2014,1224
74,165,12.46,-0.3,Sharika NELVIS,10 MAY 1990,USA,1,"Stade Louis II, Monaco (MON)",17 JUL 2015,1225
75,165,12.46,-0.3,Kendra HARRISON,18 SEP 1992,USA,1,"Alexander Stadium, Birmingham (GBR)",05 JUN 2016,1225
76,165,12.46,0.8,Kendra HARRISON,18 SEP 1992,USA,1h1,"Drake Stadium, Des Moines, IA (USA)",22 JUN 2018,1224
77,165,12.46,-1.4,Kendra HARRISON,18 SEP 1992,USA,1,"Drake Stadium, Des Moines, IA (USA)",23 JUN 2018,1232
78,165,12.46,-0.2,Danielle WILLIAMS,14 SEP 1992,JAM,1,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1225
79,165,12.46,0.0,Danielle WILLIAMS,14 SEP 1992,JAM,1,"Boudewijnstadion, Bruxelles (BEL)",06 SEP 2019,1224
80,165,12.46,0.3,Kendra HARRISON,18 SEP 1992,USA,2,"Khalifa International Stadium, Doha (QAT)",06 OCT 2019,1224
81,165,12.46,-0.3,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1225
82,165,12.46,0.8,Tonea MARSHALL,17 DEC 1998,USA,1,"Hilmer Lodge Stadium, Walnut, CA (USA)",16 APR 2022,1224
83,165,12.46,-0.5,Jasmine CAMACHO-QUINN,21 AUG 1996,PUR,1,"Olympiastadion, Stockholm (SWE)",30 JUN 2022,1227
84,165,12.46,-0.1,Devynne CHARLTON,26 NOV 1995,BAH,2sf2,"Hayward Field, Eugene, OR (USA)",24 JUL 2022,1224
85,165,12.46,1.0,Tia JONES,08 SEP 2000,USA,2h1,"Centennial Olympic Park, Atlanta, GA (USA)",06 MAY 2023,1224
86,187,12.47,0.6,Yordanka DONKOVA,28 SEP 1961,BUL,1,"Stadio Olimpico, Roma (ITA)",10 SEP 1986,1223
87,187,12.47,-0.9,Cornelia OSCHKENAT,29 OCT 1961,GDR,1,Praha (TCH),28 JUN 1987,1228
88,187,12.47,-0.3,Ginka ZAGORCHEVA,12 APR 1958,BUL,1,Nice (FRA),13 JUL 1987,1224
89,187,12.47,0.2,Yordanka DONKOVA,28 SEP 1961,BUL,1,Sofia (BUL),22 AUG 1987,1223
90,187,12.47,1.2,Yordanka DONKOVA,28 SEP 1961,BUL,1,Bratislava (TCH),09 JUN 1988,1223
91,187,12.47,0.5,Yordanka DONKOVA,28 SEP 1961,BUL,1,Sofia (BUL),26 JUN 1988,1223
92,187,12.47,1.3,Yordanka DONKOVA,28 SEP 1961,BUL,1qf1,"Olympic Stadium, Jamsil, Seoul (KOR)",29 SEP 1988,1223
93,187,12.47,1.2,Lyudmila NAROZHILENKO,21 APR 1964,URS,1,Bratislava (TCH),04 JUN 1991,1223
94,187,12.47,1.1,Marina AZYABINA,15 JUN 1963,RUS,1sf1,Moskva (RUS),19 JUN 1993,1223
95,187,12.47,1.4,Ludmila ENGQUIST,21 APR 1964,SWE,1qf2,"Olympic Stadium, Atlanta, GA (USA)",29 JUL 1996,1223
96,187,12.47,0.0,Olga SHISHIGINA,23 DEC 1968,KAZ,1f1,St-Denis (FRA),03 JUL 1999,1223
97,187,12.47,0.7,Ludmila ENGQUIST,21 APR 1964,SWE,3,"La Cartuja, Sevilla (ESP)",28 AUG 1999,1223
98,187,12.47,0.5,Gail DEVERS,19 NOV 1966,USA,1,"Stadio Olimpico, Roma (ITA)",30 JUN 2000,1223
99,187,12.47,1.7,Joanna HAYES,23 DEC 1976,USA,2,"New York, NY (USA)",11 JUN 2005,1223
0,187,12.47,1.3,Damu CHERRY-MITCHELL,29 NOV 1977,USA,1,Fort-de-France (FRA),08 MAY 2008,1223
1,187,12.47,1.8,Lolo JONES,05 AUG 1982,USA,1,Rethymno (GRE),20 JUL 2009,1223
