"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
47,48,9:03.52,Ruth JEBET,17 NOV 1996,BRN,3,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1235
48,49,9:03.57,Werkuha GETACHEW,07 DEC 1995,ETH,1,"Letzigrund, Zürich (SUI)",08 SEP 2022,1235
49,50,9:03.70,Norah JERUTO,02 OCT 1995,KEN,1,"Olympiastadion, Berlin (GER)",27 AUG 2017,1235
50,51,9:03.71,Norah JERUTO,02 OCT 1995,KEN,1,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1235
51,52,9:03.77,Courtney FRERICHS,18 JAN 1993,USA,2,"Olympic Stadium, London (GBR)",11 AUG 2017,1235
52,53,9:03.82,Hyvin KIYENG,13 JAN 1992,KEN,1,"Stade Louis II, Monaco (MON)",09 JUL 2021,1235
53,54,9:03.83,Hyvin KIYENG,13 JAN 1992,KEN,2,"Letzigrund, Zürich (SUI)",29 AUG 2019,1234
54,55,9:03.86,Hyvin KIYENG,13 JAN 1992,KEN,3,"Stade Charléty, Paris (FRA)",30 JUN 2018,1234
55,56,9:04.03,Hyvin KIYENG,13 JAN 1992,KEN,3,"Olympic Stadium, London (GBR)",11 AUG 2017,1234
56,57,9:04.07,Jackline CHEPKOECH,03 OCT 2003,KEN,2,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1234
57,58,9:04.17,Norah JERUTO,02 OCT 1995,KEN,4,"Stade Charléty, Paris (FRA)",30 JUN 2018,1234
58,59,9:04.27,Winfred Mutile YAVI,31 DEC 1999,BRN,4,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1233
59,60,9:04.30,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1233
60,61,9:04.34,Hyvin KIYENG,13 JAN 1992,KEN,1,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1233
61,62,9:04.38,Winfred Mutile YAVI,31 DEC 1999,BRN,1,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1233
62,63,9:04.41,Hyvin KIYENG,13 JAN 1992,KEN,3,"Stade Louis II, Monaco (MON)",20 JUL 2018,1233
63,64,9:04.47,Winfred Mutile YAVI,31 DEC 1999,BRN,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,1233
64,65,9:04.53,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1233
65,66,9:04.56,Norah JERUTO,02 OCT 1995,KEN,1,"Sports Park Mladost, Zagreb (CRO)",29 AUG 2017,1233
66,67,9:04.61,Zerfe WONDEMAGEGN,26 OCT 2002,ETH,3,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1233
67,68,9:04.78,Ruth JEBET,17 NOV 1996,BRN,1,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1232
68,69,9:04.79,Courtney FRERICHS,18 JAN 1993,USA,2,"National Stadium, Tokyo (JPN)",04 AUG 2021,1232
69,70,9:04.90,Emma COBURN,19 OCT 1990,USA,2,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1232
70,71,9:04.94,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,"Stade Louis II, Monaco (MON)",09 JUL 2021,1232
71,72,9:04.95,Norah JERUTO,02 OCT 1995,KAZ,1,"Moi International Sports Centre, Kasarani, Nairobi (KEN)",07 MAY 2022,1232
72,73,9:04.96,Hyvin KIYENG,13 JAN 1992,KEN,1,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1232
73,74,9:05.06,Emma COBURN,19 OCT 1990,USA,4,"Stade Louis II, Monaco (MON)",20 JUL 2018,1231
74,75,9:05.14,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,2,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1231
75,76,9:05.15,Norah JERUTO,02 OCT 1995,KEN,3,"Letzigrund, Zürich (SUI)",29 AUG 2019,1231
76,77,9:05.31,Norah JERUTO,02 OCT 1995,KEN,3,"Letzigrund, Zürich (SUI)",24 AUG 2017,1231
77,78,9:05.36,Habiba GHRIBI,09 APR 1984,TUN,1,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1231
78,79,9:05.39,Hyvin KIYENG,13 JAN 1992,KEN,3,"National Stadium, Tokyo (JPN)",04 AUG 2021,1231
79,80,9:05.45,Winfred Mutile YAVI,31 DEC 1999,BRN,3,"Stade Louis II, Monaco (MON)",09 JUL 2021,1230
80,81,9:05.54,Peruth CHEMUTAI,10 JUL 1999,UGA,4,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1230
81,82,9:05.55,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1230
82,83,9:05.68,Winfred Mutile YAVI,31 DEC 1999,BRN,4,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1230
83,84,9:05.70,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,4,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2017,1230
84,85,9:05.81,Hyvin KIYENG,13 JAN 1992,KEN,3,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1229
85,86,9:05.83,Sembo ALMAYEW,24 JAN 2005,ETH,2,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1229
86,87,9:05.98,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2023,1229
87,88,9:06.00,Hyvin KIYENG,13 JAN 1992,KEN,2,"Stade Charléty, Paris (FRA)",01 JUL 2017,1229
88,89,9:06.14,Hyvin KIYENG,13 JAN 1992,KEN,1,"Olympiastadion, Berlin (GER)",13 SEP 2020,1229
89,89,9:06.14,Faith CHEROTICH,13 JUL 2004,KEN,3,"Letzigrund, Zürich (SUI)",08 SEP 2022,1229
90,91,9:06.16,Mekides ABEBE,29 JAN 2001,ETH,4,"National Stadium, Tokyo (JPN)",04 AUG 2021,1229
91,92,9:06.19,Werkuha GETACHEW,07 DEC 1995,ETH,1,"Stade Louis II, Monaco (MON)",10 AUG 2022,1228
92,93,9:06.37,Zerfe WONDEMAGEGN,26 OCT 2002,ETH,4,"Letzigrund, Zürich (SUI)",08 SEP 2022,1228
93,94,9:06.43,Faith CHEROTICH,13 JUL 2004,KEN,3,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1228
94,95,9:06.51,Emma COBURN,19 OCT 1990,USA,4,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1228
95,96,9:06.57,Yekaterina VOLKOVA,16 FEB 1978,RUS,1,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1228
96,97,9:06.63,Zerfe WONDEMAGEGN,26 OCT 2002,ETH,2,"Stade Louis II, Monaco (MON)",10 AUG 2022,1227
97,98,9:06.66,Daisy JEPKEMEI,13 FEB 1996,KEN,4,"Letzigrund, Zürich (SUI)",29 AUG 2019,1227
98,99,9:06.72,Hyvin KIYENG,13 JAN 1992,KEN,2,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1227
99,100,9:06.75,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1227
0,101,9:06.76,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,2,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1227
1,102,9:06.82,Sembo ALMAYEW,24 JAN 2005,ETH,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",30 JUN 2023,1227
2,103,9:06.90,Beatrice CHEPKOECH,06 JUL 1991,KEN,4,"Suhaim bin Hamad Stadium, Doha (QAT)",05 MAY 2023,1227
3,104,9:07.00,Ruth JEBET,17 NOV 1996,BRN,1,"Letzigrund, Zürich (SUI)",01 SEP 2016,1226
4,105,9:07.06,Sofia ASSEFA,14 NOV 1987,ETH,1,"FBK Stadium, Hengelo (NED)",11 JUN 2017,1226
5,106,9:07.07,Courtney FRERICHS,18 JAN 1993,USA,6,"Boudewijnstadion, Bruxelles (BEL)",31 AUG 2018,1226
6,106,9:07.07,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,5,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1226
7,108,9:07.08,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,3,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1226
8,109,9:07.12,Hyvin KIYENG,13 JAN 1992,KEN,2,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1226
9,110,9:07.14,Milcah CHEMOS,24 FEB 1986,KEN,1,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1226
10,111,9:07.17,Norah JERUTO,02 OCT 1995,KEN,3,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1226
11,112,9:07.20,Norah JERUTO,02 OCT 1995,KEN,5,"Stade Louis II, Monaco (MON)",20 JUL 2018,1226
12,113,9:07.23,Winfred Mutile YAVI,31 DEC 1999,BRN,3,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1226
13,114,9:07.25,Hyvin KIYENG,13 JAN 1992,KEN,4,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1226
14,115,9:07.27,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1226
15,116,9:07.33,Norah JERUTO,02 OCT 1995,KEN,1,"Letzigrund, Zürich (SUI)",09 SEP 2021,1226
16,117,9:07.41,Eunice JEPKORIR,17 FEB 1982,KEN,2,"National Stadium, Beijing (CHN)",17 AUG 2008,1225
17,118,9:07.42,Hyvin KIYENG,13 JAN 1992,KEN,1,"Shanghai Stadium, Shanghai (CHN)",14 MAY 2016,1225
18,119,9:07.51,Gesa Felicitas KRAUSE,03 AUG 1992,GER,5,"Letzigrund, Zürich (SUI)",29 AUG 2019,1225
19,120,9:07.54,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,3,"Stade Charléty, Paris (FRA)",01 JUL 2017,1225
20,121,9:07.56,Hyvin KIYENG,13 JAN 1992,KEN,3,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1225
21,122,9:07.58,Hyvin KIYENG,13 JAN 1992,KEN,4,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1225
22,123,9:07.61,Gesa Felicitas KRAUSE,03 AUG 1992,GER,6,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1225
23,124,9:07.63,Emma COBURN,19 OCT 1990,USA,3,"Estádio Olímpico, Rio de Janeiro (BRA)",15 AUG 2016,1225
24,125,9:07.81,Werkuha GETACHEW,07 DEC 1995,ETH,5,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1224
25,126,9:07.87,Elizabeth BIRD,04 OCT 1994,GBR,3,"Stade Louis II, Monaco (MON)",10 AUG 2022,1224
26,127,9:07.92,Beatrice CHEPKOECH,06 JUL 1991,KEN,1,Ostrava (CZE),09 SEP 2018,1224
27,128,9:07.93,Emma COBURN,19 OCT 1990,USA,4,"Stade Louis II, Monaco (MON)",10 AUG 2022,1224
28,129,9:07.94,Peruth CHEMUTAI,10 JUL 1999,UGA,6,"Stade Louis II, Monaco (MON)",20 JUL 2018,1224
29,130,9:07.96,Emma COBURN,19 OCT 1990,USA,4,"Hayward Field, Eugene, OR (USA)",26 MAY 2017,1224
30,131,9:08.03,Winfred Mutile YAVI,31 DEC 1999,BRN,3,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1224
31,132,9:08.13,Emma COBURN,19 OCT 1990,USA,4,"Stadio Olimpico, Roma (ITA)",31 MAY 2018,1224
32,133,9:08.21,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,1,Kazan (RUS),18 JUL 2008,1223
33,134,9:08.22,Emma COBURN,19 OCT 1990,USA,5,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1223
34,135,9:08.23,Rosefline CHEPNGETICH,17 JUN 1997,KEN,7,"Stade Louis II, Monaco (MON)",20 JUL 2018,1223
35,136,9:08.33,Gulnara SAMITOVA,09 JUL 1978,RUS,1,Tula (RUS),10 AUG 2003,1223
36,137,9:08.37,Habiba GHRIBI,09 APR 1984,TUN,1,"Olympic Stadium, London (GBR)",06 AUG 2012,1223
37,137,9:08.37,Ruth JEBET,17 NOV 1996,BRN,1,"Olympiastadion, Stockholm (SWE)",16 JUN 2016,1223
38,139,9:08.39,Yuliya ZARIPOVA,26 APR 1986,RUS,1,"Olympiastadion, Berlin (GER)",17 AUG 2009,1223
39,140,9:08.42,Emma COBURN,19 OCT 1990,USA,4,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1223
40,141,9:08.45,Daisy JEPKEMEI,13 FEB 1996,KEN,4,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1223
41,142,9:08.55,Hyvin KIYENG,13 JAN 1992,KEN,2,"Letzigrund, Zürich (SUI)",09 SEP 2021,1222
42,143,9:08.57,Milcah CHEMOS,24 FEB 1986,KEN,2,"Olympiastadion, Berlin (GER)",17 AUG 2009,1222
43,144,9:08.74,Courtney FRERICHS,18 JAN 1993,USA,3,"Letzigrund, Zürich (SUI)",09 SEP 2021,1222
44,145,9:09.00,Sofia ASSEFA,14 NOV 1987,ETH,2,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1221
45,146,9:09.02,Emma COBURN,19 OCT 1990,USA,4,"Stade Louis II, Monaco (MON)",09 JUL 2021,1221
46,147,9:09.13,Gesa Felicitas KRAUSE,03 AUG 1992,GER,2,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1221
47,148,9:09.19,Tatyana PETROVA,08 APR 1983,RUS,2,"Yanmar Stadium Nagai, Osaka (JPN)",27 AUG 2007,1221
48,148,9:09.19,Sembo ALMAYEW,24 JAN 2005,ETH,2,"Stade Charléty, Paris (FRA)",18 JUN 2022,1221
49,150,9:09.29,Olga VOVK,13 FEB 1993,RUS,1,"Olympic Stadium, Cheboksary (RUS)",03 AUG 2022,1221
50,151,9:09.30,Norah JERUTO,02 OCT 1995,KEN,2,"Shanghai Stadium, Shanghai (CHN)",12 MAY 2018,1221
51,152,9:09.39,Marta DOMÍNGUEZ,03 NOV 1975,ESP,1,Barcelona (ESP),25 JUL 2009,1220
52,153,9:09.41,Emma COBURN,19 OCT 1990,USA,1,"Hayward Field, Eugene, OR (USA)",24 JUN 2021,1220
53,154,9:09.57,Hyvin KIYENG,13 JAN 1992,KEN,1,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1220
54,155,9:09.59,Mekides ABEBE,29 JAN 2001,ETH,4,"Letzigrund, Zürich (SUI)",09 SEP 2021,1220
55,156,9:09.61,Hiwot AYALEW,06 MAR 1990,ETH,3,"Bislett Stadion, Oslo (NOR)",07 JUN 2012,1220
56,157,9:09.63,Hyvin KIYENG,13 JAN 1992,KEN,1,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1220
57,157,9:09.63,Faith CHEROTICH,13 JUL 2004,KEN,4,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1220
58,159,9:09.70,Emma COBURN,19 OCT 1990,USA,2,"Bislett Stadion, Oslo (NOR)",07 JUN 2018,1220
59,160,9:09.72,Jackline CHEPKOECH,03 OCT 2003,KEN,5,"Stade Louis II, Monaco (MON)",10 AUG 2022,1219
60,161,9:09.75,Courtney FRERICHS,18 JAN 1993,USA,5,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1219
61,162,9:09.84,Gulnara SAMITOVA,09 JUL 1978,RUS,1,Rethymno (GRE),23 JUN 2004,1219
62,162,9:09.84,Sofia ASSEFA,14 NOV 1987,ETH,2,"Olympic Stadium, London (GBR)",06 AUG 2012,1219
63,164,9:09.88,Milcah CHEMOS,24 FEB 1986,KEN,3,"Olympic Stadium, London (GBR)",06 AUG 2012,1219
64,165,9:09.91,Courtney WAYMENT,04 AUG 1998,USA,6,"Stade Louis II, Monaco (MON)",10 AUG 2022,1219
65,166,9:10.01,Emma COBURN,19 OCT 1990,USA,6,"Letzigrund, Zürich (SUI)",29 AUG 2019,1219
66,167,9:10.02,Beatrice CHEPKOECH,06 JUL 1991,KEN,4,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1219
67,168,9:10.04,Luiza GEGA,05 NOV 1988,ALB,5,"Hayward Field, Eugene, OR (USA)",20 JUL 2022,1219
68,168,9:10.04,Alice FINOT,09 FEB 1991,FRA,5,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1219
69,170,9:10.07,Beatrice CHEPKOECH,06 JUL 1991,KEN,2,"Olympiastadion, Berlin (GER)",13 SEP 2020,1219
70,170,9:10.07,Maruša MIŠMAŠ ZRIMŠEK,24 OCT 1994,SLO,6,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1219
71,172,9:10.15,Hyvin KIYENG,13 JAN 1992,KEN,2,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1218
72,172,9:10.15,Hyvin KIYENG,13 JAN 1992,KEN,2,"Letzigrund, Zürich (SUI)",01 SEP 2016,1218
73,174,9:10.16,Zerfe WONDEMAGEGN,26 OCT 2002,ETH,5,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1218
74,175,9:10.17,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,6,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1218
75,176,9:10.19,Emma COBURN,19 OCT 1990,USA,3,Paris (FRA),27 AUG 2016,1218
76,177,9:10.26,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,5,"Letzigrund, Zürich (SUI)",09 SEP 2021,1218
77,178,9:10.27,Colleen QUIGLEY,20 NOV 1992,USA,1,"Olympiastadion, Berlin (GER)",02 SEP 2018,1218
78,179,9:10.36,Habiba GHRIBI,09 APR 1984,TUN,1,"Olympiastadion, Stockholm (SWE)",17 AUG 2012,1218
79,180,9:10.45,Beatrice CHEPKOECH,06 JUL 1991,KEN,4,"Olympic Stadium, London (GBR)",11 AUG 2017,1218
80,181,9:10.52,Beatrice CHEPKOECH,06 JUL 1991,KEN,3,"Olympiastadion, Stockholm (SWE)",04 JUL 2021,1217
81,182,9:10.54,Daisy JEPKEMEI,13 FEB 1996,KEN,5,"Bislett Stadion, Oslo (NOR)",13 JUN 2019,1217
82,183,9:10.59,Courtney FRERICHS,18 JAN 1993,USA,6,"Hayward Field, Eugene, OR (USA)",20 JUL 2022,1217
83,184,9:10.61,Norah JERUTO,02 OCT 1995,KEN,6,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 JUN 2019,1217
84,185,9:10.63,Emma COBURN,19 OCT 1990,USA,1,"Hayward Field, Eugene, OR (USA)",26 JUN 2022,1217
85,186,9:10.64,Hiwot AYALEW,06 MAR 1990,ETH,1,"Hampden Park, Glasgow (GBR)",12 JUL 2014,1217
86,187,9:10.71,Daisy JEPKEMEI,13 FEB 1996,KEN,8,"Stade Louis II, Monaco (MON)",20 JUL 2018,1217
87,188,9:10.72,Norah JERUTO,02 OCT 1995,KEN,5,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1217
88,189,9:10.74,Winfred Mutile YAVI,31 DEC 1999,BRN,9,"Stade Louis II, Monaco (MON)",20 JUL 2018,1217
89,190,9:10.76,Emma COBURN,19 OCT 1990,USA,3,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1217
90,191,9:10.80,Winfred Mutile YAVI,31 DEC 1999,BRN,1h1,"National Stadium, Tokyo (JPN)",01 AUG 2021,1217
91,192,9:10.86,Beatrice CHEPKOECH,06 JUL 1991,KEN,4,Paris (FRA),27 AUG 2016,1217
92,193,9:10.87,Peruth CHEMUTAI,10 JUL 1999,UGA,7,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1217
93,194,9:10.95,Ruth JEBET,17 NOV 1996,BRN,4,"Stade Charléty, Paris (FRA)",01 JUL 2017,1216
94,195,9:11.06,Jackline CHEPKOECH,03 OCT 2003,KEN,5,"Letzigrund, Zürich (SUI)",08 SEP 2022,1216
95,196,9:11.08,Emma COBURN,19 OCT 1990,USA,5,"Stade Charléty, Paris (FRA)",01 JUL 2017,1216
96,196,9:11.08,Peruth CHEMUTAI,10 JUL 1999,UGA,5,"Khalifa International Stadium, Doha (QAT)",30 SEP 2019,1216
97,198,9:11.09,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,3,"Olympiastadion, Berlin (GER)",17 AUG 2009,1216
98,198,9:11.09,Mekides ABEBE,29 JAN 2001,ETH,3,"Stade Charléty, Paris (FRA)",18 JUN 2022,1216
99,198,9:11.09,Mekides ABEBE,29 JAN 2001,ETH,7,"Stadio Luigi Ridolfi, Firenze (ITA)",02 JUN 2023,1216
0,201,9:11.10,Celliphine Chepteek CHESPOL,23 MAR 1999,KEN,2,"Shanghai Stadium, Shanghai (CHN)",18 MAY 2019,1216
1,202,9:11.18,Eunice JEPKORIR,17 FEB 1982,KEN,1,Huelva (ESP),13 JUN 2008,1216
