"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
28,29,1:05:08,Tsehay GEMECHU,12 DEC 1998,ETH,1,København (DEN),19 SEP 2021,1232
29,30,1:05:09,Florence KIPLAGAT,27 FEB 1987,KEN,1,Barcelona (ESP),15 FEB 2015,1232
30,30,1:05:09,Joan Chelimo MELLY,10 NOV 1990,KEN,4,Istanbul (TUR),04 APR 2021,1232
31,32,1:05:12,Florence KIPLAGAT,27 FEB 1987,KEN,1,Barcelona (ESP),16 FEB 2014,1230
32,33,1:05:13,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,2,Ras Al Khaimah (UAE),10 FEB 2017,1230
33,34,1:05:15,Sifan HASSAN,01 JAN 1993,NED,1,København (DEN),16 SEP 2018,1229
34,35,1:05:16,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,Gdynia (POL),17 OCT 2020,1229
35,35,1:05:16,Joyciline JEPKOSGEI,08 DEC 1993,KEN,1,Berlin (GER),22 AUG 2021,1229
36,37,1:05:18,Melat Yisak KEJETA,27 SEP 1992,GER,2,Gdynia (POL),17 OCT 2020,1228
37,37,1:05:18,Genzebe DIBABA,08 FEB 1991,ETH,1,Valencia (ESP),06 DEC 2020,1228
38,39,1:05:19,Yalemzerf YEHUALAW,03 AUG 1999,ETH,3,Gdynia (POL),17 OCT 2020,1228
39,40,1:05:21,Ababel YESHANEH,22 JUL 1991,ETH,3,New Delhi (IND),29 NOV 2020,1227
40,40,1:05:21,Nancy JELAGAT,1986,KEN,2,Berlin (GER),22 AUG 2021,1227
41,42,1:05:22,Violah JEPCHUMBA,23 OCT 1990,BRN,2,Praha (CZE),01 APR 2017,1227
42,43,1:05:26,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,1,Barcelona (ESP),03 APR 2022,1225
43,44,1:05:28,Brigid KOSGEI,20 FEB 1994,KEN,1,Manama (BRN),15 MAR 2019,1225
44,44,1:05:28,Judith Jeptum KORIR,12 DEC 1995,KEN,4,Ras Al Khaimah (UAE),19 FEB 2022,1225
45,46,1:05:30,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,Istanbul (TUR),07 APR 2019,1224
46,46,1:05:30,Almaz AYANA,21 NOV 1991,ETH,1,Lisboa (POR),12 MAR 2023,1224
47,48,1:05:32,Senbere TEFERI,03 MAY 1995,ETH,1,Valencia (ESP),27 OCT 2019,1223
48,49,1:05:34,Rosemary WANJIRU,09 DEC 1994,KEN,3,Ras Al Khaimah (UAE),21 FEB 2020,1223
49,49,1:05:34,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,Praha (CZE),05 SEP 2020,1223
50,51,1:05:36,Fancy CHEMUTAI,20 MAR 1995,KEN,2,Valencia (ESP),22 OCT 2017,1222
51,51,1:05:36,Gotytom GEBRESLASE,15 JAN 1995,ETH,1,Manama (BRN),12 DEC 2021,1222
52,53,1:05:37,Joan Chelimo MELLY,10 NOV 1990,KEN,4,Ras Al Khaimah (UAE),09 FEB 2018,1222
53,54,1:05:39,Zeineba YIMER,17 JUN 1998,ETH,4,Gdynia (POL),17 OCT 2020,1221
54,54,1:05:39,Sheila CHEPKIRUI,27 DEC 1990,KEN,2,Valencia (ESP),06 DEC 2020,1221
55,54,1:05:39,Catherine RELIN,05 OCT 2002,KEN,3,Barcelona (ESP),19 FEB 2023,1221
56,57,1:05:41,Ababel YESHANEH,22 JUL 1991,ETH,5,Gdynia (POL),17 OCT 2020,1220
57,57,1:05:41,Hawi FEYSA,01 FEB 1999,ETH,2,København (DEN),19 SEP 2021,1220
58,57,1:05:41,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,Valencia (ESP),23 OCT 2022,1220
59,60,1:05:43,Eilish MCCOLGAN,25 NOV 1990,GBR,1,Berlin (GER),02 APR 2023,1219
60,61,1:05:44,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,1,Praha (CZE),06 APR 2019,1219
61,61,1:05:44,Brenda JEPLETING,1997,KEN,4,Valencia (ESP),24 OCT 2021,1219
62,63,1:05:45,Senbere TEFERI,03 MAY 1995,ETH,1,Ras Al Khaimah (UAE),08 FEB 2019,1219
63,63,1:05:45,Netsanet GUDETA,12 FEB 1991,ETH,2,Ras Al Khaimah (UAE),08 FEB 2019,1219
64,63,1:05:45,Sifan HASSAN,01 JAN 1993,NED,1,Berlin (GER),07 APR 2019,1219
65,66,1:05:46,Ababel YESHANEH,22 JUL 1991,ETH,2,København (DEN),16 SEP 2018,1218
66,66,1:05:46,Zeineba YIMER,17 JUN 1998,ETH,3,Ras Al Khaimah (UAE),08 FEB 2019,1218
67,66,1:05:46,Bosena MULATIE,21 NOV 2001,ETH,5,Ras Al Khaimah (UAE),19 FEB 2022,1218
68,66,1:05:46,Tsigie GEBRESELAMA,30 SEP 2000,ETH,2,Valencia (ESP),23 OCT 2022,1218
69,66,1:05:46,Gladys CHEPKURUI,17 AUG 1994,KEN,4,Barcelona (ESP),19 FEB 2023,1218
70,66,1:05:46,Genzebe DIBABA,08 FEB 1991,ETH,5,Barcelona (ESP),19 FEB 2023,1218
71,72,1:05:47,Kalkidan GEZAHEGNE,08 MAY 1991,BRN,2,Manama (BRN),12 DEC 2021,1218
72,73,1:05:50,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,Ras Al Khaimah (UAE),18 FEB 2011,1217
73,73,1:05:50,Brigid KOSGEI,20 FEB 1994,KEN,1,"Houston, TX (USA)",20 JAN 2019,1217
74,73,1:05:50,Joyce Chepkemoi TELE,03 MAY 1995,KEN,2,Berlin (GER),03 APR 2022,1217
75,73,1:05:50,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,2,Lisboa (POR),12 MAR 2023,1217
76,77,1:05:51,Violah JEPCHUMBA,23 OCT 1990,KEN,1,Praha (CZE),02 APR 2016,1217
77,77,1:05:51,Senbere TEFERI,03 MAY 1995,ETH,3,Valencia (ESP),06 DEC 2020,1217
78,77,1:05:51,Gotytom GEBRESLASE,15 JAN 1995,ETH,2,Ras Al Khaimah (UAE),18 FEB 2023,1217
79,80,1:05:52,Edith CHELIMO,16 JUL 1986,KEN,1,Cardiff (GBR),01 OCT 2017,1216
80,80,1:05:52,Tsehay GEMECHU,12 DEC 1998,ETH,2,Istanbul (TUR),27 MAR 2022,1216
81,82,1:05:53,Sifan HASSAN,01 JAN 1993,NED,2,Valencia (ESP),27 OCT 2019,1216
82,83,1:05:57,Birhane DIBABA,11 SEP 1993,ETH,1,København (DEN),15 SEP 2019,1214
83,84,1:05:58,Joyciline JEPKOSGEI,08 DEC 1993,KEN,6,Gdynia (POL),17 OCT 2020,1214
84,85,1:06:00,Tsehay GEMECHU,12 DEC 1998,ETH,1,New Delhi (IND),20 OCT 2019,1213
85,85,1:06:00,Bosena MULATIE,21 NOV 2001,ETH,5,Valencia (ESP),24 OCT 2021,1213
86,85,1:06:00,Hawi FEYSA,01 FEB 1999,ETH,3,Valencia (ESP),23 OCT 2022,1213
87,85,1:06:00,Irine Jepchumba KIMAIS,10 OCT 1998,KEN,1,Praha (CZE),01 APR 2023,1213
88,89,1:06:01,Roza DEREJE,09 MAY 1997,ETH,1,Barcelona (ESP),10 FEB 2019,1213
89,89,1:06:01,Yalemzerf YEHUALAW,03 AUG 1999,ETH,2,New Delhi (IND),20 OCT 2019,1213
90,89,1:06:01,Evaline CHIRCHIR,02 FEB 1998,KEN,4,Ras Al Khaimah (UAE),21 FEB 2020,1213
91,89,1:06:01,Brigid KOSGEI,20 FEB 1994,KEN,5,Istanbul (TUR),04 APR 2021,1213
92,89,1:06:01,Sheila CHEPKIRUI,27 DEC 1990,KEN,1,Paris (FRA),05 MAR 2023,1213
93,94,1:06:02,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,Ras Al Khaimah (UAE),13 FEB 2015,1213
94,95,1:06:04,Cynthia JEROTICH,18 DEC 1989,KEN,1,Ras Al Khaimah (UAE),12 FEB 2016,1212
95,95,1:06:04,Ftaw ZERAY,03 AUG 1997,ETH,3,Ras Al Khaimah (UAE),18 FEB 2023,1212
96,97,1:06:06,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,Gifu (JPN),28 APR 2019,1211
97,97,1:06:06,Tsehay GEMECHU,12 DEC 1998,ETH,1,Lisboa (POR),21 NOV 2021,1211
98,99,1:06:07,Gladys CHERONO,12 MAY 1983,KEN,2,Ras Al Khaimah (UAE),12 FEB 2016,1211
99,99,1:06:07,Degitu AZIMERAW,24 JAN 1999,ETH,4,Ras Al Khaimah (UAE),08 FEB 2019,1211
0,99,1:06:07,Vivian KIPLAGAT,09 NOV 1991,KEN,3,København (DEN),19 SEP 2021,1211
1,102,1:06:08,Joyciline JEPKOSGEI,08 DEC 1993,KEN,3,Ras Al Khaimah (UAE),10 FEB 2017,1211
2,103,1:06:09,Lucy Kabuu WANGUI,24 MAR 1984,KEN,1,Ras Al Khaimah (UAE),15 FEB 2013,1210
3,103,1:06:09,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,2,Praha (CZE),07 APR 2018,1210
4,103,1:06:09,Ruth CHEPNGETICH,08 AUG 1994,KEN,2,Manama (BRN),15 MAR 2019,1210
5,103,1:06:09,Lonah Chemtai SALPETER,12 DEC 1988,ISR,2,Praha (CZE),06 APR 2019,1210
6,103,1:06:09,Joan Chelimo MELLY,10 NOV 1990,KEN,3,Valencia (ESP),27 OCT 2019,1210
7,108,1:06:11,Prisca JEPTOO,24 JUN 1984,KEN,2,Ras Al Khaimah (UAE),15 FEB 2013,1209
8,108,1:06:11,Eunice Chebichii CHUMBA,23 MAY 1993,BRN,1,København (DEN),17 SEP 2017,1209
9,108,1:06:11,Netsanet GUDETA,12 FEB 1991,ETH,1,Valencia (ESP),24 MAR 2018,1209
10,108,1:06:11,Gelete BURKA,23 JAN 1986,ETH,1,Valencia (ESP),28 OCT 2018,1209
11,112,1:06:13,Alia SAEED MOHAMMED,18 MAY 1991,UAE,2,Valencia (ESP),28 OCT 2018,1209
12,112,1:06:13,Tadu TESHOME,09 JUN 2001,ETH,1,København (DEN),18 SEP 2022,1209
13,112,1:06:13,Tsigie GEBRESELAMA,30 SEP 2000,ETH,2,Berlin (GER),02 APR 2023,1209
14,115,1:06:14,Worknesh DEGEFA,28 OCT 1990,ETH,2,Praha (CZE),02 APR 2016,1208
15,115,1:06:14,Valary JEMELI,08 JUN 1991,KEN,5,Ras Al Khaimah (UAE),08 FEB 2019,1208
16,117,1:06:15,Joan Chelimo MELLY,10 NOV 1990,KEN,3,København (DEN),16 SEP 2018,1208
17,117,1:06:15,Daisy CHEROTICH,30 MAY 1997,KEN,2,Lisboa (POR),21 NOV 2021,1208
18,119,1:06:16,Joan Chelimo MELLY,10 NOV 1990,KEN,5,Ras Al Khaimah (UAE),21 FEB 2020,1208
19,120,1:06:17,Nigsti HAFTU,08 JUL 1999,ETH,6,Valencia (ESP),24 OCT 2021,1207
20,121,1:06:18,Edith CHELIMO,16 JUL 1986,KEN,3,Valencia (ESP),28 OCT 2018,1207
21,122,1:06:19,Joyce CHEPKIRUI,20 AUG 1988,KEN,1,Praha (CZE),05 APR 2014,1207
22,122,1:06:19,Ruth CHEPNGETICH,08 AUG 1994,KEN,1,Istanbul (TUR),30 APR 2017,1207
23,122,1:06:19,Joyce Chepkemoi TELE,03 MAY 1995,KEN,3,Lisboa (POR),21 NOV 2021,1207
24,125,1:06:20,Yasemin CAN,11 DEC 1996,TUR,7,Gdynia (POL),17 OCT 2020,1206
25,126,1:06:21,Zeineba YIMER,17 JUN 1998,ETH,4,København (DEN),16 SEP 2018,1206
26,127,1:06:22,Ababel YESHANEH,22 JUL 1991,ETH,1,Istanbul (TUR),08 APR 2018,1206
27,127,1:06:22,Evaline CHIRCHIR,02 FEB 1998,KEN,2,København (DEN),15 SEP 2019,1206
28,129,1:06:25,Lornah KIPLAGAT,01 MAY 1974,NED,1,Udine (ITA),14 OCT 2007,1204
29,129,1:06:25,Joan Chelimo MELLY,10 NOV 1990,KEN,2,København (DEN),17 SEP 2017,1204
30,129,1:06:25,Judith Jeptum KORIR,12 DEC 1995,KEN,1,Lugano (SUI),29 AUG 2021,1204
31,132,1:06:26,Genet YALEW,31 DEC 1992,ETH,3,Ras Al Khaimah (UAE),12 FEB 2016,1204
32,132,1:06:26,Eilish MCCOLGAN,25 NOV 1990,GBR,6,Ras Al Khaimah (UAE),19 FEB 2022,1204
33,134,1:06:27,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,3,Ras Al Khaimah (UAE),15 FEB 2013,1204
34,134,1:06:27,Yalemget YAREGAL,23 OCT 2003,ETH,3,Berlin (GER),02 APR 2023,1204
35,136,1:06:28,Mamitu DASKA,16 OCT 1983,ETH,2,Ras Al Khaimah (UAE),13 FEB 2015,1203
36,136,1:06:28,Hiwot GEBREKIDAN,11 MAY 1995,ETH,1,"Houston, TX (USA)",15 JAN 2023,1203
37,136,1:06:28,Girmawit GEBRZIHAIR,21 NOV 2001,ETH,3,Lisboa (POR),12 MAR 2023,1203
38,139,1:06:29,Mary Wacera NGUGI,17 DEC 1988,KEN,1,"Houston, TX (USA)",17 JAN 2016,1203
39,140,1:06:30,Purity Temutai KOMEN,01 MAY 1998,KEN,1,Istanbul (TUR),30 APR 2023,1203
40,141,1:06:31,Pauline Chemning KORIKWIANG,01 MAR 1988,KEN,4,Valencia (ESP),28 OCT 2018,1202
41,141,1:06:31,Tiruye MESFIN,11 SEP 2002,ETH,4,Lisboa (POR),12 MAR 2023,1202
42,143,1:06:33,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,2,Istanbul (TUR),07 APR 2019,1202
43,143,1:06:33,Daisy CHEROTICH,30 MAY 1997,KEN,7,Ras Al Khaimah (UAE),19 FEB 2022,1202
44,145,1:06:34,Vivian Jepkemoi CHERUIYOT,11 SEP 1983,KEN,1,Lisboa (POR),17 MAR 2019,1201
45,145,1:06:34,Irine Jepchumba KIMAIS,10 OCT 1998,KEN,3,Berlin (GER),03 APR 2022,1201
46,145,1:06:34,Brigid KOSGEI,20 FEB 1994,KEN,4,Ras Al Khaimah (UAE),18 FEB 2023,1201
47,148,1:06:35,Brigid KOSGEI,20 FEB 1994,KEN,3,København (DEN),17 SEP 2017,1201
48,148,1:06:35,Yalemzerf YEHUALAW,03 AUG 1999,ETH,6,Ras Al Khaimah (UAE),21 FEB 2020,1201
49,148,1:06:35,Bekelech GUDETA,11 OCT 1997,ETH,3,Istanbul (TUR),27 MAR 2022,1201
50,148,1:06:35,Tsigie GEBRESELAMA,30 SEP 2000,ETH,2,København (DEN),18 SEP 2022,1201
51,152,1:06:36,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,Birmingham (GBR),11 OCT 2009,1201
52,152,1:06:36,Dorcas Jepchirchir TUITOEK,31 JAN 1998,KEN,3,København (DEN),15 SEP 2019,1201
53,154,1:06:37,Ashete BEKERE,17 APR 1988,ETH,1,Barcelona (ESP),16 FEB 2020,1200
54,154,1:06:37,Magdalena SHAURI,25 FEB 1996,TAN,7,Ras Al Khaimah (UAE),21 FEB 2020,1200
55,154,1:06:37,Gete ALEMAYEHU,27 AUG 1998,ETH,2,Barcelona (ESP),03 APR 2022,1200
56,157,1:06:38,Gladys CHERONO,12 MAY 1983,KEN,1,Istanbul (TUR),26 APR 2015,1200
57,157,1:06:38,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,Olomouc (CZE),20 JUN 2015,1200
58,157,1:06:38,Hitomi NIIYA,26 FEB 1988,JPN,1,"Houston, TX (USA)",19 JAN 2020,1200
59,157,1:06:38,Vivian KIPLAGAT,09 NOV 1991,KEN,8,Ras Al Khaimah (UAE),21 FEB 2020,1200
60,157,1:06:38,Agnes Mumbua NGOLO,24 OCT 1995,KEN,4,Valencia (ESP),23 OCT 2022,1200
61,162,1:06:39,Peres JEPCHIRCHIR,27 SEP 1993,KEN,4,Ras Al Khaimah (UAE),12 FEB 2016,1200
62,162,1:06:39,Ruti AGA,16 JAN 1994,ETH,1,"Houston, TX (USA)",14 JAN 2018,1200
63,162,1:06:39,Keira D'AMATO,21 OCT 1984,USA,1,"Southport, Gold Coast (AUS)",01 JUL 2023,1200
64,165,1:06:40,Ingrid KRISTIANSEN,21 MAR 1956,NOR,1,Sandnes (NOR),05 APR 1987,1199
65,166,1:06:41,Cynthia JEROTICH,18 DEC 1989,KEN,2,"Houston, TX (USA)",17 JAN 2016,1199
66,166,1:06:41,Tigist GEZAHAGN,12 MAR 2000,ETH,1,Granollers (ESP),05 FEB 2023,1199
67,168,1:06:42,Tiruye MESFIN,11 SEP 2002,ETH,3,København (DEN),18 SEP 2022,1198
68,168,1:06:42,Irine Chepet CHEPTAI,04 FEB 1992,KEN,1,New Delhi (IND),16 OCT 2022,1198
69,168,1:06:42,Janeth CHEPNGETICH,23 JUL 1998,KEN,2,Praha (CZE),01 APR 2023,1198
70,171,1:06:43,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,4,Ras Al Khaimah (UAE),10 FEB 2017,1198
71,171,1:06:43,Alemu MEGERTU,12 OCT 1997,ETH,4,København (DEN),15 SEP 2019,1198
72,171,1:06:43,Irine Chepet CHEPTAI,04 FEB 1992,KEN,4,New Delhi (IND),29 NOV 2020,1198
73,174,1:06:44,Elana MEYER,10 OCT 1966,RSA,1,Tokyo (JPN),15 JAN 1999,1198
74,174,1:06:44,Tsehay GEMECHU,12 DEC 1998,ETH,1,Lisboa (POR),08 MAY 2022,1198
75,176,1:06:45,Dibabe KUMA,14 SEP 1996,ETH,2,Barcelona (ESP),10 FEB 2019,1197
76,176,1:06:45,Helen BEKELE,21 NOV 1994,ETH,3,Istanbul (TUR),07 APR 2019,1197
77,178,1:06:46,Eunice Jepkirui KIRWA,20 MAY 1984,BRN,2,Istanbul (TUR),30 APR 2017,1197
78,178,1:06:46,Joyciline JEPKOSGEI,08 DEC 1993,KEN,5,Ras Al Khaimah (UAE),09 FEB 2018,1197
79,178,1:06:46,Netsanet GUDETA,12 FEB 1991,ETH,8,Gdynia (POL),17 OCT 2020,1197
80,178,1:06:46,Brigid KOSGEI,20 FEB 1994,KEN,2,Lisboa (POR),08 MAY 2022,1197
81,178,1:06:46,Marion KIBOR,27 SEP 1994,KEN,2,Paris (FRA),05 MAR 2023,1197
82,178,1:06:46,Betelihem AFENIGUS,,ETH,3,Paris (FRA),05 MAR 2023,1197
83,184,1:06:47,Paula RADCLIFFE,17 DEC 1973,GBR,1,Bristol (GBR),07 OCT 2001,1197
84,184,1:06:47,Degitu AZIMERAW,24 JAN 1999,ETH,6,Ras Al Khaimah (UAE),09 FEB 2018,1197
85,184,1:06:47,Violah CHEPTOO,01 MAR 1989,KEN,1,Napoli (ITA),23 FEB 2020,1197
86,184,1:06:47,Hiwot GEBREKIDAN,11 MAY 1995,ETH,6,Istanbul (TUR),04 APR 2021,1197
87,184,1:06:47,Irine Jepchumba KIMAIS,10 OCT 1998,KEN,1,Jeddah (KSA),10 DEC 2022,1197
88,189,1:06:48,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,2,Udine (ITA),14 OCT 2007,1196
89,189,1:06:48,Gladys CHERONO,12 MAY 1983,KEN,1,Praha (CZE),06 APR 2013,1196
90,189,1:06:48,Caroline Chepkoech KIPKIRUI,26 MAY 1994,KEN,2,"Houston, TX (USA)",14 JAN 2018,1196
91,189,1:06:48,Fancy CHEMUTAI,20 MAR 1995,KEN,2,"Houston, TX (USA)",20 JAN 2019,1196
92,189,1:06:48,Viola CHEPNGENO,03 FEB 1998,KEN,4,Berlin (GER),03 APR 2022,1196
93,189,1:06:48,Beatrice Jepchirchir CHESEREK,01 NOV 1998,KEN,1,Cardiff (GBR),02 OCT 2022,1196
94,195,1:06:49,Esther Wanjiru MAINA,27 MAR 1977,KEN,2,Tokyo (JPN),15 JAN 1999,1196
95,195,1:06:49,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,Ras Al Khaimah (UAE),17 FEB 2012,1196
96,195,1:06:49,Brigid KOSGEI,20 FEB 1994,KEN,7,Ras Al Khaimah (UAE),09 FEB 2018,1196
97,195,1:06:49,Netsanet GUDETA,12 FEB 1991,ETH,3,Manama (BRN),15 MAR 2019,1196
98,199,1:06:50,Tirunesh DIBABA,01 OCT 1985,ETH,5,Ras Al Khaimah (UAE),10 FEB 2017,1196
99,199,1:06:50,Mary Wacera NGUGI,17 DEC 1988,KEN,3,"Houston, TX (USA)",14 JAN 2018,1196
0,199,1:06:50,Buze DIRIBA,09 FEB 1994,ETH,4,"Houston, TX (USA)",14 JAN 2018,1196
1,199,1:06:50,Tsehay GEMECHU,12 DEC 1998,ETH,1,New Delhi (IND),21 OCT 2018,1196
2,199,1:06:50,Margaret Chelimo KIPKEMBOI,09 FEB 1993,KEN,5,Valencia (ESP),23 OCT 2022,1196
3,204,1:06:52,Brenda JEPLETING,1997,KEN,1,Herzogenaurach (GER),12 SEP 2021,1195
4,204,1:06:52,Magdalena SHAURI,25 FEB 1996,TAN,4,København (DEN),18 SEP 2022,1195
5,204,1:06:52,Viola CHEPNGENO,03 FEB 1998,KEN,2,Cardiff (GBR),02 OCT 2022,1195
6,204,1:06:52,Emily SISSON,12 OCT 1991,USA,2,"Houston, TX (USA)",15 JAN 2023,1195
7,208,1:06:54,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,New Delhi (IND),01 NOV 2009,1194
8,208,1:06:54,Joyciline JEPKOSGEI,08 DEC 1993,KEN,2,Valencia (ESP),24 MAR 2018,1194
9,208,1:06:54,Peres JEPCHIRCHIR,27 SEP 1993,KEN,1,Lisboa (POR),20 OCT 2019,1194
10,208,1:06:54,Bekelech GUDETA,11 OCT 1997,ETH,7,Istanbul (TUR),04 APR 2021,1194
11,212,1:06:55,Vivian KIPLAGAT,09 NOV 1991,KEN,2,Lisboa (POR),20 OCT 2019,1194
12,213,1:06:56,Lornah KIPLAGAT,01 MAY 1974,KEN,1,The Hague (NED),25 MAR 2000,1194
13,213,1:06:56,Meseret Hailu DEBELE,12 SEP 1990,ETH,4,Ras Al Khaimah (UAE),15 FEB 2013,1194
14,213,1:06:56,Pauline KAMULU,30 DEC 1994,KEN,3,Valencia (ESP),24 MAR 2018,1194
15,213,1:06:56,Joyciline JEPKOSGEI,08 DEC 1993,KEN,2,New Delhi (IND),21 OCT 2018,1194
16,213,1:06:56,Ruti AGA,16 JAN 1994,ETH,3,"Houston, TX (USA)",20 JAN 2019,1194
17,213,1:06:56,Brillian Jepkorir KIPKOECH,01 MAR 1995,KEN,9,Gdynia (POL),17 OCT 2020,1194
18,219,1:06:57,Gladys CHESIR,20 FEB 1993,KEN,5,Ras Al Khaimah (UAE),12 FEB 2016,1193
19,219,1:06:57,Zeineba YIMER,17 JUN 1998,ETH,3,New Delhi (IND),20 OCT 2019,1193
20,219,1:06:57,Zenebu FIKADU,14 SEP 1999,ETH,1,Lille (FRA),20 MAR 2022,1193
21,219,1:06:57,Nesphine JEPLETING,20 APR 1996,KEN,1,Praha (CZE),02 APR 2022,1193
22,219,1:06:57,Ftaw ZERAY,03 AUG 1997,ETH,1,Gqeberha (RSA),04 JUN 2022,1193
23,224,1:06:58,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,6,Ras Al Khaimah (UAE),12 FEB 2016,1193
24,224,1:06:58,Fancy CHEMUTAI,20 MAR 1995,KEN,3,Praha (CZE),01 APR 2017,1193
25,224,1:06:58,Vicoty CHEPNGENO,12 NOV 1993,KEN,4,Istanbul (TUR),27 MAR 2022,1193
26,227,1:06:59,Zeineba YIMER,17 JUN 1998,ETH,3,New Delhi (IND),21 OCT 2018,1192
27,228,1:07:00,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,Lille (FRA),05 SEP 2009,1192
28,228,1:07:00,Roza DEREJE,09 MAY 1997,ETH,2,Istanbul (TUR),08 APR 2018,1192
29,228,1:07:00,Nelly JEPCHUMBA,,KEN,4,Paris (FRA),05 MAR 2023,1192
30,231,1:07:01,Gladys CHERONO,12 MAY 1983,KEN,1,Ostia (ITA),12 MAR 2017,1192
31,231,1:07:01,Sheila CHEPKIRUI,27 DEC 1990,KEN,3,Manama (BRN),12 DEC 2021,1192
