"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
28,29,4:18.23,Gelete BURKA,23 JAN 1986,ETH,1,Rieti (ITA),07 SEP 2008,1206
29,30,4:18.24,Jessica HULL,22 OCT 1996,AUS,3,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1206
30,31,4:18.25,Maricica PUICĂ,29 JUL 1950,ROU,1,Nice (FRA),15 JUL 1986,1206
31,32,4:18.31,Gudaf TSEGAY,23 JUN 1997,ETH,4,"Stade Louis II, Monaco (MON)",12 JUL 2019,1205
32,33,4:18.38,Nikki HILTZ,23 OCT 1994,USA,4,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1205
33,34,4:18.42,Rababe ARAFI,12 JAN 1991,MAR,5,"Stade Louis II, Monaco (MON)",12 JUL 2019,1204
34,35,4:18.58,Axumawit EMBAYE,18 OCT 1994,ETH,6,"Stade Louis II, Monaco (MON)",12 JUL 2019,1203
35,36,4:18.60,Faith KIPYEGON,10 JAN 1994,KEN,1,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1203
36,37,4:18.65,Winnie NANYONDO,23 AUG 1993,UGA,7,"Stade Louis II, Monaco (MON)",12 JUL 2019,1203
37,38,4:19.03,Ciara MAGEEAN,12 MAR 1992,IRL,8,"Stade Louis II, Monaco (MON)",12 JUL 2019,1200
38,39,4:19.09,Worknesh MESELE,11 JUN 2001,ETH,5,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1199
39,40,4:19.12,Laura MUIR,09 MAY 1993,GBR,2,"Bislett Stadion, Oslo (NOR)",09 JUN 2016,1199
40,41,4:19.18,Mary DECKER,04 AUG 1958,USA,1,Oslo (NOR),27 JUL 1983,1199
41,41,4:19.18,Mary SLANEY,04 AUG 1958,USA,1,Oslo (NOR),27 JUL 1985,1199
42,43,4:19.28,Laura MUIR,09 MAY 1993,GBR,5,"Olympic Stadium, London (GBR)",22 JUL 2018,1198
43,44,4:19.30,Gabriela SZABO,14 NOV 1975,ROU,1,Bellinzona (SUI),01 JUL 1998,1198
44,45,4:19.41,Kirsty WADE,06 AUG 1962,GBR,2,Oslo (NOR),27 JUL 1985,1197
45,46,4:19.50,Maryam Yusuf JAMAL,16 SEP 1984,BRN,2,Rieti (ITA),07 SEP 2008,1196
46,47,4:19.55,Winny CHEBET,20 DEC 1990,KEN,3,"Olympic Stadium, London (GBR)",09 JUL 2017,1196
47,48,4:19.58,Angelika CICHOCKA,15 MAR 1988,POL,4,"Olympic Stadium, London (GBR)",09 JUL 2017,1196
48,49,4:19.59,Mary SLANEY,04 AUG 1958,USA,1,London (GBR),02 AUG 1985,1196
49,50,4:19.60,Linden HALL,20 JUN 1991,AUS,6,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1195
50,51,4:19.89,Jessica HULL,22 OCT 1996,AUS,1,"Jesuit High School Track, Portland, OR (USA)",02 JUL 2022,1193
51,52,4:19.98,Jenny SIMPSON,23 AUG 1986,USA,5,"Olympic Stadium, London (GBR)",09 JUL 2017,1193
52,53,4:20.00,Hirut MESHESHA,20 JAN 2001,ETH,7,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1192
53,54,4:20.03,Winnie NANYONDO,23 AUG 1993,UGA,8,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1192
54,55,4:20.04,Janat CHEMUSTO,05 JUL 1998,UGA,9,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1192
55,56,4:20.23,Gulnara SAMITOVA-GALKINA,09 JUL 1978,RUS,1,Moskva (RUS),29 JUN 2007,1191
56,57,4:20.34,Shannon ROWBURY,19 SEP 1984,USA,3,Rieti (ITA),07 SEP 2008,1190
57,58,4:20.35,Lisa DOBRISKEY,23 DEC 1983,GBR,4,Rieti (ITA),07 SEP 2008,1190
58,59,4:20.39,Doina MELINTE,27 DEC 1956,ROU,2,Nice (FRA),10 JUL 1989,1190
59,59,4:20.39,Svetlana MASTERKOVA,17 JAN 1968,RUS,1,"New York, NY (USA)",20 JUL 1998,1190
60,61,4:20.49,Laura WEIGHTMAN,01 JUL 1991,GBR,6,"Olympic Stadium, London (GBR)",22 JUL 2018,1189
61,62,4:20.51,Winny CHEBET,20 DEC 1990,KEN,7,"Olympic Stadium, London (GBR)",22 JUL 2018,1189
62,62,4:20.51,Genzebe DIBABA,08 FEB 1991,ETH,1,Padova (ITA),02 SEP 2018,1189
63,64,4:20.70,Kate GRACE,24 OCT 1988,USA,8,"Olympic Stadium, London (GBR)",22 JUL 2018,1187
64,65,4:20.79,Hassiba BOULMERKA,10 JUL 1968,ALG,1,Oslo (NOR),06 JUL 1991,1187
65,66,4:20.85,Sarah MCDONALD,02 AUG 1993,GBR,9,"Olympic Stadium, London (GBR)",22 JUL 2018,1186
66,67,4:20.86,Anna ALMINOVA,17 JAN 1985,RUS,2,Moskva (RUS),29 JUN 2007,1186
67,68,4:20.88,Laura WEIGHTMAN,01 JUL 1991,GBR,6,"Olympic Stadium, London (GBR)",09 JUL 2017,1186
68,69,4:20.89,Lyudmila VESELKOVA,25 OCT 1950,URS,1,Bologna (ITA),12 SEP 1981,1186
69,69,4:20.89,Maricica PUICĂ,29 JUL 1950,ROU,1,Paris (FRA),22 JUL 1986,1186
70,71,4:20.91,Rachel SCHNEIDER,18 JUL 1991,USA,9,"Stade Louis II, Monaco (MON)",12 JUL 2019,1186
71,72,4:20.93,Regina JACOBS,28 AUG 1963,USA,2,"New York, NY (USA)",20 JUL 1998,1186
72,73,4:21.08,Axumawit EMBAYE,18 OCT 1994,ETH,2,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1184
73,74,4:21.10,Linden HALL,20 JUN 1991,AUS,1,"Sports Park Mladost, Zagreb (CRO)",11 SEP 2022,1184
74,75,4:21.11,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,1,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1184
75,76,4:21.13,Nuria FERNÁNDEZ,16 AUG 1976,ESP,5,Rieti (ITA),07 SEP 2008,1184
76,77,4:21.25,Mary SLANEY,04 AUG 1958,USA,1,"Eugene, OR (USA)",02 JUL 1988,1183
77,78,4:21.29,Olesya CHUMAKOVA-MIKHEYEVA,23 JUL 1981,RUS,3,Moskva (RUS),29 JUN 2007,1183
78,79,4:21.30,Lyudmila ROGACHOVA,30 OCT 1966,RUS,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,1183
79,80,4:21.38,Paula IVAN,20 JUL 1963,ROU,1,"Stadio Adriatico, Pescara (ITA)",19 JUL 1989,1182
80,80,4:21.38,Linden HALL,20 JUN 1991,AUS,3,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1182
81,82,4:21.40,Fita LOVIN,14 JAN 1951,ROU,2,Bologna (ITA),12 SEP 1981,1182
82,82,4:21.40,Linden HALL,20 JUN 1991,AUS,10,"Olympic Stadium, London (GBR)",22 JUL 2018,1182
83,84,4:21.46,Mary TABB,04 AUG 1958,USA,1,Oslo (NOR),26 JUN 1982,1182
84,85,4:21.52,Vesela YATSINSKA,16 JAN 1951,BUL,1,Budapest (HUN),30 JUN 1982,1181
85,86,4:21.54,Simona VRZALOVÁ,07 APR 1988,CZE,11,"Olympic Stadium, London (GBR)",22 JUL 2018,1181
86,87,4:21.57,Yelena ZADOROZHNAYA,03 DEC 1977,RUS,1,Tula (RUS),06 JUN 2004,1181
87,88,4:21.58,Marta PÉREZ,19 APR 1993,ESP,4,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1181
88,89,4:21.59,Ulrike BRUNS,17 NOV 1953,GDR,4,"Letzigrund, Zürich (SUI)",21 AUG 1985,1181
89,90,4:21.61,Kirsty WADE,06 AUG 1962,GBR,1,Bruxelles (BEL),05 SEP 1986,1180
90,91,4:21.65,Mary DECKER,04 AUG 1958,USA,1,"Westwood, CA (USA)",15 MAY 1983,1180
91,92,4:21.68,Mary DECKER,04 AUG 1958,USA,1,Auckland (NZL),26 JAN 1980,1180
92,93,4:21.69,Violeta BECLEA-SZEKELY,26 MAR 1965,ROU,1,"Stadio Olimpico, Roma (ITA)",09 JUN 1993,1180
93,94,4:21.74,Doina MELINTE,27 DEC 1956,ROU,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,1180
94,95,4:21.78,Vanya STOYANOVA-GOSPODINOVA,12 DEC 1958,BUL,2,Budapest (HUN),30 JUN 1982,1179
95,95,4:21.78,Ruth WYSOCKI,08 MAR 1957,USA,1,London (GBR),07 SEP 1984,1179
96,97,4:21.80,Doina MELINTE,27 DEC 1956,ROU,1,Oslo (NOR),04 JUL 1992,1179
97,98,4:21.82,Maricica PUICĂ,29 JUL 1950,ROU,1,Viareggio (ITA),05 AUG 1981,1179
98,99,4:21.88,Doina MELINTE,27 DEC 1956,ROU,2,Bruxelles (BEL),05 SEP 1986,1178
99,100,4:21.89,Tamara SOROKINA,15 AUG 1950,URS,3,Budapest (HUN),30 JUN 1982,1178
0,100,4:21.89,Nikki HILTZ,23 OCT 1994,USA,1,"Cardinal Gibbons High School, Raleigh, NC (USA)",05 AUG 2022,1178
1,102,4:21.90,Elise CRANNY,09 MAY 1996,USA,5,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1178
2,103,4:21.92,Natalia RODRÍGUEZ,02 JUN 1979,ESP,6,Rieti (ITA),07 SEP 2008,1178
3,104,4:21.98,Josette ANDREWS,15 DEC 1995,USA,10,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1178
4,105,4:22.03,Ciara MAGEEAN,12 MAR 1992,IRL,11,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1177
5,106,4:22.04,Doina MELINTE,27 DEC 1956,ROU,2,Oslo (NOR),06 JUL 1991,1177
6,107,4:22.07,Nikki HILTZ,23 OCT 1994,USA,1,Montesson (FRA),10 JUN 2023,1177
7,108,4:22.09,Natalia MĂRĂŞESCU,03 OCT 1952,ROU,1,Auckland (NZL),27 JAN 1979,1177
8,108,4:22.09,Hassiba BOULMERKA,10 JUL 1968,ALG,1,Zürich (SUI),17 AUG 1994,1177
9,110,4:22.10,Natalya ARTYOMOVA,05 JAN 1963,URS,1,Köln (GER),08 SEP 1991,1177
10,110,4:22.10,Shannon ROWBURY,19 SEP 1984,USA,3,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1177
11,112,4:22.11,Maricica PUICĂ,29 JUL 1950,ROU,3,Bruxelles (BEL),05 SEP 1986,1177
12,113,4:22.14,Liliya SHOBUKHOVA,13 NOV 1977,RUS,2,Tula (RUS),06 JUN 2004,1177
13,114,4:22.15,Doina MELINTE,27 DEC 1956,ROU,2,"Stadio Adriatico, Pescara (ITA)",19 JUL 1989,1176
14,115,4:22.18,Jenny SIMPSON,23 AUG 1986,USA,4,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1176
15,116,4:22.20,Natalya ARTYOMOVA,05 JAN 1963,URS,2,Oslo (NOR),14 JUL 1990,1176
16,116,4:22.20,Regina JACOBS,28 AUG 1963,USA,2,Zürich (SUI),14 AUG 1996,1176
17,118,4:22.30,Mary SLANEY,04 AUG 1958,USA,1,Burnaby (CAN),18 JUN 1985,1175
18,119,4:22.33,Lyudmila ROGACHOVA,30 OCT 1966,RUS,2,"Stadio Olimpico, Roma (ITA)",09 JUN 1993,1175
19,120,4:22.34,Maryam Yusuf JAMAL,16 SEP 1984,BRN,1,Genève (SUI),09 JUN 2007,1175
20,121,4:22.38,Natalya ARTYOMOVA,05 JAN 1963,URS,1,Zürich (SUI),15 AUG 1990,1175
21,122,4:22.40,Elly VAN HULST,09 JUN 1959,NED,4,Bruxelles (BEL),05 SEP 1986,1175
22,122,4:22.40,Ciara MAGEEAN,12 MAR 1992,IRL,7,"Olympic Stadium, London (GBR)",09 JUL 2017,1175
23,124,4:22.45,Marta PEN FREITAS,31 JUL 1993,POR,1,"Olympiastadion, Berlin (GER)",02 SEP 2018,1174
24,125,4:22.46,Lyubov KREMLYOVA,21 DEC 1961,RUS,3,"Stadio Olimpico, Roma (ITA)",09 JUN 1993,1174
25,126,4:22.47,Gabriela DEBUES-STAFFORD,13 SEP 1995,CAN,2,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1174
26,127,4:22.5h,Zamira ZAYTSEVA,16 FEB 1953,URS,1,Kiev (URS),15 JUN 1981,1174
27,128,4:22.52,Svetlana KITOVA,25 JUN 1960,URS,3,"Stadio Adriatico, Pescara (ITA)",19 JUL 1989,1174
28,129,4:22.53,Doina MELINTE,27 DEC 1956,ROU,2,Köln (GER),08 SEP 1991,1174
29,130,4:22.63,Maricica PUICĂ,29 JUL 1950,ROU,3,Bologna (ITA),12 SEP 1981,1173
30,131,4:22.64,Christina CAHILL,25 MAR 1957,GBR,2,London (GBR),07 SEP 1984,1173
31,131,4:22.64,Yvonne MURRAY,04 OCT 1964,GBR,2,"Bislett Stadion, Oslo (NOR)",22 JUL 1994,1173
32,133,4:22.66,Mary DECKER,04 AUG 1958,USA,1,London (GBR),09 SEP 1983,1173
33,133,4:22.66,Lisa CORRIGAN,02 DEC 1984,AUS,1,Melbourne (AUS),02 MAR 2007,1173
34,135,4:22.67,Mercy CHERONO,07 MAY 1991,KEN,5,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1173
35,136,4:22.68,Gulnara SAMITOVA,09 JUL 1978,RUS,3,Tula (RUS),06 JUN 2004,1173
36,137,4:22.71,Josette NORRIS,15 DEC 1995,USA,6,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1172
37,138,4:22.81,Esther GUERRERO,07 FEB 1990,ESP,7,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1172
38,139,4:22.82,Ivana WALTEROVÁ,26 MAY 1962,TCH,5,Bruxelles (BEL),05 SEP 1986,1172
39,140,4:22.85,Edinah JEBITOK,10 NOV 2001,KEN,1,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",06 JUN 2023,1171
40,141,4:22.86,Mary SLANEY,04 AUG 1958,USA,1,Malmö (SWE),08 AUG 1988,1171
41,142,4:22.92,Mary DECKER,04 AUG 1958,USA,1,"Westwood, CA (USA)",13 MAY 1984,1171
42,143,4:22.93,Suzy FAVOR HAMILTON,08 AUG 1968,USA,3,"New York, NY (USA)",20 JUL 1998,1171
43,144,4:22.94,Sonia O'SULLIVAN,28 NOV 1969,IRL,4,"Stadio Olimpico, Roma (ITA)",09 JUN 1993,1171
44,145,4:22.95,Natalya ARTYOMOVA,05 JAN 1963,URS,1,Reims (FRA),03 JUL 1991,1171
45,145,4:22.95,Natalya ARTYOMOVA,05 JAN 1963,RUS,1,Reims (FRA),03 JUL 1992,1171
46,145,4:22.95,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Cork (IRL),25 JUN 1994,1171
47,148,4:22.96,Zola BUDD,26 MAY 1966,GBR,1,Gateshead (GBR),09 AUG 1985,1170
48,148,4:22.96,Anna BRZEZIŃSKA,09 JAN 1971,POL,3,Zürich (SUI),14 AUG 1996,1170
49,150,4:22.97,Yvonne MAI,22 AUG 1965,GDR,2,Zürich (SUI),15 AUG 1990,1170
50,151,4:23.07,Abeba AREGAWI,05 JUL 1990,SWE,6,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1170
51,152,4:23.08,Yvonne MURRAY,04 OCT 1964,GBR,6,Bruxelles (BEL),05 SEP 1986,1170
52,152,4:23.08,Anna BRZEZIŃSKA,09 JAN 1971,POL,5,"Stadio Olimpico, Roma (ITA)",09 JUN 1993,1170
53,154,4:23.09,Winnie NANYONDO,23 AUG 1993,UGA,8,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1170
54,155,4:23.14,Zola BUDD,26 MAY 1966,GBR,1,Edinburgh (GBR),23 JUL 1985,1169
55,155,4:23.14,Sonia O'SULLIVAN,28 NOV 1969,IRL,2,Zürich (SUI),17 AUG 1994,1169
56,157,4:23.15,Melissa COURTNEY-BRYANT,30 AUG 1993,GBR,8,"Olympic Stadium, London (GBR)",09 JUL 2017,1169
57,158,4:23.2h,Mary TABB,04 AUG 1958,USA,1,"Berkeley, CA (USA)",12 JUN 1982,1169
58,159,4:23.23,Kate GRACE,24 OCT 1988,USA,2,"Olympiastadion, Berlin (GER)",02 SEP 2018,1168
59,160,4:23.28,Leah PELLS,09 NOV 1964,CAN,4,Zürich (SUI),14 AUG 1996,1168
60,161,4:23.29,Gabriella DORIO,26 JUN 1957,ITA,1,Viareggio (ITA),14 AUG 1980,1168
61,162,4:23.34,Sofia ENNAOUI,30 AUG 1995,POL,12,"Olympic Stadium, London (GBR)",22 JUL 2018,1168
62,163,4:23.35,Mary SLANEY,04 AUG 1958,USA,3,Köln (GER),08 SEP 1991,1168
63,163,4:23.35,Alemaz SAMUEL,05 JUL 1999,ETH,10,"Stade Louis II, Monaco (MON)",12 JUL 2019,1168
64,165,4:23.38,Zola BUDD-PIETERSE,26 MAY 1966,RSA,1,Port Elizabeth (RSA),04 MAR 1991,1167
65,165,4:23.38,Kristiina MÄKI,22 SEP 1991,CZE,9,"Boudewijnstadion, Bruxelles (BEL)",03 SEP 2021,1167
66,167,4:23.40,Sarah JAMIESON,24 MAR 1975,AUS,2,Melbourne (AUS),02 MAR 2007,1167
67,168,4:23.41,Carla SACRAMENTO,10 DEC 1971,POR,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 1998,1167
68,169,4:23.44,Violeta BECLEA-SZEKELY,26 MAR 1965,ROU,1,Nice (FRA),17 JUL 1999,1167
69,170,4:23.49,Mary DECKER,04 AUG 1958,USA,1,"Philadelphia, PA (USA)",30 JUN 1979,1167
70,171,4:23.50,Rababe ARAFI,12 JAN 1991,MAR,7,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1167
71,172,4:23.52,Hanna KLEIN,06 APR 1993,GER,2,"Sports Park Mladost, Zagreb (CRO)",11 SEP 2022,1166
72,173,4:23.65,Eleanor FULTON,17 MAY 1993,USA,2,"Cardinal Gibbons High School, Raleigh, NC (USA)",05 AUG 2022,1165
73,173,4:23.65,Janat CHEMUSTO,05 JUL 1998,UGA,2,Montesson (FRA),10 JUN 2023,1165
74,175,4:23.67,Carla SACRAMENTO,10 DEC 1971,POR,5,Zürich (SUI),14 AUG 1996,1165
75,176,4:23.78,Doina MELINTE,27 DEC 1956,ROU,1,Villeneuve d'Ascq (FRA),01 JUL 1991,1164
76,176,4:23.78,Yekaterina PODKOPAYEVA,11 JUN 1952,RUS,6,"Stadio Olimpico, Roma (ITA)",09 JUN 1993,1164
77,178,4:23.8h,Natalia MĂRĂŞESCU,03 OCT 1952,ROU,1,Bucureşti (ROU),21 MAY 1977,1164
78,178,4:23.8h,Svetlana ULMASOVA,04 FEB 1953,URS,2,Kiev (URS),15 JUN 1981,1164
79,180,4:23.81,Carla SACRAMENTO,10 DEC 1971,POR,2,Nice (FRA),17 JUL 1999,1164
80,181,4:23.88,Lyudmila ROGACHOVA,30 OCT 1966,RUS,3,Zürich (SUI),17 AUG 1994,1164
81,182,4:23.9h,Tamara SOROKINA,15 AUG 1950,URS,3,Kiev (URS),15 JUN 1981,1164
82,183,4:23.92,Anita WEYERMANN,08 DEC 1977,SUI,2,Bellinzona (SUI),01 JUL 1998,1163
83,184,4:23.93,Sue ADDISON,28 JUL 1956,USA,2,Nice (FRA),15 JUL 1986,1163
84,185,4:23.94,Winnie NANYONDO,23 AUG 1993,UGA,3,"Sports Park Mladost, Zagreb (CRO)",11 SEP 2022,1163
85,186,4:23.96,Linden HALL,20 JUN 1991,AUS,9,"Olympic Stadium, London (GBR)",09 JUL 2017,1163
86,187,4:24.00,Jackline MARANGA,16 DEC 1977,KEN,2,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 1998,1163
87,187,4:24.00,Anita WEYERMANN,08 DEC 1977,SUI,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 1998,1163
88,189,4:24.01,Kate GRACE,24 OCT 1988,USA,10,"Olympic Stadium, London (GBR)",09 JUL 2017,1163
89,189,4:24.01,Axumawit EMBAYE,18 OCT 1994,ETH,12,"Bislett Stadion, Oslo (NOR)",15 JUN 2023,1163
90,191,4:24.02,Margareta KESZEG,31 AUG 1965,ROU,3,Oslo (NOR),06 JUL 1991,1163
91,192,4:24.05,Doina MELINTE,27 DEC 1956,ROU,2,Bruxelles (BEL),11 SEP 1987,1162
92,193,4:24.09,Taryn RAWLINGS,17 APR 1996,USA,4,"Sports Park Mladost, Zagreb (CRO)",11 SEP 2022,1162
93,194,4:24.13,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Köln (GER),18 AUG 1995,1162
94,195,4:24.14,Lynn JENNINGS,01 JUL 1960,USA,3,Oslo (NOR),14 JUL 1990,1162
95,196,4:24.22,Regina JACOBS,28 AUG 1963,USA,1,Monaco (MON),10 AUG 1996,1161
96,197,4:24.27,Sonia O'SULLIVAN,28 NOV 1969,IRL,1,Sheffield (GBR),14 AUG 1992,1161
97,197,4:24.27,Konstanze KLOSTERHALFEN,18 FEB 1997,GER,3,"Olympiastadion, Berlin (GER)",02 SEP 2018,1161
98,199,4:24.29,Genzebe DIBABA,08 FEB 1991,ETH,1,"Bregyó Athletic Center, Székesfehérvár (HUN)",02 JUL 2018,1161
99,199,4:24.29,Ksanet ALEM,27 JUN 2004,ETH,2,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",06 JUN 2023,1161
0,201,4:24.31,Viola Jelagat KIBIWOT,22 DEC 1983,KEN,8,"Boudewijnstadion, Bruxelles (BEL)",11 SEP 2015,1161
1,202,4:24.32,Anita WEYERMANN,08 DEC 1977,SUI,3,Nice (FRA),17 JUL 1999,1160
2,203,4:24.35,Sintayehu VISSA,29 JUL 1996,ITA,3,Montesson (FRA),10 JUN 2023,1160
3,204,4:24.37,Theresia KIESL,26 OCT 1963,AUT,6,Zürich (SUI),14 AUG 1996,1160
4,205,4:24.40,Lyubov KREMLYOVA,21 DEC 1961,RUS,1,London (GBR),10 SEP 1993,1160
5,205,4:24.40,Natalya YEVDOKIMOVA,17 MAR 1978,RUS,1,Heusden-Zolder (BEL),02 AUG 2003,1160
6,207,4:24.43,Naomi MUGO,02 JAN 1977,KEN,4,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 1998,1160
7,208,4:24.50,Hassiba BOULMERKA,10 JUL 1968,ALG,2,Reims (FRA),03 JUL 1991,1159
8,208,4:24.50,Lyubov KREMLYOVA,21 DEC 1961,RUS,3,"Stade Olympique de la Pontaise, Lausanne (SUI)",08 JUL 1992,1159
9,210,4:24.53,Jackline MARANGA,16 DEC 1977,KEN,1,Bellinzona (SUI),18 AUG 1997,1159
10,211,4:24.57,Christine BENNING,30 MAR 1955,GBR,3,London (GBR),07 SEP 1984,1159
11,212,4:24.60,Silvana CRUCIATA,15 FEB 1953,ITA,1,Stockholm (SWE),08 JUL 1981,1158
12,213,4:24.63,Svetlana KITOVA,25 JUN 1960,URS,4,Oslo (NOR),14 JUL 1990,1158
13,214,4:24.64,Yvonne GRAHAM,22 AUG 1965,JAM,4,Zürich (SUI),17 AUG 1994,1158
14,215,4:24.68,Stephanie GARCIA,03 MAY 1988,USA,11,"Olympic Stadium, London (GBR)",09 JUL 2017,1158
15,216,4:24.69,Brit MCROBERTS-LIND PETERSEN,10 FEB 1957,CAN,3,Nice (FRA),15 JUL 1986,1158
16,217,4:24.71,Tudorita CHIDU,17 OCT 1967,ROU,4,Oslo (NOR),06 JUL 1991,1158
17,217,4:24.71,Eilish MCCOLGAN,25 NOV 1990,GBR,3,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1158
18,219,4:24.72,Linden HALL,20 JUN 1991,AUS,4,"Alexander Stadium, Birmingham (GBR)",18 AUG 2019,1158
19,220,4:24.75,Lynn WILLIAMS,11 JUL 1960,CAN,3,Nice (FRA),10 JUL 1989,1157
20,221,4:24.82,Alexa EFRAIMSON,20 FEB 1997,USA,4,"Olympiastadion, Berlin (GER)",02 SEP 2018,1157
