"",Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
49,50,1:06:21,Hellen KIMAIYO-KIPKOSKEI,08 SEP 1968,KEN,1.0,Paris (FRA),18 OCT 1998,1126
50,50,1:06:21,Pauline WANGUI,17 JUL 1984,KEN,1.0,Alphen aan den Rijn (NED),07 MAR 2010,1126
51,52,1:06:24,Rose CHELIMO,12 JUL 1989,KEN,3.0,Paris (FRA),09 OCT 2011,1125
52,52,1:06:24,Dera DIDA,26 OCT 1996,ETH,1.0,Paris (FRA),09 OCT 2016,1125
53,52,1:06:24,Etagegne WOLDU,10 MAY 1996,ETH,2.0,Paris (FRA),09 OCT 2016,1125
54,55,1:06:25,Kazue OGOSHI,02 MAR 1981,JPN,4.0,Kobe (JPN),17 DEC 2000,1124
55,56,1:06:26,Molly HUDDLE,31 AUG 1984,USA,1.0,"New Haven, CT (USA)",07 SEP 2015,1124
56,57,1:06:27,Mingxia WANG,06 JUN 1971,CHN,3.0,Miyazaki (JPN),06 JAN 1993,1124
57,58,1:06:28,Tsugumi FUKUYAMA,10 APR 1968,JPN,4.0,Miyazaki (JPN),06 JAN 1993,1123
58,58,1:06:28,Cynthia JEROTICH,18 DEC 1989,KEN,4.0,Paris (FRA),09 OCT 2011,1123
59,60,1:06:29,Mestawat TUFA,14 SEP 1983,ETH,1.0,Paris (FRA),19 OCT 2003,1123
60,61,1:06:30,Yoshiko YAMAMOTO,06 JUN 1970,JPN,5.0,Miyazaki (JPN),06 JAN 1993,1123
61,61,1:06:30,Gulnara VYGOVSKAYA,06 SEP 1980,RUS,12.0,Debrecen (HUN),08 OCT 2006,1123
62,63,1:06:31,Akari TAKEMOTO,29 DEC 1971,JPN,6.0,Miyazaki (JPN),06 JAN 1993,1122
63,63,1:06:31,Kazue OGOSHI,02 MAR 1981,JPN,1.0,Kobe (JPN),14 NOV 1999,1122
64,63,1:06:31,Susan JEPTOOO,07 MAR 1987,KEN,3.0,Paris (FRA),09 OCT 2016,1122
65,66,1:06:33,Cristina POMACU,15 SEP 1973,ROU,2.0,Paris (FRA),18 OCT 1998,1122
66,66,1:06:33,Teyba ERKESSO,30 OCT 1982,ETH,2.0,Paris (FRA),19 OCT 2003,1122
67,66,1:06:33,Natalya KURBATOVA,17 OCT 1985,RUS,13.0,Debrecen (HUN),08 OCT 2006,1122
68,69,1:06:34,Jane Auro EKIMAT,12 JUN 1974,KEN,3.0,Paris (FRA),19 OCT 2003,1121
69,70,1:06:35,Beatrice CHERONO,12 AUG 1994,KEN,4.0,Paris (FRA),09 OCT 2016,1121
70,70,1:06:35,Jordan HASAY,21 SEP 1991,USA,1.0,"New Haven, CT (USA)",04 SEP 2017,1121
71,72,1:06:36,Berhane ADERE,23 NOV 1973,ETH,1.0,Paris (FRA),17 OCT 1999,1120
72,73,1:06:37,Hellen KIMAIYO-KIPKOSKEI,08 SEP 1968,KEN,1.0,Paris (FRA),17 OCT 1993,1120
73,74,1:06:39,Pauline WANGUI,17 JUL 1984,KEN,1.0,Alphen aan den Rijn (NED),08 MAR 2009,1119
74,75,1:06:40,Joyce CHEPCHUMBA,06 NOV 1970,KEN,1.0,Alphen aan den Rijn (NED),13 MAR 1999,1119
75,75,1:06:40,Bekelech GUDETA,11 OCT 1997,ETH,3.0,Paris (FRA),08 OCT 2017,1119
76,77,1:06:41,Muliye DEKEBO,13 MAR 1998,ETH,2.0,Cassis (FRA),29 OCT 2017,1119
77,78,1:06:42,Rose CHEPCHUMBA,14 MAR 1979,KEN,4.0,Paris (FRA),19 OCT 2003,1118
78,79,1:06:43,Blake PHILLIPS-RUSSELL,24 JUL 1975,USA,1.0,"New Haven, CT (USA)",05 SEP 2005,1118
79,80,1:06:44,Jeļena PROKOPČUKA,21 SEP 1976,LAT,1.0,Paris (FRA),13 OCT 2002,1118
80,81,1:06:46,Restituta JOSEPH KEMI,30 JUL 1971,TAN,3.0,Paris (FRA),18 OCT 1998,1117
81,81,1:06:46,Sara HALL,15 APR 1983,USA,1.0,"New Haven, CT (USA)",02 SEP 2019,1117
82,83,1:06:47,Eunice JEPKORIR,17 FEB 1982,KEN,14.0,Debrecen (HUN),08 OCT 2006,1116
83,84,1:06:48,Adero NYAKISI,02 JUL 1986,UGA,2.0,Alphen aan den Rijn (NED),07 MAR 2010,1116
84,85,1:06:49,Sutume Asefa KEBEDE,11 DEC 1994,ETH,1.0,Lausanne (SUI),26 APR 2015,1116
85,86,1:06:52,Cathie TWOMEY,24 OCT 1956,USA,1.0,Chunichi (JPN),07 MAR 1982,1115
86,87,1:06:55,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,1.0,Alphen aan den Rijn (NED),10 MAR 2002,1114
87,88,1:06:56,Alicia CRAIG,14 JUN 1982,USA,1.0,"New Haven, CT (USA)",03 SEP 2007,1113
88,88,1:06:56,Cynthia JEROTICH,18 DEC 1989,KEN,1.0,Tours (FRA),25 SEP 2011,1113
89,90,1:06:58,Youfeng ZHAO,05 MAY 1965,CHN,1.0,Miyazaki (JPN),06 JAN 1989,1112
90,90,1:06:58,Jane Auro EKIMAT,12 JUN 1974,KEN,1.0,Almeirim (POR),20 JAN 2002,1112
91,90,1:06:58,Joyce CHEPCHUMBA,06 NOV 1970,KEN,1.0,Alphen aan den Rijn (NED),09 MAR 2003,1112
92,93,1:06:59,Makena MORLEY,21 NOV 1996,USA,2.0,"New Haven, CT (USA)",06 SEP 2021,1112
93,94,1:07:00,Lyudmila BIKTASHEVA,25 JUL 1974,RUS,2.0,Paris (FRA),17 OCT 1999,1112
94,94,1:07:00,Caroline KWAMBAI,09 SEP 1975,KEN,2.0,Alphen aan den Rijn (NED),11 MAR 2001,1112
