"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
80,80,10.78,1.7,Merlene OTTEY,10 MAY 1960,JAM,1,Sevilla (ESP),30 MAY 1990,1248
81,80,10.78,0.4,Merlene OTTEY,10 MAY 1960,JAM,1,Paris (FRA),03 SEP 1994,1248
82,80,10.78,1.1,Marion JONES,12 OCT 1975,USA,1,"Crystal Palace, London (GBR)",05 AUG 2000,1248
83,80,10.78,1.8,Torri EDWARDS,31 JAN 1977,USA,1sf2,"Eugene, OR (USA)",28 JUN 2008,1248
84,80,10.78,0.0,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"National Stadium, Beijing (CHN)",17 AUG 2008,1248
85,80,10.78,0.8,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,1,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1248
86,80,10.78,0.4,Carmelita JETER,24 NOV 1979,USA,1,"Boudewijnstadion, Bruxelles (BEL)",16 SEP 2011,1248
87,80,10.78,1.5,Carmelita JETER,24 NOV 1979,USA,2,"Olympic Stadium, London (GBR)",04 AUG 2012,1248
88,80,10.78,1.6,Murielle AHOURÉ,23 AUG 1987,CIV,1f1,"Montverde, FL (USA)",11 JUN 2016,1248
89,80,10.78,1.0,Tianna BARTOLETTA,30 AUG 1985,USA,2,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1248
90,80,10.78,1.0,Tori BOWIE,27 AUG 1990,USA,3,"Hayward Field, Eugene, OR (USA)",03 JUL 2016,1248
91,80,10.78,0.8,Elaine THOMPSON,28 JUN 1992,JAM,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",25 AUG 2016,1248
92,80,10.78,-0.3,Elaine THOMPSON,28 JUN 1992,JAM,1,"Shanghai Stadium, Shanghai (CHN)",13 MAY 2017,1249
93,80,10.78,0.7,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Olympic Stadium, London (GBR)",21 JUL 2019,1248
94,80,10.78,1.8,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1f1,"National Training Center, Clermont, FL (USA)",02 MAY 2021,1248
95,80,10.78,-0.3,Marie-Josée TA LOU,18 NOV 1988,CIV,1h4,"National Stadium, Tokyo (JPN)",30 JUL 2021,1249
96,80,10.78,0.5,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1f1,"Stadio Comunale, Bellinzona (SUI)",14 SEP 2021,1248
97,80,10.78,0.6,Marie-Josée TA LOU,18 NOV 1988,CIV,3,"Boudewijnstadion, Bruxelles (BEL)",02 SEP 2022,1248
98,80,10.78,0.9,Marie-Josée TA LOU,18 NOV 1988,CIV,1f1,"National Training Center, Clermont, FL (USA)",14 MAY 2023,1248
99,80,10.78,1.6,Shericka JACKSON,16 JUL 1994,JAM,1f1,"National Stadium, Kingston (JAM)",03 JUN 2023,1248
0,101,10.79,0.6,Evelyn ASHFORD,15 APR 1957,USA,1,"Colorado Springs, CO (USA)",03 JUL 1983,1246
1,101,10.79,1.7,Merlene OTTEY,10 MAY 1960,JAM,1,Vigo (ESP),23 JUL 1991,1246
2,101,10.79,0.0,Xuemei LI,05 JAN 1977,CHN,1,Shanghai (CHN),18 OCT 1997,1246
3,101,10.79,-0.6,Marion JONES,12 OCT 1975,USA,1,Osaka (JPN),09 MAY 1998,1249
4,101,10.79,-0.1,Inger MILLER,12 JUN 1972,USA,2,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1246
5,101,10.79,-0.1,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1sf1,"Olympiastadion, Berlin (GER)",17 AUG 2009,1246
6,101,10.79,1.1,Blessing OKAGBARE,09 OCT 1988,NGR,1,"Olympic Stadium, London (GBR)",27 JUL 2013,1246
7,101,10.79,1.5,English GARDNER,22 APR 1992,USA,1sf1,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1246
8,101,10.79,0.4,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,Kingston (JAM),26 JUN 2015,1246
9,101,10.79,-0.2,Marie-Josée TA LOU,18 NOV 1988,CIV,1sf2,"National Stadium, Tokyo (JPN)",31 JUL 2021,1247
10,101,10.79,-0.2,Shericka JACKSON,16 JUL 1994,JAM,2sf2,"National Stadium, Tokyo (JPN)",31 JUL 2021,1247
11,101,10.79,0.7,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2022,1246
12,113,10.8,1.6,Merlene OTTEY,10 MAY 1960,JAM,1,Salamanca (ESP),13 JUL 1992,1244
13,113,10.8,-0.8,Marion JONES,12 OCT 1975,USA,1,Bruxelles (BEL),28 AUG 1998,1248
14,113,10.8,1.1,Marion JONES,12 OCT 1975,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",02 JUL 1999,1244
15,113,10.8,1.4,Marion JONES,12 OCT 1975,USA,1,"Crystal Palace, London (GBR)",07 AUG 1999,1244
16,113,10.8,0.7,Kerron STEWART,16 APR 1984,JAM,1,Kingston (JAM),27 JUN 2008,1244
17,113,10.8,0.8,Tori BOWIE,27 AUG 1990,USA,1,"Stade Louis II, Monaco (MON)",18 JUL 2014,1244
18,113,10.8,0.2,Blessing OKAGBARE,09 OCT 1988,NGR,2,Paris (FRA),04 JUL 2015,1244
19,113,10.8,0.7,Tori BOWIE,27 AUG 1990,USA,1,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,1244
20,113,10.8,-0.2,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1h1,"Khalifa International Stadium, Doha (QAT)",28 SEP 2019,1245
21,122,10.81,1.7,Marlies GÖHR,21 MAR 1958,GDR,1,Berlin (GER),08 JUN 1983,1242
22,122,10.81,1.2,Evelyn ASHFORD,15 APR 1957,USA,2,"Indianapolis, IN (USA)",17 JUL 1988,1242
23,122,10.81,0.8,Marion JONES,12 OCT 1975,USA,1,"Olympiastadion, Berlin (GER)",26 AUG 1997,1242
24,122,10.81,1.3,Christine ARRON,13 SEP 1973,FRA,1sf1,"Népstadion, Budapest (HUN)",19 AUG 1998,1242
25,122,10.81,0.2,Marion JONES,12 OCT 1975,USA,1,"Olympiastadion, Berlin (GER)",01 SEP 1998,1242
26,122,10.81,0.1,Inger MILLER,12 JUN 1972,USA,1sf1,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1242
27,122,10.81,1.0,Carmelita JETER,24 NOV 1979,USA,1,"National Stadium, Kingston (JAM)",05 MAY 2012,1242
28,122,10.81,1.5,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,3,"Olympic Stadium, London (GBR)",04 AUG 2012,1242
29,122,10.81,0.7,Carmelita JETER,24 NOV 1979,USA,1,"Alexander Stadium, Birmingham (GBR)",26 AUG 2012,1242
30,122,10.81,1.7,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1f1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1242
31,122,10.81,1.7,Murielle AHOURÉ,23 AUG 1987,CIV,2f1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1242
32,122,10.81,1.2,Tori BOWIE,27 AUG 1990,USA,1,"Hayward Field, Eugene, OR (USA)",26 JUN 2015,1242
33,122,10.81,-0.3,Dafne SCHIPPERS,15 JUN 1992,NED,2,"National Stadium, Beijing (CHN)",24 AUG 2015,1243
34,122,10.81,1.5,English GARDNER,22 APR 1992,USA,1,"Hayward Field, Eugene, OR (USA)",28 MAY 2016,1242
35,122,10.81,-0.4,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1sf3,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,1244
36,122,10.81,0.4,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Stadion Śląski, Chorzów (POL)",05 SEP 2021,1242
37,122,10.81,1.7,Julien ALFRED,10 JUN 2001,LCA,1h2,"Terry & Linda Fuller T&F Complex, Lubbock, TX (USA)",14 MAY 2022,1242
38,122,10.81,0.5,Aleia HOBBS,24 FEB 1996,USA,1sf1,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1242
39,122,10.81,0.8,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,3,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,1242
40,122,10.81,0.4,Aleia HOBBS,24 FEB 1996,USA,4,"Stade Louis II, Monaco (MON)",10 AUG 2022,1242
41,122,10.81,-0.8,Shericka JACKSON,16 JUL 1994,JAM,2,"Letzigrund, Zürich (SUI)",08 SEP 2022,1246
42,143,10.82,1.4,Merlene OTTEY,10 MAY 1960,JAM,1,"Olympiastadion, Berlin (GER)",17 AUG 1990,1239
43,143,10.82,2.0,Irina PRIVALOVA,22 NOV 1968,RUS,1,Moskva (RUS),22 JUN 1992,1239
44,143,10.82,-1.0,Gail DEVERS,19 NOV 1966,USA,1,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,1245
45,143,10.82,1.5,Gail DEVERS,19 NOV 1966,USA,1,"Stade Olympique de la Pontaise, Lausanne (SUI)",07 JUL 1993,1239
46,143,10.82,-0.3,Gail DEVERS,19 NOV 1966,USA,1,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993,1240
47,143,10.82,-0.3,Merlene OTTEY,10 MAY 1960,JAM,2,"Gottlieb-Daimler Stadion, Stuttgart (GER)",16 AUG 1993,1240
48,143,10.82,0.4,Gwen TORRENCE,12 JUN 1965,USA,2,Paris (FRA),03 SEP 1994,1239
49,143,10.82,1.1,Gwen TORRENCE,12 JUN 1965,USA,1,"Atlanta, GA (USA)",15 JUN 1996,1239
50,143,10.82,-0.5,Marion JONES,12 OCT 1975,USA,1,"Bislett Stadion, Oslo (NOR)",09 JUL 1998,1242
51,143,10.82,-0.3,Zhanna BLOCK,06 JUL 1972,UKR,1,"Commonwealth Stadium, Edmonton (CAN)",06 AUG 2001,1240
52,143,10.82,-0.7,Sherone SIMPSON,12 AUG 1984,JAM,1,Kingston (JAM),24 JUN 2006,1243
53,143,10.82,0.4,Carmelita JETER,24 NOV 1979,USA,1,"Stade Louis II, Monaco (MON)",22 JUL 2010,1239
54,143,10.82,0.6,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,2,Kingston (JAM),29 JUN 2012,1239
55,143,10.82,1.7,Tori BOWIE,27 AUG 1990,USA,3f1,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1239
56,143,10.82,0.5,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1sf1,"National Stadium, Beijing (CHN)",24 AUG 2015,1239
57,143,10.82,0.9,Michelle-Lee AHYE,10 APR 1992,TTO,1f2,Port-of-Spain (TTO),24 JUN 2017,1239
58,143,10.82,1.0,Shericka JACKSON,16 JUL 1994,JAM,2,"National Stadium, Kingston (JAM)",25 JUN 2021,1239
59,143,10.82,1.1,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1sf2,"National Stadium, Kingston (JAM)",25 JUN 2021,1239
60,143,10.82,0.6,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,2,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1239
61,143,10.82,0.1,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1h2,"National Stadium, Tokyo (JPN)",30 JUL 2021,1239
62,143,10.82,0.5,Melissa JEFFERSON,21 FEB 2001,USA,2sf1,"Hayward Field, Eugene, OR (USA)",24 JUN 2022,1239
63,143,10.82,-0.2,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1sf2,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,1240
64,143,10.82,0.6,Twanisha TERRY,24 JAN 1999,USA,1,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",30 JUL 2022,1239
65,143,10.82,-0.1,Shericka JACKSON,16 JUL 1994,JAM,1f1,"National Stadium, Kingston (JAM)",22 APR 2023,1239
66,143,10.82,0.0,Marie-Josée TA LOU,18 NOV 1988,CIV,1,"Stadion Śląski, Chorzów (POL)",04 JUN 2023,1239
67,168,10.83,1.7,Marita KOCH,18 FEB 1957,GDR,2,Berlin (GER),08 JUN 1983,1237
68,168,10.83,0.0,Sheila ECHOLS,02 OCT 1964,USA,1qf2,"Indianapolis, IN (USA)",16 JUL 1988,1237
69,168,10.83,-1.0,Juliet CUTHBERT,09 APR 1964,JAM,2,"Estadio Olímpico, Barcelona (ESP)",01 AUG 1992,1243
70,168,10.83,0.0,Gwen TORRENCE,12 JUN 1965,USA,1,Bruxelles (BEL),19 AUG 1994,1237
71,168,10.83,1.3,Gail DEVERS,19 NOV 1966,USA,2,"Arena Civica, Milano (ITA)",07 SEP 1996,1237
72,168,10.83,0.4,Marion JONES,12 OCT 1975,USA,1,"Olympic Stadium, Athina (GRE)",03 AUG 1997,1237
73,168,10.83,0.9,Merlene OTTEY,10 MAY 1960,JAM,2,Bruxelles (BEL),22 AUG 1997,1237
74,168,10.83,-0.4,Merlene OTTEY,10 MAY 1960,JAM,1,Tokyo (JPN),06 SEP 1997,1239
75,168,10.83,2.0,Irina PRIVALOVA,22 NOV 1968,RUS,2,"Népstadion, Budapest (HUN)",19 AUG 1998,1237
76,168,10.83,0.4,Marion JONES,12 OCT 1975,USA,1,Moskva (RUS),05 SEP 1998,1237
77,168,10.83,0.1,Katerina THANOU,01 FEB 1975,GRE,2sf1,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1237
78,168,10.83,-0.1,Marion JONES,12 OCT 1975,USA,1sf2,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1237
79,168,10.83,-1.3,Marion JONES,12 OCT 1975,USA,1f1,Bruxelles (BEL),25 AUG 2000,1244
80,168,10.83,-0.1,Carmelita JETER,24 NOV 1979,USA,1sf2,"Olympiastadion, Berlin (GER)",17 AUG 2009,1237
81,168,10.83,-0.4,Carmelita JETER,24 NOV 1979,USA,1,Daegu (KOR),25 SEP 2009,1239
82,168,10.83,0.8,Carmelita JETER,24 NOV 1979,USA,2,"Hayward Field, Eugene, OR (USA)",03 JUL 2010,1237
83,168,10.83,1.5,Carmelita JETER,24 NOV 1979,USA,1h2,"Olympic Stadium, London (GBR)",03 AUG 2012,1237
84,168,10.83,0.0,Carmelita JETER,24 NOV 1979,USA,1sf1,"Olympic Stadium, London (GBR)",04 AUG 2012,1237
85,168,10.83,-0.4,Shelly-Ann FRASER-PRYCE,27 DEC 1986,JAM,1,"Letzigrund, Zürich (SUI)",30 AUG 2012,1239
86,168,10.83,-0.2,Dafne SCHIPPERS,15 JUN 1992,NED,1sf3,"National Stadium, Beijing (CHN)",24 AUG 2015,1238
87,168,10.83,0.7,Dafne SCHIPPERS,15 JUN 1992,NED,2,"Suhaim bin Hamad Stadium, Doha (QAT)",06 MAY 2016,1237
88,168,10.83,1.6,Veronica CAMPBELL-BROWN,15 MAY 1982,JAM,2f1,"Montverde, FL (USA)",11 JUN 2016,1237
89,168,10.83,0.5,Tori BOWIE,27 AUG 1990,USA,2,"Estádio Olímpico, Rio de Janeiro (BRA)",13 AUG 2016,1237
90,168,10.83,1.1,Murielle AHOURÉ,23 AUG 1987,CIV,1f1,"Montverde, FL (USA)",10 JUN 2017,1237
91,168,10.83,0.1,Dina ASHER-SMITH,04 DEC 1995,GBR,2,"Khalifa International Stadium, Doha (QAT)",29 SEP 2019,1237
92,168,10.83,0.9,Teahna DANIELS,25 MAR 1997,USA,4,"Hayward Field, Eugene, OR (USA)",21 AUG 2021,1237
93,168,10.83,0.3,Elaine THOMPSON-HERAH,28 JUN 1992,JAM,1,"Complexe Sportif Prince Moulay Abdellah, Rabat (MAR)",05 JUN 2022,1237
94,168,10.83,1.3,Aleia HOBBS,24 FEB 1996,USA,1,"Icahn Stadium, New York, NY (USA)",12 JUN 2022,1237
95,168,10.83,0.8,Dina ASHER-SMITH,04 DEC 1995,GBR,4,"Hayward Field, Eugene, OR (USA)",17 JUL 2022,1237
96,168,10.83,0.6,Tamari DAVIS,15 FEB 2003,USA,2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",30 JUL 2022,1237
97,168,10.83,-0.1,Shericka JACKSON,16 JUL 1994,JAM,1,"Grand Bahama Sports Complex, Freeport (BAH)",20 AUG 2022,1237
